 6010 ; Бона иностранная Перу ;  ;  ;  ;  ; 7 ; Димон777 ; 41 
 1238 ; Медаль. Германия. D-40мм. Коробка, сертификат ; 2010 ;  ; Cu, позолота ; Proof-Like ; 68 ; coolpeppers ; 432 
 1239 ; Знак Лучший водитель ;  ;  ; Ж/м,эмаль ; VF-XF ; 56 ; korovan67 ; 814 
 1240 ; Знак 50 лет КПСС ; ММД ;  ; Ag, поз эмаль ; XF ; 40 ; Sava05 ; 1351 
 1241 ; Знак Чемпион БССР ;  ;  ; Ж/м,эмаль ; XF ; 15 ; nikolas13 ; 150 
 1242 ; Знак Чемпионат БССР ;  ;  ; Б/м,мэаль ; XF ; 17 ; nikolas13 ; 150 
 1243 ; Знак Чемпионат БССР ;  ;  ; Ж/м,эмаль ; XF ; 13 ; nikolas13 ; 150 
 1244 ; Знак Юный техник СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 24 ; igors1969 ; 185 
 1245 ; Знак Ударник коммунистического труда ;  ;  ; Ж/м,эмаль ; VF-XF ; 42 ; TaraskaPeter ; 1150 
 1246 ; Знак Юный натуралист СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 19 ; vvv87 ; 185 
 1247 ; Знак Отличник ГТО 1 ступени ; ММД ;  ; Ж/м,эмаль ; VF-XF ; 38 ; Claster ; 394 
 1248 ; Знак Альпинист СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 39 ; Claster ; 400 
 1249 ; Знак Пилота 1950-1961гг СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 28 ; Гимли ; 1507 
 1250 ; Знак Пилота Турция ;  ;  ; Б/м ; VF ; 13 ; nvn1958 ; 408 
 1251 ; Знак Летчика 1 класс ;  ;  ; Al ; VF+ ; 9 ; vvv87 ; 162 
 1252 ; Государственный знак России ;  ;  ; Ж/м ; VF+ ; 24 ; igorchek ; 123 
 1253 ; Знак Kadriorg Эстония ;  ;  ; Ж/м ; VF+ ; 11 ; 312 ; 78 
 1254 ; Знак Лучшему молодому рационализатору ;  ;  ; Al ; XF- ; 25 ; Папа с рацией ; 557 
 1255 ; Знак За службу на Кавказе ;  ;  ; Ж/м ; XF ; 18 ; Claster ; 227 
 1256 ; Знак Ветеран боевых действий на Кавказе ;  ;  ; Ж/м ; VF-XF ; 28 ; igorchek ; 306 
 1157 ; Медаль. Франция. Репатриация из Северной Африки. D - 50,5мм ; 1987 ;  ; Б/М ; XF ; 14 ; divergent ; 88 
 1158 ; Медаль Франция. Серия "Правители Франции". Валуа. Король Франциск I (1515-1547). D - 33мм ; 1830-1848 ;  ; Ag ; VF ; 35 ; akula-71 ; 2250 
 1159 ; Медаль . Франция. Серия "Правители Франции". Валуа. Король Генрих II (1547-1559). D - 34мм ; 1830-1848 ;  ; Ag ; VF ; 21 ; akula-71 ; 2267 
 1160 ; Медаль. Франция. Серия "Правители Франции". Валуа. Король Карл VII. D - 34мм ; 1830-1848 ;  ; Ag ; VF ; 7 ; TTT84 ; 1914 
 1161 ; Медаль. Франция. Рождение Генриха V графа Бордосского. D - 17мм ; 1820 ;  ; Ag ; VF+ ; 22 ; prince1959 ; 918 
 1162 ; Медаль. Франция. Маршал Франции Жозеф Жак Сезер Жоффр (1852-1931). D - 28мм ; 1916 ;  ; Б/М ; VF+ ; 24 ; ai ; 419 
 1163 ; Медаль. Франция. Маршал Франции Фердинанд Фош (1851-1929). D - 28мм ; 1918 ;  ; Б/М ; VF+ ; 29 ; 9975 ; 614 
 1164 ; Жетон. Франция. Людовик XV. Нормандия. Герб Руана. 6й вариант. D - 31мм ; 1715-1774 ;  ; Ag ; VF-XF ; 75 ; TTT84 ; 1222 
 1165 ; Жетон. Франция. Людовик XV. Нормандия. Герб Руана. 5й вариант. D - 31мм ; 1715-1774 ;  ; Ag ; VF-XF ; 31 ; TTT84 ; 1222 
 1166 ; Жетон. Франция. Людовик XV. Нормандия. Герб Руана. 7й вариант. D - 30мм ; 1715-1774 ;  ; Ag ; VF-XF ; 9 ; TTT84 ; 1222 
 1167 ; Жетон. Франция. Луи Филипп I. Парижское Некоммерческое общество владельцев без права пользованияD - 32mm ; 1838 ;  ; Ag ; XF- ; 14 ; lori ; 1230 
 1168 ; Жетон. Франция. Луи Филипп I. Парижская страховая компания "Феникс".D - 36mm ; 1844 ;  ; Ag ; XF- ; 14 ; lori ; 2368 
 1169 ; Жетон. Франция. 3-я Республика (1871-1940). Прованс-Альпы-Лазурный Берег. Торговая палата департамента Альпы Приморские. D - 47mm ; конец XIXв ;  ; Ag ; XF ; 22 ; Георг ; 2521 
 1170 ; Жетон. Франция. Наполеон III. Прованс-Альпы-Лазурный Берег. Нотариусы округа Экс-ан-ПровансD - 29mm ; 1852-1871 ;  ; Ag ; XF ; 46 ; lori ; 2300 
 1171 ; Жетон. Франция. Маршал Франции Жозеф Жак Сезер Жоффр (1852-1931). D - 27мм ; 1914-1916 ;  ; Br ; VF+ ; 17 ; drew ; 680 
 1172 ; Жетон. Франция. Выставка в Париже. D - 30мм ; 1878 ;  ; Br ; VF ; 18 ; елец ; 357 
 1173 ; Жетон. Франция. К столетию провозглашения Республики. D - 24мм. Отломано ухо ; 1892 ;  ; Br ; VF ; 23 ; елец ; 192 
 1174 ; Медаль. Бельгия. Леопольд II. Сенат города Турнэ. D-32мм ; 1865-1909 ;  ; Ag ; XF ; 14 ; niki ; 1197 
 1175 ; Юбилейная медаль "Вословерке". Ж/дородной отрасли 1912-1952г. Г Дилленбург. Германия. D-60мм ;  ;  ; Б/м ; XF ; 9 ; ирренн ; 1002 
 1176 ; Памятная медаль выставки EXPO 70. Япония. Коробка ;  ;  ; Ж/м ; XF+ ; 15 ; Rober ; 126 
 1177 ; Медаль. Франция. Вашингтон и Лафайет. D - 28мм ; 1917 ;  ; Б/М ; VF ; 34 ; drew ; 429 
 1178 ; Жетон. Франция. Людовик XV. Нормандия. Герб Руана. 8й вариант. D - 31мм ; 1715-1774 ;  ; Ag ; VF-XF ; 13 ; TTT84 ; 1222 
 1179 ; Жетон. Франция. Луи Филипп I. Верхняя Нормандия. Арбитражная комиссия РуанаD - 33mm ; 1830-1848 ;  ; Ag ; XF- ; 7 ; ежик ; 1326 
 1180 ; Медаль. Абрахам Линкольн. Германия. D-50мм. Сертификат ; 2009 ;  ; Cu, позолота ; Proof-Like ; 17 ; coolpeppers ; 501 
 1181 ; Медаль. Кайзер Вильгельм II. Германия. D-50мм. Сертификат ; 2008 ;  ; Cu, позолота ; Proof-Like ; 29 ; coolpeppers ; 443 
 1182 ; Жетон. Отто Бисмарк. D-33мм ;  ;  ; Ag ; Proof ; 44 ; елец ; 767 
 1183 ; Жетон. Франция. Луи Филипп I. Верхняя Нормандия. Нотариусы округа Лувьер. Портрет Святого Людовика. D - 32мм ; 1830-1848 ;  ; Ag ; XF- ; 25 ; Челябинск ; 1632 
 1184 ; Жетон. Франция. Людовик XVIII. Благопожелания. Феникс возрождается из пламени. Гербы Франции и Наварры. D - 30мм ; 1814-1824 ;  ; Ag ; VF-XF ; 9 ; cboker ; 1224 
 1185 ; Медаль. Германия. Транспортная компания "DLG" 1965г. D-60мм ;  ;  ; Br, посер ; VF+ ; 18 ; divergent ; 90 
 1186 ; Медаль Армения D-62мм ;  ;  ; Ж/м ; AU ; 7 ; nike400 ; 115 
 1187 ; Медаль. Чемпиона мира по футболу в Германии в 2006г. ;  ;  ; Ag ; Proof ; 46 ; torbey ; 1321 
 1188 ; Медаль. Чемпионат мира по футболу 1974г. Германия ;  ;  ; б/м ; XF ; 5 ; football ; 115 
 1189 ; Жетон 10 евро Европа. Бельгия. D-39мм ;  ;  ; Ag ; Proof ; 21 ; coolpeppers ; 672 
 1190 ; Медаль. Германия. D-50мм. Сертификат ; 2010 ;  ; Cu, позолота ; Proof-Like ; 19 ; coolpeppers ; 501 
 1191 ; Медаль. Теннис ; 1930-е ;  ; б/м ; VF ; 24 ; doc2 ; 700 
 1192 ; Медаль пограничника ;  ;  ; ж/м, краска ; VF+ ; 10 ; mkm1968 ; 100 
 1193 ; Медаль дружбы между Китаем и Северной Кореей. Китай ;  ;  ; ж/м, краска ; VF- ; 13 ; штурман ; 300 
 1194 ; Медаль. Чемпионат мира по футболу в Бразилии. Сборная бельгии ;  ;  ; ж/м, краска ; Proof ; 9 ; football ; 73 
 1195 ; Медаль. Чемпионат Европы по футболу в Австрии и Швейцарии ;  ;  ; ж/м ; AU ; 41 ; torbey ; 1221 
 1196 ; Медаль. Чемпионат мира по футболу в 2010г в Южной Африке ;  ;  ; ж/м ; AU ; 33 ; torbey ; 1221 
 1197 ; Медаль.Чемпионат мира по футболу в Южной Африке в 2010г. ;  ;  ; би/м ; Proof ; 33 ; torbey ; 1224 
 1198 ; Медаль. Чемпионат мира по футболу в Германии в 2006г. ;  ;  ; ж/м ; AU ; 11 ; football ; 580 
 1199 ; Жетон Принц-лягушка. D-30мм ;  ;  ; Ag ; XF ; 21 ; murka1973 ; 383 
 1200 ; Жетон 3 ;  ;  ; Ж/м ; VF+ ; 12 ; lalula ; 90 
 1201 ; Жетон Германия. Берлин. D-35мм ;  ;  ; Би/м ; AU ; 30 ; igorchek ; 187 
 1202 ; Жетон Германия. Тюринген. D-35мм ;  ;  ; Би/м ; AU ; 42 ; igorchek ; 246 
 1203 ; Жетон футбол Германия. D-30мм ;  ;  ; Би/м ; AU ; 10 ; igorchek ; 104 
 1204 ; Жетон. Германия. Человек на Луне. D-26мм ;  ;  ; Ag ; Proof ; 35 ; alex280183 ; 714 
 1205 ; Плакета спорт ;  ;  ; Б/м ; VF+ ; 11 ; цеховик ; 132 
 1206 ; Памятная медаль Олимпиада 1964г. Япония. Короюбка ;  ;  ; Ж/м ; XF+ ; 32 ; Георг ; 680 
 1107 ; Медаль ООН ;  ;  ; Ж/м ; XF+ ; 12 ; oleghh7 ; 340 
 1108 ; Медаль за службу в Кореи. США ;  ;  ; Ж/м ; XF+ ; 23 ; kornum ; 407 
 1109 ; Медаль США ;  ;  ; Ж/м ; XF ; 8 ; aae2006 ; 352 
 1110 ; Медаль за эффективную службу. США ;  ;  ; Ж/м ; XF ; 35 ; aae2006 ; 294 
 1111 ; Медаль за эффективную службу. США ;  ;  ; Ж/м ; XF ; 11 ; aae2006 ; 235 
 1112 ; Медаль За Маньчжурский инцидент. Япония ; 1934 ;  ; Br ; XF ; 36 ; aae2006 ; 1168 
 1113 ; Медаль. История Дании. Движения сопротивления .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 9 ; sileng ; 555 
 1114 ; Медаль. История Дании. Движения сопротивления .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 8 ; WCN ; 516 
 1115 ; Медаль. История Дании. Конституция .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 11 ; sileng ; 689 
 1116 ; Медаль. 200-летие Г.Х.Андерсон. Дании .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 17 ; сокол ; 542 
 1117 ; Медаль. 200-летие Г.Х.Андерсон. Дании .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 10 ; Георг ; 531 
 1118 ; Медаль. 200-летие Г.Х.Андерсон. Дании .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 11 ; 9975 ; 542 
 1119 ; Медаль. 200-летие Г.Х.Андерсон. Дании .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 18 ; сокол ; 573 
 1120 ; Медаль. История Дании. Кристиан IV .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 19 ; Lena6975 ; 1002 
 1121 ; Медаль. История Дании. Даннеброг .D-35мм. M-27г ;  ;  ; Ag ; Proof ; 21 ; Lena6975 ; 1148 
 1122 ; Медаль. Хенрик Кристиан принц Дании. Дании. M-31,1г ;  ;  ; Ag ; Proof ; 31 ; Lena6975 ; 1450 
 1123 ; Медаль. Фредерик VII. Дания. M-31,1г ;  ;  ; Ag ; Proof ; 18 ; WCN ; 1397 
 1124 ; Медаль На взятие Портобелло. Англия ; 1739 ;  ; Br ; VF ; 47 ; marka1234 ; 6697 
 1125 ; Медаль Германия. D-44мм ;  ;  ; Br ; XF ; 55 ; Георг ; 2521 
 1126 ; Медаль Луи Филипп I. Франция. D-25мм ;  ;  ; Br ; XF+ ; 23 ; prince1959 ; 1629 
 1127 ; Медаль Луи Филипп I. Памятник герцогу Ордеансклому. Франция. D-27мм ;  ;  ; Br ; XF ; 85 ; userAlex ; 945 
 1128 ; Медаль Оскар II. Швеция. D-39мм ;  ;  ; Br ; XF+ ; 24 ; Георг ; 696 
 1129 ; Медаль Людовик XVIII. Франция. D-40мм ;  ;  ; Br ; XF ; 21 ; userAlex ; 2658 
 1130 ; Медаль. Лувр. Франция. Париж. D-33мм ;  ;  ; Ж/м ; XF ; 23 ; елец ; 80 
 1131 ; Медаль 1000 лет Шведскому королевскому двору. Король Анунд Якоб. Швеция. D-40мм ;  ;  ; Br ; XF+ ; 56 ; alex280183 ; 905 
 1132 ; Медаль 1000 лет Шведскому королевскому двору. Королева Урлика Элианора. Швеция. D-40мм ;  ;  ; Br ; XF+ ; 44 ; alex280183 ; 1024 
 1133 ; Медаль За лучшую лошадь. Швеция. D-43мм ; 1921 ;  ; Ag ; VF-XF ; 47 ; 1999 ; 2142 
 1134 ; Медаль 100 лет новосамарского заселения немцев. D-49мм ;  ;  ; Б/м ; VF ; 9 ; Георг ; 102 
 1135 ; Памятная медаль. Шарль де Голль. 5-я республика D-32мм. М-13,1г ;  ;  ; Ag,позол. ; AU ; 20 ; ты кто такой? ; 362 
 1136 ; Памятная медаль. Шарль де Голль. Самоопределеие Алжира. D-32мм. М-13г. ;  ;  ; Ag,позол. ; AU ; 23 ; ты кто такой? ; 306 
 1137 ; Памятная медаль. Шарль де Голль. Вызов. D-32мм. М-12,4г. ;  ;  ; Ag,позол. ; AU ; 10 ; ты кто такой? ; 306 
 1138 ; Памятная медаль. Шарль де Голль. Президент французского  народа. D-32мм. М-12,8г. ;  ;  ; Ag,позол. ; AU ; 27 ; ты кто такой? ; 412 
 1139 ; Памятная медаль. Шарль де Голль. Франко-Германское примирение. D-32мм. М-12,8г. ;  ;  ; Ag,позол. ; AU ; 14 ; stilspb ; 303 
 1140 ; Памятная медаль. Шарль де Голль. Культурное влияние. D-32мм. М-12,4г. ;  ;  ; Ag,позол. ; AU ; 12 ; stilspb ; 306 
 1141 ; Памятная медаль. Шарль де Голль. Президент на основе всеобщего избирательного права. D-32мм. М-12,7г. ;  ;  ; Ag,позол. ; AU ; 31 ; Rober ; 306 
 1142 ; Памятная медаль. Шарль де Голль. Писатель. D-32мм. М-13,1г ;  ;  ; Ag,позол. ; AU ; 13 ; stilspb ; 301 
 1143 ; Памятная медаль. Шарль де Голль. Президент республики. D-32мм. М-12,8г. ;  ;  ; Ag,позол. ; AU ; 19 ; Rober ; 306 
 1144 ; Памятная медаль. Шарль де Голль. Великая война. D-32мм. М-12,8г. ;  ;  ; Ag,позол. ; AU ; 21 ; ты кто такой? ; 306 
 1145 ; Памятная медаль. Шарль де Голль. Общение с Францией. D-32мм. М-12,6г. ;  ;  ; Ag,позол. ; AU ; 7 ; stilspb ; 301 
 1146 ; Жетон Берлин. D-29мм ;  ;  ; Ж/м ; VF ; 15 ; Bronco ; 78 
 1147 ; Жетон Серена ;  ;  ; Ж/м ; XF ; 20 ; divergent ; 58 
 1148 ; Медаль 50 лет Октябрьской социалистической революции. Эстония. D-56мм ; 1967 ;  ; Ж/м ; VF ; 19 ; Георг ; 294 
 1149 ; Медаль 200-летие американской революции 1776-1976 гг. США. D-38мм ; 1976 ;  ; Ж/м ; XF ; 11 ; drmpavlov ; 262 
 1150 ; Медаль Дания. D-37мм ;  ;  ; Br ; XF+ ; 6 ; divergent ; 57 
 1151 ; Медаль Благодарность героям  1-ого Белорусского фронта на Зееловских высотах. D-40мм ;  ;  ; Б/м ; XF ; 25 ; Георг ; 340 
 1152 ; Медаль Финляндия. D-70мм ;  ;  ; Ж/м ; XF ; 23 ; kotyamoi ; 191 
 1153 ; Медаль. Edward Coremans. D-51мм ;  ;  ; Br ; VF-XF ; 39 ; Зорро ; 1019 
 1154 ; Медаль. Люитпольд. D-33мм. Убрано ухо ; 1905 ;  ; Al ; F ; 22 ; divergent ; 73 
 1155 ; Знак Швейцария ;  ;  ; Ж/м ; XF ; 27 ; AndyF ; 104 
 1156 ; Жетон Микеланджело Буонаротти и Джузеппе Верди ;  ;  ; Б/м ; XF+ ; 11 ; divergent ; 68 
 1057 ; Орден 3-х великих революций. КНДР ;  ;  ; Б/м,эмаль ; VF+ ; 41 ; AKrav ; 1292 
 1058 ; Крест ZSMP. Польша ;  ;  ; Ж/м,эмаль ; VF ; 32 ; dgin ; 510 
 1059 ; Медаль за тяжелое ранение в 1МВ. Бельгия ;  ;  ; Б/м,эмаль ; VF+ ; 53 ; k212 ; 999 
 1060 ; Медаль Армии "За Достижения". США ;  ;  ; Ж/м ; XF ; 19 ; aae2006 ; 240 
 1061 ; Орден Знамя труда. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 38 ; mkm1968 ; 793 
 1062 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 8 ; апосум ; 203 
 1063 ; Медаль Климент Охридский. Болгария ;  ;  ; Ж/м ; XF ; 30 ; dgin ; 340 
 1064 ; Медаль 100 лет освобождения Болгарии. Болгария ;  ;  ; Ж/м ; VF+ ; 8 ; aae2006 ; 128 
 1065 ; Медаль 100 лет освобождения Болгарии. Болгария ;  ;  ; Ж/м ; XF+ ; 16 ; aae2006 ; 184 
 1066 ; Медаль 25 лет народной власти. Болгария ;  ;  ; Ж/м ; XF- ; 9 ; lsp25 ; 227 
 1067 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 10 ; slavka ; 203 
 1068 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 11 ; slavka ; 203 
 1069 ; Орден Труда. Югославия ;  ;  ; Б/м ; VF+ ; 57 ; AKrav ; 1003 
 1070 ; Медаль Обороны. Франция ;  ;  ; Ж/м ; XF ; 36 ; наташа2712 ; 771 
 1071 ; Медаль Армии "За Достижения". США ;  ;  ; Ж/м ; XF ; 26 ; aae2006 ; 225 
 1072 ; Крест Варшавского восстания. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 57 ; AKrav ; 1215 
 1073 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,Br ; XF ; 36 ; Limbus ; 773 
 1074 ; Медаль материнства Муссолини. Италия ;  ;  ; Al ; VF ; 42 ; Папа с рацией ; 1115 
 1075 ; орден за военные заслуги 3 степени. Югославия (пять факелов) ;  ;  ; Ag,эмаль ; XF ; 50 ; PIVon ; 3449 
 1076 ; Медаль 40 лет победы над фашизмом. Болгария ;  ;  ; Ж/м ; XF- ; 12 ; aae2006 ; 128 
 1077 ; Медаль Польша ;  ;  ; Ж/м ; XF- ; 39 ; наташа2712 ; 906 
 1078 ; Медаль Швеция ;  ;  ; Ж/м ; VF+ ; 13 ; divergent ; 77 
 1079 ; Медаль Швеция ;  ;  ; Ж/м ; VF ; 7 ; stilspb ; 100 
 1080 ; Медаль Швеция ;  ;  ; Ж/м ; VF ; 5 ; doc2 ; 101 
 1081 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 21 ; slavka ; 203 
 1082 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 18 ; slavka ; 203 
 1083 ; Медаль Швеция ;  ;  ; Ж/м ; VF-XF ; 22 ; slavka ; 230 
 1084 ; Крест 1916-1918гг ;  ;  ; Ж/м ; VF- ; 62 ; evseechevvv ; 1778 
 1085 ; Медаль 50 лет правления Франца Иосифа. Австрия ;  ;  ; Ж/м ; F ; 27 ; nikolas13 ; 340 
 1086 ; Медаль Румыния ;  ;  ; Б/м ; F ; 26 ; Хаа ; 663 
 1087 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 26 ; Папа с рацией ; 340 
 1088 ; Медаль Швеция ;  ;  ; Ж/м, покрытие ; VF+ ; 22 ; slavka ; 203 
 1089 ; Медаль Швеция ;  ;  ; Ж/м, покрытие ; VF+ ; 13 ; slavka ; 225 
 1090 ; Медаль Швеция ;  ;  ; Ж/м, покрытие ; XF- ; 22 ; slavka ; 203 
 1091 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 25 ; цеховик ; 280 
 1092 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 14 ; slavka ; 234 
 1093 ; Медаль Швеция ;  ;  ; Б/м ; VF-XF ; 16 ; slavka ; 203 
 1094 ; Медаль иностранная ;  ;  ; Ж/м ; VF+ ; 13 ; Варвар ; 90 
 1095 ; Медаль иностранная ;  ;  ; Ж/м ; XF ; 22 ; slavka ; 341 
 1096 ; Медаль Красного креста (с петличным знаком). Япония ;  ;  ; Ag ; XF- ; 44 ; Георг ; 906 
 1097 ; Медаль за службу по национальной обороны. США ;  ;  ; Ж/м ; XF+ ; 11 ; aae2006 ; 227 
 1098 ; Медаль за эффективную службу. США ;  ;  ; Ж/м ; XF ; 9 ; Аня ; 340 
 1099 ; Медаль за службу в армии. США ;  ;  ; Ж/м ; XF ; 19 ; drew ; 510 
 1100 ; Медаль за службу против терроризма. США ;  ;  ; Ж/м ; XF ; 12 ; Аня ; 444 
 1101 ; Медаль 2МВ. США ;  ;  ; Ж/м ; XF ; 17 ; aae2006 ; 603 
 1102 ; Медаль за эффективную службу. США ;  ;  ; Ж/м ; XF ; 21 ; aae2006 ; 324 
 1103 ; Медаль за службу в Юго-Западной Азии. США ;  ;  ; Ж/м ; XF ; 11 ; PROCSY ; 220 
 1104 ; Медаль Американская кампания ;  ;  ; Ж/м ; XF ; 19 ; drew ; 357 
 1105 ; Медаль за службу в Юго-Западной Азии. США ;  ;  ; Ж/м ; XF ; 17 ; aae2006 ; 257 
 1106 ; Медаль за службу в армии. США ;  ;  ; Ж/м ; XF ; 13 ; Аня ; 397 
 1007 ; Медаль За участие в Китайском инциденте. Япония. Коробка ;  ;  ; Br ; XF- ; 31 ; ganza ; 625 
 1008 ; Орден Восходящего солнца 8 ст. Япония. Коробка ;  ;  ; Ag ; XF+ ; 68 ; ganza ; 2201 
 1009 ; Крест Заслуг. Польша ;  ;  ; Ж/м,эмаль ; AU ; 30 ; ganza ; 793 
 1010 ; Медаль 1949-1979гг. ГДР.Коробка ;  ;  ; Ж/м ; XF ; 7 ; lsp25 ; 408 
 1011 ; Орден Почетного легиона. Франция ;  ;  ; Ag,эмаль ; VF+ ; 15 ; орикс ; 3572 
 1012 ; Крест Комбатанта. Франция ;  ;  ; Ж/м ; XF ; 22 ; ganza ; 722 
 1013 ; Орден Мать -героиня Албания ;  ;  ; Б/м,ж/м ; VF-XF ; 11 ; doc2 ; 1887 
 1014 ; Большая серебряная медаль за храбрость. Австро-Венгрия ;  ;  ; Ag ; F-VF ; 95 ; Семен ; 6952 
 1015 ; Медаль заслуг в пожарной службе. Франция ;  ;  ; Б/м ; VF-XF ; 34 ; Папа с рацией ; 1077 
 1016 ; Медаль солдатская доблесть. Румыния ;  ;  ; Ж/м ; XF ; 8 ; Папа с рацией ; 651 
 1017 ; Медаль материнства. Румыния ;  ;  ; Ж/м,эмаль ; VF-XF ; 17 ; Хаа ; 1785 
 1018 ; Орден за гражданское мужество. Албания ;  ;  ; Ж/м ; VF-XF ; 14 ; veektor ; 818 
 1019 ; Медаль за службу в Алжире. Франция ;  ;  ; Ж/м ; XF ; 22 ; ЛБС ; 1035 
 1020 ; Колодка из 3-х крестов. Германия ;  ;  ; Ж/м,б/м ; VF-XF ; 23 ; ЛБС ; 5110 
 1021 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Br,Fe ; VF-XF ; 40 ; igorchek ; 684 
 1022 ; Медаль 80 лет революции. Монголия ;  ;  ; Ж/м ; VF-XF ; 15 ; aae2006 ; 333 
 1023 ; Медаль 70 лет революции. Монголия ;  ;  ; Ж/м ; VF-XF ; 13 ; DATR ; 318 
 1024 ; Наградной знак Монголия ;  ;  ; Б/м ; AU ; 25 ; НЭРИ ; 567 
 1025 ; Орден За храбрость. Албания ;  ;  ; Б/м ; XF ; 30 ; doc2 ; 2703 
 1026 ; Орден Свободы 3ст. Албания ;  ;  ; Б/м ; XF ; 68 ; AKrav ; 2192 
 1027 ; Орден За службу государству 1ст. Албания ;  ;  ; Ж/м ; XF ; 34 ; doc2 ; 4659 
 1028 ; Орден За службу по охране государства 3ст. Албания ;  ;  ; Ж/м ; VF+ ; 64 ; k212 ; 999 
 1029 ; Медаль За службу по охране государства 3ст. Албания ;  ;  ; Ж/м ; VF-XF ; 46 ; mkm1968 ; 726 
 1030 ; Медаль Красной звезды. Албания ;  ;  ; Ж/м ; VF-XF ; 58 ; k212 ; 1033 
 1031 ; Медаль за образование Албания ;  ;  ; Ж/м ; XF ; 43 ; doc2 ; 1180 
 1032 ; Медаль за патриотические заслуги. Албания ;  ;  ; Ж/м ; VF-XF ; 32 ; doc2 ; 1613 
 1033 ; Медаль мин труда и соц развития Франция ;  ;  ; Ж/м ; XF ; 11 ; елец ; 255 
 1034 ; Медаль за храбрость. Албания ;  ;  ; Ж/м ; VF-XF ; 36 ; Барбоян ; 1099 
 1035 ; Медаль мин труда Франция ;  ;  ; Б/м ; XF ; 9 ; елец ; 357 
 1036 ; Медаль мин труда Франция ;  ;  ; Ж/м ; VF-XF ; 14 ; елец ; 444 
 1037 ; Медаль Армии "За Достижения". США ;  ;  ; Ж/м ; XF ; 8 ; kornum ; 230 
 1038 ; Поощрительная Медаль Армии. США ;  ;  ; Ж/м ; XF ; 9 ; Аня ; 340 
 1039 ; Медаль за похвальную службу. США ;  ;  ; Ж/м ; XF+ ; 13 ; Папа с рацией ; 579 
 1040 ; Медаль за службу в Корее. США ;  ;  ; Ж/м ; XF ; 17 ; drew ; 407 
 1041 ; Крест заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 29 ; igorchek ; 420 
 1042 ; Крест заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; VF-XF ; 30 ; ganza ; 509 
 1043 ; Медаль Национальная армия Калифорнии. США ;  ;  ; Ж/м ; XF ; 14 ; k212 ; 568 
 1044 ; Медаль 40 лет Соц Болгарии. Болгария ;  ;  ; Ж/м ; XF ; 7 ; aae2006 ; 145 
 1045 ; Медаль за службу в армии. США ;  ;  ; Ж/м ; XF ; 13 ; Аня ; 510 
 1046 ; Крест заслуг 3ст. Польша ;  ;  ; Ж/м ; XF- ; 29 ; архыз ; 500 
 1047 ; Медаль Швеция ;  ;  ; Б/м ; VF-XF ; 15 ; donbass ; 102 
 1048 ; Медаль Ветеран Труда. Болгария ;  ;  ; Ж/м ; XF ; 17 ; mkm1968 ; 249 
 1049 ; Поощрительная Медаль Армии. США ;  ;  ; Ж/м ; XF ; 13 ; aae2006 ; 224 
 1050 ; Медаль Армии "За Достижения". США ;  ;  ; Ж/м ; XF ; 23 ; aae2006 ; 316 
 1051 ; Медаль Армии "За Достижения". США ;  ;  ; Ж/м ; XF ; 22 ; bob375 ; 250 
 1052 ; Поощрительная Медаль Армии. США ;  ;  ; Ж/м ; XF ; 12 ; aae2006 ; 137 
 1053 ; Медаль За Варшаву. Польша ;  ;  ; Ж/м ; VF ; 15 ; drew ; 465 
 1054 ; Военный крест  колонии. Франия ;  ;  ; Ж/м ; XF ; 29 ; 9975 ; 1337 
 1055 ; Крест Ленино. Польша ;  ;  ; Б/м ; VF ; 55 ; архыз ; 1307 
 1056 ; Орден Труда КНДР ;  ;  ; Ж/м,эмаль ; VF-XF ; 30 ; AKrav ; 920 
 957 ; Медаль "Золотая шайба" Глазов-86. D-60мм ;  ;  ; Ж/м ; VF+ ; 23 ; апосум ; 131 
