 6032 ; Бона иностранная Камбоджия ;  ;  ;  ; AU ; 16 ; джон08 ; 42 
 716 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; Jauho ; 48 
 717 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; aziya11 ; 31 
 718 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; Andrei2007 ; 77 
 719 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 56 
 720 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; цеховик ; 53 
 721 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 37 
 722 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; RusManson ; 53 
 723 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; mixey ; 87 
 724 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; _Владимир_ ; 46 
 725 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; aziya11 ; 46 
 726 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 31 
 727 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; astksu ; 48 
 728 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; aziya11 ; 52 
 729 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; цеховик ; 42 
 730 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; aziya11 ; 56 
 731 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; _Владимир_ ; 42 
 732 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; aziya11 ; 68 
 733 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 10 ; RusManson ; 34 
 734 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; RusManson ; 38 
 735 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; Andrei2007 ; 46 
 736 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; RusManson ; 43 
 737 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 9 ; aziya11 ; 51 
 738 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 8 ; aziya11 ; 46 
 739 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 28 ; $$$ ; 291 
 740 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 7 ; RusManson ; 33 
 741 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 11 ; цеховик ; 65 
 742 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 31 ; $$$ ; 227 
 743 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 90 
 744 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; Ивпага ; 53 
 745 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; aziya11 ; 46 
 746 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 46 
 747 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; цеховик ; 67 
 748 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; RusManson ; 43 
 749 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; цеховик ; 46 
 750 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 22 ; aziya11 ; 82 
 651 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 20 ; aziya11 ; 143 
 652 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 9 ; rirosrob ; 161 
 653 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F+ ; 7 ; aziya11 ; 82 
 654 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F+ ; 13 ; aziya11 ; 53 
 655 ; Денга допетровская ;  ;  ; Ag ; F-VF ; 13 ; ЛАВ-13 ; 1546 
 656 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; stok ; 34 
 657 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; aziya11 ; 37 
 658 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; RusManson ; 38 
 659 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; цеховик ; 42 
 660 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; цеховик ; 38 
 661 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 36 
 662 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 36 
 663 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; aziya11 ; 51 
 664 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 665 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; цеховик ; 35 
 666 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 36 
 667 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; rirosrob ; 69 
 668 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 669 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 670 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; rirosrob ; 81 
 671 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; rirosrob ; 80 
 672 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; rirosrob ; 79 
 673 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; rirosrob ; 80 
 674 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 38 
 675 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; stok ; 38 
 676 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; цеховик ; 43 
 677 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; stok ; 42 
 678 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; stok ; 39 
 679 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 680 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; stok ; 37 
 681 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; цеховик ; 43 
 682 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 38 
 683 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 40 
 684 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; aziya11 ; 45 
 685 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; stok ; 47 
 686 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; aziya11 ; 46 
 687 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; stok ; 35 
 688 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; mixey ; 54 
 689 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 46 
 690 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; stok ; 43 
 691 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; stok ; 39 
 692 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; aziya11 ; 53 
 693 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; aziya11 ; 41 
 694 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; _Владимир_ ; 45 
 695 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF/F+ ; 14 ; zoom30 ; 510 
 696 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF/F+ ; 8 ; zoom30 ; 140 
 697 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF/F+ ; 8 ; zoom30 ; 140 
 698 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF/F+ ; 10 ; zoom30 ; 510 
 699 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF/F+ ; 9 ; zoom30 ; 127 
 700 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Andrei2007 ; 75 
 601 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 41 
 602 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 23 ; Василiч ; 53 
 603 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; Василiч ; 41 
 604 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; нв1975 ; 93 
 605 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 25 ; stok ; 44 
 606 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; aziya11 ; 41 
 607 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; aziya11 ; 46 
 608 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 11 ; цеховик ; 58 
 609 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; aziya11 ; 36 
 610 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 10 ; aziya11 ; 51 
 611 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 34 ; Ритм ; 216 
 612 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; ANGEL 23 ; 55 
 613 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; aziya11 ; 57 
 614 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 8 ; aziya11 ; 57 
 615 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; Andrei2007 ; 69 
 616 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; zoom30 ; 206 
 617 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 24 ; samsung ; 408 
 618 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; cotangens ; 55 
 619 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; vania1981 ; 91 
 620 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; DnSr ; 255 
 621 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; DnSr ; 97 
 622 ; Копейка. Слоение ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 5 ; aziya11 ; 101 
 623 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; DnSr ; 255 
 624 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 40 
 625 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; rirosrob ; 134 
 626 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; $$$ ; 114 
 627 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 15 ; aziya11 ; 47 
 628 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; vania1981 ; 80 
 629 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 52 ; samsung ; 333 
 630 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 25 ; aziya11 ; 83 
 631 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; DnSr ; 514 
 632 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; astksu ; 104 
 633 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; vania1981 ; 76 
 634 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; DnSr ; 184 
 635 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 11 ; byrozka ; 115 
 636 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 9 ; byrozka ; 118 
 637 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 9 ; ауща ; 255 
 638 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 10 ; aziya11 ; 175 
 639 ; Копейка. Борис Годунов. Новгород ; 1598-1605 ;  ; Ag ; F-VF ; 22 ; Пограничник ; 538 
 640 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 20 ; $$$ ; 906 
 641 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 55 ; $$$ ; 1206 
 642 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F+ ; 6 ; aziya11 ; 101 
 643 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 23 ; murzic.7 ; 281 
 644 ; Копейка ; 1612-1613 ; Второе земское ополчение Ярославский ден.двор ; Ag ; F-VF ; 22 ; KVit68 ; 1247 
 645 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 22 ; samsung ; 179 
 646 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 41 
 647 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 51 
 648 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; $$$ ; 128 
 649 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 19 ; aziya11 ; 41 
 650 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; $$$ ; 134 
 551 ; Лот монет России (12шт): денга, полушка ; 1719-1909 ;  ; Cu ; VG/G ; 24 ; rom11 ; 929 
 552 ; Лот монет России: 5,1,1/2 коп, денга (8шт) ; 1731-1901 ;  ; Cu ; VG/F ; 35 ; alexandr1968 ; 306 
 553 ; Лот монет России: 5 коп (5шт) ; 1869-1881 ;  ; Cu ; F/VG ; 17 ; sib8 ; 242 
 554 ; Лот монет России (9шт): 3к,2к,1к ; 1869-1914 ;  ; Cu ; F+G ; 31 ; A-Stral ; 253 
 555 ; Лот монет России: 5 коп (5шт) ; 1873-1877 ;  ; Cu ; VG/G ; 30 ; ANGEL 23 ; 95 
 556 ; Лот монет России (11шт): 3к,2к,1к, денга ; 1713-1913 ;  ; Cu ; F+/VG ; 34 ; chapay1959 ; 1134 
 557 ; Лот монет России (8шт): 2к,1к ; 1763-1860 ;  ; Cu ; F/G ; 56 ; chapay1959 ; 1020 
 558 ; Лот монет России: 5, 2,1,1/2 коп, денежка (9шт) ; 1769-1899 ;  ; Cu ; F ; 31 ; chapay1959 ; 707 
 559 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 53 ; cochu ; 4078 
 560 ; Денга ; 1425-1510 ; Псков ; Ag ; F ; 55 ; val211 ; 928 
 561 ; Полушка. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 18 ; Jauho ; 163 
 562 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 31 ; KVit68 ; 2154 
 563 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 32 ; kaa65 ; 1134 
 564 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 17 ; $$$ ; 236 
 565 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 15 ; aziya11 ; 170 
 566 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 29 ; Jauho ; 567 
 567 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 23 ; Monah ; 740 
 568 ; Денга. Инкузный след ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 32 ; $$$ ; 680 
 569 ; Денга. Василий Темный ; 1425-1462 ;  ; Ag ; F-VF ; 79 ; Monah ; 1004 
 570 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 27 ; dav_79_2010 ; 213 
 571 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 35 ; Monah ; 1696 
 572 ; Денга "Дозор". Иван III Васильевич ; 1492-1505 ;  ; Ag ; F-VF ; 29 ; kaa65 ; 1302 
 573 ; Денга. Деформация ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 33 ; val211 ; 309 
 574 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 14 ; dav_79_2010 ; 408 
 575 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; юрий73 ; 114 
 576 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 8 ; s interesom ; 320 
 577 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; $$$ ; 104 
 578 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; цеховик ; 111 
 579 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; DnSr ; 114 
 580 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; ГдРъ ; 112 
 581 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 24 ; Georgyv ; 138 
 582 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; viridis ; 114 
 583 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 6 ; DnSr ; 255 
 584 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; Andrei2007 ; 77 
 585 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; ANGEL 23 ; 55 
 586 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; rirosrob ; 57 
 587 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; ANGEL 23 ; 55 
 588 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 8 ; aziya11 ; 57 
 589 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; aziya11 ; 57 
 590 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; aziya11 ; 57 
 591 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; ANGEL 23 ; 55 
 592 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; astksu ; 59 
 593 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; aziya11 ; 57 
 594 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; aziya11 ; 68 
 595 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; aziya11 ; 57 
 596 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; ANGEL 23 ; 55 
 597 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; aziya11 ; 57 
 598 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 4 ; aziya11 ; 57 
 599 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; stok ; 55 
 600 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 4 ; aziya11 ; 53 
 501 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF ; 47 ; wv ; 577 
 502 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF- ; 63 ; ГдРъ ; 261 
 503 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF ; 21 ; rusalko ; 725 
 504 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VG ; 28 ; Mordaxa ; 125 
 505 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 7 ; drn137 ; 171 
 506 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 58 ; STANDART ; 142 
 507 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 27 ; borisovich ; 173 
 508 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 13 ; dim66 ; 117 
 509 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 29 ; borisovich ; 192 
 510 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 13 ; borisovich ; 165 
 511 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 27 ; СТРЕКОЗА ; 167 
 512 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 22 ; kroman ; 185 
 513 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 8 ; RusManson ; 32 
 514 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 15 ; ct200h ; 500 
 515 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 7 ; STANDART ; 100 
 516 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 11 ; borisovich ; 306 
 517 ; 5 пенни ; 1905 ; Финляндия ; Cu ; F-VF ; 11 ; yunonik ; 42 
 518 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF- ; 9 ; ct200h ; 55 
 519 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 45 ; borisovich ; 107 
 520 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 7 ; borisovich ; 57 
 521 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 18 ; borisovich ; 69 
 522 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 11 ; borisovich ; 42 
 523 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 14 ; borisovich ; 69 
 524 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 10 ; 8934 ; 41 
 525 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 41 ; borisovich ; 122 
 526 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 40 ; borisovich ; 459 
 527 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 13 ; 1gold ; 74 
 528 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; VF+ ; 15 ; kroman ; 84 
 529 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 35 ; ГдРъ ; 192 
 530 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 25 ; borisovich ; 289 
 531 ; 1 пенни ; 1876 ; Финляндия ; Cu ; VF-XF ; 34 ; borisovich ; 2346 
 532 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 34 ; Baisel ; 587 
 533 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF ; 25 ; kostya12.04.1994 ; 400 
 534 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 11 ; tanker1975 ; 165 
 535 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 26 ; Baisel ; 255 
 536 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 26 ; kroman ; 337 
 537 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 23 ; yourius ; 160 
 538 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 24 ; Baisel ; 273 
 539 ; Лот монет России (17шт): 2к,1к, денга, полушка ; 1731-1812 ;  ; Cu ; F-/G ; 24 ; Костян 92 ; 781 
 540 ; Лот монет России (15шт): 5к,3к,2к,1к, 1/4к ; 1833-1915 ;  ; Cu ; F-VF/G ; 21 ; yunonik ; 359 
 541 ; Лот монет России (4шт): 2к, денга ; 1737-1757 ;  ; Cu ; VG ; 13 ; ANGEL 23 ; 102 
 542 ; Лот монет России: 1 коп (6шт) ; 1882-1915 ;  ; Cu ; VF/VG ; 13 ; ANGEL 23 ; 199 
 543 ; Лот монет России: 3 коп (5шт) ; 1883-1908 ;  ; Cu ; VF-/VG ; 25 ; sib8 ; 237 
 544 ; Лот монет России (4шт): 5к, 1к,1/2к, полушка ; 1766-1856 ;  ; Cu ; F-/VG ; 12 ; ct200h ; 510 
