 3214 ; Бона иностранная ;  ;  ;  ;  ; 52 ; derk02 ; 104 
 845 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 42 ; Al777 ; 211 
 846 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF+ ; 32 ; cochu ; 623 
 847 ; Денга ; 1425-1510 ; Псков ; Ag ; VF ; 32 ; sssppp ; 5102 
 848 ; Денга. Утеря части монеты ; 1425-1510 ; Псков ; Ag ; F-VF ; 46 ; sssppp ; 2030 
 655 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 79 ; ruslan68 ; 2333 
 656 ; 1/2 копейки ; 1894 ; СПБ ; Cu ; VF ; 43 ; Mike! ; 728 
 657 ; 1/2 копейки ; 1900-е гг ;  ; Cu ; VG ; 9 ; Григорий ; 11 
 658 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; F-VF ; 11 ; tss ; 340 
 659 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 8 ; дачник ; 102 
 660 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF ; 52 ; ruslan68 ; 255 
 661 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 41 ; ruslan68 ; 1022 
 662 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 75 ; ruslan68 ; 189 
 663 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 63 ; ruslan68 ; 825 
 664 ; Полушка ; 1703 ;  ; Cu ; F+ ; 34 ; Олег33 ; 1632 
 665 ; Полушка ; 1706 ;  ; Cu ; F-VF ; 60 ; Олег33 ; 871 
 666 ; Полушка ; 1712? ;  ; Cu ; F+ ; 15 ; Олег33 ; 918 
 667 ; Полушка ; 1720 ;  ; Cu ; VF- ; 59 ; Alexdav ; 453 
 668 ; Полушка. Цифра 2 повернута в другую сторону ; 1720 ;  ; Cu ; F+ ; 64 ; 002 ; 3538 
 669 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; VF+ ; 74 ; xabib ; 442 
 670 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F+ ; 19 ; skif ; 41 
 671 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 19 ; ewa42 ; 34 
 672 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF+ ; 18 ; Sky2 ; 51 
 673 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 24 ; ewa42 ; 41 
 674 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF ; 17 ; ewa42 ; 33 
 675 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 23 ; zar17 ; 53 
 676 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF+ ; 12 ; варяг2004 ; 200 
 677 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 21 ; ewa42 ; 34 
 678 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; VF- ; 26 ; overshtag ; 73 
 679 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F-VF ; 12 ; skif ; 47 
 680 ; Полушка ; 1741 ; Орёл 1730 г. ; Cu ; F+ ; 31 ; leo 2 ; 105 
 681 ; Полушка ; 1744 ; Орёл 1744 г. ; Cu ; F+ ; 18 ; fanil ; 708 
 682 ; Полушка ; 1747 ; Орёл 1744 г. ; Cu ; F ; 26 ; skif ; 51 
 683 ; Полушка ; 1749 ; Орёл 1744 г. ; Cu ; F ; 21 ; кабан ; 65 
 684 ; Полушка ; 1757 ;  ; Cu ; F-VF ; 55 ; привет227 ; 2500 
 685 ; Полушка "Сибирь" ; 18 век ;  ; Cu ; F+ ; 52 ; Григорий ; 334 
 686 ; Денга "Сибирь" ; 1764-1779 ;  ; Cu ; VG ; 13 ; Коллекционер ; 46 
 687 ; Полушка ; 1766 ; ЕМ ; Cu ; F ; 13 ; кабан ; 119 
 688 ; Полушка ; 1767 ; ЕМ ; Cu ; VF ; 47 ; ruslan68 ; 1200 
 689 ; Полушка (Петров-3р) ; 1767 ; КМ "Сибирь" ; Cu ; F-VF ; 7 ; кабан ; 569 
 690 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 27 ; меркурий ; 514 
 691 ; Полушка ; 1769 ; ЕМ ; Cu ; VF+ ; 49 ; AK ; 510 
 692 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 38 ; xabib ; 555 
 693 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 31 ; кабан ; 213 
 694 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F ; 15 ; кабан ; 480 
 695 ; Полушка ; 1771 ; ЕМ ; Cu ; VF ; 50 ; cotangens ; 567 
 696 ; Полушка ; 1773 ; КМ "Сибирь" ; Cu ; F-VF ; 30 ; кабан ; 1089 
 697 ; Полушка ; 1774 ; КМ "Сибирь" ; Cu ; F ; 8 ; кабан ; 554 
 698 ; Полушка ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 30 ; art67 ; 1156 
 699 ; Полушка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 30 ; кабан ; 1089 
 700 ; Полушка (Ильин-3р) ; 1785 ; КМ ; Cu ; F+ ; 11 ; ruslan68 ; 1134 
 701 ; Полушка ; 1787 ; КМ ; Cu ; F-VF ; 45 ; кабан ; 842 
 702 ; Полушка (Ильин-4р) ; 1793 ; КМ ; Cu ; F+ ; 3 ; кабан ; 306 
 703 ; Полушка ; 1796 ; ЕМ ; Cu ; F-VF ; 17 ; ФВС ; 521 
 704 ; Полушка ; 1798 ; АМ ; Cu ; F-VF ; 41 ; кабан ; 770 
 605 ; Денга ; 1749 ;  ; Cu ; VF ; 6 ; overshtag ; 82 
 606 ; Денга ; 1749 ;  ; Cu ; F-VF ; 17 ; кабан ; 51 
 607 ; Денга ; 1749 ;  ; Cu ; F-VF ; 31 ; кабан ; 51 
 608 ; Денга ; 1749 ;  ; Cu ; F ; 17 ; Andronnikov ; 18 
 609 ; Денга ; 1750 ;  ; Cu ; F ; 14 ; Григорий ; 22 
 610 ; Денга ; 1750 ;  ; Cu ; F+ ; 29 ; кабан ; 66 
 611 ; Денга ; 1751 ;  ; Cu ; VF ; 12 ; volod ; 102 
 612 ; Денга ; 1759 ;  ; Cu ; F-VF ; 7 ; кабан ; 79 
 613 ; Денга ; 1764-1779 ;  ; Cu ; VG ; 36 ; Григорий ; 57 
 614 ; Денга ; 1764-1796 ;  ; Cu ; VG ; 8 ; Григорий ; 11 
 615 ; Денга ; 1764-1779 ;  ; Cu ; F+ ; 20 ; dnk8 ; 21 
 616 ; Денга ; 1768 ; ЕМ ; Cu ; VF ; 42 ; кабан ; 204 
 617 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VG ; 16 ; Григорий ; 66 
 618 ; Денга ; 1770 ; ЕМ ; Cu ; VF- ; 21 ; кабан ; 238 
 619 ; Денга ; 1770 ; ЕМ ; Cu ; F+ ; 7 ; кабан ; 102 
 620 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 43 ; dnk8 ; 79 
 621 ; Денга ; 1771 ; ЕМ ; Cu ; VF- ; 20 ; кабан ; 207 
 622 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 36 ; ewa42 ; 138 
 623 ; Денга ; 1775 ; ЕМ ; Cu ; F-VF ; 13 ; кабан ; 226 
 624 ; Денга ; 1785 ; КМ ; Cu ; VF- ; 40 ; кабан ; 1104 
 625 ; Денга ; 1786 ; ЕМ ; Cu ; F+ ; 17 ; Григорий ; 60 
 626 ; Денга ; 1786 ; КМ ; Cu ; F-VF ; 26 ; кабан ; 1105 
 627 ; Денга ; 1788 ;  ; Cu ; VF- ; 27 ; cotangens ; 182 
 628 ; Денга ; 1789 ; ЕМ ; Cu ; F+ ; 6 ; leo 2 ; 68 
 629 ; Денга (Петров-5р, Ильин-5р) ; 1789 ; КМ ; Cu ; F-VF ; 51 ; ruslan68 ; 5799 
 630 ; Денга ; 1790 ; ЕМ ; Cu ; F-VF ; 12 ; Григорий ; 82 
 631 ; Денга ; 1790 ; КМ ; Cu ; F+ ; 5 ; Григорий ; 41 
 632 ; Денга ; 1792 ; КМ ; Cu ; F-VF ; 24 ; ruslan68 ; 1128 
 633 ; Денга (Ильин-1р) ; 1793 ; КМ ; Cu ; F-VF ; 30 ; кабан ; 950 
 634 ; Денга ; 1794 ; ЕМ ; Cu ; VF+ ; 40 ; А25 ; 378 
 635 ; Денга (Петров-1р, Ильин-1р) ; 1794 ; КМ ; Cu ; VF- ; 56 ; ruslan68 ; 1565 
 636 ; Денга ; 1795 ; ЕМ ; Cu ; VF- ; 42 ; кабан ; 510 
 637 ; Денга ; 18 век ;  ; Cu ; F+ ; 20 ; Григорий ; 45 
 638 ; Деньга ; 1797 ; АМ ; Cu ; F-VF ; 41 ; AIK60 ; 670 
 639 ; Деньга (Петров-1р, Ильин-3р) ; 1797 ; КМ ; Cu ; F ; 64 ; boroda ; 1499 
 640 ; Деньга м=6,75г ; 1798 ; ЕМ ; Cu ; VF+ ; 89 ; привет227 ; 1500 
 641 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 22 ; Григорий ; 159 
 642 ; Деньга ; 1798 ; КМ ; Cu ; F+ ; 32 ; ewa42 ; 844 
 643 ; Деньга ; 1810-1828 ;  ; Cu ; F ; 28 ; leo 2 ; 214 
 644 ; Деньга ; 1812 ; КМ АМ ; Cu ; F+ ; 50 ; ФВС ; 1134 
 645 ; Деньга ; 1827 ; ЕМ ИК ; Cu ; F-VF ; 26 ; Григорий ; 168 
 646 ; 1/2 копейки ; 1839 ; СМ ; Cu ; VF- ; 52 ; leo 2 ; 765 
 647 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 51 ; boroda ; 340 
 648 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 25 ; pp.pol ; 283 
 649 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 8 ; Григорий ; 16 
 650 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F+ ; 29 ; Григорий ; 59 
 651 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 17 ; papa3 ; 203 
 652 ; Денежка ; 1853 ; ЕМ ; Cu ; F-VF ; 73 ; LANKA ; 1008 
 653 ; Денежка ; 1854 ; ЕМ ; Cu ; VF+ ; 110 ; AleksandrV. ; 1183 
 654 ; Денежка ; 1855 ; ЕМ ; Cu ; VF+ ; 21 ; exploited ; 510 
 555 ; Копейка ; 1905 ; СПБ ; Cu ; VF- ; 22 ; alno51 ; 27 
 556 ; Копейка ; 1908 ; СПБ ; Cu ; VF-XF ; 19 ; alno51 ; 93 
 557 ; Копейка ; 1909 ; СПБ ; Cu ; VF+ ; 17 ; alno51 ; 123 
 558 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 18 ; alno51 ; 22 
 559 ; Копейка ; 1909 ; СПБ ; Cu ; F+ ; 10 ; alno51 ; 51 
 560 ; Копейка ; 1909 ; СПБ ; Cu ; F ; 7 ; alno51 ; 28 
 561 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 22 ; alno51 ; 76 
 562 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 30 ; alno51 ; 30 
 563 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 29 ; Fol ; 128 
 564 ; Копейка ; 1913 ; СПБ ; Cu ; XF+ ; 93 ; D-monet ; 452 
 565 ; Копейка ; 1913 ; СПБ ; Cu ; VG ; 16 ; alno51 ; 16 
 566 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 22 ; Fol ; 27 
 567 ; Копейка ; 1914 ; СПБ ; Cu ; F+ ; 13 ; Andronnikov ; 12 
 568 ; Копейка. Деформация ; 1914 ; СПБ ; Cu ; VG ; 5 ; dimentor ; 5 
 569 ; Копейка ; 1915 ;  ; Cu ; XF- ; 24 ; alno51 ; 31 
 570 ; Копейка ; 1916 ;  ; Cu ; VF ; 14 ; pp.pol ; 66 
 571 ; Денга ; 1703 ;  ; Cu ; F-VF ; 72 ; Олег33 ; 1000 
 572 ; Денга ; 1707 ;  ; Cu ; F+ ; 24 ; кабан ; 640 
 573 ; Денга ; 1712 ;  ; Cu ; F ; 12 ; кабан ; 320 
 574 ; Денга ; 1713 ;  ; Cu ; F ; 12 ; дачник ; 91 
 575 ; Денга ; 1714 ;  ; Cu ; F ; 6 ; мишок ; 153 
 576 ; Денга ; 1716 ;  ; Cu ; F+ ; 76 ; Олег33 ; 943 
 577 ; Денга ; 1730-1754 ;  ; Cu ; VG ; 13 ; Григорий ; 11 
 578 ; Денга ; 1730-1754 ;  ; Cu ; F+ ; 12 ; Григорий ; 11 
 579 ; Денга ; 1730-1754 ;  ; Cu ; F ; 11 ; overshtag ; 20 
 580 ; Денга ; 1731 ;  ; Cu ; F+ ; 32 ; 161rus ; 50 
 581 ; Денга ; 1731 ;  ; Cu ; VF+ ; 56 ; Михалыч57 ; 546 
 582 ; Денга ; 1731 ;  ; Cu ; VF-XF ; 56 ; ko-resh ; 181 
 583 ; Денга ; 1731 ;  ; Cu ; VF ; 16 ; murka1973 ; 200 
 584 ; Денга ; 1731 ;  ; Cu ; F-VF ; 7 ; murka1973 ; 23 
 585 ; Денга ; 1731 ;  ; Cu ; F+ ; 11 ; Григорий ; 21 
 586 ; Денга ; 1731 ;  ; Cu ; F+ ; 11 ; kotok ; 13 
 587 ; Денга ; 1734 ;  ; Cu ; VF-XF ; 34 ; Данила ; 354 
 588 ; Денга ; 1734 ;  ; Cu ; VF- ; 24 ; overshtag ; 86 
 589 ; Денга ; 1735 ;  ; Cu ; VF- ; 17 ; hill1972 ; 30 
 590 ; Денга ; 1735 ;  ; Cu ; VF ; 13 ; hill1972 ; 51 
 591 ; Денга ; 1735 ;  ; Cu ; VF-XF ; 67 ; ko-resh ; 255 
 592 ; Денга ; 1737 ;  ; Cu ; VF- ; 13 ; кабан ; 53 
 593 ; Денга ; 1737 ;  ; Cu ; F ; 13 ; Коллекционер ; 14 
 594 ; Денга. Аверс/Реверс 25 градусов ; 1739 ;  ; Cu ; VF+ ; 46 ; ghjk ; 161 
 595 ; Денга ; 1739 ;  ; Cu ; VF- ; 5 ; hill1972 ; 30 
 596 ; Денга ; 1739 ;  ; Cu ; F-VF ; 27 ; кабан ; 33 
 597 ; Денга ; 1741 ;  ; Cu ; F+ ; 17 ; alno51 ; 68 
 598 ; Денга ; 1743 ;  ; Cu ; F+ ; 13 ; skif ; 34 
 599 ; Денга ; 1745 ;  ; Cu ; F-VF ; 22 ; Григорий ; 32 
 600 ; Денга ; 1746 ;  ; Cu ; VF- ; 15 ; кабан ; 62 
 601 ; Денга ; 1747 ;  ; Cu ; F+ ; 13 ; Григорий ; 15 
 602 ; Денга ; 1748 ;  ; Cu ; VF- ; 45 ; ko-resh ; 98 
 603 ; Денга ; 1748 ;  ; Cu ; F-VF ; 6 ; alno51 ; 31 
 604 ; Денга ; 1748 ;  ; Cu ; F ; 11 ; Григорий ; 13 
 505 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 20 ; Dom Perignon ; 22 
 506 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 9 ; alex995 ; 10 
 507 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 21 ; pp.pol ; 104 
 508 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F+ ; 17 ; alno51 ; 153 
 509 ; Копейка ; 1818 ; КМ АД ; Cu ; VF- ; 16 ; hill1972 ; 153 
 510 ; Копейка ; 1818 ; КМ АД ; Cu ; F+ ; 13 ; alno51 ; 164 
 511 ; Копейка ; 1819 ; КМ АД ; Cu ; VF+ ; 21 ; ko-resh ; 306 
 512 ; Копейка ; 1821 ; ЕМ НМ ; Cu ; F+ ; 13 ; smirnovao ; 58 
 513 ; Копейка ; 1823 ; КМ АМ ; Cu ; F ; 15 ; smirnovao ; 68 
 514 ; Копейка ; 1828 ; КМ АМ ; Cu ; F-VF ; 9 ; alno51 ; 68 
 515 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F ; 13 ; Григорий ; 31 
 516 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 13 ; жора ; 125 
 517 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F-VF ; 21 ; pp.pol ; 204 
 518 ; Копейка ; 1830 ; КМ АМ ; Cu ; VF- ; 10 ; hill1972 ; 153 
 519 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF ; 48 ; pp.pol ; 727 
 520 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 21 ; Григорий ; 97 
 521 ; Копейка ; 1832 ; СМ ; Cu ; F+ ; 28 ; ФВС ; 214 
 522 ; Копейка ; 1835 ; СМ ; Cu ; F ; 59 ; ФВС ; 1813 
 523 ; Копейка ; 1838 ; СМ ; Cu ; F+ ; 18 ; AIK60 ; 161 
 524 ; Копейка ; 1839 ; СМ ; Cu ; F-VF ; 37 ; Олег33 ; 373 
 525 ; Копейка ; 1840 ; ЕМ ; Cu ; VF+/VF- ; 21 ; Григорий ; 51 
 526 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 9 ; leo 2 ; 128 
 527 ; Копейка ; 1841 ; СПМ ; Cu ; F+ ; 15 ; Григорий ; 97 
 528 ; Копейка ; 1842 ; ЕМ ; Cu ; VF- ; 23 ; Григорий ; 28 
 529 ; Копейка ; 1844 ; ЕМ ; Cu ; F-VF ; 25 ; smirnovao ; 82 
 530 ; Копейка ; 1845 ; СМ ; Cu ; F ; 21 ; alno51 ; 68 
 531 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 65 ; pp.pol ; 508 
 532 ; Копейка ; 1855 ; ЕМ ; Cu ; VF- ; 25 ; LANKA ; 212 
 533 ; Копейка ; 1856 ; ЕМ ; Cu ; F-VF ; 71 ; LANKA ; 213 
 534 ; Копейка ; 1871 ; ЕМ ; Cu ; VF- ; 28 ; 1234567 ; 215 
 535 ; Копейка ; 1877 ; СПБ ; Cu ; F ; 11 ; alno51 ; 33 
 536 ; Копейка ; 1879 ; СПБ ; Cu ; VF- ; 9 ; pp.pol ; 128 
 537 ; Копейка ; 1881 ; СПБ ; Cu ; VF ; 25 ; alno51 ; 123 
 538 ; Копейка ; 1882 ; СПБ ; Cu ; VF-XF ; 94 ; eugraphus ; 890 
 539 ; Копейка ; 1883 ; СПБ ; Cu ; VF ; 15 ; papa3 ; 97 
 540 ; Копейка ; 1885 ; СПБ ; Cu ; F-VF ; 31 ; smirnovao ; 134 
 541 ; Копейка ; 1887 ; СПБ ; Cu ; F-VF ; 13 ; ФВС ; 202 
 542 ; Копейка ; 1888 ; СПБ ; Cu ; XF ; 67 ; foma71 ; 1122 
 543 ; Копейка ; 1889 ; СПБ ; Cu ; VF- ; 22 ; Михалыч57 ; 215 
 544 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 55 ; papa3 ; 101 
 545 ; Копейка ; 1893 ; СПБ ; Cu ; F ; 9 ; alex995 ; 10 
 546 ; Копейка ; 1894 ; СПБ ; Cu ; VF ; 55 ; pp.pol ; 164 
 547 ; Копейка ; 1896 ; СПБ ; Cu ; VF ; 20 ; alno51 ; 115 
 548 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 22 ; alno51 ; 22 
 549 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 8 ; alno51 ; 18 
 550 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 12 ; alno51 ; 12 
 551 ; Копейка ; 1900 ; СПБ ; Cu ; F+ ; 20 ; alno51 ; 31 
 552 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 14 ; volod ; 87 
 553 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 16 ; alno51 ; 16 
 554 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 25 ; nigal ; 97 
 455 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 13 ; Григорий ; 12 
 456 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 19 ; kotok ; 17 
 457 ; 2 копейки ; 1906 ; СПБ ; Cu ; F-VF ; 9 ; piter_k ; 260 
 458 ; 2 копейки ; 1907 ; СПБ ; Cu ; F-VF ; 19 ; Григорий ; 18 
 459 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF ; 16 ; Rober ; 21 
 460 ; 2 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 17 ; Григорий ; 16 
 461 ; 2 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 12 ; pp.pol ; 32 
 462 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 27 ; Dom Perignon ; 32 
 463 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 31 ; nigal ; 119 
 464 ; 2 копейки ; 1912 ; СПБ ; Cu ; F+ ; 14 ; Григорий ; 20 
 465 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 17 ; nigal ; 43 
 466 ; 2 копейки ; 1913 ; СПБ ; Cu ; F+ ; 13 ; pp.pol ; 19 
 467 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 55 ; Антон-15 ; 255 
 468 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 5 ; росвет ; 18 
 469 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 40 ; Fol ; 137 
 470 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 11 ; t2029 ; 35 
 471 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 16 ; kotok ; 28 
 472 ; Копейка ; 1705 ; БК ; Cu ; F-VF ; 46 ; vitas123 ; 2123 
 473 ; Копейка ; 1706 ; БК ; Cu ; F-VF ; 36 ; Олег33 ; 1377 
 474 ; Копейка ; 1706 ; БК ; Cu ; F+ ; 42 ; Олег33 ; 554 
 475 ; Копейка ; 1707 ; БК ; Cu ; F+ ; 39 ; Олег33 ; 1530 
 476 ; Копейка ; 1709 ; БК ; Cu ; F ; 17 ; is54 ; 470 
 477 ; Копейка ; 1711 ; ·БК· ; Cu ; F-VF ; 45 ; Олег33 ; 1530 
 478 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F+ ; 4 ; Олег33 ; 872 
 479 ; Копейка ; 1714 ; МД ; Cu ; F+ ; 22 ; кабан ; 310 
 480 ; Копейка ; 1715 ; НД ; Cu ; F-VF ; 36 ; boroda ; 654 
 481 ; Копейка ; 1716 ;  ; Cu ; F+ ; 20 ; boroda ; 420 
 482 ; Копейка ; 1755 ; СПБ ; Cu ; VF- ; 71 ; ФВС ; 6174 
 483 ; Копейка ; 1757 ;  ; Cu ; F ; 19 ; skif ; 34 
 484 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 26 ; ФВС ; 115 
 485 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 5 ; overshtag ; 97 
 486 ; Копейка ; 1759 ;  ; Cu ; F ; 10 ; Rober ; 10 
 487 ; Копейка ; 1766 ; ММ ; Cu ; VF- ; 37 ; кабан ; 611 
 488 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 42 ; Vall2009 ; 518 
 489 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 21 ; hill1972 ; 567 
 490 ; Копейка ; 18 век ;  ; Cu ; F-VF ; 39 ; AK ; 114 
 491 ; Копейка ; 1789 ; ЕМ ; Cu ; F ; 6 ; мишок ; 97 
 492 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 7 ; skif ; 114 
 493 ; Копейка ; 1790-е гг ;  ; Cu ; F-VF ; 39 ; ewa42 ; 115 
 494 ; Копейка ; 1791 ; ЕМ ; Cu ; VF ; 58 ; xabib ; 683 
 495 ; Копейка ; 1795 ; ЕМ ; Cu ; VF ; 30 ; overshtag ; 612 
 496 ; Копейка ; 1796 ; ЕМ ; Cu ; F+ ; 29 ; xabib ; 407 
 497 ; Копейка ; 1797 ; АМ ; Cu ; VF ; 66 ; ЛОШАРИК ; 1007 
 498 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 6 ; 372 ; 163 
 499 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 8 ; volod ; 208 
 500 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 17 ; Григорий ; 36 
 501 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 16 ; ewa42 ; 145 
 502 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 24 ; Григорий ; 25 
 503 ; Копейка ; 1798 ; ЕМ ; Cu ; F ; 11 ; Григорий ; 13 
 504 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 24 ; ewa42 ; 45 
 405 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 12 ; ewa42 ; 182 
 406 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 16 ; loj ; 126 
 407 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 26 ; Кувалдо ; 191 
 408 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 46 ; Григорий ; 159 
 409 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 29 ; caterpi ; 156 
 410 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 54 ; loj ; 305 
 411 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 43 ; efge ; 50 
 412 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF- ; 52 ; alno51 ; 153 
 413 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 49 ; efge ; 53 
 414 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF+ ; 28 ; D-monet ; 152 
 415 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 34 ; alno51 ; 153 
 416 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 6 ; Григорий ; 21 
 417 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 25 ; Blagorodie ; 67 
 418 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 13 ; dnk8 ; 23 
 419 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 13 ; кабан ; 192 
 420 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 12 ; Григорий ; 27 
 421 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 5 ; Poiuyt ; 23 
 422 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 5 ; Григорий ; 21 
 423 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 5 ; pp.pol ; 23 
 424 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F+ ; 11 ; dimentor ; 10 
 425 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F-VF ; 18 ; loj ; 19 
 426 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 20 ; кабан ; 42 
 427 ; 2 копейки ; 1817? ; ЕМ НМ ; Cu ; VF ; 12 ; Dom Perignon ; 34 
 428 ; 2 копейки ; 1819 ; КМ АД ; Cu ; F+ ; 10 ; dnk8 ; 10 
 429 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF- ; 9 ; кабан ; 20 
 430 ; 2 копейки ; 1821 ; КМ АД ; Cu ; F+ ; 13 ; smirnovao ; 67 
 431 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F+ ; 11 ; smirnovao ; 110 
