 4816 ; 2 доллара. США ; 1917 ;  ;  ;  ; 53 ; lamazo ; 2521 
 907 ; Медаль "За службу по обороне страны". Нигерия ;  ;  ; Ж/м ; XF+ ; 68 ; derbnik ; 299 
 908 ; Медаль "За ранение". Франция ;  ;  ; Ж/м, эмаль ; VF ; 68 ; derbnik ; 826 
 909 ; Медаль в память войны 1914-1918гг. Франция ;  ;  ; Ж/м ; F+ ; 12 ; Улетный ; 777 
 910 ; Военный крест 1914-1918гг. Франция ;  ;  ; Ж/м ; XF ; 34 ; medal85 ; 917 
 911 ; Медаль Национальной обороны. Франция ;  ;  ; Ж/м ; XF ; 38 ; medal85 ; 471 
 912 ; Медаль в память войны 1914-1918гг. Франция ;  ;  ; Ж/м ; F-VF ; 24 ; monetki ; 369 
 913 ; Военная медаль. Франция. 3-я Республика ;  ;  ; Б/м,эмаль ; VF- ; 13 ; medal85 ; 793 
 914 ; Крест Комбатанта. Франция ;  ;  ; Ж/м ; AU ; 73 ; vitapool ; 565 
 915 ; Почетная медаль Регионов, Департаментов и Коммун. Франция. 1 тип ;  ;  ; Ж/м ; AU ; 43 ; derbnik ; 347 
 916 ; Победная медаль. Франция ;  ;  ; Ж/м ; XF- ; 39 ; alexander9595 ; 1146 
 917 ; Медаль добровольцев. Франция ;  ;  ; Ж/м ; VF+ ; 42 ; NatanZig ; 802 
 918 ; Медаль Национальной обороны с 2-мя планками. Франция ;  ;  ; Ж/м ; AU ; 85 ; medal85 ; 400 
 919 ; Орден с/х заслуг. Франция ;  ;  ; Ж/м,эмаль ; AU ; 100 ; ost ; 821 
 920 ; Орден Почетного Легиона. Франция. 3-я Республика ;  ;  ; Ag,эмаль ; VF- ; 28 ; vitapool ; 2301 
 921 ; Медаль Песталоцци "Золотая". ГДР ;  ;  ; Ж/м ; AU ; 26 ; John16 ; 159 
 922 ; Медаль Песталоцци "Серебряная. ГДР ;  ;  ; Б/м ; XF ; 23 ; John16 ; 159 
 923 ; Медаль "За 25 лет отличной службы в боевых бригадах рабочего класса". ГДР ;  ;  ; Ж/м ; AU ; 23 ; waickman ; 144 
 924 ; Медаль "золотая" "За отличную службу в боевых бригадах рабочего класса". ГДР ;  ;  ; Ж/м ; AU ; 16 ; waickman ; 216 
 925 ; Медаль "серебряная" "За отличную службу в боевых бригадах рабочего класса". ГДР ;  ;  ; Б/м ; AU ; 39 ; waickman ; 157 
 926 ; Медаль "бронзовая" "За отличную службу в боевых бригадах рабочего класса". ГДР ;  ;  ; Ж/м ; AU ; 23 ; John16 ; 177 
 927 ; Медаль гражданских доноров. Бельгия ;  ;  ; Ж/м,эмаль ; XF ; 43 ; himik121 ; 614 
 928 ; Медаль "За боевые заслуги". Бельгия ;  ;  ; Ж/м ; AU ; 49 ; medal85 ; 656 
 929 ; Воинский крест. Бельгия ;  ;  ; Ж/м ; VF-XF ; 60 ; alexander9595 ; 695 
 930 ; Медаль "За военные заслуги". Бельгия ;  ;  ; Ж/м ; AU ; 43 ; medal85 ; 669 
 931 ; Крест Конфедерации европейских фронтовиков. Бельгия ;  ;  ; Ж/м ; AU ; 57 ; medal85 ; 793 
 932 ; Крест Заслуг I степени. Польша ;  ;  ; Ж/м,эмаль ; XF+ ; 56 ; stivenson ; 583 
 933 ; Крест Заслуг II степени. Польша ;  ;  ; Б/м,эмаль ; XF ; 97 ; 439 ; 607 
 934 ; Крест Заслуг III степени. Польша ;  ;  ; Ж/м ; XF- ; 118 ; obr73 ; 395 
 935 ; Медаль "За долголетнюю супружескую жизнь". Польша ;  ;  ; Б/м,эмаль ; XF- ; 38 ; medal85 ; 455 
 936 ; Медаль "За заслуги при защите страны" 1 степени. Польша ;  ;  ; Ж/м ; AU ; 35 ; John16 ; 277 
 937 ; Медаль "За заслуги при защите страны" 3 степени. Польша ;  ;  ; Ж/м ; XF- ; 9 ; John16 ; 287 
 938 ; Медаль "За долголетнюю супружескую жизнь". Польша ;  ;  ; Б/м,эмаль ; XF+ ; 40 ; Хакас ; 779 
 939 ; Медаль "40 лет Народной Польше". Польша ;  ;  ; Б/м ; XF ; 20 ; derbnik ; 175 
 940 ; Медаль. Вильгельм II, Фридрих III, Вильгельм I. Германия. D-28мм ;  ;  ; Br ; VF+ ; 83 ; smaci ; 889 
 941 ; Медаль. 1918-1920гг. Эстония. D-28мм ; 1920 ;  ; Br ; VF+ ; 31 ; k212 ; 765 
 942 ; Медаль. Фридрих 1831-1888гг. Пруссия. D-40мм ; 1888 ;  ; Br ; VF ; 24 ; smaci ; 591 
 943 ; Медаль почета. Италия ;  ;  ; Б/м ; XF ; 17 ; medal85 ; 516 
 944 ; Красный крест 2 ст. Польша ;  ;  ; Б/м,эмаль ; XF ; 35 ; 439 ; 520 
 945 ; Медаль кампании 1864г. Пруссия ; 1864 ;  ; Ж/м ; XF ; 27 ; smaci ; 996 
 946 ; Медаль добровольцев. Бельгия ;  ;  ; Ж/м ; VF ; 30 ; medal85 ; 580 
 947 ; Военный крест. Бельгия ;  ;  ; Ж/м ; XF ; 28 ; medal85 ; 747 
 948 ; Гражданская медаль Сопротивления. Бельгия ;  ;  ; Ж/м ; VF-XF ; 24 ; medal85 ; 267 
 849 ; Медаль Монумент героическим защитникам Ленинграда. Медальер А.Бакланов. D-58мм ; 1983ЛМД ;  ; Al ; VF-XF ; 30 ; 22321 ; 113 
 850 ; Медаль. Сергей Есенин. Медальер Н.Соколов. D-57мм ;  ;  ; Al ; VF+ ; 8 ; 22321 ; 80 
 851 ; Медаль. 60 лет Великой Октябрьской социалистической революции. Медальеры Козлов, Барулин. D-55мм ; ЛМД ;  ; Б/м ; XF+ ; 18 ; тигр ; 357 
 852 ; Медаль. Первый космонавт Земли Ю. Гагарин. D-50 мм ; ММД ;  ; Ж/м ; AU ; 31 ; ъхз ; 173 
 853 ; Медаль. Первый человек на Луне Н. Армстронг. D-50 мм ; ММД ;  ; Ж/м ; AU ; 5 ; саров ; 203 
 854 ; Медаль. Каталог монет минцкабинета Кунсткамеры-первый нумизматический памятник в России. Елизавета II. D-70мм ; 1993ММД ;  ; Ж/м ; AU ; 68 ; ANDREYMAG ; 592 
 855 ; "Золотая" медаль. Игры доброй воли 1994г. D-60мм ; 1994ЛМД ;  ; Ж/м ; AU ; 121 ; plis ; 555 
 856 ; "Серебряная" медаль. Игры доброй воли 1994г. D-60мм ; 1994ЛМД ;  ; Б/м ; AU ; 55 ; plis ; 512 
 857 ; "Бронзовая" медаль. Игры доброй воли 1994г. D-60мм ; 1994ЛМД ;  ; Ж/м ; AU ; 70 ; plis ; 546 
 858 ; Односторонняя медаль. "Александр Македонский". D-57мм ; ЛМД ;  ; Al ; AU ; 20 ; 22321 ; 79 
 859 ; Односторонняя медаль. "Амур и Психея". D-57мм ; ЛМД ;  ; Al ; XF+ ; 20 ; 22321 ; 79 
 860 ; Медаль. Крейсер "Аврора"-памятник великого октября. D-54мм ; ЛМД ;  ; Al ; AU ; 12 ; DATR ; 87 
 861 ; Медаль. Ротральные колонны и здание центрального военно-морского музея. D-54мм ; ЛМД ;  ; Al ; AU ; 14 ; Teremok ; 104 
 862 ; Медаль. Советская пожарная охрана ОПО-80. 1983г. Декрет от 17. VI. 1918г. D-57мм ;  ;  ; Ж/м ; VF-XF ; 36 ; mV13 ; 363 
 863 ; Медаль. За долголетнее плодотворное сотрудничество. Всесоюзное объединение "Продинторг". D-60мм ;  ;  ; Ж/м ; XF ; 22 ; mV13 ; 128 
 864 ; Медаль. 125 лет железным дорогам Литвы. D-60мм ;  ;  ; Ж/м ; XF ; 20 ; gendalf ; 261 
 865 ; Медаль. Ленинград. D-74мм ;  ;  ; Ж/м ; XF ; 45 ; kalan ; 114 
 866 ; Медаль. 70 летию Великого Октября посвящается 2-ой Всесоюзный фестиваль народного творчества. D-60мм ;  ;  ; Al ; XF ; 20 ; himik121 ; 65 
 867 ; Плакета. 100 лет со дня рождения Ленина. 1970г. Р-ры: 60х60мм ;  ;  ; Б/м ; XF ; 25 ; himik121 ; 200 
 868 ; Медаль. Конная статуя Петра I работы Карло Б. Растрелли. D-65мм ; 1976ЛМД ;  ; Al ; AU ; 26 ; sportmini ; 157 
 869 ; Медаль. Ленинград. D-74мм ;  ;  ; Ж/м ; AU ; 28 ; andrej888 ; 101 
 870 ; Медаль. Медный всадник. Скульптор Э. Фальконе. D-55мм ;  ;  ; Al ; VF+ ; 35 ; десант ; 194 
 871 ; Медаль. Латвийское бюро путешествий. D-60мм ;  ;  ; Ж/м ; XF+ ; 26 ; Rober ; 50 
 872 ; Медаль. Петергоф-Петродворец. План Парков. D-65мм ;  ;  ; Al ; XF+ ; 31 ; десант ; 123 
 873 ; Медаль. ЛПО "Кировский завод". 50 лет цеху ШиП (1934-1984). D-654мм ;  ;  ; Al ; XF ; 21 ; ded1 ; 42 
 874 ; Медаль. Объединение "Кировский хзавод". 75 лет турбинному производству (1913-1988). D-65мм ;  ;  ; Al ; AU ; 25 ; ded1 ; 46 
 875 ; Медаль. Ролкер "Александр Старостенко". D-65мм ;  ;  ; Al ; AU ; 19 ; ded1 ; 55 
 876 ; Медаль. 50 лет авиации и космонавтики им М.В.Фрунзе. D-74мм ;  ;  ; Al ; VF+ ; 24 ; plis ; 104 
 877 ; Медаль. 100 лет. И.И.Кириллов 1902-1993гг. D-70мм ;  ;  ; Ж/м ; AU ; 15 ; Танкист ; 87 
 878 ; Медаль. 300 лет Российскому флоту (1696-1996). Петр I. D-50мм ; ЛМД ;  ; Б/м ; Proof ; 24 ; mishanya ; 372 
 879 ; Медаль. 35 лет Сургутскому объединенному авиотряду. D-49мм ;  ;  ; Ж/м ; AU ; 41 ; shais1 ; 266 
 880 ; Медаль. Международные соревнования по легкой атлетике. Мемориал Братьев Знаменских. D-48мм ;  ;  ; Ж/м ; VF ; 43 ; Григорий ; 44 
 881 ; Медаль. Всесоюзный ордена Ленина научно-исследовательский геологический институт им. А.П. Карпинского. D-37мм ;  ;  ; Ж/м ; XF+ ; 24 ; Танкист ; 173 
 882 ; Медаль. Петр I основатель Санкт-Перербурга. Капелла Шор основана в 1479 ;  ;  ; Ж/м ; VF+ ; 39 ; никсер ; 156 
 883 ; Медаль. Родившейся на земле Ленинградской. D-45мм. Упаковка ; ЛМД ;  ; Б/м ; AU ; 44 ; Як-40 ; 378 
 884 ; Медаль. Кругосветное плавание Т/х "Василий Фесенков". D-50мм ;  ;  ; Ж/м ; AU ; 21 ; korsar ; 2805 
 885 ; Медаль. 70 лет пожарной охране СССР (1918-1988). D-50мм ;  ;  ; Ж/м ; XF- ; 52 ; Vd 123 ; 241 
 886 ; Медаль. В память 100-летия открытия полиморфизма железа. Медальер А.Новичков. D-50мм ;  ;  ; Б/м ; VF- ; 9 ; himik121 ; 121 
 887 ; Медаль. Ульяновск -родина В.И.Ленина. D-46мм ;  ;  ; Al ; XF+ ; 73 ; and ; 493 
 888 ; Медаль. Государственный академический театр драмы им. А.С. Пушкина. D-53мм, h-4мм ; ЛМД ;  ; Al ; AU ; 50 ; sportmini ; 294 
 889 ; Медаль. Памятник Петру I на площади Декабристов. D-57мм. H-4мм ; ЛМД ;  ; Al ; AU ; 22 ; DATR ; 144 
 890 ; Медаль. Всесоюзное минералогическое общество (1817-1967). D-57мм, h-4мм ;  ;  ; Al ; AU ; 90 ; Vd 123 ; 1012 
 891 ; Медаль. Адмиралтейство. D-53мм, h-3мм ; ЛМД ;  ; Al ; AU ; 12 ; DATR ; 88 
 892 ; Медаль. Петропавловская крепость. D-53мм, h-3мм ; ЛМД ;  ; Al ; AU ; 39 ; Як-40 ; 192 
 893 ; Медаль. Памятник А.С. Пушкину. D-53мм, h-3мм ; ЛМД ;  ; Al ; AU ; 40 ; Як-40 ; 181 
 894 ; Медаль. Казанский собор. D-53мм, h-3мм ;  ;  ; Al ; AU ; 48 ; sportmini ; 203 
 895 ; Медаль. Ростральные колонны и здание центрального военно-морского музея. D-53мм, h-3мм ; ЛМД ;  ; Al ; AU ; 20 ; DATR ; 104 
 896 ; Медаль. Родившейся на земле Ленинградской. D-46мм ; ЛМД ;  ; Б/м ; AU ; 34 ; andrej888 ; 253 
 897 ; Медаль. Памятник С.М. Кирову. D-65мм ; ЛМД ;  ; Al ; VF-XF ; 79 ; Vd 123 ; 704 
 898 ; Медаль. Памятник В.И. Ленину в Киеве. D-62мм ;  ;  ; Al ; AU ; 38 ; himik121 ; 126 
 790 ; 5 цяней "цзядин чжунбао" "юн у". Почерк чжэньшу. Китай, Династия Южная Сун. D-35мм ; 1208-224 ;  ; Fe ; F ; 23 ; kotyamoi ; 453 
 791 ; 2 цяня "чжичжэн тунбао" "ци" 12ч. Почерк чжэньшу. Китай, Династия Юань. D-29,5мм ; 1341-1367 ;  ; Br ; F-VF ; 12 ; S1952 ; 898 
 792 ; 2 цяня "чунчжэн тунбао" "чжи фэн". Почерк чжэньшу. Китай, Династия Мин. D-26,5мм ; 1628-1643 ;  ; Br ; F-VF ; 27 ; Гордиан ; 453 
 793 ; 1 цянь "чунчжэн тунбао" "и фэнь". Почерк чжэньшу. Китай, Династия Мин. D-23,5мм ; 1628-1643 ;  ; Br ; F+ ; 8 ; Гордиан ; 181 
 794 ; 5 цяней "синчао тунбао" "у ли". Почерк чжэньшу. Китай, Восстания XVII века. D-35мм ; 1649-1655 ;  ; Br ; VF- ; 47 ; S1952 ; 425 
 795 ; 1 цянь "шуньчжи тунбао" "чан чан". Провинция Хубэй (Учан). Китай, Династия Цин. D-28,5мм ; 1644-1661 ;  ; Br ; F-VF ; 31 ; Slava O ; 126 
 796 ; 1 цянь "канси тунбао" "боо циовань". Министерство финансов. Китай, Династия Цин. D-28,5мм ; 1662-1722 ;  ; Br ; F-VF ; 16 ; andrej888 ; 96 
 797 ; 10 цяней "цяньлун тунбао". Провинция Синьцзян (Хотан). Китай, Династия Цин. D-25мм ; 1736-1795 ;  ; Cu ; F+ ; 45 ; Григорий ; 510 
 798 ; 1 цянь "цяньлун тунбао" "боо чан". Провинция Цзянси (Наньчан). Китай, Династия Цин. D-25мм ; 1736-1795 ;  ; Br ; VF- ; 58 ; Slava O ; 224 
 799 ; 50 цяней "сяньфэн чжунбао" "боо циовань дан у ши", звезда 2ч и луна 10ч. Министерства финансов. Китай, Динстия Цин. D-42мм. М-34гр ; 1851-1861 ;  ; Br ; VF- ; 40 ; чуток накину ; 1527 
 800 ; 10 цяней "тунчжи чжунбао" "дан ши боо чан". Провинция Цзянси (Наньчан). Китай, Династия Цин. D-32мм ; 1862-1874 ;  ; Br ; F+ ; 137 ; lsp25 ; 408 
 801 ; 1 цянь "гуансюй тунбао" "боо фу" и солнце 12ч. Провинция Фуцзянь (Фучжоу). Китай, Династия Цин. D-22мм ; 1875-1908 ;  ; Br ; F+ ; 20 ; чуток накину ; 102 
 802 ; 2 муна "чанпин тунбао" "ху хуан". Министерство финансов. Корея. D-31мм ; 1742 ;  ; Br ; F+ ; 14 ; kolhis ; 115 
 803 ; 1 мун "чанпин тунбао" "кай ба" и полумесяц 9ч. Военное управление провинции Каесунг. Корея. D-24,5мм ; 1816 ;  ; Br ; F-VF ; 23 ; kotyamoi ; 93 
 804 ; 1 мун "чанпин тунбао" "ху гуан ба". Министерство финансов. Корея. D-24мм ; 1852 ;  ; Br ; F ; 25 ; kotyamoi ; 71 
 805 ; 1 мун "канъэй цухо", иероглиф 12ч. Япония. D-24мм ;  ;  ; Br ; F-VF ; 41 ; Мышеслон ; 100 
 806 ; Лот средневековых и античных монет: 7шт ;  ;  ; Cu,Ag ; F ; 45 ; Sterh ; 601 
 816 ; Георгиевский крест IV ст. №723372 ; 1914-1915 ;  ; Ag ; VF+ ; 126 ; zodiak ; 10457 
 817 ; Георгиевская медаль IV степени. №516938. D-28мм ;  ;  ; Ag ; F+ ; 75 ; Десна ; 2282 
 818 ; Жетон. В память коронации Александра III. D-26мм ; 1883 ;  ; Ag ; F-VF ; 66 ; нэри ; 3333 
 819 ; Жетон. В память коронации Николая II. D-25мм ; 1896 ;  ; Ag ; VF- ; 97 ; vitapool ; 2991 
 820 ; Медаль в память Крымской войны (1853-1856). D-28мм ;  ;  ; Ж/м ; F-VF ; 114 ; Bizon6055 ; 1472 
 821 ; Медаль в память Крымской войны (1853-1856). D-28мм ;  ;  ; Ж/м ; F+ ; 77 ; DATR ; 1134 
 822 ; Медаль в память 100-летия Отечественой войны (1812-1912). D-28мм ;  ;  ; Ж/м ; VF- ; 47 ; Bizon6055 ; 1501 
 823 ; Медаль "300 лет Дому Романовых 1613-1913гг". D-28мм ; 1913 ;  ; Br ; VF- ; 42 ; murew ; 807 
 824 ; Народная медаль "Преобразователь". D-28мм ;  ;  ; Б/м ; F-VF ; 23 ; Добрый молодец ; 183 
 825 ; Жетон. В память 1000-летия России. D-28мм ;  ;  ; Br ; VF ; 67 ; NSN ; 591 
 826 ; Жетон. На 25-летие бракосочетания Александра II и Марии Федоровны. D-27мм ; 1866 ;  ; Br ; VF+ ; 142 ; якши37 ; 4636 
 827 ; Жетон. В память коронации Александра III. D-26мм ; 1883 ;  ; Br ; VF ; 16 ; RVS ; 695 
 828 ; Жетон. "Претерпевший до конца спасется". D-24мм ;  ;  ; Br ; VF-XF ; 22 ; NSN ; 922 
 829 ; Жетон. В память освобождения крестьян. D-25мм ; 1911 ;  ; Br ; VF ; 43 ; medal85 ; 1529 
 830 ; Жетон. Первый русский печатник Иван Федоров. D-24мм ;  ;  ; Zn ; VF ; 78 ; Dмитрий ; 1113 
 831 ; Медаль. В память 50-летия СПб компании "Надежда". D-55мм ; 1897 ;  ; Br ; VF+ ; 93 ; якши37 ; 4590 
 832 ; Медаль "В память открытия памятника императору Александру II в Гельсингфорсе", гравер Грилихес - сын. D-69мм ; 1894 ;  ; Br ; VF-XF ; 42 ; fillin ; 3958 
 833 ; Медаль. Первый космонавт Земли Ю. Гагарин. D-50 мм ; ММД ;  ; Ж/м ; AU ; 30 ; ъхз ; 173 
 834 ; Медаль. Первый человек на Луне Н. Армстронг. D-50 мм ; ММД ;  ; Ж/м ; AU ; 6 ; саров ; 203 
 835 ; Медаль. Карл Маркс. Медальер Белокуров Л. D-65мм ; 1960 ;  ; Ж/м ; XF ; 27 ; aww ; 1057 
 836 ; Медаль. Алексей Викторович Щусев (1873-1949гг). Медальер Д.И.Народицкий. D-60мм ; 1976ЛМД ;  ; Ж/м ; AU ; 12 ; Anatolij1947 ; 398 
 837 ; Медаль. 50 лет СССР. Медальер О.Манизер. D-60мм ; 1972ЛМД ;  ; Ж/м ; AU ; 30 ; barbarossa ; 1529 
 838 ; Медаль. Николай Островский (1904-1936гг). Медальер Ногин М.Д. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 26 ; sportmini ; 475 
 839 ; Медаль. Александр Фадеев (1901-1971гг). Медальер А.Филиппова. D-60мм ;  ;  ; Ж/м ; AU ; 41 ; Anatolij1947 ; 818 
 840 ; Медаль. Анри Барбюс (1873-1935гг). Медальер Барановская. D-60мм ; 1974ЛМД ;  ; Ж/м ; AU ; 12 ; 22321 ; 255 
 841 ; Медаль. 175 лет со дня рождения И.А.Гончарова. Медальер И.Замедянский. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 26 ; Anatolij1947 ; 392 
 842 ; Медаль. Чаадаев (1794-1856гг). Медальер А.Кнорре. D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 20 ; sportmini ; 495 
 843 ; Медаль. 300-летие со дня рожждения Петра I. Медальер А.Шагин. D-60мм ; ЛМД ;  ; Al ; XF ; 21 ; 22321 ; 250 
 844 ; Медаль. Ленинградский монетный двор. 250 лет. Медальер Козлов. D-65мм ; 1974ЛМД ;  ; Ж/м ; XF ; 59 ; Anatolij1947 ; 1348 
 845 ; Медаль. 40 лет освобождения Ленинграда.  Медальер С.Корнилов. D-65мм ; 1983ЛМД ;  ; Ж/м ; AU ; 22 ; Anatolij1947 ; 411 
 846 ; Медаль. Ленин в Октябре. Медальер М.Манизер. D-70мм ;  ;  ; Ж/м ; XF ; 23 ; 22321 ; 441 
 847 ; Медаль. Вера Федоровная Комиссаржевская. 100 лет.  D-72мм ;  ;  ; Al ; XF ; 33 ; Танкист ; 377 
 848 ; Медаль. 300-летие со дня рожждения Петра I. Медальер А.Шагин. D-60мм ; ЛМД ;  ; Al ; XF- ; 13 ; 22321 ; 273 
 740 ; Дихалк. Пантикапей. М-1,91г ; 130-125 гг до нэ ;  ; Cu ; F ; 61 ; kovlad ; 71 
 741 ; Обол. Пантикапей. М-2,66г ; 150-140 гг до нэ ;  ; Cu ; VF- ; 29 ; Sergant ; 36 
 742 ; 1/25 обола (монета-дельфин). Ольвия. М-1,17г ; 5-4 века до нэ ;  ; Cu ; F ; 60 ; 439 ; 216 
 743 ; 1/25 обола (монета-дельфин). Ольвия. М-1,53г ; 5-4 века до нэ ;  ; Cu ; F ; 96 ; filat100 ; 214 
 744 ; Дихалк. Пантикапей. М-3,43г ; 90-80 гг до нэ ;  ; Br ; F- ; 12 ; Exile ; 51 
 745 ; Монета -дельфин (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; F- ; 14 ; Bizon6055 ; 148 
 746 ; Монета -дельфин (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; F- ; 9 ; Варяг_2010 ; 230 
 747 ; Фоллис. Рим, имп. Максимиан. М-9,74гр ; 285-305 ;  ; Cu ; F-VF ; 61 ; kolhis ; 1368 
 748 ; Фоллис. Рим, имп. Максимиан. М-6,46гр ; 285-305 ;  ; Cu ; F-VF ; 68 ; kolhis ; 1258 
 749 ; Фоллис. Рим, имп. Максенций. М-6,61гр ; 306-312 ;  ; Cu ; VF- ; 111 ; filat100 ; 1814 
 750 ; Монета античная. Г. Эги Киликийские. М-7,38гр ; I в до н.э. ;  ; Cu ; F ; 60 ; Aleksandr32 ; 1432 
 751 ; Фоллис. Рим, имп. Лициний I. М-3,42гр ; 308-324 ;  ; Cu ; F-VF ; 112 ; kolhis ; 976 
 752 ; Монета античная. Г. Фурий. М-9,69гр ; III в до н.э. ;  ; Cu ; F+ ; 56 ; lestes ; 1836 
 753 ; Майорина. Рим, имп. Юлиан II. М-7,29гр ; 355-363 ;  ; Cu ; F ; 57 ; Aleksandr32 ; 599 
 754 ; Тестон. Франция, Генрих II. М-1,96гр ;  ;  ; Ag ; F+ ; 19 ; raise ; 666 
 755 ; Тестон. Франция, Генрих II. М-4,51гр ;  ;  ; Ag ; F-VF ; 84 ; кs ; 2142 
 756 ; Танк. Армения, Хетум I. М-4,10гр ; 1226-1270 ;  ; Сu ; F ; 51 ; himak ; 726 
 757 ; Пфенниг. Австрия, Эбергард II. М-1,21гр ; 1200-1246 ;  ; Ag ; VF ; 100 ; танк ; 759 
 758 ; Пфенниг. Австрия, Эбергард II. М-1,06гр. Деформация ; 1200-1246 ;  ; Ag ; VF ; 27 ; танк ; 815 
 759 ; Пфенниг. Австрия, Эбергард II. М-1,03гр ; 1200-1246 ;  ; Ag ; VF ; 88 ; танк ; 1020 
 760 ; Фолларо. Сицилия, Вильгельм II. М-1,54гр ; 1166-1171 ;  ; Cu ; F ; 26 ; raise ; 389 
 761 ; Фолларо. Сицилия, Вильгельм II. М-1,34 ; 1166-1171 ;  ; Cu ; F ; 49 ; raise ; 334 
 762 ; 6 грошей. Польша. Сигизмунд III ; 1625 ;  ; Ag ; VF- ; 49 ; ксай ; 729 
 763 ; Шостак. Польша, Ян Казимир ; 1663 АТ ;  ; Ag ; F ; 35 ; k212 ; 255 
 764 ; Полторак. Польша, Сигизмунд III ; 1624 ;  ; Ag ; F-VF ; 12 ; Sept09 ; 209 
 765 ; Полторак. Польша, Сигизмунд III. Деформация ; 1623 ;  ; Ag ; F-VF ; 5 ; Sept09 ; 153 
 766 ; Солид. Ливония, Польская оккупация. Сигизмунд III ; 1587-1632 ;  ; Ag ; F ; 7 ; himik121 ; 204 
 767 ; Солид. Рига, Густав Адольф. Деформация ; 1625 ;  ; Ag ; F ; 40 ; Sept09 ; 77 
 768 ; Солид. Рига, Густав Адольф ; 1625 ;  ; Ag ; F+ ; 22 ; donskoy77 ; 65 
 769 ; Солид. Рига, Густав Адольф. Деформация ; XVII в ;  ; Ag ; F ; 3 ; amoad1 ; 100 
 770 ; Бешлык. Крым. Бахчисарай. Мурад-Гирей. М-1,24г ; 1089-1094 ;  ; Ag ; F-VF ; 25 ; himak ; 309 
 771 ; Солид. Литва, Ян Казимир ; 1666 ;  ; Cu ; F-VF ; 30 ; donskoy77 ; 33 
 772 ; Солид. Литва, Ян Казимир ; 1660-е г ;  ; Cu ; VG ; 21 ; donskoy77 ; 34 
 773 ; Солид. Польша, Ян Казимир ; 1664 ;  ; Cu ; VG ; 15 ; donskoy77 ; 34 
 774 ; 1/6 эре. Швеция ; 17 век ;  ; Cu ; F+ ; 29 ; lm ; 45 
 775 ; Монета средневековая. Венгрия, Бэла III. М-1,47гр ; 1172-1196 ;  ; Cu ; VF- ; 85 ; k212 ; 2040 
 776 ; Дирхем. Омейяды. М-3,06гр ; X в ;  ; Ag ; VF- ; 22 ; нумизмат ; 1426 
 777 ; Серебряный дирхем. Булгар ; XIII в ;  ; Ag ; VF ; 45 ; vng0206 ; 2701 
 778 ; Монета средневековая. Казанское ханство ;  ;  ; Ag ; F+ ; 34 ; барсик ; 206 
 779 ; 1 донг "хундэ тунбао". Почерк чжэньшу. Аннам, Династия Поздняя Ле. D-25мм ; 1470-1497 ;  ; Br ; F ; 42 ; kotyamoi ; 107 
 780 ; 1 донг "сянфу юаньбао", гладкий. Почерк чжэньшу. Аннам, Династия Мо. D-22мм ; 1638-1677 ;  ; Br ; F+ ; 20 ; Григорий ; 46 
 781 ; 1 донг "тунцин тунбао", гладкий. Почерк чжэньшу. Аннам, Династия Юань. D-24мм ; 1885-1888 ;  ; Br ; F-VF ; 49 ; Гордиан ; 104 
 782 ; 1 цянь "кайюань тунбао", гладкий. Почерк лишу. Китай, Династия Тан. D-23,5мм ; 618-907 ;  ; Br ; F-VF ; 8 ; andrej888 ; 93 
 783 ; 1 цянь "циннин тунбао", гладкий. Почерк чжэньшу. Китай, Государство Ляо. D-24,5мм ; 1055-1065 ;  ; Br ; F ; 20 ; S1952 ; 888 
 784 ; 2 цяня "цзяньянь тунбао", гладкий. Почерк сяочжуань. Китай, Династия Южная Сун. D-30,5мм ; 1127-1130 ;  ; Br ; F-VF ; 27 ; S1952 ; 104 
 785 ; 3 цяня "шоаси юаньбао" "у" 6ч. Почерк чжэньшу. Китай, Династия Южная Сун. D-29,5мм ; 1190-1194 ;  ; Br ; F+ ; 17 ; S1952 ; 215 
 786 ; 1 цянь "цзядин тунбао" "ши у". Почерк чжэньшу. Китай, Династия Южная Сун. D-24мм ; 1208-1224 ;  ; Br ; F+ ; 10 ; S1952 ; 140 
 787 ; 2 цяня "цзядин тунбао" "чунь эр". Почерк чжэньшу. Китай, Династия Южная Сун. D-28,5мм ; 1208-1224 ;  ; Fe ; F+ ; 16 ; kotyamoi ; 374 
 788 ; 2 цяня "цзядин тунбао" "чунь ши лю". Почерк чжэньшу. Китай, Династия Южная Сун. D-26,5мм ; 1208-1224 ;  ; Fe ; F+ ; 125 ; Григорий ; 398 
 789 ; 1 цянь "цинъюань тунбао" "тун лю". Почерк чжэньшу. Китай, Династия Южная Сун. D-24,5мм ; 1195-1200 ;  ; Fe ; F+ ; 26 ; Григорий ; 414 
 669 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 19 ; himak ; 20 
 670 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 36 ; win.gradoff ; 48 
 671 ; Пуло. Золотая Орда, хан Джанибек ; 1350-е гг ;  ; Cu ; F- ; 36 ; УФА ; 37 
