 5868 ; Бона иностранная ;  ;  ;  ;  ; 33 ; VOLKODAVS5 ; 147 
 664 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; черный ; 123 
 665 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 13 ; НЗ ; 301 
 666 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 24 ; wolikaz ; 59 
 667 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 26 ; черный ; 113 
 668 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 24 ; НЗ ; 164 
 669 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; За державу обидно ; 75 
 670 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; черный ; 133 
 671 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 32 ; черный ; 73 
 672 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 26 ; zemlyk2014 ; 65 
 673 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 22 ; черный ; 92 
 674 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 20 ; черный ; 95 
 675 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; aziya11 ; 83 
 676 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; aziya11 ; 63 
 677 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 26 ; aziya11 ; 91 
 678 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; agap ; 124 
 679 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 28 ; rirosrob ; 73 
 680 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 29 ; Vitaly26 ; 65 
 681 ; Лот монет Михаила Федоровича и Алексея Михайловича (10шт): копейка ;  ;  ; Ag ; F+/F-VF ; 27 ; extrs ; 510 
 682 ; Солид. Византия, Маврикий Тиберий. М-4,34гр ;  ;  ; Au ; VF- ; 89 ; черный ; 15000 
 683 ; Цехин. Венеция. М-3,44гр. Ремонт ; 17в ;  ; Au ; VF-/F-VF ; 65 ; черный ; 8568 
 684 ; Тетрадрахма. Афины. М-16,93гр ; 5в до н.э. ;  ; Ag ; F+/F-VF ; 109 ; 111111 ; 28000 
 685 ; Тетрадрахма. Бактрия, Азес II. М-9,52гр ;  ;  ; Ag ; VF- ; 65 ; черный ; 4873 
 686 ; Денарий. Рим, Республика. М-2,94гр ; 2 в до н.э. ;  ; Ag ; F-VF/VF- ; 71 ; extrs ; 22439 
 687 ; Денарий. Рим, Республика. М-3,77гр ; 2 в до н.э. ;  ; Ag ; F-VF ; 95 ; Ant230977 ; 10200 
 688 ; Денарий. Рим, Республика. М-3,85гр ; 2 в до н.э. ;  ; Ag ; F-VF ; 45 ; gusar ; 2484 
 689 ; Денарий. Рим, Республика. М-3,48гр ; 2 в до н.э. ;  ; Ag ; F-VF ; 70 ; Ant230977 ; 10200 
 690 ; Денарий. Рим, имп. Антонин Пий. М-2,55гр ; 138-161 ;  ; Ag ; F+/F-VF ; 13 ; seaexpo ; 1020 
 691 ; Денарий. Рим, имп. Марк Антоний. М-3,72гр ;  ;  ; Ag ; F+ ; 71 ; extrs ; 6128 
 692 ; Денарий. Рим, имп. Антонин Пий. М-3,16гр ; 138-161 ;  ; Ag ; F-VF ; 12 ; черный ; 1224 
 693 ; Денарий. Рим, имп. Коммод. М-2,56гр ; 177-192 ;  ; Ag ; F-VF ; 29 ; Alex U Optimus ; 1530 
 694 ; Денарий. Рим, имп. Александр Север. М-2,37гр ; 217-235 ;  ; Ag ; F+/F-VF ; 19 ; Kreator ; 483 
 695 ; Денарий. Рим, имп. Александр Север. М-2,27гр ; 217-235 ;  ; Ag ; F-VF ; 14 ; sibirnv ; 1022 
 696 ; Денарий. Рим, имп. Александр Север. М-2,69гр ; 217-235 ;  ; Ag ; F+/F-VF ; 11 ; черный ; 1000 
 697 ; Денарий. Рим, имп. Септимий Север. М-2,59гр ; 193-211 ;  ; Ag ; F+ ; 17 ; extrs ; 1224 
 698 ; Денарий. Рим, имп. Септимий Север. М-2,85гр ; 193-211 ;  ; Ag ; F-VF ; 8 ; черный ; 1000 
 699 ; Денарий. Римская империя, Юлия Домна (жена Септимия Севера). М-2,45гр ;  ;  ; Ag ; F-VF ; 23 ; doc2 ; 2550 
 700 ; Денарий. Римская империя, Юлия Домна (жена Септимия Севера). М-2,88гр ;  ;  ; Ag ; F-VF ; 28 ; dimasmirnov ; 1003 
 701 ; Денарий. Рим, имп. Каракалла. М-2,55гр ; 198-217 ;  ; Ag ; F-VF ; 20 ; Alex U Optimus ; 1296 
 702 ; Денарий. Рим, имп. Гелиогабалл. М-1,96гр ; 218-222 ;  ; Ag ; F-VF ; 15 ; Alex U Optimus ; 1632 
 703 ; Денарий. Рим, имп. Гелиогабалл. М-2,66гр ; 218-222 ;  ; Ag ; F-VF ; 22 ; черный ; 1020 
 704 ; Антониниан. Римская империя, Северина. М-3,53гр ;  ;  ; Ag? ; F-VF ; 29 ; von_Schwarz ; 884 
 705 ; Антониниан. Рим, имп. Галлиен. М-3,38гр ;  ;  ; Ag? ; F-VF ; 15 ; lestes ; 867 
 706 ; Драхма. Македония, Александр Великий. М-4,20гр ;  ;  ; Ag ; F-VF ; 76 ; extrs ; 5981 
 607 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; 8888 ; 95 
 608 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 47 ; george56 ; 468 
 609 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 34 ; черный ; 665 
 610 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 28 ; черный ; 203 
 611 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 29 ; НЗ ; 918 
 612 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 16 ; rirosrob ; 140 
 613 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 12 ; черный ; 281 
 614 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF-/F-VF ; 14 ; sibirnv ; 204 
 615 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F+ ; 22 ; samsung ; 171 
 616 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 23 ; DragVL ; 1043 
 617 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 47 ; svenord ; 306 
 618 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; черный ; 165 
 619 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 15 ; natalka0909 ; 67 
 620 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; черный ; 128 
 621 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; nemetz ; 227 
 622 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Fray ; 125 
 623 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 10 ; 8888 ; 75 
 624 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; черный ; 75 
 625 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 16 ; НЗ ; 510 
 626 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 15 ; черный ; 159 
 627 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ;  ; F-VF ; 30 ; Al777 ; 2193 
 628 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 12 ; sibirnv ; 453 
 629 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 32 ; Cobrador11 ; 1022 
 630 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 34 ; черный ; 294 
 631 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; Xxzx ; 137 
 632 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 4 ; Xxzx ; 131 
 633 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; DragVL ; 249 
 634 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; Genrix ; 124 
 635 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; zemlyk2014 ; 114 
 636 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 8 ; черный ; 153 
 637 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 22 ; НЗ ; 351 
 638 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; Xxzx ; 174 
 639 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; черный ; 129 
 640 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; zemlyk2014 ; 114 
 641 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; Genrix ; 200 
 642 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; Папа с рацией ; 153 
 643 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 13 ; byrozka ; 116 
 644 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; byrozka ; 153 
 645 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 25 ; черный ; 215 
 646 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 45 ; george56 ; 294 
 647 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 28 ; zoom30 ; 159 
 648 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 24 ; НЗ ; 335 
 649 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 26 ; Xxzx ; 104 
 650 ; Копейка ; 1605 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 30 ; черный ; 340 
 651 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 10 ; Xxzx ; 106 
 652 ; Копейка ; 1604 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 20 ; george56 ; 308 
 653 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 13 ; черный ; 261 
 654 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 11 ; черный ; 125 
 655 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 22 ; черный ; 340 
 656 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; черный ; 200 
 557 ; Лот монет России (3шт): 2к,1к ; 1831,1832 ;  ; Cu ; G-VG ; 31 ; XXVII ; 432 
 558 ; Лот монет России: 3,2,1/2 коп (8шт) ; 1830-1914 ;  ; Cu ; VG-VF ; 53 ; asnik ; 722 
 559 ; Лот монет России: 2,1,1/2,1/4 коп (19шт) ; 1735-1914 ;  ; Cu ; F-VF/VG ; 24 ; kolbur ; 1122 
 560 ; Лот монет России: 3,2,1 коп, 5,1 коп (29шт) ; 1758-1917 ;  ; Cu ; VF-XF/G ; 39 ; mac. ; 3672 
 561 ; Лот монет России (9шт): 5к,3к,2к,1/2к ; 1811-1912 ;  ; Cu ; F+/VG ; 57 ; warey ; 278 
 562 ; Лот монет России: 2,1 коп, 50,5,1 пенни (20шт) ; 1758-1916 ;  ; Cu ; XF+/F ; 40 ; Tank80 ; 2845 
 563 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 49 ; viridis ; 1734 
 564 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 43 ; direktor18 ; 1227 
 565 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 42 ; черный ; 2109 
 566 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 58 ; direktor18 ; 2042 
 567 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 32 ; Vaneev ; 2149 
 568 ; Денга. Князь Владимир Андреевич Храбрый ; 1358-1410 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 48 ; Aquila ; 7650 
 569 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 30 ; Jauho ; 510 
 570 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F+/F-VF ; 32 ; пузиков ; 918 
 571 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 50 ; Aquila ; 5100 
 572 ; Денга допетровская ;  ;  ; Ag ; F-VF ; 19 ; sibirnv ; 624 
 573 ; Денга ; 14-15вв ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 27 ; Shalex ; 1084 
 574 ; Денга ; 14-15вв ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 23 ; himak ; 1224 
 575 ; Денга ; 14-15вв ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 25 ; himak ; 1430 
 576 ; Денга ; 14-15вв ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 35 ; Shalex ; 498 
 577 ; Денга ; 14-15вв ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 44 ; himak ; 3853 
 578 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 55 ; маманя ; 4120 
 579 ; Денга. Князь Семен Владимирович (боровский) ; 1410-1426 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 29 ; 12345lal ; 2601 
 580 ; Полуденга. Серпуховское Удельное княжество. Семен Владимирович (боровский). М-0,26гр ; 1410-1425 ;  ; Ag ; F+/F-VF ; 44 ; Aquila ; 6581 
 581 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F-VF ; 52 ; Aquila ; 7070 
 582 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 25 ; 8888 ; 1011 
 583 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 26 ; svenord ; 1620 
 584 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 44 ; sinus ; 2042 
 585 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; F-VF ; 32 ; 12345lal ; 1785 
 586 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 24 ; sinus ; 4080 
 587 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 39 ; vng0206 ; 3162 
 588 ; Денга ;  ; Великий Новгород ; Ag ; F-VF ; 44 ; Al777 ; 4567 
 589 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 15 ; ВС ; 714 
 590 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 19 ; Aquila ; 7001 
 591 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 24 ; черный ; 3068 
 592 ; Денга. Деформация, царапина ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 25 ; Aquila ; 3878 
 593 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 26 ; extrs ; 274 
 594 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 23 ; Папа с рацией ; 199 
 595 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F+ ; 19 ; wolikaz ; 58 
 596 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 31 ; черный ; 352 
 597 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+/F-VF ; 11 ; черный ; 128 
 598 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+/F-VF ; 17 ; НЗ ; 204 
 599 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 21 ; sahakala ; 206 
 600 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 12 ; Майкл ; 163 
 601 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 29 ; ДИСЫЧ ; 532 
 602 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 59 ; val211 ; 368 
 603 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 58 ; черный ; 260 
 604 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 31 ; 8888 ; 107 
 605 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 30 ; черный ; 123 
 606 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; Майкл ; 308 
 507 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 17 ; tanker1975 ; 129 
 508 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 24 ; Дмитрий475 ; 159 
 509 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 11 ; dima-sml ; 135 
 510 ; 10 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 10 ; хуч ; 306 
 511 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 26 ; dmivanych ; 1019 
 512 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF ; 21 ; pvg111 ; 694 
 513 ; 5 пенни ; 1875 ; Финляндия ; Cu ; VF+ ; 39 ; f435 ; 1326 
 514 ; 5 пенни ; 1875 ; Финляндия ; Cu ; VF+ ; 22 ; pvg111 ; 453 
 515 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 16 ; zemlyk2014 ; 80 
 516 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 14 ; zemlyk2014 ; 83 
 517 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 31 ; Солнышко ; 401 
 518 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 10 ; 537 ; 68 
 519 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 13 ; АИ-63 ; 83 
 520 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 15 ; Dont ; 80 
 521 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 17 ; Солнышко ; 94 
 522 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF-XF ; 7 ; Roman1976 ; 104 
 523 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF ; 16 ; АИ-63 ; 92 
 524 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 17 ; АИ-63 ; 114 
 525 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 20 ; АИ-63 ; 151 
 526 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU/XF ; 29 ; aleks51 ; 76 
 527 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; AU/XF ; 14 ; ilmar ; 108 
 528 ; 5 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 27 ; Dont ; 143 
 529 ; 1 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 53 ; Sky2 ; 4284 
 530 ; 1 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 41 ; prince1959 ; 2700 
 531 ; 1 пенни ; 1874 ; Финляндия ; Cu ; XF ; 42 ; Sky2 ; 2042 
 532 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 31 ; guran ; 333 
 533 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF+ ; 28 ; dmivanych ; 793 
 534 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF ; 18 ; RusR ; 99 
 535 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF ; 17 ; Roman1976 ; 238 
 536 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF ; 11 ; yunonik ; 61 
 537 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 14 ; АИ-63 ; 79 
 538 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU/XF ; 30 ; черный ; 225 
 539 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 18 ; черный ; 400 
 540 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU/XF ; 15 ; Дмитрий475 ; 79 
 541 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF/AU ; 20 ; нормировщик9 ; 101 
 542 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 31 ; черный ; 600 
 543 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF-XF ; 11 ; ЕгорСГор ; 132 
 544 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF/AU ; 41 ; antonman ; 204 
 545 ; Лот монет России: 5 коп, денга (3шт) ; 1720-е гг, 1739,1869 ;  ; Cu ; VG/G ; 19 ; yunonik ; 257 
 546 ; Лот монет России (5шт): 5 копеек ; 1868-1904 ;  ; Cu ; F/G ; 28 ; A-Stral ; 119 
 547 ; Лот монет России (9шт): полушка ; 1731-1739 ;  ; Cu ; VG-VF ; 42 ; Sky2 ; 592 
 548 ; Лот монет Оккупации (3шт): 3к,2к ; 1916 ;  ; Fe ; VG/G ; 53 ; yunonik ; 453 
 549 ; Лот монет России .(4шт): 2 копейки ; 1811-1855 ;  ; Cu ; G ; 40 ; Svarog_99 ; 597 
 550 ; Лот монет России (8шт): денга ; 1735-1751 ;  ; Cu ; G-VF ; 12 ; aziya11 ; 204 
 551 ; Лот монет России (13шт):  1/2к,1/4к ; 1840-1912 ;  ; Cu ; G-F ; 20 ; Andrei2007 ; 680 
 552 ; Лот монет России (7шт): 3 копейки ; 1874-1915 ;  ; Cu ; G-VG ; 26 ; A-Stral ; 138 
 553 ; Лот монет России: денга (3шт) ; 1737-1739 ;  ; Cu ; F-VF ; 19 ; nighthunter ; 261 
 554 ; Лот монет России: 1 коп (2шт) ; 1911,1913 ;  ; Cu ; VF-XF ; 20 ; Дмитрий475 ; 123 
 555 ; Лот монет России: полушка (3шт) ; 1731,1736 ;  ; Cu ; F+/F- ; 31 ; Игорь П ; 261 
 556 ; Лот монет России и России для Финляндии (4шт): 5к,3к,2к, 10 пенни ; 1838-1916 ;  ; Cu ; G/VF- ; 45 ; warey ; 1223 
 457 ; Денга ; 1738 ;  ; Cu ; F-VF ; 14 ; viktorius ; 201 
 458 ; Денга ; 1741 ;  ; Cu ; F-VF ; 10 ; zemlyk2014 ; 79 
 459 ; Денга ; 1743 ;  ; Cu ; F ; 24 ; warey ; 303 
 460 ; Денга ; 1748 ;  ; Cu ; F+ ; 13 ; PsixXx ; 100 
 461 ; Денга ; 1771 ; ЕМ ; Cu ; F+ ; 9 ; rirosrob ; 124 
 462 ; Денга ; 1788 ;  ; Cu ; F ; 19 ; max96 ; 1486 
 463 ; Денга ; 1790 ; КМ ; Cu ; VF- ; 23 ; dav_79_2010 ; 1020 
 464 ; Деньга ; 1797 ; ЕМ ; Cu ; F+ ; 20 ; Fray ; 743 
 465 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 23 ; Unknown ; 709 
 466 ; Деньга ; 1827 ; ЕМ ИК ; Cu ; F ; 17 ; MDV ; 370 
 467 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F- ; 10 ; PsixXx ; 104 
 468 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 15 ; asvale ; 143 
 469 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F+ ; 15 ; Johnny Walker ; 272 
 470 ; Денежка ; 1851 ; ЕМ ; Cu ; F+ ; 25 ; черный ; 278 
 471 ; Денежка ; 1853 ; ЕМ ; Cu ; F-VF ; 16 ; Vahid ; 252 
 472 ; Денежка ; 1855 ; ЕМ ; Cu ; VG ; 20 ; черный ; 400 
 473 ; Денежка ; 1863 ; ЕМ ; Cu ; F- ; 34 ; Bizon6055 ; 596 
 474 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF ; 21 ; черный ; 329 
 475 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU ; 38 ; sergius ; 1224 
 476 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; AU ; 53 ; max96 ; 2267 
 477 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 43 ; Uri ; 306 
 478 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; AU ; 19 ; черный ; 1530 
 479 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 32 ; черный ; 1134 
 480 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 20 ; blagoslav ; 133 
 481 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; F-VF ; 31 ; blagoslav ; 93 
 482 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 18 ; черный ; 521 
 483 ; Полушка ; 1700-е ;  ; Cu ; G ; 6 ; Бегемот ; 357 
 484 ; Полушка ; 1722 ;  ; Cu ; F ; 20 ; indexio ; 218 
 485 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 19 ; PsixXx ; 204 
 486 ; Полушка ; 1749 ; Орёл 1748 г. ; Cu ; VG ; 20 ; rirosrob ; 306 
 487 ; Полушка ; 1759 ;  ; Cu ; F+ ; 15 ; Basilio ; 1019 
 488 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 19 ; Хаа ; 773 
 489 ; Полушка ; 1773 ; ЕМ ; Cu ; F ; 18 ; max96 ; 5541 
 490 ; Полушка ; 1797 ; АМ ; Cu ; F+ ; 38 ; vak ; 1007 
 491 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 24 ; АИ-63 ; 102 
 492 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F-VF ; 12 ; aleksandr733 ; 128 
 493 ; Полушка ; 1858 ; ЕМ ; Cu ; F-VF ; 16 ; dmivanych ; 408 
 494 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 42 ; мак-сим ; 1632 
 495 ; 3 копейки "Оккупация" ; 1916А ;  ; Fe ; F-VF ; 23 ; черный ; 327 
 496 ; 2 копейки "Оккупация" ; 1916 ;  ; Fe ; F+ ; 63 ; vangog3 ; 137 
 497 ; 2 копейки. "Оккупация" ; 1916J ;  ; Fe ; VF- ; 20 ; СВТ69 ; 567 
 498 ; 2 копейки. "Оккупация" ; 1916J ;  ; Fe ; VG ; 29 ; СВТ69 ; 153 
