 5824 ; Ценная бумага Германия ;  ;  ;  ;  ; 14 ; tikhomirius ; 141 
 612 ; Полушка (Петров-3,5р, Ильин-5р) ; 1788 ; КМ ; Cu ; F-VF ; 35 ; zine65 ; 1322 
 613 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F+ ; 19 ; yunonik ; 104 
 614 ; 1/4 копейки (Ильин-1р) ; 1841 ; СМ ; Cu ; F-VF ; 13 ; yunonik ; 102 
 615 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF- ; 7 ; yunonik ; 79 
 616 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F-VF ; 15 ; Fray ; 128 
 617 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F+ ; 17 ; СТРЕКОЗА ; 79 
 618 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F+ ; 21 ; Rjn ; 79 
 619 ; 1/4 копейки ; 1845 ; СМ ; Cu ; F-VF ; 13 ; fedor880v ; 128 
 620 ; Полушка ; 1854 ; ЕМ ; Cu ; F- ; 17 ; Olmin ; 204 
 621 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; AU ; 58 ; Во все тяжкие ; 3018 
 622 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F+ ; 34 ; PolAn ; 2380 
 623 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 29 ; tigo ; 124 
 624 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 33 ; VOLKODAVS5 ; 108 
 625 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF- ; 25 ; лайк ; 116 
 626 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF ; 25 ; 222211 ; 839 
 627 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF- ; 9 ; весной ; 114 
 628 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 33 ; cond ; 204 
 629 ; 10 пенни ; 1899 ; Финляндия ; Cu ; F-VF ; 17 ; лайк ; 102 
 630 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF+ ; 17 ; лайк ; 83 
 631 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 19 ; лайк ; 107 
 632 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 20 ; лайк ; 120 
 633 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 26 ; 2262н ; 140 
 634 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF+ ; 23 ; tigo ; 124 
 635 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 36 ; лайк ; 123 
 636 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 22 ; лайк ; 126 
 637 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 28 ; лайк ; 136 
 638 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 20 ; gri.59 ; 140 
 639 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 35 ; taa ; 114 
 640 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 10 ; tigo ; 82 
 641 ; 10 пенни. Разновидность ; 1916 ; Финляндия ; Cu ; XF ; 45 ; vicktor_2014 ; 1533 
 642 ; 10 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 24 ; Sviridenko-Irina ; 426 
 643 ; 10 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 27 ; astronotus ; 294 
 644 ; 5 пенни ; 1865 ; Финляндия ; Cu ; VF ; 39 ; ves17 ; 215 
 645 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 25 ; solder13 ; 180 
 646 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 9 ; себер ; 102 
 647 ; 5 пенни ; 1872 ; Финляндия ; Cu ; F-VF ; 27 ; bigben ; 153 
 648 ; 5 пенни ; 1875 ; Финляндия ; Cu ; VF- ; 9 ; VOLKODAVS5 ; 54 
 649 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF ; 30 ; 542 ; 322 
 650 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 25 ; tikhomirius ; 207 
 651 ; 5 пенни ; 1896 ; Финляндия ; Cu ; VF- ; 8 ; alex995 ; 57 
 652 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF ; 15 ; yunonik ; 42 
 653 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 21 ; fedor880v ; 59 
 654 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 21 ; tigo ; 57 
 655 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 14 ; tigo ; 51 
 556 ; Денга ; 1738 ;  ; Cu ; F- ; 27 ; vesta78 ; 124 
 557 ; Денга ; 1741 ;  ; Cu ; VG ; 25 ; dgin ; 101 
 558 ; Денга ; 1743 ;  ; Cu ; F ; 13 ; gav1980 ; 352 
 559 ; Денга ; 1748 ;  ; Cu ; F-VF ; 11 ; gav1980 ; 170 
 560 ; Денга ; 1748 ;  ; Cu ; F ; 5 ; любитель555 ; 20 
 561 ; Денга ; 1749 ;  ; Cu ; F-VF ; 5 ; Sam ; 51 
 562 ; Денга ; 1750 ;  ; Cu ; F-VF ; 7 ; Sam ; 45 
 563 ; Денга ; 1759 ;  ; Cu ; F+ ; 5 ; пасечник ; 189 
 564 ; Денга ; 1768 ; ЕМ ; Cu ; VF ; 16 ; Coin_nsk ; 340 
 565 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 12 ; zid200 ; 197 
 566 ; Денга ; 1770 ; ЕМ ; Cu ; F- ; 5 ; dimon46 ; 148 
 567 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 9 ; igorpuzir ; 179 
 568 ; Денга ; 1775 ; ЕМ ; Cu ; VG ; 11 ; Rjn ; 231 
 569 ; Денга ; 1778 ; КМ "Сибирь" ; Cu ; F+ ; 7 ; ЛиС74 ; 247 
 570 ; Денга ; 1783 ; КМ ; Cu ; F-VF ; 20 ; Ритм ; 602 
 571 ; Денга ; 1784 ; КМ ; Cu ; F-VF ; 16 ; ВАР1959 ; 921 
 572 ; Денга ; 1792 ; КМ ; Cu ; F+ ; 7 ; Ритм ; 217 
 573 ; Денга ; 1793 ; КМ ; Cu ; VF ; 38 ; sergius ; 1683 
 574 ; Денга ; 1795 ; ЕМ ; Cu ; VF- ; 17 ; 222211 ; 368 
 575 ; Денга ; 1795 ; КМ ; Cu ; VF- ; 17 ; Rjn ; 371 
 576 ; Деньга ; 1798 ; ЕМ ; Cu ; F-VF ; 17 ; Ronald ; 371 
 577 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; F+ ; 23 ; rirosrob ; 347 
 578 ; Денежка ; 1851 ; ЕМ ; Cu ; VF ; 39 ; Запруда ; 459 
 579 ; Денежка ; 1858 ; ЕМ ; Cu ; VF+ ; 6 ; bakal73 ; 375 
 580 ; Денежка ; 1864 ; ЕМ ; Cu ; F-VF ; 9 ; pvg111 ; 422 
 581 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F ; 10 ; лайк ; 55 
 582 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F+ ; 25 ; vesta78 ; 180 
 583 ; 1/2 копейки ; 1842 ; СМ ; Cu ; F-VF ; 9 ; ssss ; 219 
 584 ; 1/2 копейки ; 1843 ; СМ ; Cu ; F-VF ; 16 ; fedor880v ; 169 
 585 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 18 ; андрей1957 ; 361 
 586 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 44 ; dimer ; 211 
 587 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 13 ; петрович 1954 ; 79 
 588 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; AU ; 42 ; Lucky 74 ; 729 
 589 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 14 ; kornum ; 110 
 590 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF ; 33 ; stranger1987 ; 625 
 591 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 8 ; себер ; 51 
 592 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 18 ; dimer ; 159 
 593 ; 1/2 копейки ; 1915 ;  ; Cu ; VF+ ; 29 ; astronotus ; 174 
 594 ; Полушка ; 1719 ; НД ; Cu ; F+ ; 25 ; mks-1 ; 828 
 595 ; Полушка ; 1719 ;  ; Cu ; F+ ; 17 ; lloid ; 239 
 596 ; Полушка ; 1720 ;  ; Cu ; F+ ; 27 ; mexngaz ; 379 
 597 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 11 ; gav1980 ; 87 
 598 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 15 ; aleksius ; 36 
 599 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 12 ; gav1980 ; 46 
 600 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F+ ; 13 ; gav1980 ; 104 
 601 ; Полушка ; 1748 ; Орёл 1748 г. ; Cu ; F+ ; 21 ; kornum ; 250 
 602 ; Полушка ; 1749 ; Орёл 1748 г. ; Cu ; F- ; 15 ; pvg111 ; 161 
 603 ; Полушка ; 1766 ; ЕМ ; Cu ; F+ ; 15 ; shknikolay ; 204 
 604 ; Полушка ; 1766 ; ЕМ ; Cu ; F+ ; 19 ; rirosrob ; 180 
 605 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 13 ; kostik_ne ; 363 
 506 ; Копейка ; 1800 ; ЕМ ; Cu ; VF-XF ; 30 ; ZET ; 1282 
 507 ; Копейка ; 1801 ; ЕМ ; Cu ; VF-XF ; 43 ; electra ; 897 
 508 ; Копейка ; 1818 ; ЕМ НМ ; Cu ; F+ ; 50 ; rirosrob ; 305 
 509 ; Копейка ; 1818 ; КМ ДБ ; Cu ; VF- ; 41 ; Vova386 ; 360 
 510 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F ; 21 ; rirosrob ; 308 
 511 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 23 ; пасечник ; 180 
 512 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; VF- ; 59 ; Vova386 ; 249 
 513 ; Копейка ; 1824 ; КМ АМ ; Cu ; VF- ; 22 ; shknikolay ; 456 
 514 ; Копейка ; 1824 ; КМ АМ ; Cu ; F-VF ; 19 ; colonel6262 ; 183 
 515 ; Копейка ; 1825 ; КМ АМ ; Cu ; F+ ; 32 ; colonel6262 ; 250 
 516 ; Копейка ; 1826 ; КМ АМ ; Cu ; F ; 6 ; yurrgen ; 110 
 517 ; Копейка ; 1828 ; КМ АМ ; Cu ; F ; 7 ; Sam ; 87 
 518 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F ; 5 ; rirosrob ; 97 
 519 ; Копейка ; 1830 ; КМ АМ ; Cu ; F ; 13 ; Poiuyt ; 162 
 520 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 23 ; мумизман ; 726 
 521 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F ; 33 ; zine65 ; 188 
 522 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 15 ; boltyshov ; 104 
 523 ; Копейка ; 1842 ; ЕМ ; Cu ; VF-XF ; 19 ; dimon46 ; 306 
 524 ; Копейка ; 1843 ; ЕМ ; Cu ; VF ; 9 ; eugraphus ; 167 
 525 ; Копейка ; 1844 ; ЕМ ; Cu ; VF ; 28 ; Bizon6055 ; 609 
 526 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 17 ; fedor880v ; 148 
 527 ; Копейка ; 1853 ; ЕМ ; Cu ; F ; 13 ; ЕгорСГор ; 255 
 528 ; Копейка ; 1854 ; ЕМ ; Cu ; F+ ; 12 ; Armando ; 105 
 529 ; Копейка ; 1855 ; ЕМ ; Cu ; VF ; 23 ; antonman ; 302 
 530 ; Копейка ; 1856 ; ЕМ ; Cu ; F-VF ; 18 ; ЕгорСГор ; 255 
 531 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; F+ ; 19 ; vasek ; 304 
 532 ; Копейка ; 1863 ; ВМ ; Cu ; F-VF ; 36 ; Bizon6055 ; 1144 
 533 ; Копейка ; 1867 ; СПБ ; Cu ; F- ; 14 ; 1059 ; 1351 
 534 ; Копейка ; 1876 ; СПБ ; Cu ; F-VF ; 21 ; ssss ; 408 
 535 ; Копейка ; 1895 ; СПБ ; Cu ; VF+ ; 23 ; Vova386 ; 261 
 536 ; Копейка ; 1898 ; СПБ ; Cu ; VF+ ; 6 ; левша72 ; 77 
 537 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 11 ; Степан_81 ; 89 
 538 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 14 ; левша72 ; 72 
 539 ; Копейка ; 1903 ; СПБ ; Cu ; AU/XF ; 35 ; gri.59 ; 771 
 540 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 18 ; Sam ; 46 
 541 ; Копейка ; 1905 ; СПБ ; Cu ; VF- ; 11 ; апосум ; 33 
 542 ; Копейка ; 1906 ; СПБ ; Cu ; VF+ ; 27 ; dgin ; 101 
 543 ; Копейка ; 1907 ; СПБ ; Cu ; F-VF ; 9 ; Baikal ; 157 
 544 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 18 ; Степан_81 ; 79 
 545 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 7 ; Степан_81 ; 50 
 546 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 14 ; Coin_nsk ; 113 
 547 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 10 ; Степан_81 ; 79 
 548 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 25 ; Coin_nsk ; 102 
 549 ; Копейка ; 1915 ;  ; Cu ; AU ; 43 ; Во все тяжкие ; 420 
 550 ; Копейка ; 1916 ;  ; Cu ; AU ; 44 ; dmitr_b ; 420 
 551 ; Денга ; 1731 ;  ; Cu ; VG ; 12 ; asnik ; 192 
 552 ; Денга ; 1734 ;  ; Cu ; VF- ; 23 ; gri.59 ; 153 
 553 ; Денга ; 1735 ;  ; Cu ; F+ ; 5 ; Олег92 ; 81 
 554 ; Денга ; 1737 ;  ; Cu ; f-VF ; 23 ; Baisel ; 532 
 555 ; Денга ; 1737 ;  ; Cu ; F+ ; 13 ; boltyshov ; 61 
 456 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 9 ; vesta78 ; 91 
 457 ; 2 копейки ; 1812 ; КМ ; Cu ; VF ; 15 ; Ten Nochi ; 1600 
 458 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF- ; 11 ; acad ; 180 
 459 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F-VF ; 8 ; лайк ; 82 
 460 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 9 ; Sam ; 48 
 461 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 20 ; гоша334 ; 206 
 462 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F-VF ; 9 ; лайк ; 69 
 463 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F+ ; 8 ; dgin ; 89 
 464 ; 2 копейки ; 1821 ; КМ АД ; Cu ; F-VF ; 17 ; fedor880v ; 87 
 465 ; 2 копейки ; 1824 ; КМ АМ ; Cu ; F+ ; 24 ; fedor880v ; 134 
 466 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; F-VF ; 25 ; dgin ; 271 
 467 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; VF ; 23 ; AIK60 ; 350 
 468 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F+ ; 20 ; ДУНКАН МАКЛАУД ; 115 
 469 ; 2 копейки ; 1828 ; КМ АМ ; Cu ; VF- ; 14 ; Hleborezka ; 87 
 470 ; 2 копейки ; 1833 ; СМ ; Cu ; F- ; 14 ; Jauho ; 531 
 471 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 5 ; yurrgen ; 163 
 472 ; 2 копейки ; 1839 ; СМ ; Cu ; F+ ; 17 ; agap ; 209 
 473 ; 2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 10 ; 16840 ; 93 
 474 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 52 ; Andrei2007 ; 327 
 475 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 22 ; dgin ; 263 
 476 ; 2 копейки ; 1863 ; ЕМ ; Cu ; VF ; 21 ; shknikolay ; 353 
 477 ; 2 копейки ; 1865 ; ЕМ ; Cu ; VF ; 19 ; leo 2 ; 579 
 478 ; 2 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 24 ; astronotus ; 89 
 479 ; 2 копейки ; 1894 ; СПБ ; Cu ; F ; 6 ; лайк ; 50 
 480 ; 2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 69 ; sergius ; 1507 
 481 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 7 ; boltyshov ; 46 
 482 ; 2 копейки ; 1902 ; СПБ ; Cu ; VF ; 27 ; Ритм ; 346 
 483 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 12 ; апосум ; 41 
 484 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 7 ; апосум ; 46 
 485 ; 2 копейки ; 1905 ; СПБ ; Cu ; F+ ; 14 ; лайк ; 50 
 486 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 7 ; boltyshov ; 43 
 487 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 3 ; yurrgen ; 34 
 488 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 9 ; апосум ; 51 
 489 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 25 ; gri.59 ; 101 
 490 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 40 ; dmitr_b ; 453 
 491 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 12 ; Coin_nsk ; 236 
 492 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 17 ; stranger1987 ; 322 
 493 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 17 ; Coin_nsk ; 363 
 494 ; Копейка ; 1707 ; БК ; Cu ; VG ; 51 ; 1059 ; 1388 
 495 ; Копейка ; 1710 ; МД ; Cu ; F+ ; 64 ; mks-1 ; 1459 
 496 ; Копейка ; 1758 ;  ; Cu ; F- ; 6 ; Vova386 ; 115 
 497 ; Копейка ; 1761 ;  ; Cu ; F ; 7 ; Vova386 ; 160 
 498 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 15 ; Coin_nsk ; 488 
 499 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; F ; 25 ; bva150979 ; 417 
 500 ; Копейка ; 1788 ;  ; Cu ; VG ; 12 ; Bizon6055 ; 215 
 501 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 18 ; Andr89 ; 426 
 502 ; Копейка (Петров-1,5р, Ильин-3р) ; 1795 ;  ; Cu ; VG ; 64 ; boroda ; 2123 
 503 ; Копейка ; 1797 ; ЕМ ; Cu ; VF+ ; 42 ; electra ; 510 
 504 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 39 ; electra ; 750 
 505 ; Копейка ; 1799 ; ЕМ ; Cu ; VF-XF ; 29 ; electra ; 851 
 406 ; 3 копейки ; 1878 ; СПБ ; Cu ; VG ; 43 ; Koms ; 100 
 407 ; 3 копейки ; 1896 ; СПБ ; Cu ; F+ ; 9 ; Sam ; 69 
 408 ; 3 копейки ; 1899 ; СПБ ; Cu ; VF- ; 9 ; Jauho ; 91 
 409 ; 3 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 5 ; C+ ; 57 
 410 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 15 ; boltyshov ; 105 
 411 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 6 ; bugor ; 125 
 412 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 7 ; bugor ; 125 
 413 ; 3 копейки ; 1913 ; СПБ ; Cu ; XF- ; 50 ; gri.59 ; 776 
 414 ; 3 копейки ; 1914 ; СПБ ; Cu ; AU ; 56 ; SD315 ; 1020 
 415 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 30 ; Coin_nsk ; 426 
 416 ; 3 копейки ; 1916 ;  ; Cu ; XF ; 27 ; johnsilver09 ; 340 
 417 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 10 ; гоша334 ; 228 
 418 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F- ; 8 ; лайк ; 50 
 419 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F- ; 9 ; Baikal ; 318 
 420 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 23 ; SSK ; 816 
 421 ; 2 копейки ; 1758 ;  ; Cu ; VG ; 18 ; Numo ; 204 
 422 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F ; 22 ; shustman ; 413 
 423 ; 2 копейки ; 1759 ;  ; Cu ; VF ; 21 ; volkov ; 450 
 424 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F+ ; 17 ; guran ; 614 
 425 ; 2 копейки ; 1763 ; ММ ; Cu ; F+ ; 22 ; Александр007 ; 432 
 426 ; 2 копейки ; 1765 ; ММ ; Cu ; F+ ; 40 ; ъъъ ; 711 
 427 ; 2 копейки ; 1765 ; СПМ ; Cu ; F-VF ; 28 ; dimon46 ; 818 
 428 ; 2 копейки ; 1766 ; ММ ; Cu ; VF ; 13 ; SSK ; 233 
 429 ; 2 копейки ; 1769 ; ЕМ ; Cu ; F ; 44 ; Bizon6055 ; 767 
 430 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; VF ; 36 ; Xxzx ; 752 
 431 ; 2 копейки ; 1773 ; ЕМ ; Cu ; VG ; 4 ; 2262н ; 39 
 432 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VF ; 40 ; Vova1950 ; 1309 
 433 ; 2 копейки ; 1788 ; ММ ; Cu ; VF- ; 8 ; acad ; 514 
 434 ; 2 копейки ; 1791 ; ЕМ ; Cu ; F+ ; 34 ; dimon46 ; 502 
 435 ; 2 копейки (Петров-1,5р) ; 1793 ; Е- М Павл.перечекан ; Cu ; VG ; 37 ; Бегемот ; 1875 
 436 ; 2 копейки (Петров-1р) ; 1797 ;  ; Cu ; F+ ; 75 ; карел ; 4038 
 437 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF-XF ; 43 ; Mac. ; 714 
 438 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 28 ; карел ; 530 
 439 ; 2 копейки ; 1797 ; КМ ; Cu ; VF- ; 41 ; карел ; 791 
 440 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF-XF ; 43 ; electra ; 612 
 441 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF-XF ; 45 ; electra ; 714 
 442 ; 2 копейки ; 1799 ; КМ ; Cu ; VF- ; 28 ; Bizon6055 ; 420 
 443 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF-XF ; 49 ; electra ; 714 
 444 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 28 ; vesta78 ; 249 
 445 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 23 ; ,jhbc ; 255 
 446 ; 2 копейки ; 1800 ; КМ ; Cu ; VF+ ; 27 ; dem ; 651 
 447 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF-XF ; 30 ; electra ; 900 
 448 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 27 ; guran ; 368 
 449 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 33 ; Andr89 ; 396 
 450 ; 2 копейки ; 1801 ; КМ ; Cu ; F-VF ; 25 ; C+ ; 842 
 451 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VF+ ; 34 ; Vova1950 ; 6895 
 452 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 13 ; Xxzx ; 357 
 453 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 26 ; Xxzx ; 1020 
 454 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF ; 27 ; zine65 ; 1111 
 455 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 15 ; Hleborezka ; 305 
 356 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; VF- ; 30 ; eugraphus ; 1619 
 357 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; VG ; 69 ; boroda ; 1889 
 358 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; VF- ; 29 ; volkov ; 2000 
 359 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F ; 37 ; bonipari ; 1020 
 360 ; 5 копеек ; 1760 ;  ; Cu ; VF ; 20 ; карел ; 1062 
 361 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 21 ; карел ; 516 
 362 ; 5 копеек ; 1762 ;  ; Cu ; VF ; 40 ; SSK ; 4182 
 363 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 31 ; VOLKODAVS5 ; 179 
 364 ; 5 копеек ; 1763 ; СМ ; Cu ; VF ; 19 ; taganka ; 1813 
 365 ; 5 копеек ; 1763 ; ММ ; Cu ; F+ ; 21 ; vlad40421 ; 215 
 366 ; 5 копеек ; 1766 ; ММ ; Cu ; F+ ; 28 ; sts ; 261 
 367 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 21 ; said ; 301 
 368 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 7 ; vlad40421 ; 255 
 369 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 39 ; Бродяга27 ; 800 
 370 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 7 ; vania1981 ; 306 
 371 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 28 ; sosed99 ; 408 
 372 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 27 ; dimer ; 510 
 373 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF+ ; 51 ; sosed99 ; 1300 
 374 ; 5 копеек ; 1785 ; КМ ; Cu ; VF-XF ; 51 ; SSK ; 2346 
 375 ; 5 копеек ; 1786 ; КМ ; Cu ; VF-XF ; 13 ; Xxzx ; 1326 
 376 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F+ ; 12 ; yunonik ; 138 
 377 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 46 ; sosed99 ; 816 
 378 ; 5 копеек ; 1788 ; ММ ; Cu ; VF ; 30 ; 16840 ; 1020 
 379 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 45 ; sosed99 ; 918 
 380 ; 5 копеек ; 1790 ; ЕМ ; Cu ; XF- ; 45 ; 55555 ; 2346 
 381 ; 5 копеек ; 1790 ; АМ ; Cu ; VF-XF ; 40 ; sosed99 ; 1599 
 382 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 13 ; Бродяга27 ; 363 
 383 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 51 ; ВОЕНРУК ; 1530 
 384 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 42 ; Xxzx ; 1590 
