 4420 ; Бона иностранная ;  ;  ;  ;  ; 34 ; kozerog ; 36 
 610 ; Медаль. В память военной операции в провинции Шаба. Заир ;  ;  ; Ж/м ; XF- ; 70 ; Poiuyt ; 357 
 611 ; Крест Красицкого. Польша ;  ;  ; Б/м, эмаль ; XF- ; 8 ; k212 ; 152 
 612 ; Медаль. Советско-Китайская дружба 1951г ;  ;  ; Ж/м, эмаль ; XF+ ; 36 ; sos1 ; 192 
 613 ; Медаль "За войну Продолжение" (для финов). Финляндия ;  ;  ; Ж/м ; XF+ ; 43 ; obr73 ; 474 
 614 ; Медаль. 11-й год правления. Ватикан, Папа Пий XI (1922-1939). D-44мм ; 1932 ;  ; Ag ; AU ; 67 ; S1952 ; 1028 
 615 ; Медаль. Победы над Испанией. Франция, Людовик XIV. D-41мм ; Конец XIXв. ;  ; Br ; AU ; 24 ; ealiev ; 1568 
 616 ; Медаль. Выпуск 3-го Интернационала. Карл Маркс, Ленин, Сталин и Тольятти. D-35мм ; 1920-е годы ;  ; Br в Ag ; AU ; 46 ; vicder ; 1655 
 617 ; Жетон. На смерть Бисмарка. Германия, 2-й рейх. D-27,5мм ; 1898 ;  ; Ag ; AU ; 12 ; maremark ; 1349 
 618 ; Жетон религиозный. Франция. D-20*12мм ; ХХ век ;  ; Ag ; XF ; 17 ; andr86 ; 250 
 619 ; Жетон религиозный. Франция. D-20мм ; ХХ век ;  ; Ag ; XF ; 17 ; andr86 ; 249 
 620 ; Медаль 1802-1870гг. D-31мм ; 1885 ;  ; Ag ; XF+ ; 78 ; maremark ; 718 
 621 ; Медаль религиозная. Германия. D-32мм. М-9,95гр ;  ;  ; Ag ; AU ; 27 ; Al777 ; 1043 
 622 ; Медаль. Первая европейская медаль. Экю. Флаг Европы. D-40мм. С сертификатом ; 1999 ;  ; Cu-Ni ; Proof ; 13 ; Leonid-82 ; 75 
 623 ; Медаль. Маннергейм. Сбербанк. Финляндия ; 1965 ;  ; Ж/м ; AU ; 10 ; kont ; 110 
 624 ; Медаль. Хельсинки 17.11.1969. D-70мм ;  ;  ; Ж/м ; AU ; 16 ; wwii-soldat ; 56 
 625 ; Медаль. Отцы Сергей и Герман. D-80мм ;  ;  ; Ж/м ; XF+ ; 65 ; plis ; 396 
 626 ; Медаль. Успенский собор. D-70мм ;  ;  ; Ж/м ; AU ; 24 ; plis ; 510 
 627 ; Медаль. Княжество Монако. D-67мм ; 1943 ;  ; Ж/м ; AU ; 9 ; wwii-soldat ; 255 
 628 ; Медаль. Альберт Густав Аристид Эдельфельт (1854-1905гг). Финляндия ;  ;  ; Ж/м ; XF ; 22 ; rekaSvir ; 80 
 629 ; Медаль. Вальтер Магнус Рунеберг. Финляндия. D-55мм ; 1913 ;  ; Ж/м ; AU ; 18 ; NSN ; 313 
 630 ; Жетон. 75 лет сберкассе при почтовом отделении. Финляндия ; 1961 ;  ; Ж/м ; AU ; 19 ; kont ; 255 
 631 ; Жетон. 100 лет компании "Стокманн 1862-1962". Финляндия ; 1962 ;  ; Ж/м ; AU ; 10 ; kont ; 29 
 632 ; Жетон. Виктория. D-15мм ; 1854 ;  ; Б/м ; XF+ ; 8 ; garpij ; 510 
 633 ; Жетон. Виктория. D-9мм ;  ;  ; Б/м ; XF ; 2 ; garpij ; 306 
 634 ; Жетон. Финляндия ; 1930 ;  ; Ж/м ; VF-XF ; 13 ; vicder ; 114 
 635 ; Жетон. Германия ;  ;  ; Б/м ; XF+ ; 2 ; Mike! ; 333 
 636 ; Жетон. Город Гогенцоллерн. Германия ;  ;  ; Br ; F-VF ; 59 ; Mike! ; 672 
 637 ; Жетон. Кронпринц Вильгельм. Германия ;  ;  ; Br ; VF+ ; 18 ; cvet71 ; 539 
 538 ; Орден Меча. Швеция. В коробке ;  ;  ; Ag,эмаль ; AU ; 41 ; alex69ae ; 4558 
 539 ; Орден Труда 3 степени. Югославия. В коробке ;  ;  ; Б/м ; XF ; 55 ; Sky2 ; 605 
 540 ; Орден Священного сокровища VI степени. Япония. В коробке ;  ;  ; Ag,эмаль ; AU ; 106 ; biruc ; 3063 
 541 ; Почетная медаль Министерства труда и общественной безопасности. Франция ;  ;  ; Б/м ; XF+ ; 61 ; Suvorov54 ; 152 
 542 ; Медаль "За отличную стрельбу". Югославия ;  ;  ; Ж/м ; XF+ ; 19 ; Filin77 ; 229 
 543 ; Орден Леопольда I с мечами. Бельгия ;  ;  ; Б/м,эмаль ; AU ; 62 ; sikachai ; 2652 
 544 ; Орден Короны. Бельгия ;  ;  ; Б/м,эмаль ; AU ; 52 ; alz08 ; 1587 
 545 ; Медаль. В память 10-летия Республики. Нигерия ;  ;  ; Ж/м ; AU ; 31 ; sjlnishko ; 53 
 546 ; Медаль "За 9 лет службы в ВС". Индия ;  ;  ; Cu-Ni ; XF ; 12 ; blackhunter ; 357 
 547 ; Полицейская медаль "За специальную службу" с планкой "Пенжаб". Индия ;  ;  ; Cu-Ni ; AU ; 13 ; alex69ae ; 371 
 548 ; Медаль ВС. Вьетнам ;  ;  ; Al ; VF-XF ; 47 ; huvud ; 287 
 549 ; Медаль кампании 1940-1941гг. Греция ;  ;  ; Ж/м ; VF+ ; 29 ; Filin77 ; 300 
 550 ; Орден в память освобождения отечества. КНДР ;  ;  ; Б/м,эмаль ; XF+ ; 27 ; sos1 ; 888 
 551 ; Орден Красной Звезды. 2ст. Албания ;  ;  ; Б/м,эмаль ; AU ; 30 ; sos1 ; 1010 
 552 ; Медаль Единства. ЮАР ;  ;  ; Ж/м ; XF+ ; 25 ; Akira ; 229 
 553 ; Медаль "За заслуги на транспорте" 2 ст. Польша ;  ;  ; Б/м ; AU ; 32 ; allur65 ; 234 
 554 ; Медаль. Министерство коммуникаций. За заслуги на транспорте 1ст. Польша ;  ;  ; Ж/м ; AU ; 16 ; huvud ; 232 
 555 ; Победная медаль. Бельгия ;  ;  ; Ж/м ; VF-XF ; 11 ; sikachai ; 567 
 556 ; Медаль Единства. Бельгия ;  ;  ; Б/м,эмаль ; AU ; 57 ; Slava O ; 579 
 557 ; Медаль Бойца. Бельгия ;  ;  ; Ж/м ; XF+ ; 14 ; sikachai ; 638 
 558 ; Медаль в память войны 1914-1918гг. Бельгия ;  ;  ; Ж/м ; XF- ; 90 ; waickman ; 459 
 559 ; Медаль в память 100-летия независимости. Бельгия ;  ;  ; Б/м ; AU/XF ; 34 ; sikachai ; 617 
 560 ; Крест "За страну и народ". Австрия ;  ;  ; Ж/м ; AU/XF ; 39 ; sikachai ; 1106 
 561 ; Медаль. В память 50-летия правления Франца Иосифа. Австро-Венгрия ;  ;  ; Ж/м ; XF+ ; 25 ; Rickardo ; 520 
 562 ; Крест. В память 60-летия правления Франца Иосифа. Австро-Венгрия ;  ;  ; Ж/м ; AU ; 10 ; Pankratov ; 572 
 563 ; Победная медаль. Франция ;  ;  ; Ж/м ; VF-XF ; 51 ; k212 ; 638 
 564 ; Медаль раненых военнослужащих. Франция ;  ;  ; Ж/м,эмаль ; VF-XF ; 31 ; huvud ; 400 
 565 ; Крест Бойца. Франция ;  ;  ; Ж/м ; XF- ; 19 ; monetki ; 408 
 566 ; Почетная медаль департаментов и комунн. Франция ;  ;  ; Бм ; AU ; 25 ; sjlnishko ; 107 
 567 ; Медаль "В память войны 1939-1945гг". Франция ;  ;  ; Ж/м ; AU ; 48 ; Akira ; 614 
 568 ; Крест сопротивления Бойца-добровольца. Франция ;  ;  ; Ж/м ; AU ; 44 ; Anton72 ; 824 
 569 ; Военная медаль. Франция. 3-я Республика ;  ;  ; Б/м,эмаль ; AU ; 58 ; Anton72 ; 685 
 570 ; Поощрительная медаль ВС. США ;  ;  ; Ж/м ; AU ; 31 ; Pankratov ; 116 
 571 ; Медаль "За службу по защите нации". США ;  ;  ; Ж/м ; AU ; 19 ; Pikulin67 ; 110 
 572 ; Медаль национальной гвардии Нью-Йорка "За долговременную службу". США ;  ;  ; Ж/м ; AU ; 17 ; Rickardo ; 209 
 573 ; Медаль "бронзовая" "За верную службу в войсках МВД". ГДР ;  ;  ; Ж/м ; XF+ ; 21 ; monetki ; 377 
 574 ; Победная медаль. США ;  ;  ; Ж/м ; XF+ ; 29 ; Rickardo ; 276 
 575 ; Поощрительная медаль ВМФ. США ;  ;  ; Ж/м ; AU ; 42 ; 55-ILIA ; 312 
 576 ; Медаль ВМФ и корпуса морской пехоты "За достижения". США ;  ;  ; Ж/м ; AU ; 82 ; waickman ; 344 
 577 ; Медаль "За службу во Вьетнаме". США ;  ;  ; Ж/м ; VF-XF ; 24 ; obr73 ; 329 
 578 ; Медаль "За службу в Корее". США ;  ;  ; Ж/м ; AU ; 57 ; k212 ; 412 
 579 ; Серебряная звезда. США ;  ;  ; Ж/м ; AU ; 57 ; kozlevich ; 1360 
 580 ; Медаль с планкой "За долговременную службу по укреплению обороноспособности страны" 2 степени. ГДР ;  ;  ; Б/м ; XF+ ; 5 ; Luka78 ; 179 
 581 ; Медаль с планкой "За долговременную службу по укреплению обороноспособности страны" 3 степени. ГДР ;  ;  ; Ж/м ; AU ; 5 ; Kurkul ; 177 
 582 ; Медаль "бронзовая" "За исполнение долга в гражданской обороне" с планкой. ГДР ;  ;  ; Ж/м ; AU/XF ; 9 ; Майкл ; 370 
 583 ; Медаль "Пурпурное сердце". США ;  ;  ; Ж/м,эмаль ; AU ; 95 ; alz08 ; 1020 
 584 ; Медаль. Стрелковая лига "Монт Райнер" 1 командное место. Чемпион лиги. США ;  ;  ; Ж/м ; AU ; 13 ; Копейкамне ; 106 
 585 ; Крест За 25 лет выслуги для гос. служащих. Германия ;  ;  ; Б/м ; AU ; 22 ; Mike! ; 1367 
 586 ; Железный крест 2 класса. Пруссия ;  ;  ; Fe,Ag ; VF-XF ; 11 ; cvet71 ; 2360 
 587 ; Крест Гинденбурга без мечей. Германия ;  ;  ; Br ; AU ; 15 ; cvet71 ; 801 
 487 ; 1 цянь "шаоси тунбао" "чунь эр". Почерк чжэньшу. Китай, Южная Сун. D-25мм ; 1190-1194 ;  ; Fe ; F ; 51 ; Slava O ; 391 
 488 ; 5 цяней "шаоси тунбао" "сы" 12ч. Почерк чжэньшу. Китай, Южная Сун. D-36мм ; 1190-1194 ;  ; Fe ; F ; 45 ; Slava O ; 779 
 489 ; 1 цянь "тяньхань юаньбао", гладкий. Почерк чжэньшу. Китай, Раннее Шу. D-23мм ; 917 ;  ; Br ; F-VF ; 38 ; Slava O ; 527 
 490 ; "чжаоу тунбао" "гун" 6ч. Министерство работ. Китай, Восстания XVII века. D-23мм ; 1673-1683 ;  ; Br ; VF- ; 8 ; Slava O ; 281 
 491 ; 2 цяня "юнли тунбао", гладкий. Почерк сяочжуань. Китай, Восстания XVII века. D-27,5мм ; 1646 ;  ; Br ; F-VF ; 22 ; Гордиан ; 375 
 492 ; 1 цянь "шуньчжи тунбао", "боо циовань". Министерство финансов (Бэйян). Китай, Цин. D-27,5мм ; 1644-1661 ;  ; Br ; VF- ; 4 ; Slava O ; 102 
 493 ; 1 цянь "шуньчжи тунбао" "и ли сюань". Провинция Чжили (Сюаньхуа). Китай, Цин. D-25,5мм ; 1644-1661 ;  ; Br ; F-VF ; 42 ; Гордиан ; 350 
 494 ; 1 цянь "цяньлун тунбао" "боо циовань". Министерство финансов. Китай, Цин. D-25мм ; 1736-1795 ;  ; Br ; VF- ; 3 ; vitalik19 ; 100 
 495 ; 1 цянь "цяньлун тунбао" "боо су". Провинция Цзянсу (Сучжоу). Китай, Цин. D-24,5мм ; 1736-1795 ;  ; Br ; F-VF ; 3 ; vitalik19 ; 100 
 496 ; 100 цяней "сяньфэн юаньбао" "боо циовань дан бай" и звезда 2ч с полумесяцем 10ч. Министерство финансов (Бэйян). Китай, Цин. D-48мм. М-44гр ; 1851-1861 ;  ; Br ; VF- ; 97 ; чусер ; 2193 
 497 ; 10 цяней "сяньфэн чжунбао" "боо чуань дан ши". Провинция Сычуань (Чэнфу). Китай, Цин. D-35мм. М-15гр ; 1851-1861 ;  ; Br ; VF- ; 21 ; чусер ; 480 
 498 ; 1 вэнь "гуансюй тунбао" "боо гуан". Провинция Гуандун. Китай, Цин. D-17мм ; 1875-1908 ;  ; Br ; VF+ ; 4 ; S1952 ; 100 
 499 ; 2 муна "чанпин тунбао" "чон эр". Генеральное военное ведомство. Корея. D-31мм ; 1692 ;  ; Br ; F-VF ; 8 ; vitalik19 ; 100 
 500 ; 1 мун "чанпин тунбао" "ху лю" и полумесяц 9ч. Министерство финансов. Корея. D-25мм ; 1757 ;  ; Br ; F-VF ; 26 ; vitalik19 ; 100 
 501 ; 1 мун "чанпин тунбао" "сюнь да эр". Военная академия. Корея. D-24мм ; 1857 ;  ; Br ; F+ ; 19 ; kotyamoi ; 123 
 502 ; Акче. Крымское ханство, Мухаммед Гирей IV ; 1654-1666 ;  ; Ag ; F-VF ; 46 ; raise ; 72 
 503 ; Лот монет Краков и Литва: двуденар (2шт) ; 1567,1573 ;  ; Ag ; F/F+ ; 40 ; aldor ; 267 
 505 ; Жетон. На коронацию Николая II. D-25мм ; 1896 ;  ; Ag ; VF-XF ; 12 ; якши37 ; 3570 
 506 ; Медаль "В память Крымской войны 1853-1856гг". D-28мм. Окалина ; 1853-1856 ;  ; Br ; F-VF ; 43 ; Mike! ; 757 
 507 ; Медаль "В память Русско-японской войны". D-28мм ; 1904-1905 ;  ; Br ; F ; 58 ; elpohit ; 1020 
 508 ; Жетон. 200 лет основания Санкт-Петербурга. D-28мм. Трещина ; 1903 ;  ; Br ; F-VF ; 12 ; Mike! ; 375 
 509 ; Жетон. 200 лет основания Санкт-Петербурга. D-25мм ; 1903 ;  ; Br ; F+ ; 61 ; NSN ; 1000 
 510 ; Медаль "За труды по отличному выполнению всеобщей мобилизации 1914г". D-28мм ; 1914 ;  ; Br ; AU ; 25 ; magnet8 ; 3810 
 511 ; Знак. Полевой строж. Размеры: 116 на 116. трещины, деформация ;  ;  ; Ж/м ; F-VF ; 38 ; serg2010 ; 2856 
 512 ; Медаль "серебряная" "За успехи в учении, труде и запримерное поведение" Украинская ССР. D-40мм ;  ;  ; Б/м ; XF+ ; 27 ; AB ; 317 
 513 ; Медаль в память совершившемуся 1000-летию государства Российского 1862г. В царствование императора Александра II. D-87мм ;  ;  ; Ж/м ; VF- ; 77 ; avp ; 5109 
 514 ; Медаль. В память 100-летия Московского университета. Медальер Кучкин. D-79мм ; 1855 ;  ; Br ; F-VF ; 59 ; avp ; 7140 
 515 ; Медаль. Ташкенский институт народного хозяйства. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 38 ; asp ; 2061 
 516 ; Медаль. XXII Олимпиада в Москве 1980г. D-60 мм. Отверстие 12 часов ; ЛМД ;  ; Ж/м ; VF+ ; 33 ; Rober ; 75 
 517 ; Медаль. Соревнования по акробатике. На приз летчика космонавта СССР Волкова В.Н. D-50 мм ;  ;  ; Ж/м ; XF+ ; 45 ; trifons ; 250 
 518 ; Медаль. Яхт-клубу 100 лет (1887-1987). D-50 мм ;  ;  ; Б/м ; AU ; 24 ; try ; 44 
 519 ; Медаль. Владимир Ильич Ленин (1870-1970). D-53 мм ;  ;  ; Al ; AU ; 28 ; raise ; 41 
 520 ; Медаль. Днепропетровск. Г.И. Петровский. D-75 мм ;  ;  ; Al ; AU ; 19 ; Sterh ; 19 
 521 ; Медаль. Владимир Ильич Ленин (1870-1970). D-60 мм ;  ;  ; Al ; AU ; 9 ; SadKo ; 42 
 522 ; Плакета. Рабочий. Р-ры-73х83мм ; 1952 ;  ; Ж/м ; AU ; 32 ; ur_adamov ; 369 
 523 ; Плакета в память о награждении смоленского машиностроительного завода. Р-ры-50х50мм ;  ;  ; Al ; AU ; 11 ; try ; 57 
 524 ; Накладка. Скульптурная группа на Аничковом мосту. Р-ры-33х30мм ;  ;  ; Al ; AU ; 7 ; plis ; 15 
 525 ; Медаль. Благородство, милосердие. Армения. D-65мм ; 1989ЛМД ;  ; Ж/м ; AU ; 44 ; and ; 714 
 526 ; Медаль. Героическим защитникам Муса-Дага. 1915г. D-60мм ; 1991ЛМД ;  ; Ж/м ; AU ; 26 ; тигр ; 777 
 527 ; Медаль. Григор Нарекаци.  D-65мм ; 1991ЛМД ;  ; Ж/м ; AU ; 59 ; and ; 1514 
 528 ; Медаль. Фонд технологического и интеллектуального развития Армении. D-60мм ; 1990 ;  ; Ж/м ; AU ; 37 ; and ; 663 
 529 ; Медаль. Шарль Азнавур. D-65мм ; 1991ЛМД ;  ; Ж/м ; AU ; 60 ; тигр ; 927 
 530 ; Медаль. Челябинский тракторный завод. Пуск завода. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 44 ; trifons ; 899 
 531 ; Медаль. 100 лет периодического закона химических элементов (1869-1969). D-66мм ;  ;  ; Ж/м ; XF+ ; 33 ; avp ; 837 
 532 ; Медаль. Ленбамстрой (1975-1990). Северобайкальск. D-60мм ;  ;  ; Ж/м ; AU ; 21 ; trifons ; 813 
 533 ; Медаль. 150 лет со дня восстания декабристов. D-65мм ;  ;  ; Al ; AU ; 35 ; and ; 426 
 534 ; Медаль. Космос детя. СССР-родина космонавтики. D-50мм ; ММД ;  ; Ж/м ; VF-XF ; 16 ; and ; 638 
 535 ; Медаль. 50 лет Казахской ССР. D-65мм ;  ;  ; Ж/м ; AU/XF ; 39 ; trifons ; 714 
 536 ; Медаль. Скульптура летнего сада. Ленинград. Изобилие. Медальер С.Иванов. D-56мм ; ЛМД ;  ; Al ; AU ; 27 ; trifons ; 261 
 537 ; Медаль. XXV лет Советской антарктической экспедиции. Медальеры Петров, Титов и др. D-65мм ; 1981ЛМД ;  ; Ж/м ; AU ; 21 ; trifons ; 500 
 430 ; Пуло. Золотая Орда ;  ;  ; Cu ; F ; 28 ; vitalik19 ; 68 
 431 ; Лот монет Золотой Орды (5шт): медный пул ;  ;  ; Cu ; F/F+ ; 1 ; droopy ; 300 
 439 ; Денарий. Рим. Имп. Траян. М-3,02г ;  ;  ; Ag ; VF- ; 72 ; саров ; 771 
 440 ; Драхма. Греция, Каппадокия, Ариобарзан I. М-3,82 ; 96-63 ;  ; Ag ; VF- ; 90 ; dido ; 1455 
 441 ; Драхма. Греция. Иллирия. М-2,8г ; 3-2 века до нэ ;  ; Ag ; F+ ; 56 ; raise ; 925 
 442 ; Драхма. Греция. Иллирия. М-2,18г ; 3-2 века до нэ ;  ; Ag ; F ; 47 ; max1958 ; 708 
 443 ; Тригемиобол. Греция. Лампсакос. М-1,28г ; 4 век до нэ ;  ; Ag ; VG ; 36 ; raise ; 625 
 444 ; Фоллис. Византия. Юстин и Софья. М-12,57г ; 565-578 ;  ; Br ; F ; 102 ; aldor ; 729 
 445 ; Фоллис. Византия. Фока. М-9,18г ; 602-610 ;  ; Br ; F ; 90 ; гриша ; 507 
 446 ; Фоллис. Рим. Константин Великий. М-2,42г ; 306-337 ;  ; Br ; F+ ; 33 ; ur_adamov ; 327 
 447 ; Асс. Рим, Республиканская чеканка. М-20,88гр ;  ;  ; Cu ; F+ ; 38 ; Nejdan ; 1653 
 448 ; Фолис. Рим, имп. Константин I Великий. М-1,75гр ; 307-337 ;  ; Cu ; F+ ; 34 ; Vaneev ; 303 
 449 ; Фолис. Рим, имп. Констанций II. М-1,93гр ; 337-361 ;  ; Cu ; F-VF ; 17 ; asparagus ; 317 
 450 ; Фолис. Рим, имп. Галерий. М-9,79гр ; 239-311 ;  ; Cu ; VF- ; 23 ; kolhis ; 1701 
 451 ; Анонимный фолис. Византия, Василий II и Константин VIII. М-16,26гр ; 1020-1028 ;  ; Cu ; F-VF ; 74 ; cunde42 ; 1200 
 452 ; Гемиобол. Пантикапей. М-0,18г ; 370-360 гг до нэ ;  ; Ag ; F+ ; 10 ; kalashik ; 567 
 453 ; Дихалк. Ольвия. Тихе-лучник. М-1,67г ; 3-2 века до нэ ;  ; Cu ; F-VF ; 87 ; Варяг_2010 ; 357 
 454 ; Гемихалк. Ольвия. М-0,29г ; 400-350 гг до нэ ;  ; Cu ; F+ ; 51 ; vitalik19 ; 70 
 455 ; 1/25 обола (монета-дельфин). Ольвия. М-1,6г ; 5-4 века до нэ ;  ; Cu ; F ; 40 ; raise ; 111 
 456 ; 1/25 обола (монета-дельфин). Ольвия. М-1,61г ; 5-4 века до нэ ;  ; Cu ; F ; 118 ; ANK ; 310 
 457 ; Дихалк. Пантикапей. Шапки Диоскуров. М-1,78г ; 130-125 гг до нэ ;  ; Cu ; F-VF ; 44 ; титан ; 88 
 458 ; Обол. Пантикапей. М-2,37г ; 150-125 гг до нэ ;  ; Cu ; VF- ; 62 ; aldor ; 104 
 459 ; Обол. Пантикапей. М-1,65г ; 150-125 гг до нэ ;  ; Cu ; F-VF ; 48 ; vitalik19 ; 100 
 460 ; Дихалк. Пантикапей. Триножник. М-2,38г ; 90-80 гг до нэ ;  ; Br ; F+ ; 55 ; vitalik19 ; 157 
 461 ; Дихалк. Пантикапей. М-2,70гр ; II в до н.э. ;  ; Cu ; F ; 21 ; kalashik ; 35 
 462 ; 2/3 талера. Саксония. М-15,58гр ; 1689IK ;  ; Ag ; XF- ; 32 ; tau ; 6503 
 463 ; Пфенинг. Германия, Herzogum Karnten, Бернард. М-1,14гр ; 1202-1256 ;  ; Ag ; VF-XF ; 59 ; ANK ; 1428 
 464 ; Пфенинг. Германия, Бернард. М-1,22гр ; 1202-1256 ;  ; Ag ; VF-XF ; 68 ; ANK ; 1587 
 465 ; Пфенинг. Германия, Herzogum Steiermark, Albrecht I. М-0,82гр ; 1282-1298 ;  ; Ag ; VF+ ; 25 ; Буратино ; 682 
 466 ; Пфенинг. Германия, Ottokar II von Bohmen. М-0,77гр ; 1251-1276 ;  ; Ag ; VF ; 16 ; murka1973 ; 567 
 467 ; 6 грошей. Польша. Ян Казимир. М-2,43г ; 1663 ;  ; Ag ; F ; 6 ; koga ; 136 
 468 ; Полторак. Польша. Сигизмунд III. М-0,87г ; 1622 ;  ; Ag ; F-VF ; 1 ; Mike! ; 123 
 469 ; Грош. Польша, Данциг, Сигизмунд III. Деформация ; 1625 ;  ; Ag ; F+ ; 57 ; raise ; 255 
 470 ; Солид. Рига. Сигизмунд III ; 1605 ;  ; Ag ; VF ; 32 ; Harder ; 246 
 471 ; Солид. Рига, Карл Густав ; XVII в ;  ; Ag ; F-VF ; 46 ; aldor ; 77 
 472 ; Солид. Литва, Ян Казимир ; XVII в ;  ; Ag ; F+ ; 54 ; aldor ; 128 
 473 ; Солид. Рига, Карл Густав. М-0,41гр ; XVII в ;  ; Ag ; VF- ; 34 ; бормоглот ; 102 
 474 ; 1/4 эре. Швеция. М-9г ; 17 век ;  ; Cu ; F-VF ; 8 ; Andrak ; 72 
 475 ; 1/2 мараведи. Испания. Филипп II. М-0,75г ; 1554-1598 ;  ; Cu ; F+ ; 46 ; raise ; 157 
 476 ; Солид. Литва, Ян Казимир ; 1664 ;  ; Cu ; VG ; 16 ; vitalik19 ; 72 
 477 ; Античная монета. Китай, Восточная Чжоу. D-41мм ; 770-221 до н.э. ;  ; Br ; VG ; 98 ; Sterh ; 413 
 478 ; 1 цянь "кайюань тунбао" иероглиф 12ч. Почерк лишу. Китай, Тан. D-24,5мм ; 618-907 ;  ; Br ; F+ ; 67 ; S1952 ; 99 
 479 ; 1 цянь "шаошэн тунбао", звезда 6ч. Почерк синшу. Китай, Северная Сун. D-25мм ; 1094-1097 ;  ; Br ; F-VF ; 30 ; Slava O ; 255 
 480 ; 1 цянь "шаошэн тунбао", звезда 6ч. Почерк сяочжуань. Китай, Северная Сун. D-25мм ; 1094-1097 ;  ; Br ; F-VF ; 22 ; Slava O ; 233 
 481 ; 3 цяня "юаньфэн тунбао", полумесяц 12ч. Почерк сяочжуань. Китай, Северная Сун. D-29мм ; 1078-1085 ;  ; Br ; F-VF ; 74 ; Slava O ; 306 
 482 ; 3 цяня "чжэнхэ тунбао", гладкий. Почерк лишу. Китай, Северная Сун. D-33мм ; 1118-1119 ;  ; Fe ; F ; 18 ; Slava O ; 566 
 483 ; 3 цяня "чжэнхэ тунбао", гладкий. Почерк сяочжуань. Китай, Северная Сун. D-33мм ; 1118-1119 ;  ; Fe ; F ; 21 ; Slava O ; 492 
 484 ; 2 цяня "лунсин юаньбао", гладкий. Почерк сяочжуань. Китай, Южная Сун. D-30мм ; 1163-1165 ;  ; Br ; F+ ; 44 ; Slava O ; 531 
 485 ; 1 цянь "кайси юаньбао" "юань" 12ч. Почерк чжэньшу. Китай, Южная Сун. D-25мм ; 1205-1208 ;  ; Br ; F+ ; 22 ; Slava O ; 303 
 486 ; 2 цяня "чуньси юаньбао" "чунь ши сань". Почерк чжэньшу. Китай, Южная Сун. D-29мм ; 1174-1189 ;  ; Fe ; F ; 17 ; kotyamoi ; 192 
 380 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 3 ; 439 ; 357 
 381 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 2 ; andorf ; 204 
 382 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 18 ; viridis ; 477 
 383 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 32 ; mamont ; 212 
 384 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 68 ; maremark ; 231 
 385 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 33 ; Добрый молодец ; 50 
 386 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 7 ; maremark ; 50 
 387 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 50 ; maremark ; 63 
 388 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 21 ; maremark ; 53 
 389 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 14 ; viridis ; 408 
 390 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 26 ; maremark ; 50 
 391 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; VF+ ; 67 ; andorf ; 561 
 392 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF+ ; 93 ; ZOLTAN333 ; 661 
 393 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 68 ; танк ; 312 
 394 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF ; 44 ; andorf ; 918 
 395 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 30 ; ur_adamov ; 155 
 396 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 37 ; гриша ; 363 
 397 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 53 ; koga ; 57 
 398 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 43 ; ur_adamov ; 76 
 399 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 66 ; ur_adamov ; 177 
 400 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 81 ; ur_adamov ; 119 
 401 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 77 ; kolhis ; 107 
 402 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 44 ; ur_adamov ; 215 
 403 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 74 ; mamont ; 99 
