 6620 ; Пуговица ;  ;  ; Б/м ;  ; 22 ; stilsb ; 249 
 1504 ; Лот жетонов: 7шт ;  ;  ; Ж/м б/м ; VF-XF ; 34 ; Mikе! ; 212 
 1405 ; Знак военное училище ВДВ ;  ;  ; ж/м,эмаль ; AU ; 21 ; krass ; 510 
 1406 ; Знак Казанское СВУ ;  ;  ; Ж/м ; AU ; 23 ; FEDOTOV1920 ; 216 
 1407 ; Знак Калининградское  СВУ ;  ;  ; Ж/м ; AU ; 18 ; FEDOTOV1920 ; 329 
 1408 ; Знак Заслуженный мастер спорта ;  ;  ; Б/м ; AU ; 43 ; Эскимо ; 557 
 1409 ; Знак Мастер спорта СССР ;  ;  ; Б/м ; AU ; 27 ; FEDOTOV1920 ; 216 
 1410 ; Знак Ветеран спорта ;  ;  ; Ж/м ; AU ; 11 ; aleks1753 ; 67 
 1411 ; Знак Кандидат мастер спорта Россия ;  ;  ; Б/м ; AU ; 17 ; FEDOTOV1920 ; 183 
 1412 ; Знак Мастер спорта Россия ;  ;  ; Б/м ; AU ; 40 ; nikki999 ; 99 
 1413 ; Знак Парашютист Польша ;  ;  ; Б/м,эмаль ; XF ; 31 ; Эскимо ; 373 
 1414 ; Знак Инструктор-парашютист Украина ;  ;  ; ж/м ; XF ; 28 ; doc2 ; 510 
 1415 ; Знак Инструктор-парашютист ;  ;  ; ж/м,эмаль ; XF ; 26 ; AMI249 ; 523 
 1416 ; Знак Парашютист отличник ;  ;  ; ж/м,эмаль ; XF ; 23 ; doc2 ; 555 
 1417 ; Знак Парашютист отличник ;  ;  ; ж/м,эмаль ; XF ; 19 ; doc2 ; 453 
 1418 ; Знак Парашютист отличник ;  ;  ; ж/м,эмаль ; XF ; 20 ; doc2 ; 496 
 1419 ; Знак Научно практический рейс А/л "Арктика" ;  ;  ; Ж/м,эмаль ; VF-XF ; 29 ; ga2012 ; 322 
 1420 ; Знак Зоопарк. Таллин ;  ;  ; Ж/м ; XF+ ; 19 ; Эскимо ; 100 
 1421 ; Знак Энергия-Буран. ТК Байконур ;  ;  ; Ж/м ; AU ; 13 ; Dahan ; 189 
 1422 ; Знак делегата XVII съезда ВЛКСМ ; ММД ;  ; Ж/м,эмаль ; AU ; 73 ; жених ; 2699 
 1423 ; Знак Московско-Краснопресненский универмаг ;  ;  ; Al ; AU ; 17 ; жених ; 34 
 1424 ; Знак 100 лет 3 ПБ ; ЛМД ;  ; Al ; AU ; 9 ; porte33 ; 80 
 1425 ; Знак Спартакиада ; ЛМД ;  ; Al ; XF ; 24 ; Antoschka ; 130 
 1426 ; Знак ЛМД ; ЛМД ;  ; Al ; AU ; 11 ; porte33 ; 80 
 1427 ; Знак Valga Vtu ;  ;  ; Ж/м ; XF ; 22 ; masha_93 ; 113 
 1428 ; Знак Парашютист. Реставрация ;  ;  ; Ж/м,эмаль ; F ; 26 ; жених ; 328 
 1429 ; Знак Морской. Реставрация ;  ;  ; Б/м ; VF+ ; 96 ; жених ; 1128 
 1430 ; Знак 30 лет АПСС ВМФ ;  ;  ; Ж/м ; XF ; 34 ; Russman ; 160 
 1431 ; Знак Ветеран труда. Завод Госметр. За долголетнюю и безупречную работу ;  ;  ; Al ; VF ; 19 ; жених ; 46 
 1432 ; Знак Старший судья ;  ;  ; Б/м ; VF- ; 1 ; жених ; 2 
 1433 ; Знак ЛЮФ ;  ;  ; Ж/м,эмаль ; XF ; 7 ; Logistik ; 49 
 1434 ; Знак ВВМОЛКУ им. Фрунзе ;  ;  ; Al ; XF ; 23 ; Эскимо ; 153 
 1435 ; Знак Зенит. Всегда в зените ;  ;  ; Ж/м ; XF+ ; 35 ; Эскимо ; 161 
 1436 ; Знак Мир ;  ;  ; Ж/м,эмаль ; XF ; 79 ; шарик ; 113 
 1437 ; Знак 50. Польша ;  ;  ; Ж/м,эмаль ; XF ; 26 ; жених ; 27 
 1438 ; Знак "Бесстрашный" ;  ;  ; Б/м,эмаль ; AU ; 18 ; mottura ; 356 
 1439 ; Знак Попугай. Rzd 70 gadi ;  ;  ; Б/м ; XF ; 16 ; Эскимо ; 100 
 1440 ; Знак Всегда готов. Монголия ;  ;  ; Al ; AU ; 23 ; evseechevvv ; 255 
 1441 ; Кокарда KTP ;  ;  ; Б/м ; XF- ; 43 ; evseechevvv ; 101 
 1442 ; Кокарда ВМФ ;  ;  ; Ж/м ; XF ; 66 ; шарик ; 1589 
 1443 ; Знак "Член общества доноров Латвии" ;  ;  ; Ж/м,эмаль ; XF ; 11 ; Sky2 ; 156 
 1444 ; Знак Метрополитен Москва Удостоврение ;  ;  ; Al ; XF ; 46 ; mouzes ; 505 
 1445 ; Знак Мартийцу. В память о встрече ;  ;  ; Б/м ; VF ; 17 ; RAPAN ; 99 
 1446 ; Знак Лен объединение электронного приборостроения "Светлана" Улостоверение ;  ;  ; Al ; XF ; 25 ; Vitaliy Gridasov ; 208 
 1447 ; Знак Ударник коммунистического труда. Удостоверение ;  ;  ; Al ; XF+ ; 13 ; Ustin ; 80 
 1448 ; Знак Общество охраны памятников истории и культуры. Удостоверение ;  ;  ; Al ; XF+ ; 6 ; Superpelmen ; 42 
 1449 ; Знак Адмиралтейский завод, рыюбопромысловая база "Восток" ;  ;  ; Стекло ; VF ; 7 ; жених ; 57 
 1450 ; Знак Всероссийское общество охраны природы. Удостоверение ;  ;  ; Al ; XF+ ; 1 ; vic2 ; 30 
 1451 ; Знак чемпионат мира по футболу в Южной Африке. Буклет ;  ;  ; Б/м ; XF ; 21 ; ialaiola ; 57 
 1452 ; Медаль В ознаменование 150 летия со дня рождения В.И. Ленина. Удостоверение ;  ;  ; Ж/м ; AU ; 62 ; ВМШ ; 567 
 1453 ; Медаль 100 лет Ленинскому комсомолу. Удостоверение ;  ;  ; Ж/м ; AU ; 59 ; ВМШ ; 567 
 1454 ; Знак ВЛКСМ. Удостоверение ;  ;  ; Ж/м,эмаль ; XF ; 33 ; Yustas69 ; 250 
 1355 ; Знак ЦК ВЛКСМ Трудовая доблесть ;  ;  ; Ж/м ; XF ; 37 ; luchsva ; 874 
 1356 ; Знак ЦК ВЛКСМ "Золотой колос" ;  ;  ; Ж/м,б/м ; AU ; 25 ; ga2012 ; 306 
 1357 ; Знак ЦК ВЛКСМ За освоение голодной степи ;  ;  ; Ж/м,эмаль ; XF ; 69 ; evseechevvv ; 3657 
 1358 ; Знак За участие в сооружении комсомольских шахт ;  ;  ; Ж/м,эмаль ; XF ; 27 ; luchsva ; 1078 
 1359 ; Знак ВОВ 50 лет дороге победы ;  ;  ; Al ; AU ; 32 ; Lammo ; 153 
 1360 ; Знак За отличие в труде ЦК ВЛКВСМ ;  ;  ; Al ; AU ; 12 ; ВМШ ; 419 
 1361 ; Знак Ветерану Невской дубровки ;  ;  ; Al ; VF-XF ; 15 ; дитрих11 ; 104 
 1362 ; Знак ВЛКСМ 50-летие союза ССР ;  ;  ; Al ; VF-XF ; 10 ; luchsva ; 204 
 1363 ; Знак Молодой гвардеец XI пятилетки ВЛКСМ ;  ;  ; Al ; XF ; 8 ; Yustas69 ; 59 
 1364 ; Знак Молодой гвардеец XI пятилетки ВЛКСМ ;  ;  ; Al ; VF-XF ; 7 ; vladimirV ; 57 
 1365 ; Знак Вилейское соединение Партизанская бригада им М.В.Фрунзе ;  ;  ; Al ; VF-XF ; 60 ; Slava O ; 407 
 1366 ; Знак Участнику национальной революционной войны в Испании ;  ;  ; Al ; XF ; 38 ; RAPAN ; 217 
 1367 ; Знак ЦК ВЛКСМ Строителю черной металлургии ;  ;  ; Б/м,эмаль ; XF ; 65 ; luchsva ; 3772 
 1368 ; Знак Участнику прорыва блокады ;  ;  ; Al ; AU ; 27 ; Yustas69 ; 216 
 1369 ; Знак ЦК ВЛКСМ Лучшему кукурузоводу ;  ;  ; Al ; XF ; 21 ; ВМШ ; 333 
 1370 ; Знак ВЛКСМ Моя родина СССР ;  ;  ; Al ; AU ; 18 ; лампедуза ; 147 
 1371 ; Знак ГДР ;  ;  ; Жм ; XF ; 10 ; silverbob ; 129 
 1372 ; Знак ГДР ;  ;  ; Жм ; XF- ; 21 ; piv67 ; 368 
 1373 ; Медаль Генерал армии Маргелов. Министерство обороны РФ ;  ;  ; Ж/м ; AU ; 23 ; ВМШ ; 355 
 1374 ; Медаль Генерал армии Маргелов 100 лет ;  ;  ; Ж/м ; AU ; 17 ; Holder31 ; 261 
 1375 ; Медаль Ветеран ВДВ ;  ;  ; Б/м ; AU ; 26 ; Эскимо ; 223 
 1376 ; Медаль Александр Маринеско 1913-1963 ;  ;  ; Ж/м ; XF+ ; 18 ; ВМШ ; 357 
 1377 ; Медаль За службу отечеству. 95 лет вооруженным силам РФ ;  ;  ; Ж/м ; AU ; 24 ; ВМШ ; 261 
 1378 ; Медаль 200 лет учреждению Георгиевского креста ;  ;  ; Б/м ; AU ; 58 ; ВМШ ; 612 
 1379 ; Знак Олимпийский мишка ;  ;  ; Б/м ; AU ; 23 ; Asandr ; 226 
 1380 ; Знак Олимпийский мишка ;  ;  ; Ж/м ; XF ; 14 ; Юра Хой ; 159 
 1381 ; Знак Космонавт ;  ;  ; Пластик ; XF ; 23 ; assesor ; 230 
 1382 ; Знак Метрострой ;  ;  ; Ж/м,Б/м ; AU ; 21 ; Vitaliy Gridasov ; 230 
 1383 ; Знак Готов к труду и обороне СССР I ст. ;  ;  ; Ж/м,эмаль ; VF ; 27 ; шарик ; 197 
 1384 ; Медаль За воинскую доблесть I ст. Министерство обороны РФ ;  ;  ; Ж/м ; AU ; 70 ; ВМШ ; 694 
 1385 ; Медаль За воинскую доблесть II ст. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 19 ; ВМШ ; 255 
 1386 ; Медаль За воинскую доблесть III ст. Министерство обороны РФ ;  ;  ; Ж/м ; AU ; 16 ; ВМШ ; 255 
 1387 ; Медаль За разминирование. Министерство обороны РФ ;  ;  ; Ж/м ; AU ; 14 ; ВМШ ; 261 
 1388 ; Медаль Адмирал Горшков. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 19 ; ВМШ ; 551 
 1389 ; Медаль Адмирал Кузнецов. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 15 ; doc2 ; 378 
 1390 ; Медаль Генерал армии Хрулев. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 42 ; варяг2004 ; 681 
 1391 ; Медаль Генерал армии Комаровский. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 43 ; doc2 ; 680 
 1392 ; Медаль За вклад в развитие военной экономики и финансов. Генерал-полковник Дутов. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 47 ; doc2 ; 700 
 1393 ; Медаль За вклад в развитие военной экономики и финансов. Генерал-полковник Дутов. Министерство обороны РФ ;  ;  ; Б/м ; AU ; 65 ; ВМШ ; 758 
 1394 ; Полковой знак ;  ;  ; Б/м ; AU ; 19 ; дилитант ; 80 
 1395 ; Знак 300 лет Российскому флоту ;  ;  ; Б/м ; XF ; 26 ; Андрей/Пермь ; 279 
 1396 ; Знак 300 лет Санкт-Петербургу ;  ;  ; Ж/м ; AU ; 45 ; ЖИГУЛЬ ; 216 
 1397 ; Знак Жителю Блокадного Ленинграда ;  ;  ; Ж/м ; AU ; 19 ; Один54 ; 120 
 1398 ; Знак В честь 60-летия полного освобождения Ленинграда ;  ;  ; Ж/м ; AU ; 8 ; ЖИГУЛЬ ; 118 
 1399 ; Знак ВДВ 75 лет ;  ;  ; Ж/м ; XF ; 35 ; Эскимо ; 267 
 1400 ; Знак РВВДК им Маргелова ;  ;  ; Ж/м ; AU ; 51 ; rem. ; 281 
 1401 ; Знак Академия БТВ ;  ;  ; Б/м ; AU ; 27 ; vladimirV ; 555 
 1402 ; Знак РВВДК им Маргелова ;  ;  ; Б/м ; AU ; 24 ; rem. ; 169 
 1403 ; Знак Парашют 2 место Первенство УзССР ;  ;  ; ж/м,эмаль ; XF ; 48 ; doc2 ; 969 
 1404 ; Знак  1960 первенство 2 место ;  ;  ; ж/м,эмаль ; VF-XF ; 22 ; luchsva ; 567 
 1305 ; Знак футбольный клуб. Великобритания ;  ;  ; Ж/м ; AU ; 5 ; seva777 ; 57 
 1306 ; Знак ФК "Атлетик" ;  ;  ; Ж/м ; AU ; 5 ; прохожий ; 51 
 1307 ; Знак ФК "Сток Сити" ;  ;  ; Ж/м ; AU ; 5 ; прохожий ; 51 
 1308 ; Знак футбольный клуб. Великобритания ;  ;  ; Ж/м ; AU ; 5 ; seva777 ; 57 
 1309 ; Знак футбольный клуб. Великобритания ;  ;  ; Ж/м ; XF+ ; 5 ; seva777 ; 57 
 1310 ; Знак футбольный клуб. Великобритания ;  ;  ; Ж/м ; AU ; 5 ; seva777 ; 57 
 1311 ; Знак футбольный клуб. Великобритания ;  ;  ; Б/м ; AU ; 5 ; seva777 ; 57 
 1312 ; Знак футбольный клуб. Великобритания ;  ;  ; Б/м ; AU ; 5 ; seva777 ; 57 
 1313 ; Знак Английская премьер-лига ;  ;  ; Ж/м ; XF+ ; 9 ; roza77 ; 68 
 1314 ; Знак В честь71-летия освобождения Ленинграда от фашистской блокады ;  ;  ; Ж/м ; XF ; 21 ; Mikе! ; 266 
 1315 ; Знак В честь 65-летия освобождения Ленинграда от фашистской блокады ;  ;  ; Ж/м ; AU ; 7 ; Russman ; 204 
 1316 ; Знак В память 30-летия Санкт-Петербурга ;  ;  ; Ж/м ; AU ; 26 ; shav959 ; 227 
 1317 ; Знак Жителю блокадного Ленинграда ;  ;  ; Ж/м ; AU ; 9 ; foh1985 ; 124 
 1318 ; Знак В честь 60-летия освобождения Ленинграда от фашистской блокады ;  ;  ; Ж/м ; AU ; 3 ; alex241 ; 118 
 1319 ; Медаль "бронза" ВДНХ ;  ;  ; Ж/м ; XF ; 16 ; aleks1753 ; 46 
 1320 ; Медаль Лауреат ВДНХ ;  ;  ; Б/м ; AU ; 10 ; vadim152 ; 126 
 1321 ; Медаль "серебро" ВДНХ ;  ;  ; Б/м ; VF-XF ; 31 ; persik ; 113 
 1322 ; Знак Отличник социалистического соревнования Наркомпищепрома СССР № 917. С сертификатом подлинности ; МД ;  ; Ag,эмаль ; VF+ ; 57 ; лена ; 12485 
 1323 ; Солдатский знак Мастер ;  ;  ; Ж/м,эмаль ; AU ; 21 ; Mikе! ; 186 
 1324 ; Знак ВУ Парашютист ;  ;  ; Ж/м,эмаль ; AU ; 24 ; vladimirV ; 365 
 1325 ; Знак МИЭП СПб ;  ;  ; Ж/м,эмаль ; AU ; 19 ; AMI249 ; 714 
 1326 ; Знак РВВДКУ им Маргелова ;  ;  ; Б/м,эмаль ; AU ; 34 ; Один54 ; 199 
 1327 ; Знак ЛМУ ;  ;  ; Ж/м ; AU ; 19 ; FEDOTOV1920 ; 306 
 1328 ; Знак РВВДК ДКУ им Ленком ;  ;  ; Б/м ; AU ; 28 ; graff36alex ; 793 
 1329 ; Знак ЛМУ ;  ;  ; Ж/м ; AU ; 29 ; Один54 ; 189 
 1330 ; Знак Инструктор парашютист ;  ;  ; Ж/м,эмаль ; XF- ; 51 ; AMI249 ; 478 
 1331 ; Знак Парашютист отличник ;  ;  ; Ж/м,эмаль ; VF-XF ; 6 ; doc2 ; 161 
 1332 ; Знак Парашютист отличник ;  ;  ; Ж/м,эмаль ; XF ; 60 ; Holder31 ; 305 
 1333 ; Знак Заслуженный мастер спорта ;  ;  ; Б/м ; AU ; 10 ; Эскимо ; 363 
 1334 ; Знак Заслуженный тренер России ;  ;  ; Ж/м ; AU ; 26 ; Андрей/Пермь ; 99 
 1335 ; Знак Мастер спорта Россия ;  ;  ; Б/м ; AU ; 16 ; FEDOTOV1920 ; 117 
 1336 ; Знак Кандидат мастер спорта Россия ;  ;  ; Б/м ; AU ; 28 ; FEDOTOV1920 ; 155 
 1337 ; Знак Минское СВУ ;  ;  ; Ж/м ; AU ; 49 ; krass ; 450 
 1338 ; Знак Мастер спорта СССР ;  ;  ; Б/м ; AU ; 36 ; СергейНВ ; 236 
 1339 ; Знак Калининградское СВУ ;  ;  ; Ж/м ; AU ; 22 ; krass ; 521 
 1340 ; Знак Казанское СВУ ;  ;  ; Ж/м ; AU ; 16 ; krass ; 466 
 1341 ; Знак Киевское СВУ ;  ;  ; Ж/м ; AU ; 20 ; krass ; 452 
 1342 ; Знак ВЛКСМ Лауреат НТТМ ;  ;  ; Ж/м ; AU ; 10 ; vladimirV ; 541 
 1343 ; Знак ВЛКСМ ;  ;  ; Ж/м ; AU ; 11 ; Meshok ; 12 
 1344 ; Знак ВЛКСМ Всесоюзная студенческая олимпиада ;  ;  ; Ж/м ; AU ; 54 ; evseechevvv ; 1224 
 1345 ; Знак Наставник молодежи ВЦСПС ЦК ВЛКСМ ;  ;  ; Б/м ; AU ; 31 ; ga2012 ; 514 
 1346 ; Знак ЦК ЛКСМУ ;  ;  ; Ж/м ; AU ; 12 ; luchsva ; 363 
 1347 ; Знак ВЛКСМ Молодому передовику животноводства ;  ;  ; Ж/м б/м ; AU ; 19 ; vladimirV ; 709 
 1348 ; Знак ВЛКСМ Мастер золотые руки ;  ;  ; Ж/м б/м ; XF ; 40 ; luchsva ; 499 
 1349 ; Знак ВЛКСМ За активное участие в охране природы ;  ;  ; Ж/м ; XF ; 51 ; ga2012 ; 536 
 1350 ; Знак Лауреат юбилейной премии 50 лет ММК ;  ;  ; Ж/м ; XF ; 43 ; ga2012 ; 622 
 1351 ; Знак ЦК ВЛКСМ Передовику новостроек VI пятилетки ;  ;  ; Ж/м,эмаль ; XF ; 27 ; ga2012 ; 781 
 1352 ; Знак Лучшему учителю-комсомольцу ;  ;  ; Ж/м ; XF ; 21 ; luchsva ; 665 
 1353 ; Знак За успехи в развитии животноводства ЦК ВЛКСМ ;  ;  ; Ж/м,эмаль ; AU ; 31 ; luchsva ; 912 
 1354 ; Знак ЦК ВЛКСМ За высокий урожай кукурузы ;  ;  ; Ж/м ; AU ; 22 ; luchsva ; 775 
 1255 ; Знак Чемпион мед академии ;  ;  ; Ж/м,эмаль ; AU ; 35 ; крлкв ; 520 
 1256 ; Знак Ралли ;  ;  ; Ж/м,эмаль ; VF-XF ; 19 ; S.SPb ; 150 
 1257 ; Знак Виноградорство Молдавии ;  ;  ; Al ; XF ; 5 ; 133 ; 38 
 1258 ; Знак Польша ;  ;  ; Ж/м ; XF ; 29 ; Vitaliy Gridasov ; 107 
 1259 ; Знак ЛИИЖТ ;  ;  ; Al ; XF ; 9 ; 133 ; 28 
 1260 ; Знак За отличие в труде ;  ;  ; Al ; XF ; 9 ; м-о ; 41 
 1261 ; Знак 20 лет универсал-электрик ;  ;  ; Ж/м ; XF ; 9 ; 1335331 ; 75 
 1262 ; Знак VII всесоюзные студ игры ;  ;  ; Б/м ; XF ; 9 ; sports ; 10 
 1263 ; Знак Киевское море ;  ;  ; Б/м ; XF ; 9 ; м-о ; 10 
 1264 ; Знак Народный депутат РСФСР ;  ;  ; Al ; AU ; 61 ; Yustas69 ; 75 
 1265 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; AU ; 24 ; luchsva ; 305 
 1266 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; XF- ; 15 ; жених ; 91 
 1267 ; Медаль В честь 65 летия полного освобождения Ленинграда от фашистской блокады ;  ;  ; Ж/м ; AU ; 19 ; ЖИГУЛЬ ; 206 
 1268 ; Знак НИИ ВВС им. Чкалова ;  ;  ; Ж/м,эмаль ; XF ; 6 ; жених ; 104 
 1269 ; Знак Дружинник ;  ;  ; Ж/м,эмаль ; XF ; 39 ; фюрстен ; 326 
 1270 ; Знак Ветеран труда. Объединение Красногвардеец ; ЛМД ;  ; Al ; AU ; 13 ; жених ; 124 
 1271 ; Знак Ветеран труда. Ленинград. Московское отделение октябрьской Ж/д ;  ;  ; Al ; XF+ ; 16 ; жених ; 107 
 1272 ; Знак 50 лет СССР. II слет. Трудовые резервы. Леноблсовет 1972 ;  ;  ; Al ; AU ; 24 ; жених ; 24 
 1273 ; Знак Корсунь-Шевченская битва ; ММД ;  ; Al ; XF ; 19 ; porte33 ; 120 
 1274 ; Знак Классность 2 ст. ;  ;  ; Б/м,эмаль ; XF+ ; 22 ; SRN ; 222 
 1275 ; Знак Отель ; ЛМД ;  ; Al ; XF+ ; 7 ; Эскимо ; 43 
 1276 ; Знак 1 Всесоюзная конференция по масс-спектрометрии. Ленинград ;  ;  ; Al ; AU ; 14 ; жених ; 41 
 1277 ; Знак РСО ;  ;  ; Ж/м,эмаль ; XF ; 19 ; жених ; 20 
 1278 ; Знак XXVII конференция Ленинградской областной организации ВЛКСМ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 33 ; luchsva ; 850 
 1279 ; Знак Ударник коммунистического труда ;  ;  ; Al ; AU ; 7 ; жених ; 113 
 1280 ; Знак Победителю всесоюзного смотра в РСФСР ;  ;  ; Al ; XF+ ; 19 ; жених ; 20 
 1281 ; Знак 85 лет. Локомотивное депо ;  ;  ; Al ; AU ; 20 ; Rjym gtlfkmysq ; 130 
 1282 ; Знак Киевский государственный университет им Т.Г. Шевченко ;  ;  ; Ж/м,эмаль ; XF+ ; 25 ; aziya11 ; 114 
 1283 ; Знак Жителю блокадного Ленинграда ;  ;  ; Ж/м ; XF+ ; 6 ; ЖИГУЛЬ ; 92 
 1284 ; Знак Депутат муниципального образования ; СПМД ;  ; Ж/м ; AU ; 19 ; Russman ; 81 
 1285 ; Знак 100 лет Нефтяной и газовой промышленности СССР ;  ;  ; Al ; XF ; 5 ; жених ; 41 
 1286 ; Знак 50 лет Калининский РОМ Ленинград ;  ;  ; Al ; AU ; 13 ; жених ; 56 
 1287 ; Знак 1921-1971 ГПТУ - 29. Ленинград ;  ;  ; Al ; XF+ ; 20 ; жених ; 32 
 1288 ; Знак Покорение полюса. Август 1977 ;  ;  ; Ж/м ; XF+ ; 11 ; жених ; 21 
 1289 ; Знак Победителю соревнования. Школа №5 ;  ;  ; Al ; AU ; 44 ; жених ; 160 
 1290 ; Знак Монументскульптура. 50 лет Ленинградскому заводу художественного литья ; ЛМД ;  ; Al ; XF+ ; 11 ; porte33 ; 60 
 1291 ; Знак 50 лет ЛенНефтеСнабу ;  ;  ; Al ; AU ; 20 ; Lammo ; 31 
 1292 ; Знак Ударник коммунистического труда ;  ;  ; Al ; AU ; 13 ; жених ; 113 
 1293 ; Знак 200 лет Севастопольскому морскому заводу ;  ;  ; Al ; XF ; 20 ; RAPAN ; 116 
 1294 ; Знак ВДНХ СССР ;  ;  ; Ж/м,эмаль ; XF+ ; 10 ; evseechevvv ; 137 
 1295 ; Нагрудный знак Венгрия ;  ;  ; Ж/м ; VF-XF ; 3 ; оr-123 ; 57 
 1296 ; Знак ФК "Эвертон" ;  ;  ; Б/м ; AU ; 8 ; roza77 ; 77 
 1297 ; Знак ФК "Челси" ;  ;  ; Ж/м ; AU ; 9 ; roza77 ; 77 
 1298 ; Знак ФК "Норвич сити" ;  ;  ; Ж/м ; AU ; 7 ; прохожий ; 55 
 1299 ; Знак ФК "Рэнджерс" ;  ;  ; Ж/м ; AU ; 3 ; Holder31 ; 51 
 1300 ; Знак ФК "Арсенал" ;  ;  ; Ж/м ; AU ; 9 ; Holder31 ; 77 
 1301 ; Знак ФК "Ньюкастл" ;  ;  ; Ж/м ; AU ; 5 ; прохожий ; 51 
 1302 ; Знак ФК "Сандэрленд" ;  ;  ; Ж/м ; AU ; 5 ; прохожий ; 51 
 1303 ; Знак ФК "Тотенхэм" ;  ;  ; Ж/м ; AU ; 7 ; roza77 ; 72 
 1304 ; Знак футбольный клуб. Великобритания ;  ;  ; Ж/м ; AU ; 7 ; seva777 ; 57 
 1205 ; Знак Автосервис ;  ;  ; Ж/м ; XF ; 27 ; Виталий 64 ; 392 
 1206 ; Знак. отличник санитарной службы ;  ;  ; Ж/м, эмаль ; XF ; 66 ; папашаГарпагон ; 2962 
 1207 ; Знак Историко-художественный музей Заповедник-Загорск ;  ;  ; Al ; XF ; 2 ; aleks1753 ; 3 
 1208 ; Знак Участнику Антарктической экспедиции СССР ; ЛМД ;  ; Al ; AU ; 16 ; persik ; 109 
 1209 ; Знак Великобритания ;  ;  ; Б/м ; XF ; 9 ; Meshok ; 10 
 1210 ; Знак Готов к ПВХО ОСОАВИАХИМ СССР. Самолет с цепью- новодел ;  ;  ; Fe,эмаль,серебр ; VF+ ; 58 ; Antoschka ; 1326 
 1211 ; Знак За окончания ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 20 ; FEDOTOV1920 ; 357 
 1212 ; Знак ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF- ; 18 ; Иди марки собирай! ; 193 
 1213 ; Знак Ворошиловский стрелок ОСОАВИАХИМ ;  ;  ; Б/м,эмаль ; XF ; 61 ; ЕВРОПА72 ; 4699 
 1214 ; Знак 150 лет Кировский завод Б.Путиловский 1801-1951 ;  ;  ; Ж/м,эмаль ; XF+ ; 30 ; persik ; 272 
 1215 ; Знак С. Киров (1886-1934) ;  ;  ; Ж/м,эмаль ; VF+ ; 52 ; шарик ; 2123 
 1216 ; Знак Участник боевых действий. МВД ; ММД ;  ; Б/м,Ж/м ; AU ; 54 ; ga2012 ; 765 
 1217 ; Знак За отличие в службе ВВ МВД России I ст. ;  ;  ; Ж/м,эмаль ; XF+ ; 35 ; Holder31 ; 204 
 1218 ; Знак За службу на Кавказе ;  ;  ; Ж/м,эмаль ; XF ; 21 ; FEDOTOV1920 ; 225 
 1219 ; Знак Отличник спецподразделения МВД ;  ;  ; Б/м,эмаль ; AU ; 21 ; moneta34 ; 261 
 1220 ; Знак За службу на Кавказе ;  ;  ; Ж/м,эмаль ; XF ; 34 ; варяг2004 ; 215 
 1221 ; Знак Отличный следователь МВД ; ММД ;  ; Б/м,эмаль ; AU ; 26 ; moneta34 ; 406 
 1222 ; Знак Депутат муниципального образования ; СПМД ;  ; Ж/м ; AU ; 23 ; best4all ; 87 
 1223 ; Знак Спартакиада 1960-61 ;  ;  ; Ж/м,эмаль ; VF-XF ; 52 ; evseechevvv ; 153 
 1224 ; Знак Депутат муниципального образования ; СПМД ;  ; Ж/м ; AU ; 16 ; best4all ; 83 
 1225 ; Знак 155 лет Благовещенску ;  ;  ; Ж/м ; AU ; 3 ; прохожий ; 57 
 1226 ; Знак об окончании академии МВД ;  ;  ; Ж/м,эмаль ; AU ; 19 ; Один54 ; 175 
 1227 ; Знак 25 лет подразделениям информации и общественных связей МВД России ;  ;  ; Ж/м ; AU ; 5 ; aleks1753 ; 53 
 1228 ; Знак ФК "Локомотив" ;  ;  ; Б/м ; AU ; 21 ; Эскимо ; 101 
 1229 ; Знак ФК "Локомотив" ;  ;  ; Б/м ; AU ; 15 ; Эскимо ; 105 
 1230 ; Знак ФК "Локомотив" ;  ;  ; Б/м ; AU ; 14 ; Эскимо ; 103 
 1231 ; Знак ФК "Локомотив" ;  ;  ; Б/м ; AU ; 10 ; Эскимо ; 103 
 1232 ; Знак ФК "Ливерпуль" ;  ;  ; Б/м ; AU ; 16 ; roza77 ; 104 
 1233 ; Знак За отличную учебу ДОСААФ СССР ;  ;  ; Ж/м ; VF-XF ; 13 ; aviator55 ; 151 
 1234 ; Знак Дежурный по заставе Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 19 ; дилитант ; 102 
 1235 ; Знак Дежурный оперативный Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 6 ; дилитант ; 80 
 1236 ; Знак Дежурный оперативный Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 9 ; дилитант ; 91 
 1237 ; Знак Дежурный по заставе Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 9 ; дилитант ; 92 
 1238 ; Знак медицинский ГДР ;  ;  ; Ж/м ; VF+ ; 8 ; sports ; 59 
