 5972 ; Бона иностранная Югославия ;  ;  ;  ; AU ; 15 ; sneg ; 39 
 1153 ; Лот значков СССР: 28шт ;  ;  ; Al ; VF/XF ; 13 ; furte ; 255 
 1154 ; Лот значков (Гвардия и классность): 4шт ;  ;  ; Ж/м,Al ; XF ; 29 ; volod ; 453 
 1155 ; Лот значков Отличиники и классность: 6шт ;  ;  ; Ж/м,Al ; VF/XF ; 32 ; furte ; 420 
 1156 ; Лот жетонов (Год Барана): 2шт. Блистер ; 2015ММД ;  ; Ж/м ; AU ; 13 ; Советы ; 467 
 1157 ; Лот жетонов: 7шт ;  ;  ; Б/м,ж/м ; VF/XF ; 11 ; НЭРИ ; 139 
 1158 ; Лот жетонов Метрополитена (2шт) ;  ;  ; Ж/м ; AU ; 17 ; LAB-A ; 100 
 1159 ; Лот жетонов 300 лет СПб (3шт) ; СПМД ;  ; Ж/м ; AU ; 21 ; 312 ; 255 
 1160 ; Лот жетонов: 7шт ;  ;  ; Б/м,ж/м ; XF- ; 17 ; НЭРИ ; 114 
 1161 ; Лот жетонов Востока (4шт). На одной отверстие ;  ;  ; Ж/м ; VF/XF+ ; 33 ; НЭРИ ; 101 
 1162 ; Лот жетонов Чемпионат мира по футболу в Италии 1990г (6шт): футболисты ;  ;  ; Al ; XF/AU ; 32 ; rodstvennik ; 357 
 1163 ; Лот жетонов: 4шт ;  ;  ; Ж/м, пластик ; VF/XF ; 15 ; rodstvennik ; 153 
 1237 ; Один червонец. М-8,6г ; 1976 ;  ; Au ; AU ; 15 ; etalon ; 21274 
 1238 ; Один червонец ; 1977 ; ЛМД ; Au ; AU ; 18 ; жулик ; 21600 
 1239 ; Один червонец ; 1981 ; ММД ; Au ; AU ; 13 ; moneta1924 ; 20856 
 1240 ; 100 рублей ; 1989 ; ММД 500-лет.Русского един.гос. Государственная печать Ивана III ; Au ; Proof ; 20 ; Cliff ; 38147 
 1241 ; Набор монет Олимпиада в Сочи (13шт): 25 рублей+25рублей в буклетах+Бона. В подарочной коробке ; 2011-2014 ;  ; Cu/Ni, краска ; Unc/AU ; 74 ; Дункан ; 10710 
 1242 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 45 ; astksu ; 1359 
 1243 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 39 ; astksu ; 1527 
 1244 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 42 ; -1- ; 1495 
 1245 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 57 ; al111 ; 1508 
 1246 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 40 ; al111 ; 1658 
 1247 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 39 ; al111 ; 1734 
 1248 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 32 ; al111 ; 1699 
 1249 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; AU ; 45 ; al111 ; 1632 
 1077 ; Знак 25 съезд КПСС ;  ;  ; Ж/м ; VF ; 9 ; kaktus77 ; 23 
 1078 ; Знак. Лениград КЗ ; ЛМД ;  ; Ж/м,эмаль ; VF ; 25 ; trebtr ; 55 
 1079 ; Знак 100 лет ЛМЗ ; ЛМД ;  ; Ж/м ; XF+ ; 9 ; solder13 ; 112 
 1080 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF ; 38 ; spec12 ; 501 
 1081 ; Знак ГСО ;  ;  ; Б/м,эмаль ; XF ; 62 ; asr5000 ; 3988 
 1082 ; Знак Почетный донор СССР ;  ;  ; Ж/м,эмаль ; XF ; 14 ; lsk54 ; 1409 
 1083 ; Знак Отличнику здравоохранения ;  ;  ; Б/м,эмаль ; VF ; 35 ; Neva ; 2867 
 1084 ; Знак Отличнику здравоохранения ;  ;  ; Б/м,эмаль ; F-VF ; 32 ; spec12 ; 1601 
 1085 ; Знак Красный крест ;  ;  ; Б/м,эмаль ; XF ; 9 ; Bonyf ; 357 
 1086 ; Знак Общество Красного креста ;  ;  ; Ж/м,эмаль ; VF- ; 11 ; мурик ; 2040 
 1087 ; Знак Белгородская область. Мастеру кукурузоводства ;  ;  ; Ж/м,эмаль ; XF ; 14 ; asr5000 ; 480 
 1088 ; Знак ГСО ;  ;  ; Ж/м,эмаль ; XF ; 70 ; SD315 ; 532 
 1089 ; Знак ГСО ;  ;  ; Ж/м,эмаль ; XF ; 96 ; Bonyf ; 1417 
 1090 ; Знак ГСО ;  ;  ; Ж/м,эмаль ; VF-XF ; 11 ; Bonyf ; 361 
 1091 ; Знак БГСО ;  ;  ; Ж/м,эмаль ; VF-XF ; 20 ; Antoschka ; 159 
 1092 ; Знак Красный крест ;  ;  ; Ж/м,эмаль ; XF ; 19 ; nikolas13 ; 204 
 1093 ; Знак ГСО ;  ;  ; Ж/м,эмаль ; VF-XF ; 14 ; nikolas13 ; 255 
 1094 ; Знак Шахматы. Федерация ;  ;  ; Ж/м,эмаль ; XF ; 9 ; Bonyf ; 102 
 1095 ; Знак РАУ ;  ;  ; Ж/м,эмаль ; XF ; 45 ; PIVon ; 5100 
 1096 ; Знак Мастер животноводства ;  ;  ; Ж/м,эмаль ; XF ; 27 ; asr5000 ; 490 
 1097 ; Знак Отличнику здравоохранения ;  ;  ; Ж/м,эмаль ; XF ; 40 ; evseechevvv ; 1497 
 1098 ; Знак Юный натуралист СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 37 ; Oleht ; 351 
 1099 ; Знак Инструктор-общественние ;  ;  ; Ж/м,эмаль ; VF-XF ; 27 ; Client 337 ; 357 
 1100 ; Знак Красный крест ;  ;  ; Ж/м,эмаль ; VF-XF ; 23 ; Bonyf ; 768 
 1101 ; Знак. Чемпионат Таджикской ССР. Стрельба 1 место ;  ;  ; Ж/м ; VF ; 32 ; buynyi76 ; 204 
 1102 ; Знак. Чемпионат Таджикской ССР. Стрельба 2 место ;  ;  ; Б/м ; VF ; 22 ; buynyi76 ; 204 
 1103 ; Знак. Чемпионат Таджикской ССР. Стрельба 3 место ;  ;  ; Ж/м ; VF ; 21 ; buynyi76 ; 204 
 1104 ; Знак. 50 лет Туркменской ССР ;  ;  ; Ж/м ; VF-XF ; 15 ; серж 78 ; 234 
 1105 ; Знак. Латвийский институт физкультуры ;  ;  ; Ж/м, эмаль ; VF-XF ; 7 ; НЭРИ ; 1262 
 1106 ; Знак. 3 автомеханическое училище Прибалтика ;  ;  ; Ж/м, эмаль ; VF-XF ; 7 ; romb1 ; 1235 
 1107 ; Знак. 1 медицинский институт. Прибалтика ;  ;  ; Ж/м, эмаль ; VF-XF ; 7 ; sorus ; 1625 
 1108 ; Знак  ВЛКСМ. Моя Родина СССР ;  ;  ; Al ; XF- ; 23 ; lalula ; 305 
 1109 ; Знак. Окончание училища. Прибалтика ;  ;  ; Ж/м, эмаль ; VF+ ; 11 ; VitorioVeneto ; 226 
 1110 ; Знак. Почентная грамота Президиума ЛатССР ;  ;  ; Б/м, эмаль ; XF- ; 21 ; doc2 ; 255 
 1111 ; Знак. Ветеран министерства автотранспорта ЛатССР ;  ;  ; Б/м, эмаль ; VF-XF ; 22 ; buynyi76 ; 278 
 1112 ; Знак. Латвийский государственный университет ;  ;  ; Ж/м, эмаль ; VF-XF ; 11 ; spec12 ; 152 
 1113 ; Знак. Депутат горсовета ЛатССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 33 ; ktibr ; 227 
 1114 ; Знак. Депутат сельсовета ЛатССР ;  ;  ; Ж/м, эмаль ; VF+ ; 42 ; ktibr ; 233 
 1115 ; Знак об окончании сельско-хозяйственного ВУЗа ; ЛМД ;  ; Al ; XF ; 16 ; LAB-A ; 185 
 1116 ; Знак. Жителю Блокадного Ленинграда ; ЛМД ;  ; Ж/м ; XF- ; 34 ; doc2 ; 203 
 1117 ; Знак. 8 спартакиада профсоюзов Челябинск 1969 ;  ;  ; Ж/м ; VF- ; 3 ; sports ; 23 
 1118 ; Знак. Турист СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 35 ; goscha ; 255 
 1119 ; Знак. Участник антарктической экспедиции СССР ;  ;  ; Al ; XF- ; 13 ; nikolas13 ; 200 
 1120 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; VF ; 44 ; Pipe ; 2044 
 1121 ; Знак .Чемпионат СССР. Таллин 1972г ;  ;  ; Ж/м ; VF ; 19 ; sports ; 111 
 1122 ; Знак .Чемпионат СССР. Выру 1973 ;  ;  ; Ж/м ; VF ; 27 ; sports ; 129 
 1123 ; Знак. Спидвей 1974 ;  ;  ; Ж/м ; VF ; 17 ; sports ; 105 
 1124 ; Знак. МВТУ (1830-1980) ;  ;  ; Б/м ; VF ; 17 ; Dahan ; 212 
 1125 ; Медаль. 300-летие Российского флота. Синоп 1853г. D-42мм ;  ;  ; Cu/Ni ; Proof ; 7 ; 550055 ; 441 
 1126 ; Медаль. 300-летие Российского флота. Мессина 1908г. D-42мм ;  ;  ; Cu/Ni ; Proof ; 11 ; 550055 ; 397 
 1027 ; Знак Ворошиловский стрелок ;  ;  ; Ж/м,эмаль ; XF ; 29 ; Client 337 ; 4662 
 1028 ; Знак Байконуру 45 ;  ;  ; Ж/м,эмаль ; XF ; 36 ; СПИКЕР ; 785 
 1029 ; Знак Мастер спорта ;  ;  ; Б/м ; XF ; 24 ; mask ; 1181 
 1030 ; Знак Беломорско-балтийский канал ;  ;  ; Ж/м,эмаль ; XF ; 56 ; SD315 ; 2000 
 1031 ; Знак Бесстрашный ;  ;  ; Ж/м,эмаль ; XF ; 10 ; spec12 ; 417 
 1032 ; Знак инструктор ДОСААФ ;  ;  ; Ж/м,эмаль ; AU ; 34 ; vad4251 ; 200 
 1033 ; Знак ГУМ. Москва ;  ;  ; Ж/м,эмаль ; XF ; 18 ; Client 337 ; 204 
 1034 ; Знак спартакиада народов РСФСР ; 1959 ;  ; Ж/м,эмаль ; AU ; 27 ; nikolas13 ; 153 
 1035 ; Знак За отличную службу в МВД ;  ;  ; Ж/м,эмаль ; XF+ ; 32 ; zodiak ; 700 
 1036 ; Знак Подлодка ;  ;  ; Ж/м,эмаль ; XF ; 26 ; sorus ; 796 
 1037 ; Знак Отличник полит подготовке ;  ;  ; Ж/м,эмаль ; XF ; 44 ; ZOLTAN333 ; 365 
 1038 ; Знак Федеральная служба безопасности ;  ;  ; Ж/м ; XF ; 61 ; Bill Klinton ; 712 
 1039 ; Знак Служебный ;  ;  ; Ж/м ; XF- ; 22 ; mask ; 147 
 1040 ; Знак 80 лет ООПК ;  ;  ; Ж/м ; AU ; 27 ; vesta78 ; 906 
 1041 ; Знак Уфимский приборостроительный завод. Отличник качества ;  ;  ; Ж/м ; XF- ; 30 ; alex09 ; 207 
 1042 ; Знак Госагропром СССР ;  ;  ; Б/м,эмаль ; XF ; 3 ; stilspb ; 90 
 1043 ; Знак Всесоюзная коллегия судей по спорту ;  ;  ; Ж/м,эмаль ; XF+ ; 38 ; Antoschka ; 332 
 1044 ; Знак 80 лет приаргунскому погранотряду ;  ;  ; Ж/м ; VF ; 27 ; vesta78 ; 612 
 1045 ; Знак Гвардия ;  ;  ; Ж/м ; XF+ ; 23 ; volod ; 227 
 1046 ; Знак ОКПП СПб 75 лет ;  ;  ; Ж/м ; XF ; 19 ; vesta78 ; 510 
 1047 ; Знак Судья Соревнования школьников ;  ;  ; Ж/м,эмаль ; XF ; 81 ; Neva ; 789 
 1048 ; Знак ДСО Обл совет ;  ;  ; Ж/м,эмаль ; XF- ; 41 ; Client 337 ; 304 
 1049 ; Знак Спартакиада народов СССР ; 1959ММД ;  ; Б/м,эмаль ; XF ; 28 ; Client 337 ; 523 
 1050 ; Знак Всесоюзное общ "Знание" ;  ;  ; Ж/м,эмаль ; AU ; 21 ; Neva ; 202 
 1051 ; Знак Воир ;  ;  ; Ж/м,эмаль ; XF ; 26 ; alex09 ; 57 
 1052 ; Знак 5 конгресс ;  ;  ; Ж/м,эмаль ; VF+ ; 6 ; alex09 ; 23 
 1053 ; Знак Первенство области ДОСААФ ;  ;  ; Ж/м,эмаль ; XF ; 56 ; 133 ; 1938 
 1054 ; Знак Спортивный юный пловец БССР ;  ;  ; Ж/м,эмаль ; XF+ ; 23 ; Neva ; 590 
 1055 ; Знак 50 лет ;  ;  ; Ж/м,эмаль ; VF ; 19 ; alex09 ; 34 
 1056 ; Знак Гуманитарный ВУЗ ;  ;  ; Al ; XF+ ; 14 ; alex09 ; 91 
 1057 ; Знак Технический ВУЗ ;  ;  ; Ж/м,эмаль ; AU ; 47 ; Oleht ; 211 
 1058 ; Знак Перепись населения ;  ;  ; Ж/м ; VF+ ; 21 ; nikolas13 ; 250 
 1059 ; Знак Аэрофлот ;  ;  ; Ж/м,эмаль ; VF+ ; 27 ; Neva ; 680 
 1060 ; Знак За боевое траление ;  ;  ; Al ; XF+ ; 23 ; ремпутьмаш ; 203 
 1061 ; Знак Юный пловец БССР ;  ;  ; Б/м,эмаль ; VF ; 11 ; Neva ; 148 
 1062 ; Знак Отличник БССР ;  ;  ; Al ; XF ; 14 ; alex09 ; 519 
 1063 ; Знак Аэрофлот ;  ;  ; Ж/м,эмаль ; XF ; 81 ; Neva ; 867 
 1064 ; Знак Сборной СССР ;  ;  ; Ж/м,эмаль ; VF ; 38 ; von_Schwarz ; 793 
 1065 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; VF+ ; 36 ; Affliction ; 113 
 1066 ; Знак Первенство края ;  ;  ; Ж/м,эмаль ; XF ; 23 ; куля ; 1239 
 1067 ; Знак стрелковый ;  ;  ; Ж/м ; XF ; 9 ; alex09 ; 46 
 1068 ; Знак 70 лет Выборг ;  ;  ; Ж/м ; XF+ ; 21 ; vesta78 ; 714 
 1069 ; Знак Отличник МВД милиции ;  ;  ; Al ; XF+ ; 18 ; oleghh7 ; 202 
 1070 ; Знак Отличник службы ВВМООП ;  ;  ; Al ; XF ; 24 ; НЭРИ ; 442 
 1071 ; Знак Отличник погранслужбы ;  ;  ; Al ; XF+ ; 28 ; НЭРИ ; 295 
 1072 ; Знак Отличник погранвойск ;  ;  ; Al ; XF ; 13 ; НЭРИ ; 255 
 1073 ; Знак Отличник погранвойск ;  ;  ; Ж/м ; XF+ ; 21 ; НЭРИ ; 732 
 1074 ; Знак Ленин ;  ;  ; Ж/м ; XF ; 37 ; omsk77 ; 113 
 1075 ; Знак За мир и дружбу ;  ;  ; Ж/м,эмаль ; VF+ ; 19 ; куля ; 102 
 1076 ; Жетон Россия подводный флот ;  ;  ; Б/м ; VF+ ; 15 ; 312 ; 26 
 977 ; Знак. Отличник социалистического соревнования Сельского хозяйства РСФСР ;  ;  ; Ж/м, эмаль ; XF ; 23 ; bag1809 ; 519 
 978 ; Знак. Отличник социалистического соревнования лесной и бумажной промышленности № 9695 ;  ;  ; Ж/м, эмаль ; XF+ ; 48 ; vv2805 ; 5211 
 979 ; Знак. Отличник соцсоревнования мингорсельстрой СССР № 7862 ; ММД ;  ; Ж/м, эмаль ; XF ; 61 ; vv2805 ; 5365 
 980 ; Знак. Почетный мастер заготовок леса и лесосплава № 1329 ; ММД ;  ; Ж/м, эмаль ; XF+ ; 80 ; asr5000 ; 5353 
 981 ; Знак. Ударнику Сталинского призыва ;  ;  ; Б/м, эмаль ; XF ; 73 ; obr73 ; 1274 
 982 ; Знак МИЭП ;  ;  ; Ж/м ; XF ; 11 ; куля ; 261 
 983 ; Знак Российская транспортная инспекция ;  ;  ; Ж/м,эмаль ; XF ; 21 ; ZOLTAN333 ; 308 
 984 ; Знак 1918-1998 ;  ;  ; Ж/м ; XF ; 13 ; derbnik ; 155 
 985 ; Знак Им 70-летия ВЧК-КГБ МЧПВ ;  ;  ; Ж/м,эмаль ; XF ; 32 ; oleghh7 ; 516 
 986 ; Знак 30 лет межреспуюликанской оптовой ярмарке ;  ;  ; Ж/м,эмаль ; XF ; 3 ; derbnik ; 14 
 987 ; Знак Отличный артиллерист ;  ;  ; Ж/м,эмаль ; VF-XF ; 32 ; SD315 ; 2500 
 988 ; Знак Бортрадист За безаварийный налет часов 3000 часов ;  ;  ; Ж/м,эмаль ; XF ; 22 ; VitorioVeneto ; 663 
 989 ; Знак Горный университет ;  ;  ; Ж/м,эмаль ; XF- ; 52 ; RAPAN ; 956 
 990 ; Знак Пограничный отряд Лиепая. Латвия ;  ;  ; Б/м ; XF ; 14 ; инструктор ; 519 
 991 ; Знак Отличник космических войск ; ММД ;  ; Ж/м,эмаль ; XF ; 31 ; oleghh7 ; 705 
 992 ; Знак 80 лет Ленинградскому военному округу ;  ;  ; Ж/м ; XF ; 20 ; oleghh7 ; 152 
 993 ; Знак 80 лет Минской милиции ;  ;  ; al ; XF ; 22 ; von_Schwarz ; 246 
 994 ; Знак 75 лет Якутской милиции ;  ;  ; Ж/м ; XF ; 15 ; инструктор ; 207 
 995 ; Знак ЮДМ Рижской 70-й средней школы. Отряд им Петерса ;  ;  ; Ж/м ; XF ; 27 ; ты кто такой? ; 709 
 996 ; Знак Пожарная охрана. Город Елгала. Латвия ;  ;  ; Б/м ; VF+ ; 23 ; инструктор ; 175 
 997 ; Знак Встреча партсекретарей. Эстония ;  ;  ; Ж/м ; XF ; 11 ; kladokop ; 126 
 998 ; Знак 100 лет Ленин ;  ;  ; Ж/м ; VF ; 18 ; vladimirov ; 357 
 999 ; Знак Ульянов (Ленин) ;  ;  ; Б/м.эмаль ; VF+ ; 24 ; volod ; 255 
 1000 ; Знак ТВВПСУ (Таллинское высшее военно-политическое училище) 1 выпуск 1980 ;  ;  ; Ж/м ; XF- ; 11 ; kladokop ; 133 
 1001 ; Знак Чемпион городских соревенований г Даугафпилс. Латвия ;  ;  ; Ж/м ; XF ; 14 ; solder13 ; 100 
 1002 ; Знак Готов к ПВХО ;  ;  ; Б/м,эмаль ; VF+ ; 76 ; шарик ; 1360 
 1003 ; Знак МСП. Отличник соц соревнования ;  ;  ; Ж/м,эмаль ; AU ; 78 ; шарик ; 4187 
 1004 ; Знак ЛВМИ ;  ;  ; Ж/м,эмаль ; XF ; 30 ; НЭРИ ; 1011 
 1005 ; Знак Буревестник. Спортклуб МГУ ;  ;  ; Ж/м,эмаль ; XF ; 63 ; VitorioVeneto ; 510 
 1006 ; Знак УРСР ДСО "Авангард" ;  ;  ; Ж/м,эмаль ; XF ; 19 ; nikolas13 ; 138 
 1007 ; Знак 2 спартакиада украинской РСР ; 1959 ;  ; Ж/м,эмаль ; XF ; 27 ; VitorioVeneto ; 407 
 1008 ; Знак Почетный строитель ГЛАВЛЕНИНГРАДСТРОЯ ; ЛМД ;  ; Ж/м,эмаль ; AU ; 19 ; ZOLTAN333 ; 4647 
 1009 ; Знак Спутник ;  ;  ; Ж/м,эмаль ; XF ; 29 ; Dahan ; 329 
 1010 ; Знак Мир ;  ;  ; Ж/м,эмаль ; XF ; 5 ; lalula ; 57 
 1011 ; Знак 250 лет Ленинграду ;  ;  ; Ж/м,эмаль ; XF ; 12 ; mask ; 59 
 1012 ; Знак БГТО ;  ;  ; Ж/м,эмаль ; VF ; 37 ; spec12 ; 388 
 1013 ; Знак XV съезд профсоюзов ;  ;  ; Ж/м ; F-VF ; 10 ; инструктор ; 153 
 1014 ; Знак Отличник ВМФ ;  ;  ; Ж/м,эмаль ; VF ; 28 ; ты кто такой? ; 3555 
 1015 ; Знак 30 лет Великого Октября ;  ;  ; Ж/м,эмаль ; VF-XF ; 27 ; SD315 ; 2154 
 1016 ; Знак XIII менделеевский съезд ;  ;  ; Ж/м,эмаль ; VF-XF ; 32 ; инструктор ; 132 
 1017 ; Знак Герою пятилетки борцу за строительство социализма ;  ;  ; Ж/м,эмаль ; VF-XF ; 67 ; p1a1v1 ; 6681 
 1018 ; Знак Участник спартакиада ;  ;  ; Б/м,эмаль ; VF-XF ; 61 ; Client 337 ; 1143 
 1019 ; Знак Отличник соц соревнования Минсовхозов СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 15 ; инструктор ; 2731 
 1020 ; Знак Сталин ;  ;  ; Ж/м,эмаль ; VF-XF ; 110 ; тюря ; 4825 
 1021 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 22 ; Antoschka ; 342 
 1022 ; Знак Отличник соц соревнования Минсвязи СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 51 ; asr5000 ; 4259 
 1023 ; Знак Отличник соц соревнования УРСР ;  ;  ; Ж/м,эмаль ; VF-XF ; 25 ; vladimirov ; 249 
 1024 ; Знак Альпинист СССР 1 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; nike400 ; 669 
 1025 ; Знак Юный техник СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 23 ; volod ; 153 
 1026 ; Знак За отличную службу в МВД ;  ;  ; Ж/м,эмаль ; XF ; 48 ; инструктор ; 723 
 927 ; Знак Спасательная служба. Альпинисты. Латвия ;  ;  ; Ж/м,эмаль ; XF ; 4 ; инструктор ; 104 
 928 ; Знак. 30 лет освобождения Львова ;  ;  ; Ж/м, эмаль ; VF ; 8 ; RAPAN ; 51 
 929 ; Знак. 50 лет освобождения Украины ;  ;  ; Ж/м ; XF ; 9 ; lavist ; 102 
 930 ; Знак. За дальний поход ;  ;  ; Al ; XF ; 11 ; nikolas13 ; 159 
 931 ; Знак Передовик с/х. Монголия ;  ;  ; Ж/м,эмаль ; AU ; 38 ; инга ; 729 
 932 ; Знак Бригада соц труда. Монголия ;  ;  ; Ж/м,эмаль ; VF ; 13 ; DATR ; 153 
 933 ; Знак Выдающийся работник народного образования. Монголия ;  ;  ; Ж/м ; AU ; 11 ; DATR ; 473 
 934 ; Знак Аймак Булган. Монголия ;  ;  ; Ж/м ; VF ; 9 ; НЭРИ ; 308 
 935 ; Знак За освоение новых земель. Монголия ;  ;  ; Ж/м,эмаль ; VF-XF ; 15 ; evseechevvv ; 459 
 936 ; Знак Флаг МНР. Монголия ;  ;  ; Ж/м,эмаль ; VF ; 16 ; DATR ; 114 
 937 ; Знак Выпускник мед университета. Монголия ;  ;  ; Ж/м ; AU ; 18 ; doc2 ; 918 
 938 ; Знак Саппоро. Олимпиада 72 ;  ;  ; Б/м ; XF ; 11 ; EDG ; 114 
 939 ; Знак Ск Старт ;  ;  ; Ж/м ; XF ; 19 ; Client 337 ; 153 
 940 ; Знак Ленин в Париже ;  ;  ; Ж/м ; VF-XF ; 12 ; 312 ; 30 
 941 ; Знак Ульяновск ;  ;  ; Б/м,эмаль ; XF ; 16 ; omsk77 ; 255 
 942 ; Знак 50 лет советам ;  ;  ; Б/м ; XF ; 6 ; lalula ; 79 
 943 ; Знак Аврора ;  ;  ; Ж/м,эмаль ; XF ; 34 ; vv2805 ; 68 
 944 ; Знак 50 лет КПСС ; ММД ;  ; Ag, позолота,эм ; XF ; 32 ; gerber68 ; 969 
 945 ; Знак Ленин ; ЛМД ;  ; Ж/м ; XF ; 34 ; omsk77 ; 153 
 946 ; Знак Третий разряд ;  ;  ; Ж/м,эмаль ; XF ; 37 ; spec12 ; 396 
 947 ; Знак Стадион им В.И.Ленина ;  ;  ; Ж/м,эмаль ; VF ; 12 ; 133 ; 125 
 948 ; Знак об окончании ВУЗа ;  ;  ; Ag, эмаль ; XF ; 35 ; fillin ; 1222 
 949 ; Знак об окончании ВУЗа ;  ;  ; Ag, эмаль ; XF ; 42 ; aa_ras ; 1380 
 950 ; Знак об окончании ВВМУРЭ им. А.С. Попова ;  ;  ; Б/м, эмаль ; XF ; 32 ; VitorioVeneto ; 948 
 951 ; Знак Отличник соц соревнования МИНМЯСОМОЛПРОМА СССР №11391 ;  ;  ; Ж/м, эмаль ; VF- ; 94 ; evseechevvv ; 5714 
 952 ; Знак. ДОСААФ СССР Третий разряд ; ММД ;  ; Ж/м, эмаль ; VF ; 17 ; sorus ; 216 
 953 ; Знак Флаг СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 59 ; spec12 ; 3570 
 954 ; Знак Дружинник ;  ;  ; Ж/м,эмаль ; VF- ; 85 ; шарик ; 768 
 955 ; Жетон Химик 2 место 20 кил 1927 Москва ;  ;  ; Ж/м,эмаль ; VF ; 65 ; RAPAN ; 6279 
 956 ; Знак Готов к ПВО ;  ;  ; Ж/м,эмаль ; VF ; 15 ; lavist ; 102 
 957 ; Знак Восток-2 ;  ;  ; Б/м,эмаль ; VF ; 25 ; Dahan ; 152 
 958 ; Знак Гуманитарный ВУЗ ;  ;  ; Ж/м,эмаль ; VF ; 11 ; sytre ; 185 
 959 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; F+ ; 21 ; zodiak ; 417 
 960 ; Знак ВСХВ ;  ;  ; Ж/м,эмаль ; VF ; 34 ; spec12 ; 201 
 961 ; Знак Третий разряд ;  ;  ; Ж/м,эмаль ; F-VF ; 25 ; куля ; 255 
 962 ; Знак Фестиваль ; 1957 ;  ; Ж/м ; XF ; 28 ; SD315 ; 318 
 963 ; Знак 100 лет КОЛМЗ ;  ;  ; Ж/м ; XF ; 19 ; VitorioVeneto ; 340 
 964 ; Знак Отличник соц соревнования РСФСР ; ММД ;  ; Ж/м,эмаль ; VF ; 25 ; vesta78 ; 227 
 965 ; Знак Инструктор ДОСААФ ; ММД ;  ; Ж/м,эмаль ; VF ; 81 ; dimko ; 114 
 966 ; Знак Киров ; ЛМД ;  ; Al ; XF+ ; 8 ; sytre ; 104 
 967 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 13 ; sytre ; 102 
 968 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF- ; 36 ; nikolas13 ; 327 
 969 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; oleghh7 ; 227 
 970 ; Знак Аврора ;  ;  ; Ж/м,эмаль ; XF ; 7 ; idore ; 25 
 971 ; Знак Авиамоделист ;  ;  ; Ж/м,эмаль ; VF+ ; 13 ; nikolas13 ; 232 
 972 ; Знак За дальний поход ;  ;  ; Ж/м,эмаль ; XF ; 21 ; rotten ; 777 
 973 ; Знак. Отличник социалистического моревнования Минсовхозов СССР № 10077 ;  ;  ; Ж/м, эмаль ; VF-XF ; 47 ; svm62 ; 5201 
 974 ; Знак. Отличник социалистического соревнования местной промышленности РСФСР № 2290 ;  ;  ; Ж/м, эмаль ; VF ; 34 ; Client 337 ; 4533 
 975 ; Знак. ЛВМИ ; ЛМД ;  ; Ж/м, эмаль ; XF+ ; 26 ; Client 337 ; 1134 
 976 ; Знак. Отличник соцсоревнованияч Минхимпром № 6902 ;  ;  ; Ж/м, эмаль ; XF ; 43 ; vv2805 ; 3650 
 877 ; Медаль.США. 20 лет иннагурации Билла Клинтона. D-40мм ;  ;  ; Cu/Ni ; Proof ; 32 ; aziya11 ; 118 
 878 ; Медаль. Германия. Конрад Аденауэр. D-40мм ; 1992 ;  ; Cu/Ni ; Proof ; 24 ; aziya11 ; 118 
 879 ; Медаль. Германия. Вилли Брандт. D-40мм ; 1992 ;  ; Cu/Ni ; Proof ; 22 ; aziya11 ; 112 
 880 ; Медаль. Германия. Европейская валюта. D-40мм ;  ;  ; Б/м ; Proof ; 49 ; karal ; 193 
 881 ; Медаль. Германия. Людвиг Эрхард. D-40мм ;  ;  ; Ж/м, краска ; AU ; 29 ; aziya11 ; 171 
 882 ; Медаль. Германия. Конрад Аденауэр. D-30мм ;  ;  ; Cu/Ni ; AU ; 17 ; solder13 ; 102 
