 5888 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 11 ; doiu33 ; 339 
 836 ; Медаль Урал - фронту. 1941-1945. Танкоград. Медальер Слонов, Служеникин. D-60мм ; 1983ЛМД ;  ; Ж/м ; XF- ; 54 ; stark-2006 ; 261 
 837 ; Медаль 200 лет Днепропетровску 1776-1976. D-60мм ; 1976 ;  ; Ж/м ; XF ; 47 ; sportmini ; 1813 
 838 ; Медаль Минестерство обороны СССР. D-75мм ;  ;  ; Ж/м ; XF ; 27 ; shilling ; 1134 
 839 ; Медаль 25 лет освобождения Кишинева от фашистских захватчиков. D-65мм ; 1969 ;  ; Ж/м ; VF ; 7 ; stark-2006 ; 140 
 840 ; Медаль 25 лет Победы 1945-1970. D-65мм ; 1970 ;  ; Al ; VF ; 7 ; stark-2006 ; 91 
 841 ; Медаль Международный фестиваль по бриджу. Вид площади театра. D-60мм ; 1992ЛМД ;  ; Ж/м ; XF ; 23 ; vaps ; 453 
 842 ; Медаль Международный фестиваль по бриджу. Мост через Мойку. D-60мм ; 1992ЛМД ;  ; Ж/м ; XF ; 20 ; stark-2006 ; 453 
 843 ; Медаль Международный фестиваль по бриджу. Казанский собор. D-60мм ; 1992ЛМД ;  ; Ж/м ; XF ; 19 ; stark-2006 ; 453 
 844 ; Медаль 70 лет Великой Октябрьской социалистической революции.. Медальер- коллектив худ-ков ГОЗНАКа. D-55мм ; 1987ЛМД ;  ; Ж/м, серебр. ; XF- ; 21 ; fillin ; 430 
 845 ; Медаль Героическим морякам торпедных катеров Балтики. Медальер А.Шагин. D-65мм ; 1974ЛМД ;  ; Al ; XF ; 28 ; sportmini ; 1575 
 846 ; Медаль Михайловское Липовая аллея. D-53мм ;  ;  ; Al ; AU ; 8 ; mikki67 ; 115 
 847 ; Медаль Могила великого поэта. D-53мм ;  ;  ; Al ; AU ; 34 ; mikki67 ; 396 
 848 ; Медаль 60 лет Совторгфлот - Морфлот. D-60мм ; 1984ЛМД ;  ; Ж/м ; AU ; 17 ; Алек ; 400 
 849 ; Медаль Сахалинский областной союз рыболовецких колхозов. 25 лет. D-60мм ;  ;  ; Ж/м ; VF ; 32 ; mrtk ; 317 
 850 ; Медаль Памятник Римскому-Корсакову. Медальер Корнилов C. D-60мм ; ЛМД ;  ; Al ; VF-XF ; 9 ; vaps ; 442 
 851 ; Медаль. Памятник воинам Советской армии, павшим в борьбе с фашизмом. Берлин. D-65мм ; ЛМД ;  ; Ж/м ; VF-XF ; 15 ; Sacha777 ; 253 
 852 ; Медаль в ознаменование 25-летия с начала освоения целинных и залежных земель (1945-1979). D-60мм ;  ;  ; Ж/м ; VF-XF ; 14 ; fillin ; 255 
 853 ; Медаль. Сельская летняя областная спартакиада. II место. D-60мм ;  ;  ; Ж/м ; VF-XF ; 9 ; solder13 ; 124 
 854 ; Медаль. Приз Жулиета Шишманова. D-68мм ;  ;  ; Ж/м ; VF-XF ; 5 ; shilling ; 34 
 855 ; Медаль. Московский университет. Р-ры: 88х79мм ;  ;  ; Ж/м ; VF-XF ; 27 ; Trien ; 567 
 856 ; Медаль. Первый человек на Луне Н. Армстронг. D-50мм ; ММД ;  ; Ж/м ; XF- ; 15 ; Mahfey ; 192 
 857 ; Плакета. XXX лет первого полета человека в космос. Р-ры: 48х69мм ; 1991ММД ;  ; Ж/м ; XF- ; 22 ; sibirian ; 470 
 858 ; Медаль. Первый всесоюзный слет ветеранов органов внутренних дел и внутренних войск МВД СССР. 60 лет образовая СССР. D-55мм ; ЛМД ;  ; Ж/м ; AU ; 44 ; The_END ; 4086 
 859 ; Медаль. Челябинск. D-60мм ;  ;  ; Al ; VF-XF ; 3 ; себер ; 13 
 860 ; Медаль. Ленинград. Стрелка Васильевского острова. D-57мм ;  ;  ; Al ; VF+ ; 13 ; vaps ; 128 
 861 ; Медаль. Беловская ГРЭС имени 50-летия Великого октября. D-65мм ; 1984 ;  ; Al ; VF+ ; 5 ; shilling ; 13 
 862 ; Медаль. Ю.А. Гагарин. D-60мм ; ММД ;  ; Ж/м ; XF ; 77 ; stark-2006 ; 1247 
 863 ; Медаль 2000-летие Рождества Христова. D-50мм. Сертификат. Коробка ; ММД ;  ; Ж/м ; Proof ; 45 ; чулков ; 772 
 864 ; Медаль 50 лет ВВИА. D-72мм. Коробка ;  ;  ; Al ; VF+ ; 10 ; aziya11 ; 126 
 865 ; Медаль. Эрмитаж Ленинград. Скорчившийся мальчик. D-70мм ;  ;  ; Ж/м ; VF ; 13 ; aziya11 ; 63 
 866 ; Медаль. Эрмитаж Ленинград. Венера. D-70 ;  ;  ; Ж/м ; VF ; 8 ; aziya11 ; 79 
 867 ; Медаль. 40 лет победы в ВОВ. D-60мм ;  ;  ; Al ; VF ; 5 ; stark-2006 ; 152 
 868 ; Медаль. Ростральные колонны. D-53мм ; ЛМД ;  ; Al ; XF+ ; 23 ; lalula ; 128 
 869 ; Медаль. Казанский собор. D-53мм ;  ;  ; Al ; XF+ ; 15 ; крайний ; 107 
 870 ; Медаль. Всесоюзные летние спортивные игры молодежи. D-50мм ;  ;  ; Ж/м ; VF-XF ; 7 ; solder13 ; 200 
 871 ; Медаль. Государственный комитет СССР по физкультуре и спорту. D-50мм ;  ;  ; Ж/м ; XF ; 9 ; solder13 ; 57 
 872 ; Медаль . Чемпионат ДСО Профсоюзов ; ММД ;  ; Ж/м ; VF-XF ; 17 ; solder13 ; 144 
 873 ; Медаль. Тренер чемпиона Москвы ;  ;  ; Б/м ; XF- ; 5 ; solder13 ; 150 
 874 ; Жетон. 50 лет автономной промышленности (1924-1974) ;  ;  ; Ж/м ; VF ; 17 ; мед-ь ; 68 
 875 ; Медаль 30 лет ЛУАЗ. D-44мм ;  ;  ; Al ; VF+ ; 7 ; buynyi76 ; 57 
 876 ; Медаль. А.К. Глазунов (1865-1936). D-39мм ; СПМД ;  ; Ж/м ; AU ; 12 ; крайний ; 227 
 877 ; Медаль. С.В. Рахманинов (1873-1943). D-39мм ; СПМД ;  ; Ж/м ; AU ; 18 ; efim ; 492 
 878 ; Орден Флага Корея ;  ;  ; Б/м,эмаль ; XF ; 18 ; gelo ; 722 
 879 ; Орден За службу родине. Корея ;  ;  ; Б/м,эмаль ; VF-XF ; 41 ; Хаа ; 1041 
 880 ; Медаль Труда. Франция ;  ;  ; Б/м ; VF-XF ; 11 ; mkm1968 ; 310 
 881 ; Медаль UNC. Франия ;  ;  ; Ж/м ; VF-XF ; 12 ; Саша Zzzz ; 388 
 882 ; Медаль за труд Албания ;  ;  ; Ж/м ; VF- ; 25 ; evseechevvv ; 663 
 751 ; 1/12 экю. Франция, Людовик XIV. М-2,20гр ; 1662 ;  ; Ag ; VF-/F-VF ; 37 ; Kreator ; 2142 
 752 ; Полторак. Рига, Густав Адольф. М-1,35гр ; 1633 ;  ; Ag ; F-VF ; 18 ; Jauho ; 140 
 753 ; Полторак. Польша, Сигизмунд III. М-1,25гр ; 1621 ;  ; Ag ; F-VF ; 8 ; aziya11 ; 113 
 754 ; Полторак. Польша, Сигизмунд III. М-1,09гр ; 162? ;  ; Ag ; F-VF ; 16 ; aziya11 ; 55 
 755 ; Денар. Венгрия ;  ;  ; Ag ; F ; 22 ; Jauho ; 237 
 756 ; Солид. Литовское кн-во. М-0,52гр ; 1566 ;  ; Ag ; F-VF ; 31 ; спарта ; 308 
 757 ; Денарий. Нормандия. М-1,04гр ; 8в ;  ; Ag ; F-VF ; 99 ; grimbo ; 3356 
 758 ; Дирхем. Сельджуки. М-2,94гр ; 10в ;  ; Ag ; F-VF ; 77 ; RusScat ; 1326 
 759 ; 6 шахи (6 дирхамов). Табриз. Азербайджан. М-6,8г. Нидир Шах ; 1151 ;  ; Ag ; F-VF ; 62 ; seaexpo ; 819 
 760 ; 8 дирхамов. Ильхан. Татай Тимур. Прзинжан. Азербайджан. М-6,54г ; 739 ;  ; Ag ; F-VF ; 41 ; aziya11 ; 1324 
 761 ; Монета средневековая. Восток ;  ;  ; Ag ; F-VF ; 11 ; himak ; 159 
 762 ; Монета средневековая. Восток ;  ;  ; Ag ; F-VF ; 23 ; grimbo ; 399 
 763 ; Монета. Восток. М-0,23гр ;  ;  ; Ag ; F-VF ; 9 ; cotangens ; 51 
 764 ; Дирхем. Золотая Орда, хан Узбек. Деформация, слоение ; 1313-1330 ;  ; Ag ; F+/F-VF ; 16 ; tikhomirius ; 145 
 765 ; Дирхем. Золотая Орда, хан Узбек. С надчеканом ; 1313-1330 ;  ; Ag ; F+/F-VF ; 13 ; maks169 ; 155 
 766 ; Акче. Крымское х-во, Менгли Гирей ; 1460-1475 ;  ; Ag ; F-VF ; 31 ; aziya11 ; 153 
 767 ; Акче. Крымское х-во, Хаджи Гирей ; 1441-1466 ;  ; Ag ; F-VF ; 37 ; lestes ; 206 
 768 ; Монета Золотая Орда ;  ;  ; Ag ; F+ ; 14 ; tikhomirius ; 123 
 769 ; Монета Золотая Орда ;  ;  ; Ag ; F-VF ; 53 ; virtualman ; 426 
 770 ; Монета Золотая Орда. Базар. Кичи-Мухаммед ;  ;  ; Ag ; F ; 17 ; von_Schwarz ; 501 
 771 ; Дирхам Золотая Орда ;  ;  ; Ag ; F ; 19 ; himak ; 567 
 772 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 24 ; maks169 ; 204 
 773 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 15 ; 675МК ; 204 
 774 ; Пул. Золотая Орда ;  ;  ; Cu ; F ; 10 ; aziya11 ; 101 
 775 ; Пул. Золотая Орда ;  ;  ; Cu ; F ; 10 ; aziya11 ; 101 
 776 ; Пул. Золотая Орда ;  ;  ; Cu ; F ; 10 ; aziya11 ; 51 
 777 ; Монета средневековая. Испания. М-7,08гр ;  ;  ; Cu ; F+ ; 23 ; sidr ; 386 
 778 ; Монета средневековая. Испания. М-4,52гр ;  ;  ; Cu ; F+ ; 15 ; aziya11 ; 190 
 779 ; Монета средневековая. Испания. М-3,09гр ;  ;  ; Cu ; F+ ; 24 ; dimasmirnov ; 183 
 780 ; Монета Крым. Сарай-дворец, Узбек ; 1331 ;  ; Cu ; F ; 24 ; aziya11 ; 58 
 781 ; Монета Восток ;  ;  ; Cu ; F ; 32 ; lestes ; 159 
 782 ; Фалюс. Ильдегизиды. Азербайджан после Сельджуков (1136-1225) ;  ;  ; Cu ; F ; 6 ; aziya11 ; 102 
 783 ; Фалюс. Ильдегизиды. Азербайджан после Сельджуков (1136-1225) ;  ;  ; Cu ; F ; 9 ; aziya11 ; 227 
 784 ; Лот монет Древней Азии (4шт) ;  ;  ; Ag, Cu ; VG/F ; 9 ; aziya11 ; 355 
 817 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". Частная мастерская. Николай II  казачьем мундире. D-28мм ;  ;  ; Br ; AU ; 25 ; ,jhbc ; 5667 
 818 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". Частная мастерская. Николай II  казачьем мундире. D-28мм ;  ;  ; Br ; XF ; 66 ; vvг ; 3428 
 819 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". Частная мастерская. С клеймами. D-28мм ;  ;  ; Br ; XF ; 51 ; ОМВ ; 8460 
 820 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". СПб мон двор. D-28мм ;  ;  ; Br ; XF+ ; 42 ; lsp25 ; 2154 
 821 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". Частная мастерская. D-28мм ;  ;  ; Б/м ; XF+ ; 23 ; Десна ; 3334 
 822 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". Частная мастерская. D-28мм ;  ;  ; Br ; XF+ ; 31 ; Black rider ; 1522 
 823 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". Частная мастерская. D-28мм ;  ;  ; Br ; AU ; 25 ; 439 ; 2027 
 824 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". СПб мон двор. D-28мм ;  ;  ; Br ; VF-XF ; 38 ; A-Stral ; 1129 
 825 ; Жетон. Освобожденная Россия. D-28мм ;  ;  ; Ж/м ; VF+ ; 46 ; Папа с рацией ; 1833 
 826 ; Медаль в память 25-летия шефства Николая I в 6-ом кирасирскомполку прусской армии. D-42мм ;  ;  ; Cu ; VF+ ; 40 ; vel2010 ; 6245 
 827 ; Медаль. В память всероссийской выставки в Москве 1882г. Александр III. D-46мм ;  ;  ; Br ; VF-XF ; 44 ; крайний ; 1019 
 828 ; Медаль в память открытия памятника Императору Александру II в Гельсингфорсе (Хельсинки). Гельсингфорсский монетный двор. Медальер А. А. Грилихес (сын). D-69мм ; 1894 ;  ; Br ; VF-XF ; 65 ; vel2010 ; 6245 
 829 ; Медаль 25 лет разгрома немецко-фашистских войск под Москвой. D-90мм ;  ;  ; Al ; VF+ ; 12 ; stark-2006 ; 283 
 830 ; Плакета Маршал Советского Союза Г.К. Жуков. Р-р 88х103 ;  ;  ; Б/м ; VF+ ; 35 ; stark-2006 ; 261 
 831 ; Медаль Челябинский тракторный завод. Пуск завода. Медальер Слонов, Служеникин. D-60мм ; 1983ЛМД ;  ; Ж/м ; VF+ ; 11 ; Sacha777 ; 291 
 832 ; Медаль Севастополь 1783-1983. Медальер В.М.Никищенко. D-60мм ; 1986ЛМД ;  ; Ж/м ; XF ; 29 ; Sacha777 ; 680 
 701 ; Денарий. Римская Республика. М-3,73гр ; II в до н.э. ;  ; Ag ; F-VF ; 23 ; stark-2006 ; 2056 
 702 ; Денарий. Римская Республика. М-3,70гр ; II в до н.э. ;  ; Ag ; F-VF ; 27 ; stark-2006 ; 2056 
 703 ; Денарий. Римская Республика. М-4,09гр ; II в до н.э. ;  ; Ag ; F-VF ; 19 ; купи-продай ; 2267 
 704 ; Денарий. Римская Республика. М-3,35гр ; II в до н.э. ;  ; Ag ; F+ ; 22 ; AVLid ; 2998 
 705 ; Денарий. Рим, Республика. Q. Antonius Balbus. М-3,71гр ; 83г до н.э. ;  ; Ag ; F-VF ; 47 ; extrs ; 3315 
 706 ; Денарий. Рим, имп. Каракалла. М-3,43гр ; 198-217 ;  ; Ag ; F-VF ; 38 ; Searcher ; 1530 
 707 ; денарий. Рим, имп. Гелиогабалл. М-2,90гр ; 218-222 ;  ; Ag ; F-VF ; 29 ; ppp ; 837 
 708 ; Драхма. Парфия, Митридат II. М-4,01гр ;  ;  ; Ag ; F-VF ; 24 ; aziya11 ; 1632 
 709 ; Драхма. Парфия, Ород II. М-3,96гр ; 57-38гг до н.э. ;  ; Ag ; F-VF ; 30 ; sd555 ; 3064 
 710 ; Статер. Г. Ларисса. М-5,79гр ; 4в до н.э. ;  ; Ag ; F ; 25 ; ask ; 1500 
 711 ; Драхма. Парфия. М-3,99гр ;  ;  ; Ag ; F-VF ; 32 ; viridis ; 1737 
 712 ; Гемидрахма. Греция, Фракийский Херсонес. М-2,40гр ; 400-350гг до н.э. ;  ; Ag ; F-VF ; 12 ; cash ; 816 
 713 ; Драхма. Греция, Иллирия под римским протекторатом. М-3,13гр ; 3-2вв до н.э. ;  ; Ag ; F-VF ; 8 ; Searcher ; 1134 
 714 ; Диобол. Греция, Аполлония Понтийская ; 400-350гг до н.э. ;  ; Ag ; VF ; 100 ; xladon ; 4845 
 715 ; 1/5 тетрадрахмы. Македония, Филипп II ; 359-336гг до н.э. ;  ; Ag ; VF ; 37 ; саров ; 3400 
 716 ; Драхма. Афины. М-2,02гр ; 5в до н.э. ;  ; Ag ; F+ ; 9 ; sanchousgoblin ; 1701 
 717 ; Драхма. Г. Парион. М-2,06гр ; 4в до н.э. ;  ; Ag ; F-VF ; 18 ; viridis ; 1587 
 718 ; Драхма. Аполлония понтийская. М-2,84гр ; 5в до н.э. ;  ; Ag ; F-VF ; 13 ; Григориус ; 1486 
 719 ; Драхма. Аполлония понтийская. М-2,86гр ; 5в до н.э. ;  ; Ag ; F-VF ; 11 ; cash ; 1372 
 720 ; Драхма. Аполлония понтийская. М-2,85гр ; 5в до н.э. ;  ; Ag ; F-VF ; 13 ; Sky2 ; 1112 
 721 ; Монета. Аполлония понтийская. М-1,09гр ; 5в до н.э. ;  ; Ag ; F-VF ; 27 ; cash ; 1691 
 722 ; Драхма. Индия. М-3,23гр ; 8-9вв ;  ; Ag ; F-VF ; 19 ; Searcher ; 663 
 723 ; Ас. Рим. Республика. М-22,69гр ; 2в до н.э. ;  ; Cu ; F ; 11 ; AVLid ; 3287 
 724 ; Фолис. Рим, имп. Диоклетиан. М-8,74гр ; 285-305 ;  ; Cu ; F+ ; 28 ; lestes ; 906 
 725 ; Антониниан. Римская империя, Салонина (жена Галлиена). М-2,78гр ;  ;  ; Cu ; F+ ; 7 ; Григориус ; 333 
 726 ; Фолис. Рим, имп. Лициний I. М-2,84гр ; 308-324 ;  ; Cu ; F+ ; 4 ; stark-2006 ; 340 
 727 ; Фолис. Римская империя, Елена (мать Константина I). М-3,20гр ;  ;  ; Cu ; F+ ; 8 ; lestes ; 510 
 728 ; Фолис. Римская империя, Фауста (жена Константина I). М-2,23гр ;  ;  ; Cu ; F+ ; 10 ; lestes ; 2550 
 729 ; Фолис. Рим, имп. Константин II (как Цезарь). М-2,34гр ; 317-337 ;  ; Cu ; F+ ; 5 ; Григориус ; 333 
 730 ; Фолис. Рим, имп. Констанций II (как Цезарь). М-2,44гр ; 324-361 ;  ; Cu ; F+ ; 6 ; Григориус ; 333 
 731 ; Фолис. Рим, имп. Констанций II (как Цезарь). М-1,82гр ; 324-361 ;  ; Cu ; F+ ; 5 ; Григориус ; 333 
 732 ; Фолис. Рим, имп. Констанций II (как Август). М-2,49гр ; 324-361 ;  ; Cu ; F+ ; 10 ; lestes ; 386 
 733 ; Фолис. Рим, имп. Констанций II (как Август). М-2,37гр ; 324-361 ;  ; Cu ; F+ ; 5 ; Григориус ; 333 
 734 ; Фолис. Рим, имп. Констанций II (как Август). М-1,77гр ; 324-361 ;  ; Cu ; F+ ; 5 ; Григориус ; 222 
 735 ; Фолис. Рим, имп. Валентиниан I. М-2,42гр ; 364-375 ;  ; Cu ; F+ ; 11 ; лидер ; 442 
 736 ; Фолис. Рим, имп. Гонорий. М-2,34гр ; 364-375 ;  ; Cu ; F+ ; 5 ; lestes ; 340 
 737 ; Монета античная. Рим. М-2,74гр ;  ;  ; Cu ; F ; 9 ; Григориус ; 255 
 738 ; Дихалк. Пантикапей, Перисад I. М-2,90гр ; 314-310гг до н.э. ;  ; Cu ; F+ ; 13 ; natalka0909 ; 318 
 739 ; Халк. Пантикапей, Перисад I. М-1,68гр ; 314-310гг до н.э. ;  ; Cu ; F+ ; 19 ; Vitaly26 ; 227 
 740 ; 1/25 обола. Ольвия. М-2,77гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 13 ; stark-2006 ; 227 
 741 ; 1/25 обола. Ольвия. М-2,05гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 15 ; купи-продай ; 223 
 742 ; Монета-дельфин (1/25 обола). Ольвия. М-2,45гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 9 ; купи-продай ; 223 
 743 ; Монета-дельфин (1/25 обола). Ольвия. М-1,96гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 14 ; lestes ; 317 
 744 ; Монета-дельфин (1/25 обола). Ольвия. М-2,03гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 13 ; купи-продай ; 223 
 745 ; Монета-дельфин (1/25 обола). Ольвия. М-2,73гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 22 ; ANK ; 228 
 746 ; Монета-дельфин (1/25 обола). Ольвия. М-2,39гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 22 ; air ; 1599 
 747 ; Монета. Византия. М-2,47гр ;  ;  ; Cu ; F ; 11 ; кузнец ; 340 
 748 ; Талер. Германия, Айхштет. М-29,93гр ; 1694GFN ;  ; Ag ; VF- ; 40 ; vitapool ; 8500 
 749 ; 2/3 талера. Германия. Ангальт-Цербст. М-15,77гр ; 1678СР ;  ; Ag ; VF- ; 22 ; d-master ; 4197 
 750 ; Орт. Польша. Данциг. Сигизмунд III. С двумя датами. 1 год чекана. 1623 в легенде и 23 над гербом, 1 и 6 вокруг портрета ; 1623 ;  ; Ag ; F-VF ; 83 ; sidr ; 5589 
 651 ; Копейка. Деформация ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 16 ; Jauho ; 68 
 652 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; lestes ; 73 
 653 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Папа с рацией ; 114 
 654 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; Andrei2007 ; 57 
 655 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; ББосс ; 39 
 656 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; stark-2006 ; 90 
 657 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; stark-2006 ; 79 
 658 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; stark-2006 ; 101 
 659 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 5 ; Враг ; 35 
 660 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 27 ; Al777 ; 816 
 661 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 20 ; Энтерпрайз ; 297 
 662 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; zemlyk2014 ; 32 
 663 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; ББосс ; 34 
 664 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; zemlyk2014 ; 32 
 665 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; zemlyk2014 ; 32 
 666 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; ББосс ; 33 
 667 ; Копейка. Иван IV Грозный. Новгород ; 1533-1584 ;  ; Ag ; F-VF ; 17 ; rirosrob ; 57 
 668 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 16 ; aziya11 ; 62 
 669 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; Ивпага ; 44 
 670 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 11 ; aziya11 ; 32 
 671 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 15 ; aziya11 ; 42 
 672 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 36 
 673 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 36 
 674 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 14 ; aziya11 ; 73 
 675 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; Ивпага ; 44 
 676 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; Ивпага ; 44 
 677 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 19 ; lestes ; 74 
 678 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 13 ; imi ; 38 
 679 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; zemlyk2014 ; 58 
 680 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 51 
 681 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 51 
 682 ; Копейка. Деформация ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 51 
 683 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 26 ; Pumba ; 155 
 684 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 8 ; aziya11 ; 51 
 685 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Ивпага ; 56 
 686 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 14 ; Ивпага ; 68 
 687 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 25 ; Энтерпрайз ; 305 
 688 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 26 ; Энтерпрайз ; 318 
 689 ; Лот допетровских монет (9шт): копейка ;  ;  ; Ag ; F+/F-VF ; 12 ; 8reales ; 714 
 690 ; Лот монет Удельного кн-ва Тверского (4шт): пуло ; 15в ;  ; Cu ; F/F+ ; 33 ; барсик ; 135 
 691 ; Цехин. Венеция. М-3,48гр ; 14в ;  ; Au ; VF- ; 48 ; Приор ; 11676 
 692 ; Тетрадрахма. Сирия, Деметрий. М-16,38гр ;  ;  ; Ag ; VF- ; 22 ; ga2012 ; 7293 
 693 ; Тетрадрахма. Афины. М-17,01гр ;  ;  ; Ag ; VF- ; 34 ; Searcher ; 6585 
 694 ; Тетрадрахма. Селевкиды, Деметрий II (2-е правление). М-15,72гр ; 12-126гг до н.э. ;  ; Ag ; VF- ; 60 ; cash ; 15867 
 695 ; Тетрадрахма. Селевкиды, Антиох VII. М-16,22гр ; 3в до н.э. ;  ; Ag ; F-VF ; 39 ; sd555 ; 7026 
 696 ; Тетрадрахма. Бактрия, Азес II. М-9,34гр ; 2в до н.э. ;  ; Ag ; F-VF ; 36 ; sd555 ; 3723 
 697 ; Антониниан. Рим, имп. Аврелиан. М-3,02гр ; 270-275 ;  ; Ag ; VF ; 23 ; лидер ; 1926 
 698 ; Денарий. Римская Республика. М-3,98гр ; II в до н.э. ;  ; Ag ; F-VF ; 42 ; AVLid ; 2654 
 699 ; Денарий. Римская Республика. М-3,08гр ; II в до н.э. ;  ; Ag ; F-VF ; 13 ; Searcher ; 1576 
 700 ; Денарий. Римская Республика. М-3,34гр ; II в до н.э. ;  ; Ag ; F-VF ; 22 ; stark-2006 ; 1479 
 601 ; Лот монет России: 2 коп (10шт) ; 1897-1914 ;  ; Cu ; VF+/F+ ; 15 ; zemlyk2014 ; 414 
 602 ; Лот монет России (5шт): 2 копейки ; 1811-1814 ;  ; Cu ; VF- ; 10 ; soms ; 320 
 603 ; Лот монет России: 1,1/2,1/4 коп (10шт) ; 1735-1860 ;  ; Cu ; VG/G ; 8 ; soms ; 514 
 604 ; Лот монет России: 1/2 коп (7шт) ; 1897-1912 ;  ; Cu ; F+/VG ; 28 ; Закрыт ; 416 
 605 ; Лот монет России: денга, полушка (4шт) ; 1735-1741 ;  ; Cu ; F-/G ; 22 ; viktorius ; 416 
 606 ; Лот монет России: 10,5,1 пенни (12шт) ; 1899-1917 ;  ; Cu ; AU/VF- ; 73 ; Mikola_1 ; 1224 
 607 ; Лот монет России: 1 коп (14шт) ; 1872-1914 ;  ; Cu ; VF-XF/VG ; 6 ; seimens ; 600 
 608 ; Лот монет России (4шт): 2к,1к, полушка ; 1731-1813 ;  ; Cu ; F-VF/VG ; 9 ; zemlyk2014 ; 110 
