 5865 ; Бона иностранная. Перу ;  ;  ;  ; AU ; 63 ; mart_si ; 223 
 833 ; Медаль. Советский комитет солидарности стран Азии и Африки. D-60мм ;  ;  ; Ж/м ; XF ; 9 ; efim ; 1841 
 834 ; Медаль. Хосе Марти. Медальер М.Смирнов. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 22 ; alex09-63 ; 756 
 835 ; Медаль. Государственный Эрмитжа. Медальер А.Королюк. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 29 ; efim ; 1284 
 836 ; Медаль. Азербайджанский Драматический театр. Медальер Рустамов . D-60мм ; 1974ММД ;  ; Ж/м ; AU ; 40 ; efim ; 3583 
 837 ; Медаль. Армения. D-60мм ;  ;  ; Ж/м ; XF ; 9 ; efim ; 253 
 838 ; Медаль. Ленбамстрой. . Северобайкальск. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 9 ; efim ; 1007 
 839 ; Медаль. 300 лет Санкт-Петербургу. Казанский собор. D-50мм ; СПМД ;  ; Ж/м ; AU ; 16 ; efim ; 306 
 840 ; Медаль. 300 лет Санкт-Петербургу. Вид площади театра. D-50мм ; СПМД ;  ; Ж/м ; AU ; 11 ; efim ; 306 
 841 ; Настольная медаль Ленин. Медальер Соколов. D-100мм. В коробке ;  ;  ; Ж/м ; AU ; 24 ; ga2012 ; 465 
 842 ; Медаль. Котласский целлюлозно-бумажный комбинат им 50-летия ВЛКСМ (1961-1986). D-60мм ; ЛМД ;  ; Al ; AU ; 11 ; donbass ; 453 
 843 ; Медаль. Благородство, милосердие. Армения. D-65мм ; ЛМД ;  ; Ж/м ; AU ; 15 ; 550055 ; 476 
 844 ; Медаль. 40 лет Великой Октябрьской социалистической революции. D-65мм ; 1957ЛМД ;  ; томпак ; XF ; 56 ; efim ; 3850 
 845 ; Медаль. 40 лет Всесоюзному Ленинскому Коммунистическому Союзу Молодежи. D-67мм ; 1958ЛМД ;  ; томпак ; XF ; 23 ; efim ; 1157 
 846 ; Медаль. Запуск в СССР первого в мире искусственного спутника Земли. D-65мм ; 1958ЛМД ;  ; томпак ; XF ; 60 ; efim ; 3333 
 847 ; Медаль. В память о рейсе мира Балтийск-Нью Йорк на турбоэлектроходе "Балтика". D-50мм ; 1960ММД ;  ; томпак ; XF ; 51 ; efim ; 3511 
 848 ; Медаль. 100 лет со дня рождения А.Н. Крылова. D-65мм ; 1963ЛМД ;  ; томпак ; XF ; 18 ; efim ; 714 
 849 ; Медаль. 90 лет со дня рождения Белы Бартока. D-55мм ; 1972ММД ;  ; томпак ; XF ; 9 ; efim ; 1326 
 850 ; Медаль. 100 лет со дня рождения Г.М. Кржижановского. D-60мм ; 1972ММД ;  ; томпак ; XF ; 24 ; efim ; 1156 
 851 ; Медаль. 100 лет Товариществу передвижных художественных выставок. D-60мм ; 1973ММД ;  ; томпак ; XF ; 55 ; efim ; 1247 
 852 ; Медаль. 100 лет со дня рождения С.Т. Коненкова. D-65мм ; 1975ММД ;  ; томпак ; XF ; 11 ; efim ; 1122 
 853 ; Медаль. Лауреат Первого Всесоюзного фестиваля самодеятельного художественного творчества трудящихся. D-60мм ; 1976ЛМД ;  ; томпак ; XF ; 25 ; sportmini ; 750 
 854 ; Медаль. 225 лет Академии художеств СССР. D-65мм ; 1983ЛМД ;  ; томпак ; XF+ ; 29 ; efim ; 1956 
 855 ; Медаль. 150 лет со дня рождения Иоганнеса Брамса. D-60мм ; 1986ЛМД ;  ; томпак ; XF ; 10 ; efim ; 684 
 856 ; Медаль. Экспедиция на ледоколе "Владивосток".  133-суточный дрейф научно-экспедиционного судна "Михаил Сомов". D-60мм ; 1986ЛМД ;  ; томпак ; XF+ ; 31 ; mebius ; 1691 
 857 ; Медаль. 200 лет со дня рождения В.А. Жуковского. D-60мм ; 1989ЛМД ;  ; томпак ; XF+ ; 16 ; efim ; 723 
 858 ; Медаль. 150 лет со дня рождения Н.М. Прживальского. Географическое общество СССР. D-65мм ; 1989ЛМД ;  ; томпак ; XF+ ; 52 ; alex09-63 ; 1066 
 859 ; Медаль. 150 лет со дня рождения П.И. Чайковского. D-60мм ; 1990ММД ;  ; томпак ; XF ; 34 ; efim ; 1530 
 860 ; Медаль. 10 лет со дня смерти В.С. Высоцкого. D-60мм ; 1991ЛМД ;  ; Al ; XF+ ; 36 ; igor26 ; 1925 
 861 ; Орден Священного сокровища VII ст. Япония. В оригинальной коробке ;  ;  ; Ag, эмаль ; XF ; 41 ; НЭРИ ; 2769 
 757 ; Солид. Рига, Карл Густав ; 1657 ;  ; Ag ; F-VF ; 19 ; Алексей Витальевич52 ; 134 
 758 ; Солид. Рига, Густав Адольф. М-0,62гр ; 17в ;  ; Ag ; F+ ; 9 ; Алексей Витальевич52 ; 102 
 759 ; Солид. Ливония, Кристина ; 17в ;  ; Ag ; F-VF ; 10 ; stark-2006 ; 128 
 760 ; Солид. Рига, Карл Густав ; 17в ;  ; Ag ; F-VF ; 11 ; stark-2006 ; 148 
 761 ; Солид. Ливония, Кристина ; 1652 ;  ; Ag ; F+ ; 8 ; Алексей Витальевич52 ; 120 
 762 ; Солид. Рига, Кристина. М-0,57гр ; 17в ;  ; Ag ; F-VF ; 24 ; Алексей Витальевич52 ; 128 
 763 ; Солид. Рига, Кристина. М-0,46гр ; 1645 ;  ; Ag ; F-VF ; 13 ; Алексей Витальевич52 ; 128 
 764 ; Солид. Ливония, Кристина ; 1652 ;  ; Ag ; F-VF ; 13 ; Алексей Витальевич52 ; 155 
 765 ; Солид. Ливония, Кристина ; 17в ;  ; Ag ; F+ ; 9 ; aziya11 ; 102 
 766 ; Солид. Рига. М-0,46гр ; 1664 ;  ; Ag ; F+ ; 13 ; aziya11 ; 94 
 767 ; Солид. Рига, Кристина ; 1649 ;  ; Ag ; F-VF ; 10 ; avm2665 ; 114 
 768 ; Солид. Рига, Кристина. М-0,60гр ; 17в ;  ; Ag ; F-VF ; 8 ; Алексей Витальевич52 ; 128 
 769 ; Солид. Ливония, Карл Густав ; 1655 ;  ; Ag ; F-VF ; 59 ; gusar ; 405 
 770 ; Солид. Рига, Кристина. М-0,60гр ; 1640-ег ;  ; Ag ; F-VF ; 6 ; Брик ; 102 
 771 ; Солид. Рига, Кристина ; 1653 ;  ; Ag ; F-VF ; 11 ; stark-2006 ; 129 
 772 ; Солид. Рига, Кристина. М-0,68гр ; 1644 ;  ; Ag ; F-VF ; 6 ; aziya11 ; 102 
 773 ; Солид. Рига, Кристина ; 164? ;  ; Ag ; F-VF ; 14 ; aziya11 ; 76 
 774 ; Солид. Ливония, Кристина ; 1648 ;  ; Ag ; F-VF ; 18 ; aziya11 ; 126 
 775 ; Солид. Рига, Кристина ; 1644 ;  ; Ag ; F+ ; 7 ; aziya11 ; 114 
 776 ; Солид. Рига ; 1665 ;  ; Ag ; F-VF ; 17 ; aziya11 ; 128 
 777 ; Солид. Рига, Карл Густав ; 1659 ;  ; Ag ; F-VF ; 27 ; aziya11 ; 124 
 778 ; Солид. Рига, Кристина ; 17в ;  ; Ag ; F-VF ; 5 ; aziya11 ; 51 
 779 ; Солид. Ливония, Кристина ; 1641 ;  ; Ag ; F+ ; 5 ; ВММ ; 114 
 780 ; Солид. Рига, Кристина ; 17в ;  ; Ag ; F+ ; 5 ; aziya11 ; 51 
 781 ; Солид. Рига, Кристина ; 1653 ;  ; Ag ; F-VF ; 5 ; Брик ; 84 
 782 ; Солид. Ливония, Кристина ; 17в ;  ; Ag ; F-VF ; 9 ; ВММ ; 84 
 783 ; Солид. Ливония, Кристина ; 1647 ;  ; Ag ; F-VF ; 11 ; Брик ; 107 
 784 ; Солид. Рига, Кристина ; 1649 ;  ; Ag ; F-VF ; 7 ; avm2665 ; 84 
 785 ; Лот средневековой Риги (5шт): солид ; 17в ;  ; Ag ; F/F+ ; 23 ; aziya11 ; 261 
 786 ; Лот монет средневековой Польши и Риги (4шт) ; 17в ;  ; Ag ; F/F+ ; 21 ; aziya11 ; 251 
 787 ; Лот средневековой Риги (5шт): солид ; 17в ;  ; Ag ; F/F+ ; 10 ; donsokolov ; 211 
 788 ; Лот средневековой Риги (5шт): солид ; 17в ;  ; Ag ; F/F+ ; 23 ; donsokolov ; 236 
 789 ; Лот средневековой Риги (5шт): солид ; 17в ;  ; Ag ; F/F+ ; 11 ; aziya11 ; 260 
 790 ; Лот средневековых монет Ливонии (3шт): солид ; 17в ;  ; Ag ; F+/F-VF ; 30 ; avm2665 ; 161 
 791 ; 8 мараведи. Испания. М-4,57гр ;  ;  ; Cu ; F+ ; 6 ; vak ; 125 
 792 ; Монета. Средневековая Испания. М-1,70гр ;  ;  ; Cu ; F+ ; 8 ; aziya11 ; 34 
 793 ; Солид. Польша, Ян Казимир. М-1,30гр ; 17в ;  ; Cu ; F ; 3 ; aziya11 ; 22 
 794 ; 4 мараведи. Испания. М-3,67гр ;  ;  ; Cu ; F+ ; 5 ; vak ; 75 
 795 ; Монета средневековая. М-1,02гр ;  ;  ;  ; F ; 23 ; lestes ; 130 
 796 ; Ярмак. Золотая Орда, Крым. Хан Токта ; 704-707г.х. ;  ; Ag ; F-VF ; 16 ; virtualman ; 775 
 797 ; Дирхем. Золотая Орда, Хан Туляк ; 780-782г.х. ;  ; Ag ; F-VF ; 25 ; zoom30 ; 255 
 798 ; Дирхем. Золотая Орда, Орда. Хан Мухаммед ; 773-777г.х. ;  ; Ag ; F-VF ; 28 ; himak ; 207 
 799 ; Дирхем. Золотая Орда, Орда. Хан Мухаммед ; 773-777г.х. ;  ; Ag ; F-VF ; 24 ; himak ; 169 
 800 ; Дирхем.Золотая Орда, Крым. Хан Токтамыш ; 796-801г.х. ;  ; Ag ; F-VF ; 28 ; aziya11 ; 153 
 801 ; Дирхем.Золотая Орда, Крым. Хан Токтамыш ; 796-801г.х. ;  ; Ag ; F-VF ; 28 ; aziya11 ; 158 
 802 ; Дирхем.Золотая Орда, Крым. Хан Токтамыш ; 796-801г.х. ;  ; Ag ; F-VF ; 26 ; aziya11 ; 252 
 803 ; Дирхем.Золотая Орда, Крым. Хан Узбек ; 712-741г.х. ;  ; Ag ; F-VF ; 17 ; aziya11 ; 87 
 804 ; Дирхем.Золотая Орда, Крым. Хан Узбек.  С надчеканом "хан" ; 712-741г.х. ;  ; Ag ; F-VF ; 41 ; нумизмат ; 167 
 805 ; Лот монет Крымского х-ва (3шт) ; 17-18вв ;  ; Ag ; F+/F-VF ; 40 ; нумизмат ; 166 
 806 ; Лот монет Крымского х-ва (3шт) ; 17-18вв ;  ; Ag ; F+/F-VF ; 9 ; aziya11 ; 117 
 707 ; Лот допетровских монет: копейка (2шт) ;  ;  ; Ag ; F ; 25 ; Ивпага ; 217 
 708 ; Лот монет Михаила Федоровича (7шт): копейка ; 1613-1645 ;  ; Ag ; F+/F-VF ; 21 ; sib8 ; 265 
 709 ; Лот монет Ивана Грозного (3шт): мечевая копейка ; 1533-1584 ;  ; Ag ; F/F-VF ; 37 ; pmaster ; 187 
 710 ; Лот монет Ивана Грозного (4шт): денга ; 1533-1584 ;  ; Ag ; F/F-VF ; 29 ; Vasilyi9 ; 269 
 711 ; Лот допетровских монет (3шт) ;  ;  ; Ag ; F+/F-VF ; 15 ; rirosrob ; 119 
 712 ; Лот монет Ивана Грозного (4шт): копейка ; 1533-1584 ;  ; Ag ; F+/F-VF ; 23 ; A-Stral ; 147 
 713 ; Лот монет Петра I (8шт): копейка ; 1689-1725 ;  ; Ag ; F-VF/VF- ; 16 ; Кривой 14 ; 510 
 714 ; Лот монет Ивана Грозного (41шт): денга ; 1533-1584 ;  ; Ag ; F+/VF- ; 40 ; cotangens ; 3060 
 715 ; Антониниан. Рим, имп. Гордиан III. М-4,20гр ; 238-244 ;  ; Ag ; VF- ; 30 ; нумизмат ; 2000 
 716 ; Денарий. Рим, имп. Гета. М-2,64гр ; 202 ;  ; Ag ; VF- ; 36 ; нумизмат ; 2583 
 717 ; Денарий. Рим, мип. Александр Север. М-2,91гр ; 222-223 ;  ; Ag ; VF- ; 28 ; SUVAR ; 1339 
 718 ; Антониниан. Рим, имп. Постум. М-3,33гр ; 259-268 ;  ; Ag ; VF- ; 39 ; SUVAR ; 1122 
 719 ; Антониниан. Рим, имп. Траян. М-4,03гр ; 249-251 ;  ; Ag ; VF ; 71 ; нумизмат ; 3000 
 720 ; Денарий. Рим, имп. Элиогабал. М-2,18гр ; 218-222 ;  ; Ag ; VF- ; 11 ; SUVAR ; 920 
 721 ; Денарий. Рим, имп. Адриан. М-3,35гр ; 117-138 ;  ; Ag ; F-VF ; 35 ; von_Schwarz ; 4001 
 722 ; Денарий. Рим, имп. Септимий Север. М-3,38гр ; 195-196 ;  ; Ag ; VF- ; 28 ; SUVAR ; 1119 
 723 ; Денарий. Рим, Республика. М-3,72гр ; III в до н.э. ;  ; Ag ; F-VF ; 35 ; ГдРъ ; 3005 
 724 ; Денарий. Рим, Республика. М-3,98гр ; III в до н.э. ;  ; Ag ; F-VF ; 43 ; ГдРъ ; 2689 
 725 ; Тетрадрахма. Афины. М-17,03гр ; 450г до н.э. ;  ; Ag ; VF ; 13 ; vodianoy ; 6763 
 726 ; Драхма. Парфия, Митридат II. М-4,10гр ; 123-88гг до н.э. ;  ; Ag ; VF-/F-VF ; 46 ; нумизмат ; 2576 
 727 ; Драхма. Парфия, Ород II. М-3,97гр ;  ;  ; Ag ; F-VF ; 50 ; byrozka ; 2100 
 728 ; Обол. Киликия. М-0,78гр ; 5в до н.э. ;  ; Ag ; F-VF ; 31 ; нумизмат ; 2000 
 729 ; Обол. Киликия. М-0,75гр ; 5в до н.э. ;  ; Ag ; F-VF ; 7 ; нумизмат ; 1019 
 730 ; Обол. Киликия. М-0,83гр ; 5в до н.э. ;  ; Ag ; F-VF ; 27 ; нумизмат ; 1224 
 731 ; Фолис. Рим, имп. Константин. М-3,26гр ; 307-337 ;  ; Cu ; VF ; 27 ; razum0610 ; 555 
 732 ; Фолис. Рим, имп. Константин. М-3,04гр ; 307-337 ;  ; Cu ; VF ; 33 ; lestes ; 612 
 733 ; Фолис. Рим, имп. Константин. М-1,71гр ; 307-337 ;  ; Cu ; VF- ; 22 ; razum0610 ; 258 
 734 ; Фолис. Рим, имп. Константин. М-1,67гр ; 307-337 ;  ; Cu ; F-VF ; 18 ; razum0610 ; 268 
 735 ; Монета. Индия. М-1,21гр ;  ;  ; Cu ; F+ ; 19 ; aziya11 ; 143 
 736 ; Монета. Индия.М-0,88гр ;  ;  ; Cu ; F+ ; 15 ; цеховик ; 131 
 737 ; Лот монет Византии (2шт) ; 5-6вв ;  ; Br ; F/F+ ; 11 ; cunde42 ; 353 
 738 ; Лот монет Ольвии (8шт): монета-дельфин (1/25 обола) ; 5-4вв до н.э. ;  ; Cu ; F+/F ; 15 ; sotnik ; 450 
 739 ; Талер. Саксония. М-29,09гр ; 1582 ;  ; Ag ; VF+ ; 51 ; dimer ; 11220 
 740 ; Даалдер. Нидерланды. Кампен ; 1647 ;  ; Ag ; F-VF ; 20 ; WikiLeaks ; 3213 
 741 ; Даалдер. Нидерланды. Кампен ; 1650 ;  ; Ag ; VF- ; 67 ; Searcher ; 2937 
 742 ; Патагон. Испанские Нидерланды ; ND ;  ; Ag ; VF- ; 33 ; литвин ; 3300 
 743 ; 1/2 талера. Нидерланды. Брабант ; 1655 ;  ; Ag ; F ; 44 ; Bad Russian ; 1577 
 744 ; 1/2 талера. Нидерланды. Брабант ; 1673 ;  ; Ag ; F ; 26 ; Bad Russian ; 561 
 745 ; 1/4 талера. Нидерланды ; 17 век ;  ; Ag ; F ; 16 ; mkm1968 ; 357 
 746 ; 6 грошей. Пруссия ; 1681 ;  ; Ag ; F+ ; 53 ; vak ; 319 
 747 ; 18 грошей. Пруссия ; 1685 ;  ; Ag ; F-VF ; 60 ; mkm1968 ; 501 
 748 ; Шиллинг. Ревель ; 1532-1534 ;  ; Ag ; F-VF ; 42 ; byrozka ; 357 
 749 ; Денье. Франция, Филипп II. М-0,67гр ; 18в ;  ; Ag ; F-VF ; 20 ; doc2 ; 1275 
 750 ; Полторак. Польша, Сигизмунд III. М-0,91гр ; 1622 ;  ; Ag ; F-VF ; 32 ; Алексей Витальевич52 ; 120 
 751 ; 3 крейцера. Силезия-Лигнитц-Бриг. М-1,32гр ; 1654 ;  ; Ag ; F-VF ; 15 ; grot ; 1675 
 752 ; Денарий. Св. Римская империя, Фердинанд II ; 1578-1637 ;  ; Ag ; F-VF ; 28 ; цеховик ; 210 
 753 ; Солид. Рига. М-0,92гр ; 17в ;  ; Ag ; F-VF ; 7 ; avm2665 ; 84 
 754 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F+ ; 10 ; stark-2006 ; 128 
 755 ; Солид. Рига, Кристина ; 17в ;  ; Ag ; F+ ; 16 ; stark-2006 ; 128 
 756 ; Солид. Рига, Густав Адольф. М-0,63гр ; 17в ;  ; Ag ; F-VF ; 11 ; avm2665 ; 126 
 657 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; aziya11 ; 36 
 658 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 34 ; gdrg2 ; 107 
 659 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 23 ; Xxzx ; 135 
 660 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 41 ; Xxzx ; 308 
 661 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; Xxzx ; 123 
 662 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 14 ; Приор ; 399 
 663 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 9 ; Xxzx ; 159 
 664 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 19 ; Xxzx ; 252 
 665 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 24 ; Xxzx ; 308 
 666 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 131 
 667 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 301 
 668 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 394 
 669 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 5 ; rirosrob ; 348 
 670 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 17 ; Xxzx ; 325 
 671 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 19 ; Xxzx ; 252 
 672 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; Xxzx ; 159 
 673 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 340 
 674 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F+ ; 12 ; Xxzx ; 196 
 675 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; Xxzx ; 85 
 676 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 125 
 677 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 41 ; Xxzx ; 104 
 678 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 21 ; RemTro ; 246 
 679 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; Xxzx ; 283 
 680 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 19 ; Xxzx ; 261 
 681 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 5 ; Xxzx ; 230 
 682 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 14 ; aziya11 ; 101 
 683 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 4 ; sinus ; 204 
 684 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 3 ; win.gradoff ; 200 
 685 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 16 ; aziya11 ; 125 
 686 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; Ивпага ; 53 
 687 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; persik ; 58 
 688 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F ; 13 ; Vasilyi9 ; 83 
 689 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F ; 27 ; RemTro ; 204 
 690 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F ; 7 ; aziya11 ; 93 
 691 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 7 ; sinus ; 303 
 692 ; Копейка ; 1645-1676 ; Алексей Михайлович Новгородский ден.двор ; Cu ; F+ ; 16 ; pvg111 ; 438 
 693 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 17 ; boroda ; 100 
 694 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 28 ; byrozka ; 170 
 695 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 49 ; zoom30 ; 383 
 696 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; boroda ; 97 
 697 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 113 ; win.gradoff ; 898 
 698 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 22 ; boroda ; 93 
 699 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; boroda ; 87 
 700 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; boroda ; 38 
 701 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; boroda ; 47 
 702 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; boroda ; 59 
 703 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 26 ; sandal ; 616 
 704 ; Лот допетровских монет (5шт) ;  ;  ;  ; F/F-VF ; 25 ; all123 ; 95 
 705 ; Лот допетровских монет (3шт) ;  ;  ; Ag ; F+/F-VF ; 19 ; oleg1129 ; 117 
 706 ; Лот допетровских монет (3шт) ;  ;  ; Ag ; F+/F-VF ; 15 ; oleg1129 ; 227 
 607 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 14 ; imi ; 152 
 608 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 14 ; ГдРъ ; 144 
 609 ; 1 пенни ; 1901 ; Финляндия ; Cu ; XF+ ; 23 ; DmitriPartei ; 90 
 610 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 14 ; dim66 ; 128 
 611 ; 1 пенни ; 1902 ; Финляндия ; Cu ; XF- ; 8 ; себер ; 148 
 612 ; 1 пенни ; 1908 ; Финляндия ; Cu ; XF ; 7 ; stark-2006 ; 102 
 613 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF-XF ; 6 ; Mick 1 ; 102 
 614 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 47 ; Olimpia ; 360 
 615 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 15 ; Mick 1 ; 102 
 616 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 15 ; Sergio L ; 204 
 617 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 47 ; saha_2001 ; 561 
 618 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 16 ; imi ; 134 
 619 ; Лот монет Финляндии: 5,10 пенни (9шт) ; 1876-1917 ;  ; Cu ; F-XF ; 41 ; DmitriPartei ; 855 
 620 ; Лот монет России: 3 коп, денежка (2шт) ; 1854,1869 ;  ; Cu ;  ; 13 ; Володя ; 111 
 621 ; Лот монет России (8шт): полушка ; 1719-1721 ;  ; Cu ; F+/VG ; 43 ; Володя ; 2086 
 622 ; Лот монет России (6шт): копейка, денга ; 1704-1798 ;  ; Cu ; F+/VG ; 40 ; Vasilyi9 ; 2244 
 623 ; Лот монет России (4шт): полушка ; 1706-1707 ;  ; Cu ; F/VG ; 51 ; DmitriPartei ; 2146 
 624 ; Лот монет России: 3,1 грош (4шт) ; 1824-1839 ;  ; Cu ; F/G ; 23 ; leo 2 ; 720 
 625 ; Лот монет России: 2 копейки (5шт) ; 1811-1821 ;  ; Cu ; F+/F ; 30 ; stark-2006 ; 348 
 626 ; Лот монет России: 2 копейки (6шт) ; 1810-1828 ;  ; Cu ; F+/VG ; 19 ; Володя ; 312 
 627 ; Лот монет России (22шт): 5к,3к,2к,1к,1/2к ; 1811-1915 ;  ; Cu ; F-VF/G ; 46 ; KNK ; 572 
 628 ; Лот монет России и России для Финляндии (5шт): 5,1 копейка, 5 пенни ; 1855-1916 ;  ; Cu ; VF/F ; 18 ; leo 2 ; 537 
 629 ; Лот монет России: 2 копейки (5шт) ; 1811-1829 ;  ; Cu ; F+/VG ; 22 ; Володя ; 294 
 630 ; Лот монет России: копейка (12шт) ; 1824-1899 ;  ; Cu ; F/VG ; 53 ; olq ; 901 
 631 ; Лот монет России: копейка (7шт) ; 1767-1875 ;  ; Cu ; F/VG ; 54 ; ГдРъ ; 1224 
 632 ; Лот монет России: копейка (6шт) ; 1798-1801 ;  ; Cu ; F/VG ; 17 ; ГдРъ ; 408 
 633 ; Лот монет России:денга, денежка (9шт) ; 1731-1859 ;  ; Cu ; F/VG ; 32 ; lina-I ; 745 
 634 ; Лот монет России (10шт): денга, полушка ; 1731-1750 ;  ; Cu ; F-VF/G ; 31 ; R.V.R ; 561 
 635 ; Лот монет России: 3,2 копейки,1/4 коп, денга, денежка (8шт) ; 1731-1900 ;  ; Cu ; F+/F- ; 26 ; olq ; 1328 
 636 ; Лот монет России (6шт): 2к,1к, денга ; 1795-1908 ;  ; Cu ; F+/VG ; 9 ; KNK ; 220 
 637 ; Лот монет России: 3,2,1 коп, полушка (8шт). Отверстие ; 1768-1924 ;  ; Cu ; F/G ; 13 ; taigist ; 145 
 638 ; Лот монет России для Финляндии (7шт): 1 пенни ; 1894-1916 ;  ; Cu ; XF/F+ ; 45 ; vlk_ ; 587 
 639 ; Лот монет России (4шт): полушка ; 18в ;  ; Cu ; VG/G ; 71 ; Vasilyi9 ; 557 
 640 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 11 ; 12345lal ; 816 
 641 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 44 ; Владко ; 1813 
 642 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 31 ; Xxzx ; 386 
 643 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 12 ; Vasilyi9 ; 920 
 644 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; kuzma-1 ; 246 
