 3563 ; 10 рублей ; 1923 ;  ;  ;  ; 45 ; ka20 ; 152 
 1297 ; Медаль. В память Крымской войны ; 1853-1856 ;  ; Br ; XF ; 79 ; Седой ; 4981 
 1298 ; Жетон. Михаил Федорович-царь родоначальник ; 1613-1913 ;  ; Латунь ; AU ; 109 ; 67 ; 6630 
 1299 ; Медаль. В.Г. Короленко (1853-1921гг). Медальер Воронцов А.В. ; ЛМД ;  ; Ж/м ; AU ; 30 ; 705709 ; 591 
 1300 ; Медаль. Монтень (1533-1592гг). Медальер А. Воронцов ; 1984ЛМД ;  ; Ж/м ; AU ; 55 ; gelind ; 497 
 1301 ; Медаль. Федор Гладков (1883-1958гг). Медальер А.Козловский ; 1984ЛМД ;  ; Ж/м ; AU ; 11 ; 705709 ; 520 
 1302 ; Медаль. Николо Паганини (1782-1840гг). Медальер А.В.Воронцов ; 1983ЛМД ;  ; Ж/м ; AU ; 17 ; 705709 ; 567 
 1303 ; Медаль. Танев (1856-1915гг). Медальер Казанцев ; 1982ЛМД ;  ; Ж/м ; AU ; 17 ; 705709 ; 669 
 1304 ; Медаль. Бородин (1833-1887гг). Медальер Ю.Ф. Иванов ; 1984ЛМД ;  ; Ж/м ; AU ; 15 ; 705709 ; 669 
 1305 ; Медаль. Вахтангов (1883-1922гг) ; 1983ЛМД ;  ; Ж/м ; AU ; 14 ; foma71 ; 646 
 1306 ; Медаль. А.Г.Рубинштейн (1829-1894гг). Медальер И.Дараган ; ЛМД ;  ; Ж/м ; AU ; 20 ; foma71 ; 783 
 1307 ; Медаль. К. Станиславский. 100 лет. Медальер И.Дараган ;  ;  ; Ж/м ; XF+ ; 12 ; 58901 ; 628 
 1308 ; Медаль. Кировску 50 лет ;  ;  ; Al ; XF/AU ; 25 ; allur65 ; 45 
 1309 ; Медаль. Русский музей. Бдение Александра Македонского. Медальер С.Иванов ; ЛМД ;  ; Al ; AU ; 73 ; wwii-soldat ; 277 
 1310 ; Медаль. А.С.Пушкин. Михайловское. Липовая аллея ;  ;  ; Al ; AU ; 51 ; wwii-soldat ; 75 
 1311 ; Медаль. Ленинград. Ростральные колонны ; ЛМД ;  ; Al ; AU ; 53 ; 705709 ; 331 
 1312 ; Медаль. 278 лет СПМД ;  ;  ; Б/м ; Proof ; 14 ; чукча ; 350 
 1313 ; Медаль. Евгений Оскарович Патон (1870-1953гг) ;  ;  ; Ж/м ; AU ; 42 ; foma71 ; 1867 
 1314 ; Медаль. И.И.Мечников (1845-1916гг). Медальер Кербель ; 1981ЛМД ;  ; Ж/м ; AU ; 27 ; foma71 ; 793 
 1081 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 21 ; ANK ; 105 
 1082 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 28 ; ANK ; 126 
 1083 ; Копейка. Трещина ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 20 ; Григорий ; 57 
 1084 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 37 ; ANK ; 72 
 1085 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 22 ; Григорий ; 81 
 1086 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 46 ; peck ; 357 
 1087 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 16 ; ANK ; 72 
 1088 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 13 ; elpohit ; 63 
 1089 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 9 ; ПАПА ; 61 
 1090 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 24 ; RAPAN ; 104 
 1091 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 8 ; elpohit ; 59 
 1092 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 34 ; viridis ; 96 
 1093 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 33 ; vova4244 ; 101 
 1094 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 57 ; ANK ; 199 
 1095 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 25 ; ANK ; 68 
 1096 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 50 ; ANK ; 101 
 1097 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 52 ; ANK ; 177 
 1098 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 27 ; rizovtpl ; 113 
 1099 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 21 ; VR62 ; 235 
 1100 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 43 ; sssppp ; 51 
 1101 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 43 ; viridis ; 89 
 1102 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 22 ; Патриот ; 92 
 1103 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 24 ; sssppp ; 37 
 1104 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 14 ; sssppp ; 45 
 1105 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 35 ; sssppp ; 44 
 1106 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 52 ; sumrak ; 186 
 1107 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 22 ; sssppp ; 42 
 1108 ; Монета. Русское подражание дирхемам Золотой Орды ; XIV в ;  ; Ag ; F ; 106 ; самарин ; 439 
 1109 ; Монета. Русское подражание дирхемам Золотой Орды ; XIV в ;  ; Ag ; F-VF ; 80 ; viridis ; 793 
 1110 ; Дирхем. Золотая Орда, хан Узбек. Чекан г. Сарай ;  ;  ; Ag ; F-VF ; 72 ; Седой ; 514 
 1111 ; Дирхем. Золотая Орда, хан Бердибек. Чекан г. Сарай ал Джадит ; 759 л.х. ;  ; Ag ; F-VF ; 85 ; viridis ; 416 
 1112 ; Дирхем. Золотая Орда, хан Джанибек. Чекан г. Сарай ал Джадит ; 74? л.х. ;  ; Ag ; VF- ; 55 ; вий444 ; 301 
 1113 ; Дирхем. Золотая Орда, хан Азиз Шейх. Чекан г. Гюлистан ал Махруса ; 767 л.х. ;  ; Ag ; VF- ; 104 ; CoBan ; 833 
 1147 ; Монета античная. Византия, Алексей Комнин. М-4,47гр. Деформация ; 1048-1118 ;  ; Au ; F-VF ; 22 ; ЕВС ; 6882 
 1148 ; Гемихалк. Пантикапей ; 300-275 гг до нэ ;  ; Cu ; F+ ; 6 ; 131313 ; 770 
 1149 ; 1/25 обола. Монета-дельфин. Ольвия. М-0,61гр ; V в до н.э. ;  ; Cu ; F ; 11 ; Sterh ; 75 
 1150 ; Монета античная. Ольвия. М-0,63гр ; IV в до н.э. ;  ; Cu ; F+ ; 44 ; ppp ; 159 
 1151 ; Монета античная. Ольвия. М-0,55гр ; IV в до н.э. ;  ; Cu ; F+ ; 31 ; ADD ; 116 
 1152 ; Монета античная. Ольвия. М-0,42гр ; IV в до н.э. ;  ; Cu ; F+ ; 41 ; gelind ; 202 
 1153 ; Монета античная. Ольвия. М-0,85гр ; IV в до н.э. ;  ; Cu ; F+ ; 27 ; ADD ; 48 
 1154 ; Монета античная. Ольвия. М-0,84гр ; IV в до н.э. ;  ; Cu ; F+ ; 21 ; VR62 ; 97 
 1159 ; 1/2 патагона. Испанские Нидерланды. Брабант. Брюссель. Филипп IV. М-13,79г ; 1651 ;  ; Ag ; VF- ; 39 ; overshtag ; 2196 
 1160 ; 6 стиверов с надчеканом "пучок стрел". Нидерланды. Провинция Гельдерландия. М-4,78г ; 1681 ;  ; Ag ; F-VF ; 54 ; overshtag ; 916 
 1161 ; 1 пенни (денарий). Англия. Генрих II Плантагенет. М-1,34г ; 1154-1189 ;  ; Ag ; F+ ; 109 ; overshtag ; 1409 
 1162 ; Шиллинг. Ливония ; XVI в ;  ; Ag ; F ; 21 ; Dahan ; 534 
 1163 ; 1 шиллинг. Ливония ; 1637 ;  ; Ag ; F-VF ; 31 ; Dahan ; 524 
 1164 ; Полторак. Польша, Сигизмунд III ; 1620-е гг ;  ; Ag ; F+ ; 50 ; jef688 ; 104 
 1165 ; Полторак. Польша. Сигизмунд III ; 1622 ;  ; Ag ; F+ ; 2 ; markli ; 156 
 1166 ; Полторак. Польша. Сигизмунд III ; 1626 ;  ; Ag ; F+ ; 1 ; Mike! ; 152 
 1167 ; Полторак. Польша, Сигизмунд III. Деформация ; 1626 ;  ; Ag ; F-VF ; 52 ; jef688 ; 122 
 1031 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 6 ; evgen72 ; 100 
 1032 ; Копейка. Трещинка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 31 ; maximus121282 ; 67 
 1033 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF-XF ; 25 ; RAPAN ; 141 
 1034 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 22 ; NN ; 90 
 1035 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 20 ; zoom30 ; 134 
 1036 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 11 ; RAPAN ; 102 
 1037 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 29 ; Патриот ; 123 
 1038 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 26 ; zoom30 ; 143 
 1039 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 39 ; elpohit ; 91 
 1040 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 17 ; VVK ; 104 
 1041 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 11 ; ANK ; 104 
 1042 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 18 ; peck ; 133 
 1043 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 54 ; RAPAN ; 299 
 1044 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 71 ; MedvedSI ; 487 
 1045 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 69 ; RAPAN ; 298 
 1046 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 19 ; RAPAN ; 132 
 1047 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 42 ; NN ; 212 
 1048 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 22 ; RAPAN ; 174 
 1049 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 27 ; NN ; 192 
 1050 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 14 ; ANK ; 108 
 1051 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 29 ; zoom30 ; 162 
 1052 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 29 ; Седой ; 177 
 1053 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 14 ; ANK ; 75 
 1054 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 28 ; peck ; 219 
 1055 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; NORG40 ; 57 
 1056 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 18 ; Седой ; 127 
 1057 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 27 ; ANK ; 131 
 1058 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 49 ; NORG40 ; 57 
 1059 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 27 ; Майкл ; 214 
 1060 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 22 ; ANK ; 101 
 1061 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 21 ; ANK ; 40 
 1062 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 42 ; peck ; 169 
 1063 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 47 ; peck ; 816 
 1064 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 50 ; markli ; 106 
 1065 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 25 ; ANK ; 132 
 1066 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 20 ; VVK ; 104 
 1067 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 26 ; elpohit ; 91 
 1068 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 25 ; Майкл ; 120 
 1069 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 47 ; viridis ; 346 
 1070 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 21 ; jef688 ; 58 
 1071 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 44 ; viridis ; 117 
 1072 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 33 ; peck ; 221 
 1073 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 71 ; vs ; 206 
 1074 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 25 ; ANK ; 61 
 1075 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 48 ; ANK ; 192 
 1076 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 24 ; ANK ; 104 
 1077 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 11 ; ANK ; 104 
 1078 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 21 ; ANK ; 102 
 1079 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 15 ; ANK ; 65 
 1080 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 57 ; ANK ; 156 
 491 ; Лот монет России: 1 коп (8шт) ; 1778-1845 ;  ; Cu ; F+ ; 200 ; Седой ; 3242 
 492 ; Лот монет России: денга, 1/2 коп, полушка (13шт) ; 1768-1845 ;  ; Cu ; F+ ; 242 ; Седой ; 4590 
 493 ; Лот монет России (6шт): Копейка, Денежка, 1/2 копейки ; 1840-1909 ;  ; Cu ; F ; 17 ; alex995 ; 63 
 494 ; Лот монет России: 2,1 коп (12шт) ; 1812-1859 ;  ; Cu ; F+ ; 4 ; Жадоба ; 500 
 495 ; Лот монет России: 5,2 коп (7шт) ; 1758-1798 ;  ; Cu ; F/VG ; 88 ; jef688 ; 1020 
 496 ; Лот монет России: полушка (3шт) ; 1854,1858 ;  ; Cu ; F ; 150 ; 001951 ; 550 
 497 ; Лот монет России: 2 коп (3шт) ; 1801,1810 ;  ; Cu ; F+ ; 40 ; lchernata ; 712 
 498 ; Лот монет России: 1 коп (4шт) ; 1769,1779,1799,1801 ;  ; Cu ; F+ ; 31 ; 001951 ; 647 
 499 ; Лот монет России: 1 копейка (4шт) ; 1708-1711 ;  ; Cu ; F/F+ ; 223 ; kircanov ; 3195 
 500 ; Лот монет России: 10,5,3 коп (7шт) ; 1834-1866 ;  ; Cu ; F ; 130 ; lchernata ; 3185 
 991 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 42 ; морган ; 2891 
 992 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Ф ; Ag ; F-VF ; 51 ; sssppp ; 2003 
 993 ; Денга. Московское Великое кн-во. Дмитрий Иванович (Донской) ; 1362-1389 ;  ; Ag ; F-VF ; 48 ; oleg61 ; 20400 
 994 ; Денга ; 1362-1389 ; Дмитрий Иванович (Донской) М-0 ; Ag ; F+ ; 60 ; oleg61 ; 14178 
 995 ; Денга. Удельное кн-во Ярославское. Князь Александр Федорович. М-0,50гр ; ?-1471 ;  ; Ag ; F-VF ; 99 ; Отец ; 5166 
 996 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 51 ; самарин ; 2572 
 997 ; Денга "Птичка". Василий Дмитриевич. Чекан г. Коломна ; 1389-1425 ;  ; Ag ; VF ; 90 ; TTTPPP ; 8162 
 998 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 108 ; Отец ; 3185 
 999 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; VF- ; 168 ; MedvedSI ; 5700 
 1000 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 43 ; Kapitonov ; 1588 
 1001 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 130 ; ВалеН ; 954 
 1002 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 69 ; Банзай ; 508 
 1003 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 45 ; Патриот ; 355 
 1004 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 70 ; alex67 ; 406 
 1005 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 51 ; Aurelius ; 344 
 1006 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 58 ; ANK ; 507 
 1007 ; Полушка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F+ ; 110 ; Bolt ; 4080 
 1008 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F-VF ; 18 ; maximus121282 ; 102 
 1009 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 22 ; maximus121282 ; 102 
 1010 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 10 ; Григорий ; 104 
 1011 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; F-VF ; 30 ; peck ; 101 
 1012 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 31 ; elpohit ; 99 
 1013 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; Kapitonov ; 108 
 1014 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; Kapitonov ; 113 
 1015 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 23 ; maximus121282 ; 51 
 1016 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 13 ; jef688 ; 39 
 1017 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 8 ; elpohit ; 62 
 1018 ; Копейка. Иван IV Васильевич (Грозный) ; 1533-1584 ;  ; Ag ; F-VF ; 12 ; jef688 ; 39 
 1019 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; jef688 ; 34 
 1020 ; Копейка допетровская ;  ;  ; Ag ; VF- ; 29 ; jef688 ; 34 
 1021 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 5 ; elpohit ; 102 
 1022 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 30 ; elpohit ; 100 
 1023 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 43 ; elpohit ; 100 
 1024 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 12 ; arghi20000 ; 102 
 1025 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 4 ; arghi20000 ; 32 
 1026 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 91 ; viridis ; 429 
 1027 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 27 ; вий444 ; 44 
 1028 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 31 ; elpohit ; 100 
 1029 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 66 ; Седой ; 570 
 1030 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 23 ; evgen72 ; 100 
 441 ; Копейка (Ильин-1р) ; 1797 ; АМ ; Cu ; F+ ; 116 ; кабан ; 1224 
 442 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 27 ; кабан ; 522 
 443 ; Копейка ; 1800 ; ЕМ ; Cu ; VF+ ; 12 ; cash ; 313 
 444 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 7 ; hill1972 ; 194 
 445 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F-VF ; 52 ; kamensk61 ; 317 
 446 ; Копейка ; 1828 ; ЕМ ИК ; Cu ; VF ; 23 ; дидуня ; 261 
 447 ; Копейка ; 1828 ; КМ АМ ; Cu ; F-VF ; 23 ; skif ; 129 
 448 ; Копейка ; 1841 ; СПМ ; Cu ; VF+ ; 60 ; Sky2 ; 1122 
 449 ; Копейка ; 1844 ; СМ ; Cu ; VF+ ; 62 ; кабан ; 407 
 450 ; Копейка ; 1852 ; ЕМ ; Cu ; VF+ ; 34 ; кабан ; 567 
 451 ; Копейка ; 1878 ; СПБ ; Cu ; VF+ ; 26 ; wladimir1972 ; 407 
 452 ; Копейка ; 1894 ; СПБ ; Cu ; XF- ; 90 ; SSK ; 1003 
 453 ; Копейка ; 1898 ; СПБ ; Cu ; VF-XF ; 23 ; kjhgf ; 203 
 454 ; Копейка ; 1899 ; СПБ ; Cu ; XF ; 38 ; dmitrij-donskoy ; 305 
 455 ; Копейка ; 1901 ; СПБ ; Cu ; XF- ; 27 ; kjhgf ; 359 
 456 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF/VF ; 27 ; МПП ; 130 
 457 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 52 ; gaa0378 ; 125 
 458 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 42 ; kondor300 ; 313 
 459 ; Копейка ; 1915 ;  ; Cu ; AU ; 27 ; Balula ; 178 
 460 ; Копейка ; 1916 ;  ; Cu ; AU ; 92 ; дед50 ; 414 
 461 ; Денга ; 1704 ;  ; Cu ; F ; 103 ; смагинми ; 605 
 462 ; Денга ; 1707 ;  ; Cu ; F+ ; 58 ; хруст ; 885 
 463 ; Денга ; 1712 ;  ; Cu ; F ; 17 ; VR62 ; 121 
 464 ; Денга ; 1748 ;  ; Cu ; VF- ; 8 ; volod ; 102 
 465 ; Денга ; 1750 ;  ; Cu ; F-VF ; 13 ; Седой ; 184 
 466 ; 1/2 копейки ; 1845 ; СМ ; Cu ; VF ; 56 ; кабан ; 714 
 467 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 25 ; imi ; 165 
 468 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF ; 32 ; дед50 ; 257 
 469 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 51 ; vova4244 ; 159 
 470 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF ; 31 ; Balula ; 201 
 471 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 33 ; Balula ; 204 
 472 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 27 ; Balula ; 279 
 473 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 17 ; Balula ; 203 
 474 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 37 ; Balula ; 404 
 475 ; Полушка (Ильин-1р) ; 1707 ;  ; Cu ; F-VF ; 36 ; кабан ; 2040 
 476 ; Полушка ; 1707 ;  ; Cu ; F ; 53 ; Седой ; 1326 
 477 ; Полушка ; 1707 ;  ; Cu ; F-VF ; 71 ; кабан ; 2477 
 478 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 48 ; volod ; 118 
 479 ; Полушка (Петров-3р) ; 1767 ; КМ "Сибирь" ; Cu ; F-VF ; 81 ; Alex22D ; 1112 
 480 ; Полушка (Ильин-15р) ; 1795 ;  ; Cu ; VF- ; 109 ; кабан ; 16320 
 481 ; Полушка (Петров-3р,Ильин-3р) ; 1797 ; КМ ; Cu ; F+ ; 55 ; Маша-растеряша ; 2819 
 482 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 105 ; М О С К В А ; 806 
 483 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 89 ; 131026000 ; 241 
 484 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 24 ; ls1870 ; 141 
 485 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 42 ; kondor300 ; 318 
 486 ; Лот монет России: 2 копейки (15шт). На одной монете отверстие ; 1869-1915 ;  ; Cu ; F/F-VF ; 21 ; jef688 ; 92 
 487 ; Лот монет России: 2 копейки (7шт) ; 1901-1915 ;  ; Cu ; F/F-VF ; 51 ; jimmysu ; 181 
 488 ; Лот монет России: 3,1 коп (20шт) ; 1840-1915 ;  ; Cu ; VG/F-VF ; 32 ; jimmysu ; 251 
 489 ; Лот монет России: 5,2,1/2 коп (4шт) ; 1869-1896 ;  ; Cu ; F/F+ ; 3 ; jef688 ; 118 
 490 ; Лот монет России: 20,15 коп (3шт) ; 1904,1905,1908 ;  ; Ag ; F+ ; 2 ; jef688 ; 102 
 391 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 50 ; 11111 ; 3174 
 392 ; 5 копеек (Петров-2,5р,Ильин-2р) ; 1806 ; КМ ; Cu ; VF+ ; 17 ; кабан ; 5102 
 393 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 37 ; SSK ; 1224 
 394 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF ; 48 ; Ч.С. ; 695 
 395 ; 5 копеек ; 1857 ; ЕМ ; Cu ; VF+ ; 68 ; Ч.С. ; 793 
 396 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF+ ; 38 ; hyhtr ; 1500 
 397 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF ; 51 ; М О С К В А ; 1022 
 398 ; 5 копеек ; 1879 ; СПБ ; Cu ; VF+ ; 41 ; hyhtr ; 1068 
 399 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 82 ; hyhtr ; 1326 
 400 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF ; 64 ; kotofeech ; 1440 
 401 ; 3 копейки ; 1874 ; ЕМ ; Cu ; VF- ; 4 ; sts ; 130 
 402 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 43 ; химик ; 173 
 403 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 15 ; дед50 ; 144 
