 5644 ; Акция. США ;  ;  ;  ;  ; 6 ; магаз ; 69 
 1262 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1263 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 11 ; Ok203 ; 159 
 1264 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1265 ; Медаль. Футбол. D-39мм. Конверт, марка ;  ;  ; Ag ; Proof ; 22 ; Ok203 ; 419 
 1266 ; Медаль. Олимпиада. D-39мм. Конверт, марка ;  ;  ; Ag ; Proof ; 18 ; Ok203 ; 428 
 1267 ; Медаль. Футбол. D-39мм. Конверт, марка ;  ;  ; Ag ; Proof ; 14 ; Ok203 ; 382 
 1268 ; Медаль. Футбол. D-39мм. Конверт, марка ;  ;  ; Ag ; Proof ; 20 ; an78gg ; 388 
 1269 ; Медаль. Олимпиада. D-39мм. Конверт, марка ;  ;  ; Ag ; Proof ; 17 ; Ok203 ; 380 
 1270 ; Медаль. Олимпиада. D-39мм. Конверт, марка ;  ;  ; Ag ; Proof ; 13 ; Ok203 ; 356 
 1271 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1272 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1273 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1274 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1275 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1276 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1277 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1278 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1279 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1280 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 11 ; Ok203 ; 159 
 1281 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1282 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1283 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1284 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1285 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 9 ; Ok203 ; 159 
 1286 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1287 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1288 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 17 ; Ok203 ; 159 
 1289 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 5 ; Ok203 ; 159 
 1290 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1291 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 13 ; Ok203 ; 159 
 1292 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 5 ; Ok203 ; 159 
 1293 ; Жетон Марка. В конверте, с маркой ;  ;  ; Ж/м ; XF+ ; 7 ; Ok203 ; 159 
 1294 ; Знак за ранение "в золоте". Германия ;  ;  ; Fe ; VF ; 46 ; Папа Свин ; 2914 
 1295 ; Знак за Ташкисен 19 декабря 1877 года. Деформация ;  ;  ; Ж/м ; VG ; 33 ; von_Schwarz ; 2437 
 1296 ; Знак. Таможня ;  ;  ; б/м ; VF+ ; 41 ; Komposter ; 405 
 1297 ; Знак. ЭМЗ МПСМ 25 лет ;  ;  ; ж/м ; VF+ ; 7 ; Сурок1 ; 65 
 1298 ; Знак. Олимпиада в Москве ;  ;  ; б/м ; VF-XF ; 24 ; donbass ; 77 
 1299 ; Знак.  XIV Спартакиада Таджикской ССР. Судья ;  ;  ; Al ; XF ; 5 ; sports ; 34 
 1300 ; Знак. Спортивные игры РСФСР ;  ;  ; Al ; XF ; 15 ; viv007 ; 33 
 1301 ; Знак. Министерство хлебопродуктов СССР. Отличник соцсоревнования. №338 ;  ;  ; ж/м ; XF ; 62 ; MedvedevRO ; 4284 
 1302 ; Знак. Ленин ;  ;  ; ж/м ; XF ; 10 ; 3cccp ; 120 
 1203 ; Жетон. Франция. Превратности войн. Геркулес с дубиной. D - 29mm ; 1728 ;  ; Ag ; VF+ ; 9 ; Ok203 ; 1731 
 1204 ; Жетон. Франция. Казначеи армии. Собаки атакуют льва. D - 28mm ; 1687 ;  ; Ag ; VF+ ; 13 ; Ok203 ; 1767 
 1205 ; Жетон. Франция. Артиллерия. Герцог Людовик Август де Бурбон. Трехглавый дракон. D - 28mm ; 1702 ;  ; Ag ; VF ; 12 ; Ok203 ; 1629 
 1206 ; Жетон. Франция. Артиллерия. Пушки у подножия вулкана. D - 29mm ; 1735 ;  ; Ag ; VF+ ; 9 ; Ok203 ; 1516 
 1207 ; Жетон. Франция. Мария Лещинская. Апельсиновое дерево. D - 29mm ; 1734 ;  ; Ag ; VF-XF ; 19 ; Ok203 ; 2075 
 1208 ; Жетон. Бельгия. Брюссель. Администрация Брюсселя. D - 30mm ; 1853 ;  ; Ag ; XF+ ; 9 ; boryas1 ; 1425 
 1209 ; Жетон. Франция. Парижская корпорация каретников. Св.Екатерина. D - 30mm ; 1755 ;  ; Ag ; VF ; 5 ; Ok203 ; 1323 
 1210 ; Жетон. Франция. Парижская корпорация кожевников. Четверо монахов несут мощи Св.Марии. D - 28mm ; 1755 ;  ; Ag ; VF ; 5 ; Ok203 ; 1345 
 1211 ; Медаль. Швеция. Королевские стрельбы на приз газеты Дагбладет. D - 40mm ; 1965 ;  ; Br ; XF+ ; 5 ; deasd ; 58 
 1212 ; Медаль. Швеция. Королевские стрельбы на приз газеты Дагбладет. D - 40mm ; 1971 ;  ; Br ; AU ; 5 ; LEXAI ; 102 
 1213 ; Памятная медаль. Швеция. 300 лет со дня рождения короля Густава II Адольфа. D - 40mm ; 1894 ;  ; Br ; XF+/AU ; 42 ; qver ; 1375 
 1214 ; Медаль. Швеция. Серия "Гос.пропаганда стрелковых турниров". D - 40mm ; 1974 ;  ; Br ; XF ; 9 ; LEXAI ; 100 
 1215 ; Памятная медаль. Швеция. В честь бракосочетания Карла XVI Густава и королевы Сильвии. D - 50mm ; 1976 ;  ; Br ; AU ; 15 ; LEXAI ; 383 
 1216 ; Медаль. Швеция. 125 лет Основанию королевских стрелковых турниров. D - 40mm ; 1985 ;  ; Br ; XF+ ; 6 ; LEXAI ; 114 
 1217 ; Медаль. Швеция. Серия "Гос.пропаганда стрелковых турниров". D - 40mm ; 1982 ;  ; Br ; XF+ ; 22 ; Ивпага ; 102 
 1218 ; Медаль. Швеция. Серия "Гос.пропаганда стрелковых турниров". D - 40mm ; 1979 ;  ; Br ; AU ; 12 ; Ивпага ; 102 
 1219 ; Медаль. Швеция. Серия "Гос.пропаганда стрелковых турниров". D - 40mm ; 1985 ;  ; Br ; AU ; 7 ; deasd ; 53 
 1220 ; Медаль. Швеция. От союза охотников. D - 33mm ; 1830 ;  ; Ag ; XF+ ; 91 ; qver ; 2256 
 1221 ; Медаль. Швеция. В честь 50-летия получения Оскаром II офицерского звания. D - 40mm ; 1845-1895 ;  ; Ag ; XF- ; 53 ; Георг ; 3400 
 1222 ; Медаль. Швеция. За лучшую лошадь. D - 43mm ;  ;  ; Ag ; XF- ; 45 ; Вот я вам ужо! ; 3014 
 1223 ; Медаль. Швеция. За лучшую лошадь. D - 40mm ; 1953 ;  ; Ag ; XF ; 40 ; Папа с рацией ; 3500 
 1224 ; Наградная медаль шведского союза добровольцев. На гурте "Бергстранд 1881". D - 30mm ;  ;  ; Br ; XF- ; 29 ; Георг ; 1051 
 1225 ; Медаль. Швеция. Королевские стрельбы на приз газеты Дагбладет. D - 40mm ; 1985 ;  ; Br ; XF+ ; 7 ; Gagarin ; 51 
 1226 ; Медаль. Швеция. Серия "Гос.пропаганда стрелковых турниров". D - 40mm ; 1987 ;  ; Br ; AU ; 7 ; feofan ; 79 
 1227 ; Медаль наградная от королевского союза охотников. Швеция. D - 33mm ; 1912 ;  ; Br ; XF ; 12 ; Папа с рацией ; 779 
 1228 ; Жетон. Китай. Год крысы. D - 30mm ;  ;  ; лат ; XF+ ; 34 ; Vitaliy Gridasov ; 101 
 1229 ; Медаль D-54мм ;  ;  ; Ж/м ; XF ; 9 ; LEXAI ; 102 
 1230 ; Жетон Утрехт. D-30мм ;  ;  ; Б/м ; XF ; 5 ; LEXAI ; 32 
 1231 ; Медаль. Для семей Швеции, принявших финских детей в военное время 1939-1945гг. Финляндия. D-50мм ;  ;  ; Br ; XF ; 15 ; igaist ; 192 
 1232 ; Плакета. Швеция. За отличную стрельбу на королевских стрельбах. 45х55мм ; 1956 ;  ; Br,посеребр ; VF-XF ; 13 ; LEXAI ; 178 
 1233 ; Плакета. Швеция. Союз офицеров гусарских полков. 50х70мм ; 1965 ;  ; Br ; XF+ ; 9 ; LEXAI ; 108 
 1234 ; Медаль памятная. Швеция. С/х выставка в Оребро. D - 50mm ; 1911 ;  ; Br ; AU ; 50 ; qver ; 3101 
 1235 ; Медаль. Швеция. Индустриальная выставка в Мальмо. D - 60mm ; 1896 ;  ; Al ; XF+ ; 29 ; D-503 ; 579 
 1236 ; Медаль. Швеция. 100-летие образования союза добровольцев. D - 55mm ; 1960 ;  ; Br ; XF+ ; 16 ; LEXAI ; 204 
 1237 ; Знак-медаль. Спортивные достижения на военной службе. Призовая по боксу 1942г. Швеция ; 1942 ;  ; Ag ; XF- ; 38 ; Komposter ; 1275 
 1238 ; Медаль. Швеция. Карл XII. D-32мм ;  ;  ; Cu ; XF ; 40 ; ъъ ; 1527 
 1239 ; Медаль для Офицеров За успехи в фортификации. Швеция ;  ;  ; Ag ; VF ; 58 ; Fest ; 2150 
 1240 ; Жетон. Бельгия/ D - 21mm ;  ;  ; ж/м ; XF- ; 15 ; Fest ; 240 
 1241 ; Жетон. Бельгия. D - 26mm ;  ;  ; ж/м ; XF ; 15 ; drew ; 184 
 1242 ; Жетон. Бельгия. D - 28mm ;  ;  ; ж/м ; VF-XF ; 21 ; Lena6975 ; 270 
 1243 ; Жетон. Ватикан. D - 25mm ;  ;  ; ж/м ; VF-XF ; 13 ; vladmarkin ; 42 
 1244 ; Жетон. Бельгия. Магистратура Брюсселя. D - 26mm ;  ;  ; б/м ; XF ; 23 ; alex09-63 ; 276 
 1245 ; Жетон. Бельгия. На окончание ПМВ. D - 28mm ;  ;  ; ж/м ; XF+ ; 27 ; Fest ; 663 
 1246 ; Жетон. Бельгия. Раненым солдатам ; 1914-1915 ;  ; б/м ; XF ; 17 ; ЛСВ ; 323 
 1247 ; Жетон спортивный. Франция ; 1936 ;  ; б/м ; XF ; 11 ; Fest ; 227 
 1248 ; Жетон. Бельгия. Военный мемориал жандармерии Брюссель ;  ;  ; ж/м ; XF ; 11 ; donbass ; 113 
 1249 ; Медаль. В память завершения 300-го учебного года в Эдинбургском университете в 1884г.. Шотландия. D-58мм. В оригинальной коробке (сломана) ;  ;  ; Br ; AU ; 68 ; Георг ; 3352 
 1250 ; Медаль D-70мм. Коробка, сертификат ;  ;  ; Ж/м ; XF+ ; 48 ; венера ; 888 
 1251 ; Медаль Нидерланды. D-48мм ;  ;  ; Ж/м ; XF ; 9 ; LEXAI ; 152 
 1252 ; Медаль. Украина. Тарас Шевченко. Коробка, сертификат. D -  60mm ; 1999 ;  ; ж/м ; XF ; 36 ; LEXAI ; 947 
 1153 ; Жетон Гамбург. D-30мм ;  ;  ; Б/м ; Proof ; 22 ; sibirian ; 199 
 1154 ; Жетон Бранденбургские ворота. Германия. D-34мм ;  ;  ; Б/м ; Proof ; 13 ; птичка16 ; 159 
 1155 ; Жетон Гиперинфляция Германии. D-31мм ;  ;  ; Ж/м ; XF ; 19 ; Fest ; 505 
 1156 ; Жетон История Франции. D-30мм ;  ;  ; Ж/м ; Proof ; 9 ; Ustin ; 74 
 1157 ; Медаль Европейская валюта. Мальта. D-40мм ;  ;  ; Б/м ; Proof ; 15 ; вэл ; 82 
 1158 ; Медаль Олимпиада. D-35мм ;  ;  ; Ж/м ; XF ; 13 ; an78gg ; 73 
 1159 ; Жетон Чемпионат по футболу. Германия. D-29мм ;  ;  ; Cu,серебрение ; Proof ; 11 ; Ustin ; 108 
 1160 ; Медаль Граф фон Зинзендорф ;  ;  ; Фарфор ; XF ; 25 ; Ok203 ; 567 
 1161 ; Медаль. 1000 лет Майсену ;  ;  ; Фарфор ; XF ; 15 ; Ok203 ; 567 
 1162 ; Жетон Экю. Европа. D-39мм ;  ;  ; Б/м ; XF+ ; 7 ; Ok203 ; 114 
 1163 ; Жетон 20 фабричных марок 1920-1925гг. Германия. Карл Лингнер ;  ;  ; Br ; XF+ ; 30 ; franklin ; 216 
 1164 ; Медаль За лучшую лошадь. Густав V. Швеция. D-44мм ;  ;  ; Ag ; XF ; 38 ; Вот я вам ужо! ; 2665 
 1165 ; Медаль. Швеция. Королевские стрельбы на приз газеты "Дагбладет". D - 40mm ; 1952 ;  ; Br ; XF+ ; 32 ; deasd ; 101 
 1166 ; Плакета армейского знака Королевской гвардии. Швеция. За отличную стрельбу. 44х52мм ;  ;  ; Br,посер ; VF+ ; 19 ; silverbob ; 181 
 1167 ; Медаль Международная выставка  в Париже, 1867г. Наполеон III. D-50мм ;  ;  ; Br ; XF+ ; 31 ; Георг ; 1131 
 1168 ; Медаль. Германия. Берлин. D - 40mm ;  ;  ; Ж/м ; XF ; 14 ; А.А.Д ; 73 
 1169 ; Медаль. Авиация. Германия, Бремен. D - 36mm ; 1928 ;  ; Ag ; XF- ; 57 ; prince1959 ; 5180 
 1170 ; Медаль. Германия. ЧМ по футболу. D - 35mm ;  ;  ; Ag ; Proof ; 39 ; x-file ; 347 
 1171 ; Медаль. "В железное время". Германия. D - 40mm ; 1916 ;  ; Fe ; VF+ ; 21 ; denisl ; 357 
 1172 ; Медаль. ГДР. Герман Зигер. D - 59mm ;  ;  ; б/м ; VF ; 27 ; 222211 ; 204 
 1173 ; Жетон ;  ;  ; Al/Br ; VF-XF ; 5 ; Краснодар ; 21 
 1174 ; Жетон. Финляндия. D-31мм ;  ;  ; Al/Br ; XF ; 5 ; vladmarkin ; 24 
 1175 ; Жетон Shell ;  ;  ; Al/Br ; XF ; 28 ; sibirian ; 35 
 1176 ; Жетон Shell ;  ;  ; Al/Br ; XF ; 25 ; schwab ; 122 
 1177 ; Жетон Shell ;  ;  ; Al/Br ; XF ; 12 ; ship-nik ; 153 
 1178 ; Жетон Shell ;  ;  ; Al/Br ; VF-XF ; 18 ; ship-nik ; 101 
 1179 ; Жетон Shell ;  ;  ; Al/Br ; VF-XF ; 5 ; ialaiola ; 29 
 1180 ; Жетон Франция. D-33мм ;  ;  ; Al/Br ; VF ; 5 ; Gagarin ; 40 
 1181 ; Жетон. Финляндия. D-32мм ;  ;  ; Al/Br ; XF ; 9 ; avg1974 ; 61 
 1182 ; Жетон. Финляндия. D-31мм ;  ;  ; Al/Br ; XF ; 8 ; avg1974 ; 53 
 1183 ; Жетон. Финляндия. D-31мм ;  ;  ; Al/Br ; XF ; 4 ; ssbb333 ; 53 
 1184 ; Жетон. Финляндия. D-31мм ;  ;  ; Al/Br ; XF ; 3 ; P-mann ; 32 
 1185 ; Медаль 1911г Англия. D-31мм. Отверстие ;  ;  ; Ag ; F+ ; 58 ; Вот я вам ужо! ; 806 
 1186 ; Медаль Англия. D-35мм. Отверстие ;  ;  ; Zn ; F ; 27 ; Lena6975 ; 111 
 1187 ; Медаль. Монако. D-33мм ;  ;  ; Ж/м ; XF+ ; 12 ; Lena6975 ; 83 
 1188 ; Жетон. Дания. D-22мм ;  ;  ; Br ; VF+ ; 13 ; vladmarkin ; 114 
 1189 ; Медаль 40 лет ФРГ. D-39мм ;  ;  ; Б/м ; AU ; 3 ; страус ; 102 
 1190 ; Жетон Англия. D-25мм. Отверстие ;  ;  ; Br ; F-VF ; 21 ; roza77 ; 95 
 1191 ; Жетон Плейбой. Мисс Апрель. D-38мм ;  ;  ; Б/м ; XF ; 40 ; ЛСВ ; 340 
 1192 ; Жетон. Чемпионат по футболу. Италия 90. D-35мм ;  ;  ; Ag ; AU ; 17 ; нвф68 ; 410 
 1193 ; Медаль. Германия. Рождество в замке Ротенбурга. D - 34mm ; 1979 ;  ; Ag ; Proof ; 19 ; S1952 ; 438 
 1194 ; Жетон. Франция. Людовик XIII Король. D - 28mm ; 1610-1648 ;  ; Ag ; VF-XF ; 43 ; ежик ; 2264 
 1195 ; Жетон. Франция. Слава освещает воинские трофеи. Львица с львенком. D - 28mm ; 1661 ;  ; Ag ; VF-XF ; 29 ; Ok203 ; 1621 
 1196 ; Жетон. Франция. Мария-Терезия Австрийская. Радуга в облаках. D - 28mm ; 1661 ;  ; Ag ; VF ; 12 ; Ok203 ; 1629 
 1197 ; Жетон. Франция. Мария Лещинская. Гранат. D - 29mm ; 1747 ;  ; Ag ; VF+ ; 15 ; Ok203 ; 1893 
 1198 ; Жетон. Франция. Бретань. Мэр Нанта Жирард Бижеотье. D - 29mm ; 1665 ;  ; Ag ; F-VF ; 6 ; Ok203 ; 635 
 1199 ; Жетон. Франция. Парижский факультет медицины. Декан Людовик Пьер Феликс Рене Ле Тиулье. D - 28mm ; 1770 ;  ; Ag ; VF ; 33 ; S1952 ; 2063 
 1200 ; Жетон. Франция. Обычаи войн. Солдат под деревом. D - 29mm ; 1715 ;  ; Ag ; VF+ ; 14 ; Ok203 ; 1833 
 1201 ; Жетон. Франция. Обычаи войн. Война и Мир. D - 29mm ; 1752 ;  ; Ag ; VF-XF ; 9 ; Ok203 ; 1722 
 1202 ; Жетон. Франция. Превратности войн. Солнце над знаками зодиака. D - 28mm ; 1677 ;  ; Ag ; VF ; 10 ; Ok203 ; 1732 
 1103 ; Крест 1914-1917гг. Франция. Планка ;  ;  ; Ж/м ; VF+ ; 63 ; veektor ; 871 
 1104 ; Орден Почетного Легиона. Франция ;  ;  ; Ag,эмаль ; VF- ; 28 ; Гвидон ; 2732 
 1105 ; Крест Комбатантов. Франция ;  ;  ; Ж/м ; VF+ ; 33 ; орликиг ; 456 
 1106 ; Медаль иностранная ;  ;  ; Б/м ; XF ; 11 ; 123-OR ; 118 
 1107 ; Медаль иностранная ;  ;  ; Б/м ; XF+ ; 18 ; Папа с рацией ; 367 
 1108 ; Армейская медаль за отличную стрельбу из винтовки. Швеция ; 1978 ;  ; Br,позолота ; XF+ ; 12 ; дилитант ; 143 
 1109 ; Медаль. Швеция. За продолжительную и верную службу ; 1935 ;  ; Ag ; XF ; 80 ; орликиг ; 2346 
 1110 ; Наградная медаль. Швеция. От шведского Союза Лотты. D - 33mm ; 1956 ;  ; Ag,позолота ; AU ; 77 ; орликиг ; 1296 
 1111 ; Армейская медаль за отличную стрельбу на турнире в Юстаде. Швеция ; 2006 ;  ; Br,посеребр ; AU ; 17 ; viv007 ; 143 
 1112 ; Медаль наградная. Швеция. От комитета обороны Крепости Хелсинборга. D - 45mm ; 1974 ;  ; Ag ; AU ; 89 ; дилитант ; 805 
 1113 ; Армейская медаль за отличную стрельбу из винтовки. Швеция ;  ;  ; Br,позолота ; XF+ ; 11 ; 123-OR ; 123 
 1114 ; Золотая Королевская медаль за усердие. Дания. D - 27mm ; 1912 ;  ; Ag,позол ; VF+ ; 25 ; deasd ; 2552 
 1115 ; Крест за военные заслуги в ПМВ. Пруссия ; 1914-1918 ;  ; Br ; XF ; 66 ; evseechevvv ; 4896 
 1116 ; Крест за военные заслуги. Бавария. 2 кл ;  ;  ; б/м ; XF+ ; 48 ; eisen ; 4796 
 1117 ; Медаль за спортивные заслуги. Франция ; 1956-1969 ;  ; б/м ; XF ; 24 ; k212 ; 512 
 1118 ; Медаль комитета госпомощи МВД. Франция ; 1891-1932 ;  ; ж/м ; XF ; 42 ; k212 ; 600 
 1119 ; Медаль. Пруссия. В честь 100-летия 2-го Ганноверского полка. D-35мм ; 1913 ;  ; б/м ; VF ; 96 ; Георг ; 3121 
 1120 ; Крест гинденбурга. Германия ;  ;  ; Fe ; XF ; 39 ; Integra ; 763 
 1121 ; Крест. Пруссия ; 1866 ;  ; Br ; VF+ ; 32 ; landser77 ; 1877 
 1122 ; Медаль. Гребля. Германия. D - 40mm ; 1926 ;  ; Br ; XF ; 34 ; Fest ; 1650 
 1123 ; Крест. Франция. Спасатели Севера ;  ;  ; б/м ; XF ; 21 ; Fest ; 1224 
 1124 ; Медаль за военные кампании 1915-1918гг. Италия ;  ;  ; Br ; VF+ ; 26 ; drew ; 1237 
 1125 ; Медаль. За 9-летнюю армейскую службу. Пруссия ;  ;  ; Б/м ; XF ; 31 ; melkore ; 805 
 1126 ; Медаль За заслуги перед Красным крестом. Швеция ;  ;  ; Б/м ; VF+ ; 97 ; орликиг ; 1532 
 1127 ; Медаль За отличие в  стрельбе для королевских ВВС. Швеция ; Х8(1948) ;  ; Ag ; XF ; 44 ; Fest ; 1074 
 1128 ; Медаль спортивного общества трамвайных работников Стокгольма. Швеция ;  ;  ; Br ; XF ; 21 ; viv007 ; 143 
 1129 ; Крест национальной обороны 1940г. Венгрия ; Zn ;  ;  ; VF ; 62 ; landser77 ; 3421 
 1130 ; Медаль комбатанта I МВ. Венгрия ;  ;  ; Б/м ; XF ; 32 ; aleks1943 ; 1224 
 1131 ; Медаль (фрачная). За зимнюю войну. С планкой "Lappi". Финляндия ;  ;  ; Cu ; VF-XF ; 52 ; тот самый ; 520 
 1132 ; Призовая медаль Вармландского полка. Швеция ;  ;  ; Br ; XF ; 18 ; 11nn ; 118 
 1133 ; Знак "DRA" (имперский союз физкультуры). Германия ;  ;  ; Br ; XF ; 51 ; cr3041 ; 1395 
 1134 ; Медаль. Амаранта. Швеция ;  ;  ; Br, позол ; XF+ ; 29 ; 123-OR ; 665 
 1135 ; Медаль. Франция. Спортивная федерация Луары. D - 40mm ; 1923 ;  ; б/м ; XF ; 11 ; Fest ; 305 
 1136 ; Медаль пожарных. Франция. 30 лет службы ;  ;  ; Ag,позолота ; XF+ ; 70 ; donbass ; 822 
 1137 ; Медаль ассоциации музыкальных объединений. Франция ;  ;  ; Ag ; XF ; 45 ; орликиг ; 480 
 1138 ; Медаль за мужество. Франция. МВД ;  ;  ; ж/м ; XF ; 33 ; MedvedevRO ; 930 
 1139 ; Медаль грантов. Франция. МВД ;  ;  ; ж/м ; VF+ ; 30 ; k212 ; 930 
 1140 ; Медаль 1935г. Англия ;  ;  ; Br ; VF- ; 34 ; electra ; 765 
 1141 ; Медаль. Великобритания. D-38мм ;  ;  ; Al ; VF+ ; 15 ; Lena6975 ; 121 
 1142 ; Медаль. Великобритания. Серебряный юбилей коронации Георга V и королевы Марии. D-32мм ;  ;  ; Al ; XF- ; 20 ; Lena6975 ; 203 
 1143 ; Медаль. Великобритания. Коронация Георга V и Марии. D-32мм ;  ;  ; Br ; VF+ ; 36 ; Fest ; 408 
 1144 ; Медаль. Великобритания. Серебряный юбилей 1935г. D-32мм ;  ;  ; Br ; F-VF ; 27 ; Fest ; 510 
 1145 ; Медаль. ГДР. Юношеские соревнования по парашютному спорту. D - 50mm ;  ;  ; б/м ; XF- ; 17 ; Fest ; 159 
 1146 ; Королевская патриотическая медаль. Швеция. В оригинальной коробке. D - 40mm ; 1949 ;  ; Ag ; XF+ ; 67 ; орликиг ; 2501 
 1147 ; Наградная медаль. Германия. Велоспорт ; 1927 ;  ; Br ; VF+ ; 20 ; eisen ; 1377 
 1148 ; Шейная медаль. Борьба. Австро-Венгрия. 1911г. ;  ;  ; Fe ; XF- ; 22 ; eisen ; 1144 
 1149 ; Юбилейная медаль. Швеция. 25 лет на престоле Оскара II. D - 39mm. В оригинальной коробке ; 1897 ;  ; Br ; AU ; 50 ; Георг ; 1521 
 1150 ; Юбилейная медаль. Швеция. 25 лет на престоле Оскара II. D - 39mm. В оригинальной коробке ; 1897 ;  ; Ag ; XF ; 83 ; манома ; 2773 
 1151 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1152 ; Жетон Германия. D-30мм ;  ;  ; Б/м ; AU ; 13 ; sibirian ; 159 
 1053 ; Медаль. Участнику строительства и пуска II очереди НГЗ. D - 60mm ;  ;  ; ж/м ; VF+ ; 5 ; Gagarin ; 45 
 1054 ; Медаль. Белоруссия. Чернобыльская трагедия. D - 60mm ; 2006 ;  ; б/м ; XF- ; 24 ; Rodent ; 181 
 1055 ; Медаль. Дворцовая площадь. Ленинград. D - 60mm ;  ;  ; ж/м ; XF ; 19 ; Папа с рацией ; 174 
 1056 ; Медаль. Академик А.Н. Крылов. Медальер А. Королюк. D-65мм ;  ;  ; Ж/м ; XF+ ; 31 ; alex09-63 ; 929 
 1057 ; Медаль. Станиславский. Медальер М.Дараган. D - 65мм ;  ;  ; Ж/м ; XF+ ; 18 ; vkgb74 ; 1041 
 1058 ; Медаль. Крейсер "Аврора" - памятник Великого Октября. D-55мм ; ЛМД ;  ; Ж/м ; XF+ ; 26 ; vkgb74 ; 1122 
 1059 ; Медаль. Крейсер "Аврора" - памятник Великого Октября. D-55мм ; ЛМД ;  ; Al ; XF+ ; 19 ; лампедуза ; 161 
 1060 ; Плакетка. В ознаменование XXII съезда КПСС. Р-ры 70х45мм ;  ;  ; Ж/м ; XF+ ; 31 ; vkgb74 ; 936 
 1061 ; Медаль. 100 лет со дня рождения А.М. Горького. D - 58мм ;  ;  ; Al ; XF ; 7 ; лампедуза ; 519 
 1062 ; Медаль. С. Прокофьев (1891-1953). Медальер: В. Думанян. D - 60мм ;  ;  ; Ж/м ; XF+ ; 16 ; LEXAI ; 832 
 1063 ; Медаль. Федор Григорьевич Волков (1729-1763). Медальер: Н. Соколов. D - 65мм ;  ;  ; Ж/м ; XF+ ; 29 ; лампедуза ; 1275 
 1064 ; Медаль. Г.М. Кржижановский (1872-1959). Медальер: А. Леонова. D-60мм ; 1972ММД ;  ; Ж/м ; XF+ ; 17 ; LEXAI ; 949 
 1065 ; Медаль. Памятник Петру I на площади Декабристов. Скульптор Э.Фальконе. D - 58мм ; ЛМД ;  ; Al ; XF ; 17 ; 2894771 ; 270 
 1066 ; Медаль. В.А. Моцарт. D - 67мм ;  ;  ; Ж/м ; XF+ ; 49 ; 2894771 ; 3087 
 1067 ; Медаль. 40 лет ВЛКСМ. Медальер: Акимушкина В. М. D - 67мм ;  ;  ; Ж/м ; XF ; 56 ; LEXAI ; 2535 
 1068 ; Медаль. 25 лет со дня смерти М.Горького. Медальер В.М.Акимушкина. D-65мм ;  ;  ; Ж/м ; XF ; 22 ; 2894771 ; 1240 
 1069 ; Медаль. 250 лет со дня рождения М.В. Ломоносова. Медальер: Ю. Г. Клюге. D-65мм ;  ;  ; Ж/м ; XF+ ; 15 ; LEXAI ; 1481 
 1070 ; Медаль. 50 лет Государственному музею изобразительных искусств им.Пушкина. Медальер Бродский. D - 65мм ; 1962ЛМД ;  ; Ж/м ; XF+ ; 27 ; LEXAI ; 1115 
