 5879 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ewgen ; 18 
 697 ; 1 пенни ; 1893 ; Финляндия ; Cu ; AU ; 33 ; Nik74 ; 692 
 698 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF+ ; 37 ; Isay ; 665 
 699 ; 1 пенни ; 1895 ; Финляндия ; Cu ; XF+ ; 29 ; svv ; 1259 
 700 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF ; 23 ; RemTro ; 239 
 701 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF+ ; 42 ; novikoff12006 ; 805 
 702 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF+ ; 13 ; Isay ; 153 
 703 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU ; 27 ; Isay ; 225 
 704 ; 1 пенни ; 1902 ; Финляндия ; Cu ; XF+ ; 26 ; vicktor_2014 ; 466 
 705 ; 1 пенни ; 1903 ; Финляндия ; Cu ; XF+ ; 29 ; novikoff12006 ; 1007 
 706 ; 1 пенни ; 1904 ; Финляндия ; Cu ; XF+ ; 57 ; кве ; 1898 
 607 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; xandexoxa ; 126 
 608 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 21 ; vor0niko ; 143 
 609 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 20 ; soms ; 174 
 610 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 23 ; Baikal ; 123 
 611 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF ; 19 ; Baikal ; 204 
 612 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 19 ; Al1964 ; 160 
 613 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF ; 30 ; А вот вам здрасте.... ; 133 
 614 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 25 ; Trien ; 255 
 615 ; 1/2 копейки ; 1915 ;  ; Cu ; XF ; 25 ; локомотив ; 220 
 616 ; 1/2 копейки ; 1915 ;  ; Cu ; XF- ; 23 ; mac. ; 169 
 617 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 43 ; ewgen ; 224 
 618 ; Полушка ; 1718 ; НД ; Cu ; F ; 3 ; спарта ; 567 
 619 ; Полушка ; 1720 ; НД ; Cu ; F ; 31 ; MDV ; 308 
 620 ; Полушка ; 1720 ;  ; Cu ; F+ ; 34 ; MDV ; 438 
 621 ; Полушка ВРП ; 172? ;  ; Cu ; VG ; 11 ; indigo-rus ; 108 
 622 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF+ ; 27 ; IslamKair ; 567 
 623 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 21 ; barbos ; 138 
 624 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 22 ; СПб.1950 ; 171 
 625 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; VG ; 20 ; doc2 ; 77 
 626 ; Полушка ; 1770 ; ЕМ ; Cu ; F-VF ; 24 ; Isay ; 567 
 627 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 17 ; Trien ; 3060 
 628 ; Полушка (Петров-2,25р, Ильин-4р) ; 1792 ; КМ ; Cu ; F-VF ; 24 ; СПб.1950 ; 1328 
 629 ; Полушка ; 1797 ; ЕМ ; Cu ; VG ; 27 ; Ток ; 612 
 630 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 33 ; Ток ; 567 
 631 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F-VF ; 28 ; Isay ; 447 
 632 ; Полушка ; 1851 ; ЕМ ; Cu ; VF+ ; 24 ; canissp ; 319 
 633 ; Полушка ; 1854 ; ЕМ ; Cu ; F-VF ; 33 ; Asa ; 439 
 634 ; Полушка ; 1859 ; ЕМ ; Cu ; VF+ ; 49 ; Asa ; 501 
 635 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU/XF ; 44 ; gri.59 ; 3060 
 636 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 80 ; gri.59 ; 2856 
 637 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 43 ; Ток ; 4080 
 638 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF ; 45 ; messerer ; 2609 
 639 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 45 ; Геолог ; 522 
 640 ; 2 копейки "Оккупация" ; 1916А ;  ; Fe ; VF ; 26 ; o.k. ; 563 
 641 ; 1 копейка "Оккупация" ; 1916J ;  ; Fe ; F-VF ; 19 ; RemTro ; 610 
 642 ; Копейка. Крым. Шахин Гирей (4-ый год правления) ; 1777 ;  ; Cu ; F ; 38 ; Aquila ; 3001 
 643 ; Пара-3 деньги ; 1772 ; Валахия ; Cu ; F+ ; 46 ; rjkz-68 ; 2907 
 644 ; 3 гроша ; 1826 ; IB Польша ; Cu ; F+ ; 23 ; priwet ; 2493 
 645 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF+ ; 16 ; STANDART ; 261 
 646 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 21 ; федя ; 255 
 647 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 21 ; STANDART ; 261 
 648 ; 10 пенни ; 1876 ; Финляндия ; Cu ; VF+ ; 31 ; vitiaz ; 261 
 649 ; 10 пенни ; 1889 ; Финляндия ; Cu ; VF+ ; 18 ; avc ; 612 
 650 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 21 ; papa168 ; 429 
 651 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF+ ; 29 ; vicktor_2014 ; 306 
 652 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF+ ; 14 ; papa168 ; 296 
 653 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 19 ; igors1969 ; 389 
 654 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 11 ; федя ; 184 
 655 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF+ ; 17 ; федя ; 193 
 656 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 23 ; федя ; 171 
 557 ; Денга ; 1741 ;  ; Cu ; VF- ; 37 ; Serg51 ; 220 
 558 ; Денга ; 1749 ;  ; Cu ; VF ; 11 ; Isay ; 304 
 559 ; Денга ; 1750 ;  ; Cu ; F-VF ; 9 ; indigo-rus ; 51 
 560 ; Денга ; 1751 ;  ; Cu ; F+ ; 17 ; СПб.1950 ; 159 
 561 ; Денга ; 1754 ;  ; Cu ; F+ ; 8 ; indigo-rus ; 71 
 562 ; Денга ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 48 ; Isay ; 1705 
 563 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 22 ; Дон 70 ; 560 
 564 ; Денга ; 1785 ; КМ ; Cu ; F+ ; 51 ; IslamKair ; 718 
 565 ; Денга ; 1793 ; КМ ; Cu ; F-VF ; 26 ; мхц ; 576 
 566 ; Денга ; 1795 ; ЕМ ; Cu ; F ; 32 ; Сириск48 ; 257 
 567 ; Деньга ; 1797 ; ЕМ ; Cu ; VF- ; 58 ; ARhimed ; 1377 
 568 ; Деньга ; 1797 ; АМ ; Cu ; F ; 37 ; max2008 ; 2222 
 569 ; Деньга ; 1819? ; ЕМ НМ ; Cu ; VF-XF ; 38 ; fgd ; 914 
 570 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 37 ; soms ; 204 
 571 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF+ ; 45 ; canissp ; 714 
 572 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; VF ; 25 ; MUPS ; 340 
 573 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 30 ; $$$ ; 628 
 574 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 12 ; igors1969 ; 509 
 575 ; Денежка ; 1855 ; ЕМ ; Cu ; F-VF ; 36 ; Asa ; 219 
 576 ; Денежка ; 1858 ; ЕМ ; Cu ; VF+ ; 74 ; Isay ; 611 
 577 ; Денежка ; 1859 ; ЕМ ; Cu ; VF-XF ; 46 ; Andrei2007 ; 1428 
 578 ; 1/2 копейки ; 1873 ; ЕМ ; Cu ; VF+ ; 46 ; igors1969 ; 3526 
 579 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF-XF ; 37 ; messerer ; 2477 
 580 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; F-VF ; 17 ; MUPS ; 561 
 581 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 48 ; messerer ; 2913 
 582 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; VF+ ; 57 ; $$$ ; 907 
 583 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF- ; 24 ; Koubit ; 2185 
 584 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; XF ; 19 ; solomon1973 ; 200 
 585 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 22 ; dron0506 ; 123 
 586 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 22 ; soms ; 194 
 587 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF ; 32 ; gri.59 ; 261 
 588 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 11 ; Trien ; 225 
 589 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 14 ; Baikal ; 102 
 590 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF- ; 7 ; Dima740 ; 106 
 591 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF+ ; 21 ; gri.59 ; 980 
 592 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; VF-XF ; 29 ; canissp ; 370 
 593 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 28 ; Avdeev13 ; 174 
 594 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 13 ; Baikal ; 153 
 595 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; VF-XF ; 40 ; Schwer ; 235 
 596 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF ; 13 ; Umbra500 ; 153 
 597 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 7 ; Baikal ; 102 
 598 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 10 ; Baikal ; 102 
 599 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF ; 24 ; Serg51 ; 485 
 600 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF ; 16 ; gri.59 ; 215 
 601 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 23 ; Dr_VAK ; 206 
 602 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 5 ; boroda ; 114 
 603 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 7 ; Baikal ; 106 
 604 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 28 ; messerer ; 434 
 605 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 21 ; ЛАВ-13 ; 245 
 606 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 13 ; boroda ; 123 
 507 ; Копейка ; 1713 ; НД ; Cu ; F+ ; 78 ; Rotas ; 1255 
 508 ; Копейка ; 1715 ; МД ; Cu ; F ; 41 ; IslamKair ; 1265 
 509 ; Копейка ; 1716 ; МД ; Cu ; F ; 41 ; Rotas ; 1830 
 510 ; Копейка ; 1757-1761 ;  ; Cu ; VG ; 5 ; cotangens ; 23 
 511 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 41 ; vitiaz ; 136 
 512 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 60 ; indigo-rus ; 888 
 513 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 38 ; indigo-rus ; 888 
 514 ; Копейка ; 1788 ; ММ ; Cu ; VG ; 29 ; Дон 70 ; 204 
 515 ; Копейка ; 1798 ; ЕМ ; Cu ; F ; 23 ; Дон 70 ; 108 
 516 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 26 ; 2019 ; 123 
 517 ; Копейка ; 1801 ; ЕМ ; Cu ; VF ; 23 ; SergeyAnatoljevich ; 567 
 518 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 22 ; imi ; 91 
 519 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 26 ; 9525255-2 ; 567 
 520 ; Копейка ; 1821 ; КМ АМ ; Cu ; F+ ; 15 ; 1059 ; 680 
 521 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; F-VF ; 46 ; Rotas ; 1134 
 522 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; G ; 18 ; dron0506 ; 123 
 523 ; Копейка ; 1837 ; ЕМ НА ; Cu ; F-VF ; 40 ; Isay ; 1087 
 524 ; Копейка ; 1841 ; ЕМ ; Cu ; F ; 20 ; Alexis ; 174 
 525 ; Копейка ; 1850 ; ЕМ ; Cu ; F+ ; 67 ; 1059 ; 2042 
 526 ; Копейка ; 1851 ; ЕМ ; Cu ; F-VF ; 19 ; IslamKair ; 432 
 527 ; Копейка ; 1852 ; ЕМ ; Cu ; F-VF ; 27 ; canissp ; 561 
 528 ; Копейка ; 1853 ; ЕМ ; Cu ; VF+ ; 12 ; canissp ; 432 
 529 ; Копейка ; 1853 ; ЕМ ; Cu ; G ; 17 ; xandexoxa ; 124 
 530 ; Копейка ; 1855 ; ЕМ ; Cu ; VF ; 36 ; IslamKair ; 1036 
 531 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 16 ; soms ; 153 
 532 ; Копейка ; 1872 ; ЕМ ; Cu ; VF- ; 48 ; ssss ; 344 
 533 ; Копейка ; 1877 ; СПБ ; Cu ; VF+ ; 14 ; cond ; 567 
 534 ; Копейка ; 1881 ; СПБ ; Cu ; F-VF ; 10 ; yurrgen ; 225 
 535 ; Копейка ; 1882 ; СПБ ; Cu ; VF-XF ; 55 ; dec9 ; 1122 
 536 ; Копейка ; 1886 ; СПБ ; Cu ; VF ; 18 ; Rotas ; 465 
 537 ; Копейка ; 1889 ; СПБ ; Cu ; VF+ ; 32 ; ARhimed ; 716 
 538 ; Копейка ; 1892 ; СПБ ; Cu ; VF-XF ; 46 ; ARhimed ; 909 
 539 ; Копейка ; 1893 ; СПБ ; Cu ; VF ; 22 ; ssss ; 181 
 540 ; Копейка ; 1897 ; СПБ ; Cu ; VF- ; 6 ; imi ; 62 
 541 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 16 ; Zигмунт ; 174 
 542 ; Копейка ; 1908 ; СПБ ; Cu ; AU ; 23 ; svv ; 755 
 543 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 8 ; Avdeev13 ; 48 
 544 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 18 ; Avdeev13 ; 149 
 545 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 14 ; Avdeev13 ; 105 
 546 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 8 ; Malosar ; 62 
 547 ; Копейка ; 1915 ;  ; Cu ; AU ; 10 ; Foreigner ; 163 
 548 ; Копейка ; 1915 ;  ; Cu ; XF- ; 26 ; Avdeev13 ; 100 
 549 ; Копейка ; 1916 ;  ; Cu ; VF-XF ; 20 ; А вот вам здрасте.... ; 75 
 550 ; Денга ; 1708 ;  ; Cu ; F+ ; 37 ; СПб.1950 ; 2550 
 551 ; Денга ; 1731 ;  ; Cu ; VF ; 38 ; gav1980 ; 352 
 552 ; Денга ; 1731 ;  ; Cu ; VF- ; 25 ; canissp ; 465 
 553 ; Денга ; 1731 ;  ; Cu ; F-VF ; 27 ; gav1980 ; 405 
 554 ; Денга ; 1735 ;  ; Cu ; F-VF ; 25 ; IslamKair ; 600 
 555 ; Денга ; 1737 ;  ; Cu ; VF ; 34 ; Isay ; 261 
 556 ; Денга ; 1739 ;  ; Cu ; VF- ; 17 ; IslamKair ; 567 
 457 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 22 ; Baikal ; 192 
 458 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 21 ; WOLK ; 233 
 459 ; 2 копейки ; 1800 ; КМ ; Cu ; VF+ ; 61 ; Vico ; 1326 
 460 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+/VF ; 16 ; oldvolk ; 306 
 461 ; 2 копейки ; 1801 ; КМ ; Cu ; VF+ ; 55 ; чук ; 1122 
 462 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 45 ; legallegal ; 1500 
 463 ; 2 копейки ; 1810 ; КМ ; Cu ; F ; 29 ; гоша334 ; 263 
 464 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 47 ; JLE ; 263 
 465 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF- ; 37 ; IslamKair ; 1022 
 466 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 25 ; soms ; 317 
 467 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 18 ; 9525255-2 ; 239 
 468 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 21 ; гоша334 ; 240 
 469 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 34 ; HILL1874 ; 328 
 470 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 39 ; dron0506 ; 135 
 471 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 47 ; гоша334 ; 153 
 472 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF- ; 47 ; бортик ; 123 
 473 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 29 ; гоша334 ; 220 
 474 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF+ ; 48 ; soms ; 164 
 475 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF ; 31 ; $$$ ; 211 
 476 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F+ ; 35 ; kolbur ; 100 
 477 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF+ ; 22 ; гоша334 ; 210 
 478 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF-XF ; 20 ; fgd ; 386 
 479 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F+ ; 55 ; Taptun ; 128 
 480 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; F-VF ; 27 ; Taptun ; 128 
 481 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF ; 17 ; гоша334 ; 340 
 482 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F-VF ; 44 ; Krips89 ; 247 
 483 ; 2 копейки. Удар в центре ; 1838 ; ЕМ НА ; Cu ; F ; 23 ; Baikal ; 153 
 484 ; 2 копейки ; 1838 ; СМ ; Cu ; VF- ; 9 ; MUPS ; 347 
 485 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; VF+ ; 38 ; Krips89 ; 469 
 486 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 18 ; parasit ; 180 
 487 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 19 ; ОМОН10 ; 202 
 488 ; 2 копейки ; 1843 ; СМ ; Cu ; VF- ; 43 ; soms ; 245 
 489 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F+ ; 23 ; Poiuyt ; 204 
 490 ; 2 копейки ; 1845 ; СМ ; Cu ; VF- ; 44 ; yurrgen ; 1022 
 491 ; 2 копейки ; 1862 ; ЕМ ; Cu ; VF- ; 26 ; MUPS ; 411 
 492 ; 2 копейки ; 1863 ; ЕМ ; Cu ; VF+ ; 73 ; fgd ; 805 
 493 ; 2 копейки ; 1893 ; СПБ ; Cu ; VF-XF ; 63 ; dec9 ; 918 
 494 ; 2 копейки ; 1896 ; СПБ ; Cu ; F+ ; 31 ; imi ; 88 
 495 ; 2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 23 ; canissp ; 328 
 496 ; 2 копейки ; 1911 ; СПБ ; Cu ; AU/XF ; 26 ; svv ; 1023 
 497 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 11 ; Ten Nochi ; 174 
 498 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 14 ; ГИППОПОТАМ ; 79 
 499 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 8 ; Searcher ; 82 
 500 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF ; 21 ; Malosar ; 67 
 501 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 9 ; tamsimun ; 188 
 502 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 15 ; mac. ; 331 
 503 ; Копейка ; 1705 ; МД ; Cu ; F ; 40 ; Rotas ; 1500 
 504 ; Копейка (Ильин-2р) ; 1707 ; БК ; Cu ; F ; 37 ; спарта ; 3000 
 505 ; Копейка (Петров-2р, Ильин-5р) ; 1709 ; ·Б·К· ; Cu ; F ; 58 ; арбат ; 3555 
 506 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F+ ; 38 ; Blagorodie ; 1369 
 407 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F-VF ; 41 ; boroda ; 253 
 408 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF+ ; 17 ; g.s.g ; 461 
 409 ; 5 копеек ; 1866 ; ЕМ ; Cu ; VF- ; 51 ; ОМОН10 ; 793 
 410 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF+ ; 32 ; $$$ ; 1020 
 411 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F-VF ; 27 ; федя ; 225 
 412 ; 5 копеек ; 1880 ; СПБ ; Cu ; VF ; 10 ; 1000 ; 2550 
 413 ; 5 копеек ; 1881 ; СПБ ; Cu ; VF- ; 39 ; федя ; 261 
 414 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF ; 32 ; Blagorodie ; 1102 
 415 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 31 ; 1000 ; 765 
 416 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF- ; 45 ; vasek ; 3059 
 417 ; 3 копейки (Ильин-2р) ; 1840 ; СМ ; Cu ; VG ; 29 ; soms ; 340 
 418 ; 3 копейки ; 1880 ; СПБ ; Cu ; F+ ; 20 ; mac. ; 179 
 419 ; 3 копейки ; 1883 ; СПБ ; Cu ; F+ ; 11 ; mac. ; 151 
 420 ; 3 копейки ; 1898 ; СПБ ; Cu ; F+ ; 37 ; xandexoxa ; 89 
 421 ; 3 копейки ; 1903 ; СПБ ; Cu ; F+ ; 19 ; Malosar ; 51 
 422 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF ; 26 ; cond ; 203 
 423 ; 3 копейки ; 1907 ; СПБ ; Cu ; VF ; 33 ; vitiaz ; 227 
 424 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 44 ; avc ; 71 
 425 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 23 ; kalash79 ; 138 
 426 ; 3 копейки ; 1912 ; СПБ ; Cu ; F ; 20 ; Avdeev13 ; 77 
 427 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF- ; 13 ; Schwer ; 104 
 428 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 48 ; Vitalik1 ; 765 
 429 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 15 ; Searcher ; 159 
 430 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 21 ; Searcher ; 114 
 431 ; 3 копейки ; 1916 ;  ; Cu ; VF+ ; 19 ; mac. ; 131 
 432 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 30 ; MDV ; 466 
 433 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 44 ; WOLK ; 124 
 434 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F ; 49 ; Isay ; 1148 
 435 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 35 ; ОМОН10 ; 457 
 436 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 22 ; Ян. ; 306 
 437 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 18 ; гоша334 ; 283 
 438 ; 2 копейки ; 1762 ;  ; Cu ; F ; 35 ; Dentum ; 5897 
 439 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 23 ; IslamKair ; 319 
 440 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 18 ; canissp ; 349 
 441 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 32 ; Дон 70 ; 354 
 442 ; 2 копейки ; 1764 ; ММ ; Cu ; F-VF ; 46 ; soms ; 383 
 443 ; 2 копейки ; 1765 ; ММ ; Cu ; F+ ; 38 ; soms ; 188 
 444 ; 2 копейки ; 1765 ; СПМ ; Cu ; F+ ; 21 ; benc ; 2154 
 445 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 60 ; MUPS ; 1157 
 446 ; 2 копейки ; 1770 ; КМ "Сибирь" ; Cu ; F ; 45 ; Jauho ; 816 
 447 ; 2 копейки ; 1773 ; ЕМ ; Cu ; F-VF ; 34 ; barbos ; 227 
 448 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 27 ; Andrei2007 ; 227 
 449 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 12 ; Olmin ; 153 
 450 ; 2 копейки ; 1797 ; КМ ; Cu ; VF+ ; 26 ; $$$ ; 527 
 451 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 11 ; dron0506 ; 227 
 452 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 33 ; федя ; 159 
 453 ; 2 копейки ; 1798 ; КМ ; Cu ; VF+ ; 36 ; чук ; 1247 
 454 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF+ ; 22 ; гоша334 ; 259 
 455 ; 2 копейки ; 1799 ; КМ ; Cu ; VF+ ; 21 ; Isay ; 1227 
 456 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 28 ; oldvolk ; 302 
 357 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 17 ; Searcher ; 254 
 358 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 9 ; vituzik ; 238 
 359 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 25 ; 439 ; 361 
 360 ; 5 копеек ; 1781 ; КМ ; Cu ; XF ; 60 ; Vitalik1 ; 9665 
 361 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF-XF ; 23 ; Searcher ; 618 
 362 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 17 ; vituzik ; 248 
 363 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 21 ; vituzik ; 247 
 364 ; 5 копеек ; 1783 ; КМ ; Cu ; F- ; 55 ; Jauho ; 624 
 365 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF ; 30 ; Ясер ; 288 
 366 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 7 ; vituzik ; 227 
 367 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 11 ; oldvolk ; 333 
 368 ; 5 копеек ; 1785 ; КМ ; Cu ; F+ ; 24 ; коваль ; 684 
 369 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 15 ; rirosrob ; 273 
