 5979 ; 1000000 злотых Польша ; 1991 ;  ; AU ;  ; 45 ; Бармалей ; 1707 
 1066 ; Знак 100 лет Ленину ;  ;  ; Б/м ; XF ; 3 ; 312 ; 12 
 1067 ; Жетон-марка. США. Делавэр. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 10 ; LEXAI ; 84 
 1068 ; Жетон-марка. США.  "Гавайские миссионеры". В конверте, с маркой ;  ;  ; Ж/м ; AU ; 7 ; divergent ; 82 
 1069 ; Жетон-марка. США. Динозавры. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 16 ; SUVOR ; 114 
 1070 ; Жетон-марка. США. Рождество 2002. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 14 ; Rober ; 114 
 1071 ; Жетон-марка. США. Кэри Грант. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 10 ; divergent ; 105 
 1072 ; Жетон-марка. США.  "Гавайские миссионеры". В конверте, с маркой ;  ;  ; Ж/м ; AU ; 6 ; divergent ; 81 
 1073 ; Жетон-марка. США.  "Гавайские миссионеры". В конверте, с маркой ;  ;  ; Ж/м ; AU ; 6 ; divergent ; 81 
 1074 ; Жетон-марка. США. Эрнест Эверетт Джаст. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 6 ; divergent ; 81 
 1075 ; Жетон-марка. США. Монтаж киноленты. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 15 ; LEXAI ; 101 
 1076 ; Жетон-марка. США.  "Гавайские миссионеры". В конверте, с маркой ;  ;  ; Ж/м ; AU ; 6 ; divergent ; 81 
 1077 ; Жетон-марка. США. Щенок. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 13 ; SUVOR ; 106 
 1078 ; Жетон-марка. США. Огайо. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 6 ; divergent ; 81 
 1079 ; Жетон-марка. США. Южная Каролина. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 28 ; Teremok ; 198 
 1080 ; Жетон-марка. США. Старый маяк мыса Генри. ВирджинияВ конверте, с маркой ;  ;  ; Ж/м ; AU ; 29 ; Teremok ; 202 
 1081 ; Жетон-марка. США. Айдахо. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 5 ; LEXAI ; 79 
 1082 ; Жетон-марка. США. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 17 ; Виктор Ф ; 128 
 1083 ; Жетон-марка. США. Маяк в Северной Каролине. В конверте, с маркой ;  ;  ; Ж/м ; AU ; 38 ; Teremok ; 207 
 1084 ; Лот жетонов: 8шт ;  ;  ; Б/м,ж/м ; XF/VF+ ; 29 ; елец ; 385 
 1085 ; Лот значков (Москва): 9шт ;  ;  ; Al ; XF ; 7 ; апосум ; 90 
 1086 ; Набор знаков "Универсиада в Кобе" 2шт ; 1985 ;  ; Ж/м,эмаль ; XF+ ; 20 ; елец ; 104 
 1087 ; Медаль 50 лет СССР. D-39мм. Буклет ;  ;  ; Ж/м ; AU ; 22 ; елец ; 306 
 1088 ; Медаль А.С.Пушкин. D-39мм. Буклет ;  ;  ; Б/м ; AU ; 13 ; елец ; 115 
 989 ; Знак Япония ;  ;  ; Б/м,эмлаь ; XF ; 25 ; сторож ; 189 
 990 ; Знак за коммунистический труд. Болгария ;  ;  ; Ж/м,эмаль ; VF-XF ; 11 ; doc2 ; 143 
 991 ; Знак ЮДПД ;  ;  ; Ж/м,эмаль ; VF-XF ; 11 ; ask ; 113 
 992 ; Знак Отличный шофер ;  ;  ; Ж/м,эмаль ; VF+ ; 18 ; Vova1950 ; 3060 
 993 ; Знак СЭВ ;  ;  ; Ж/м ; XF ; 11 ; елец ; 192 
 994 ; Знак Всемирный конгресс миролюбивых сил ; ММД ;  ; Al ; XF ; 5 ; lalula ; 104 
 995 ; Знак Трудовые резервы 3 место ;  ;  ; Ж/м.эмаль ; VF ; 32 ; пепел ; 628 
 996 ; Знак ГТО 1 ступени ;  ;  ; Ж/м.эмаль ; VF+ ; 13 ; Antoschka ; 72 
 997 ; Знак КГБ Республики Южная Осетия (миниатюра) ;  ;  ; Б/м ; XF ; 15 ; Вадим Старый ; 1259 
 998 ; Знак 50 лет театру Гоголя ; ММД ;  ; Al ; XF ; 5 ; SadKo ; 17 
 999 ; Знак ГТО СССР 2 ступени ;  ;  ; Ж/м,эмаль ; XF- ; 24 ; vowa ; 1593 
 1000 ; Знак Отличный шофер ;  ;  ; Ж/м,эмаль ; XF- ; 24 ; SD315 ; 2810 
 1001 ; Знак Отличник соц соревнования РСФСР ;  ;  ; Ж/м,эмаль ; XF ; 28 ; шарик ; 554 
 1002 ; Знак 50 лет освобождения Украины ;  ;  ; Ж/м ; XF ; 7 ; classic55 ; 102 
 1003 ; Знак Динамо. Чемпионат России 1 место ;  ;  ; Ж/м ; VF- ; 7 ; Вадим Старый ; 37 
 1004 ; Знак 2 место ;  ;  ; Ж/м,эмаль ; XF ; 41 ; Мурзик ; 1179 
 1005 ; Знак Мастер ;  ;  ; Al ; XF+ ; 17 ; куля ; 155 
 1006 ; Знак Универмаг Детский мир ;  ;  ; Al ; XF+ ; 5 ; SadKo ; 17 
 1007 ; Знак Победитель соц соревнования ;  ;  ; Al ; VF+ ; 6 ; Claster ; 40 
 1008 ; Знак 1 миллион км ;  ;  ; Ж/м ; XF+ ; 14 ; uz ; 96 
 1009 ; Знак Отличный административный работник ;  ;  ; Ж/м,эмаль ; VF ; 38 ; SD315 ; 4794 
 1010 ; Знак Ленинград - Москва. Ж/д ;  ;  ; Al ; XF+ ; 11 ; ирренн ; 42 
 1011 ; Знак 20 лет в/ч 45707 ;  ;  ; Ж/м ; XF+ ; 39 ; sos355 ; 1587 
 1012 ; Знак 25 лет экспедиции спецморпроводок ;  ;  ; Ж/м ; VF ; 18 ; RAPAN ; 203 
 1013 ; Знак Слет строителей ;  ;  ; Ж/м,эмаль ; VF ; 19 ; 550055 ; 420 
 1014 ; Знак Ленинградский метрополитен им В.И.Ленина ;  ;  ; Al ; XF+ ; 11 ; ирренн ; 114 
 1015 ; Знак Покорение полюса ;  ;  ; Ж/м ; VF ; 8 ; 550055 ; 46 
 1016 ; Знак Лауреат. Международный конкурс артистов ;  ;  ; Б/м ; XF+ ; 45 ; kalinich ; 1587 
 1017 ; Знак Англо-Китайской школы. Сингапур, Индонезия ;  ;  ; Ж/м ; XF+ ; 8 ; елец ; 25 
 1018 ; Малый знак императорского общ резервистов ; первая половина 20 века ;  ; Б/м ; VF ; 21 ; zodiak ; 279 
 1019 ; Знак Туризм ;  ;  ; Б/м,эмаль ; VF ; 3 ; а-007 ; 206 
 1020 ; Знак Туристский клуб профсоюзо Каз ССР ;  ;  ; Ж/м,эмаль ; XF ; 21 ; Neva ; 403 
 1021 ; Знак За мир. Москва-Нью-Йорк ;  ;  ; Ж/м,эмаль ; VF+ ; 43 ; куля ; 453 
 1022 ; Знак Расторопный ;  ;  ; Ж/м ; XF ; 31 ; RAPAN ; 320 
 1023 ; Знак ВМФ СССР. 40 лет БСРК ;  ;  ; Ж/м ; XF ; 29 ; RAPAN ; 424 
 1024 ; Знак ССВ-33 ;  ;  ; Ж/м ; XF ; 35 ; RAPAN ; 461 
 1025 ; Знак Крейсер Киров 1980 ;  ;  ; Ж/м ; XF ; 25 ; scorpio ; 261 
 1026 ; Знак ВМФ России Разведка. В честь закладки корабля проекта 18230 "Иван Хурс" ;  ;  ; Ж/м ; XF+ ; 32 ; Папа с рацией ; 417 
 1027 ; Знак Подлодка 1955-1980 ;  ;  ; Ж/м,эмаль ; XF ; 31 ; RAPAN ; 578 
 1028 ; Знак За дальний поход ;  ;  ; Ж/м ; XF+ ; 20 ; scorpio ; 153 
 1029 ; Знак ВМФ СССР 40 лет ЛНВМУ ;  ;  ; Ж/м ; VF ; 46 ; scorpio ; 410 
 1030 ; Знак ВМФ России. Крейсер "Петр Великий" ;  ;  ; Ж/м ; XF ; 16 ; елец ; 408 
 1031 ; Знак ВМФ СССР. БПК "Адмирал Левченко" ;  ;  ; Ж/м,эмаль ; VF ; 16 ; scorpio ; 105 
 1032 ; Знак ВМФ России. На память о службе. Такр "Адмирал Кузнецов". Северный флот ;  ;  ; Ж/м ; XF ; 21 ; scorpio ; 132 
 1033 ; Знак ВМФ СССР. Тяжелый крейсер "Варяг" ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; RAPAN ; 445 
 1034 ; Знак ВМФ России "За дальний поход" ;  ;  ; Ж/м,эмаль ; XF ; 32 ; scorpio ; 261 
 1035 ; Знак Отличник соц соревнования Текстильной промышленности №20546 ;  ;  ; Ж/м,эмаль ; VF- ; 30 ; A-Stral ; 1691 
 1036 ; Знак ВМФ СССР. Эскадренный миноносец "Расторопный" ;  ;  ; Ж/м ; XF ; 23 ; RAPAN ; 279 
 1037 ; Знак ВМФ СССР. Атомная подлодка. 10 лет ;  ;  ; Ж/м,эмаль ; VF+ ; 39 ; sos355 ; 806 
 1038 ; Знак БПК "Маршал Василевский" ;  ;  ; Ж/м ; XF+ ; 40 ; Папа с рацией ; 357 
 939 ; Знак ДСО "Точикистон" ;  ;  ; Ж/м,эмаль ; VF ; 35 ; Мурзик ; 255 
 940 ; Знак Альпинист СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; SUVOR ; 231 
 941 ; Знак "Касатка" ; 1981 ;  ; Ж/м,эмаль ; VF+ ; 36 ; елец ; 1134 
 942 ; Знак Международный научный семинар ;  ;  ; Ж/м ; VF+ ; 11 ; Ф-мас ; 157 
 943 ; Знак Миргородская краснознаменная 373СД ;  ;  ; Al ; VF ; 42 ; вет-3 ; 272 
 944 ; Знак ВЛКСМ. Комсомольский прожектор ;  ;  ; Al ; XF ; 16 ; dimko ; 57 
 945 ; Знак Почетный работник МИНТЯЖМАША ;  ;  ; Ж/м ; VF+ ; 53 ; Хаа ; 1475 
 946 ; Знак Почетный радист ; ММД ;  ; Ж/м ; XF ; 11 ; solder13 ; 227 
 947 ; Знак КСФ ;  ;  ; Ж/м ; VF+ ; 37 ; RAPAN ; 350 
 948 ; Знак Подлодка ;  ;  ; Ж/м ; XF ; 17 ; RAPAN ; 230 
 949 ; Знак XIV отчетно-выборная комсомольская конференция ;  ;  ; Al ; XF ; 25 ; Vb[fksx ; 405 
 950 ; Знак Финляндия ;  ;  ; Ж/м ; VF+ ; 12 ; Dahan ; 51 
 951 ; Памятный знак на смерть А.М.Горького ;  ;  ; Б/м ; VF ; 15 ; stilspb ; 510 
 952 ; Знак Профсоюз металлургов ;  ;  ; Ж/м,эмаль ; XF ; 9 ; серж 78 ; 90 
 953 ; Знак Рыболов спортсмен ;  ;  ; Ж/м,эмаль ; XF ; 30 ; vowa ; 885 
 954 ; Знак Водитель автомобиля ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 18 ; НЭРИ ; 896 
 955 ; Знак Ветеран 22 одерского отдельного полка связи ;  ;  ; Al ; VF ; 44 ; вьютер ; 526 
 956 ; Знак Ленинградский городской совет ;  ;  ; Al ; VF ; 15 ; lalula ; 152 
 957 ; Знак Военно-технический спорт Таджикская ССР ;  ;  ; Ж/м ; VF ; 13 ; Antoschka ; 128 
 958 ; Знак ВСОК ВМФ ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; Vb[fksx ; 405 
 959 ; Знак МГУ ;  ;  ; Б/м,эмаль ; XF ; 25 ; tapok ; 1024 
 960 ; Знак Первая АПЛ ;  ;  ; Ж/м ; XF ; 12 ; RAPAN ; 53 
 961 ; Знак Речной техникум ;  ;  ; Al ; XF ; 11 ; НЭРИ ; 451 
 962 ; Знак Олимпиада Россия 2002 ;  ;  ; Ж/м,эмаль ; VF ; 16 ; EDG ; 153 
 963 ; Знак В.И.Вернадский ;  ;  ; Al ; XF ; 19 ; серж 78 ; 113 
 964 ; Знак АКБФ ;  ;  ; Ж/м,эмаль ; VF+ ; 11 ; жених ; 114 
 965 ; Знак КГМИ ;  ;  ; Ж/м,эмаль ; VF ; 27 ; RAPAN ; 309 
 966 ; Знак НТО СССР ;  ;  ; Ж/м.эмаль ; VF+ ; 3 ; vvv87 ; 12 
 967 ; Знак Почетный знак ДСО ;  ;  ; Б/м,эмаль ; VF ; 23 ; заберу ; 503 
 968 ; Знак Пищевик ;  ;  ; Ж/м,эмаль ; XF ; 84 ; вет-3 ; 3333 
 969 ; Знак ЛМИ ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; 693 ; 1122 
 970 ; Знак КИФ ;  ;  ; Ж/м,эмаль ; VF+ ; 14 ; сторож ; 850 
 971 ; Знак коллегия судей по спорту ;  ;  ; Ж/м.эмаль ; VF ; 17 ; Antoschka ; 114 
 972 ; Знак ГТО 1 ступени ;  ;  ; Ж/м.эмаль ; VF+ ; 13 ; igors1969 ; 357 
 973 ; Знак Серноводский агротехнический колледж ;  ;  ; Ж/м ; XF+ ; 11 ; куля ; 81 
 974 ; Знак Отличник военного строительства ;  ;  ; Ж/м.эмаль ; XF- ; 11 ; 312 ; 26 
 975 ; Знак Институт им ЛЕНСОВЕТА ;  ;  ; Ж/м,эмаль ; XF ; 6 ; елец ; 115 
 976 ; Знак Трудовые резервы 2 место ;  ;  ; Ж/м.эмаль ; VF+ ; 34 ; Vova1950 ; 618 
 977 ; Знак Трудовые резервы 2 место ;  ;  ; Ж/м.эмаль ; F-VF ; 28 ; пепел ; 628 
 978 ; Знак Всегда готов ;  ;  ; Ж/м.эмаль ; XF ; 23 ; zodiak ; 139 
 979 ; Знак Общественный инспектор по охране природы ;  ;  ; Al ; XF ; 12 ; dimass70 ; 47 
 980 ; Знак ГСО СССР ;  ;  ; Б/м,эмаль ; VF ; 19 ; goscha ; 1665 
 981 ; Знак Волготанкер 50 лет ;  ;  ; Б/м ; XF ; 7 ; RAPAN ; 23 
 982 ; Знак Трудовые резервы 2 место ;  ;  ; Ж/м.эмаль ; VF- ; 23 ; sorus ; 348 
 983 ; Знак Трудовые резервы ;  ;  ; Ж/м.эмаль ; VF+ ; 15 ; gola78 ; 78 
 984 ; Знак TPI ;  ;  ; Б/м,эмаль ; VF- ; 14 ; persik ; 125 
 985 ; Знак ГТО 2 ступени ;  ;  ; Ж/м.эмаль ; VF+ ; 16 ; wlad709 ; 90 
 986 ; Знак Волготанкер 50 лет ;  ;  ; Б/м ; XF ; 5 ; RAPAN ; 23 
 987 ; Знак Третий разряд ;  ;  ; Ж/м.эмаль ; VF ; 14 ; Claster ; 227 
 988 ; Пионерский знак. Польша ;  ;  ; Б/м,эмаль ; XF ; 21 ; lalula ; 320 
 889 ; Знак ВАС им Буденного ;  ;  ; Ж/м,эмаль ; VF ; 14 ; Папа с рацией ; 465 
 890 ; Знак Отличник МПВО ;  ;  ; Ж/м,эмаль ; VF+ ; 46 ; SD315 ; 1650 
 891 ; Знак Отличник аэрофлота ;  ;  ; Ж/м,эмаль ; XF ; 45 ; Vova1950 ; 3665 
 892 ; Знак Отличник аэрофлота ;  ;  ; Ж/м,эмаль ; XF+ ; 24 ; sorus ; 2244 
 893 ; Знак Отличный связист ;  ;  ; Ж/м,эмаль ; VF ; 23 ; николаич ; 2800 
 894 ; Знак Ударник соц соревнования ;  ;  ; Ж/м,эмаль ; VF- ; 33 ; kalinich ; 3522 
 895 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; VF- ; 29 ; gola78 ; 714 
 896 ; Знак Отличник минхимпромсоревнования ;  ;  ; Ж/м,эмаль ; VF+ ; 14 ; ты кто такой? ; 4111 
 897 ; Знак Отличный шофер ;  ;  ; Ж/м,эмаль ; VF- ; 19 ; Папа с рацией ; 1515 
 898 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; VF- ; 30 ; Для души ; 989 
 899 ; Знак Ударнику сталинского призыва ;  ;  ; Б/м,эмаль ; VF ; 28 ; шарик ; 1699 
 900 ; Знак РВДУ им ЛК ;  ;  ; Б/м,эмаль ; XF ; 45 ; елец ; 1247 
 901 ; Знак ППД СССО ;  ;  ; Ж/м,эмаль ; VF ; 49 ; ар-тур ; 1535 
 902 ; Знак Лучший свекловод ;  ;  ; Ж/м,эмаль ; VF ; 33 ; Хаа ; 1230 
 903 ; Знак Юношеский разряд ;  ;  ; Ж/м,эмаль ; VF+ ; 19 ; куля ; 408 
 904 ; Знак Отличник соц соренования УРСР ;  ;  ; Ж/м,эмаль ; VF ; 13 ; doc2 ; 567 
 905 ; Знак отличник обслуживания ЭССР ;  ;  ; Ж/м,эмаль ; XF ; 43 ; Хаа ; 1484 
 906 ; Знак Почетному железнодорожнику ;  ;  ; Ж/м,эмаль ; VF ; 35 ; ирренн ; 3621 
 907 ; Знак ДКМС ;  ;  ; Ж/м,эмаль ; VF ; 9 ; voron1 ; 59 
 908 ; Знак Отличник соц соренования РСФСР ;  ;  ; Ж/м,эмаль ; VF+ ; 24 ; ты кто такой? ; 306 
 909 ; Знак Отличный вагонник ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; куля ; 4284 
 910 ; Знак ;  ;  ; Ж/м,эмаль ; VF+ ; 16 ; пепел ; 268 
 911 ; Знак Метро им Л.М.Кагановича ;  ;  ; Ag,эмаль ; F ; 25 ; Для души ; 10967 
 912 ; Знак РОС ;  ;  ; Ж/м ; F- ; 42 ; ар-тур ; 1999 
 913 ; Знак Речной техникум ;  ;  ; Al ; XF ; 18 ; вьютер ; 532 
 914 ; Знак Мед ВУЗ ;  ;  ; Al ; XF ; 48 ; vowa ; 1031 
 915 ; Знак 50 лет Мосприбор НТО Комета ;  ;  ; Al ; XF+ ; 7 ; Dahan ; 26 
 916 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF ; 22 ; wlad709 ; 144 
 917 ; Знак МФЮА ;  ;  ; Ж/м ; XF ; 3 ; voron1 ; 101 
 918 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; VF- ; 9 ; vad4251 ; 155 
 919 ; Знак Летное училище ;  ;  ; Al ; XF ; 39 ; DATR ; 969 
 920 ; Знак Мед ВУЗ ;  ;  ; Al ; XF ; 50 ; DATR ; 989 
 921 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF ; 47 ; gola78 ; 104 
 922 ; Знак Ульяновск ;  ;  ; Б/м,эмаль ; VF- ; 11 ; vvv87 ; 122 
 923 ; Знак Беспокойный ;  ;  ; Ж/м ; XF ; 55 ; RAPAN ; 310 
 924 ; Знак Почетный радист СССР ;  ;  ; Ж/м.эмаль ; XF ; 15 ; Sava05 ; 2155 
 925 ; Знак ГТО 2 ступени ;  ;  ; Б/м,эмаль ; VF ; 25 ; прохожий ; 561 
 926 ; Знак 50 лет Коми АССР ;  ;  ; Б/м ; XF ; 5 ; серж 78 ; 57 
 927 ; Знак 50 лет первый всесоюзный слет стахановцев энергетиков ;  ;  ; Ж/м,эмаль ; VF ; 9 ; НУРИ ; 102 
 928 ; Знак ВИСМ ;  ;  ; Б/м,эмаль ; XF- ; 35 ; НУРИ ; 100 
 929 ; Знак За службу в Дагестане ;  ;  ; Ж/м ; XF ; 15 ; елец ; 118 
 930 ; Знак Профсоюз строителей ;  ;  ; Ж/м ; XF ; 27 ; buivan ; 153 
 931 ; Знак Почетный механизатор угольной промышленности ;  ;  ; Al ; VF+ ; 9 ; НУРИ ; 138 
 932 ; Знак Почетный мастер МИНТЯЖМАШ ;  ;  ; Ж/м ; VF+ ; 9 ; vowa ; 159 
 933 ; Знак Почетный монтажник ;  ;  ; Al ; XF ; 30 ; ZOLTAN333 ; 428 
 934 ; Знак Почетный работник МИНТЯЖМАШ ;  ;  ; Ж/м ; VF+ ; 23 ; ZOLTAN333 ; 563 
 935 ; Знак Промышленная выствка в Брюсселе ;  ;  ; Ж/м,эмаль ; VF ; 9 ; buivan ; 153 
 936 ; Знак За дальний поход ;  ;  ; Ж/м ; XF ; 38 ; mkm1968 ; 150 
 937 ; Знак АПЛ Курск ;  ;  ; Ж/м ; VF- ; 11 ; oleghh7 ; 301 
 938 ; Знак 50 лет ВВКУ ВВМВД России ;  ;  ; Ж/м ; XF+ ; 25 ; sorus ; 403 
 839 ; Жетон Германия. D-23мм ;  ;  ; Ag ; VF+ ; 18 ; Emv ; 204 
 840 ; Жетон D-25мм ;  ;  ; Б/м ; XF+ ; 8 ; divergent ; 45 
 841 ; Жетон Германия. Бонн ; 1985 ;  ; Б/м ; XF ; 27 ; stilspb ; 132 
 842 ; Жетон. Георг III. Отверстие ; 1788 ;  ; Al/Br ; F-VF ; 15 ; Варвар ; 204 
 843 ; Жетон. Георг III ; 1797 ;  ; Al/Br ; F ; 13 ; Mike! ; 136 
 844 ; Жетон Spiel marke ;  ;  ; Al/Br ; F-VF ; 11 ; 000SABik ; 101 
 845 ; Призовая медаль. Теннис. Германия ; 1936 ;  ; Br ; XF ; 23 ; stilspb ; 1224 
 846 ; Призовая медаль. Стрельба. Германия ; 1930-е гг. ;  ; Br ; VF-XF ; 31 ; stilspb ; 400 
 847 ; Призовая медавль. Боулинг. Германия ;  ;  ; Br ; XF ; 24 ; цеховик ; 306 
 848 ; Медаль. Чемпионат мира по футболу в 2010г в Южной Африке ;  ;  ; ж/м ; AU ; 11 ; football ; 318 
 849 ; Медаль. Чемпионат мира по футболу в 2010г в Южной Африке ;  ;  ; триметалл ; AU ; 19 ; елец ; 510 
 850 ; Медаль. Чемпионат мира по футболу в Германи в 2006г. ;  ;  ; Ag ; Proof ; 19 ; torbey ; 1326 
 851 ; Медаль 1000 лет Шведскому королевскому двору. Король Христиан II. D-40мм ;  ;  ; Br ; AU ; 39 ; Lena6975 ; 453 
 852 ; Медаль За лучшую лошадь. Швеция. D-43мм ; 1932 ;  ; Ag ; XF ; 18 ; ты кто такой? ; 3111 
 853 ; Евро-талер. Джордж Маршалл. D-39мм ;  ;  ; Ag ; Proof ; 14 ; стадник ; 554 
 854 ; Евро-талер. Альтеро Спинелли. D-39мм ;  ;  ; Ag ; Proof ; 16 ; стадник ; 566 
 855 ; Памятный жетон. Выставка Coins 2015г. Москва ; ММД ;  ; Cu-Ni ; Proof ; 57 ; Alef1 ; 1530 
 856 ; Жетон. 70 лет победы в ВОВ. D-30мм ;  ;  ; Мельхиор ; Proof ; 41 ; ЦИ ; 745 
 857 ; Жетон Год Мыши ;  ;  ; Ж/м ; XF ; 18 ; divergent ; 58 
 858 ; Жетон Елизавета Петровна ; СПМД ;  ; Б/м ; XF+ ; 26 ; solder13 ; 134 
 859 ; Жетон Петр II. D-22мм ;  ;  ; Б/м ; XF ; 22 ; divergent ; 128 
 860 ; Жетон Тольятти. Татишев В.Н. D-30мм ;  ;  ; Б/м ; XF+ ; 26 ; елец ; 157 
 861 ; Жетон ;  ;  ; Al/Br ; VF ; 11 ; divergent ; 36 
 862 ; Знак Межнумизматика ; 2008 ;  ; Б/м ; XF+ ; 13 ; vborisevich1 ; 1338 
 863 ; Знак УТМР ;  ;  ; Ж/м,эмаль ; VF ; 26 ; donbass ; 449 
 864 ; Знак Трудовые резервы ;  ;  ; Ж/м,эмаль ; XF ; 45 ; eugraphus ; 541 
 865 ; Знак Спартакиада коллективов ;  ;  ; Ж/м,эмаль ; VF+ ; 31 ; Папа с рацией ; 858 
 866 ; Знак На приз им Знаменских ;  ;  ; Б/м,эмаль ; VF+ ; 29 ; Vb[fksx ; 1156 
 867 ; Знак Восток-2 ;  ;  ; Б/м,эмаль ; VF ; 19 ; пепел ; 224 
 868 ; Знак Техническое училище ;  ;  ; Al ; VF-XF ; 3 ; bogdanoff ; 57 
 869 ; Знак Техническое училище ;  ;  ; Al ; XF ; 15 ; куля ; 100 
 870 ; Знак Техническое училище ;  ;  ; Al ; XF ; 14 ; wlad709 ; 206 
 871 ; Знак Техническое училище ;  ;  ; Al ; XF ; 7 ; bogdanoff ; 57 
 872 ; Знак C/х училище ;  ;  ; Al ; XF ; 19 ; wlad709 ; 211 
 873 ; Знак Мед училище ;  ;  ; Al ; XF- ; 16 ; wlad709 ; 216 
 874 ; Знак ВИСМ ;  ;  ; Б/м,эмаль ; VF-XF ; 7 ; voron1 ; 101 
 875 ; Знак Военная академия ; ММД ;  ; Б/м,эмаль ; XF ; 22 ; НЭРИ ; 438 
 876 ; Знак Гуманитарный ВУЗ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 27 ; igni1021 ; 345 
 877 ; Знак Мед ВУЗ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 19 ; куля ; 359 
 878 ; Знак Память пантеры ;  ;  ; Ж/м,эмаль ; XF- ; 24 ; aviator ; 402 
 879 ; Знак Технический ВУЗ ;  ;  ; Al ; XF ; 15 ; куля ; 90 
 880 ; Знак Государственный университет ;  ;  ; Ж/м,эмлаь ; XF ; 28 ; ты кто такой? ; 405 
 881 ; Знак Военный ВУЗ ;  ;  ; Ж/м ; XF ; 12 ; wlad709 ; 114 
 882 ; Знак Ветеран КГБ. Морские части погранвойск ;  ;  ; Ж/м,эмаль ; XF ; 21 ; СВл ; 1530 
 883 ; Знак ВКАС ;  ;  ; Ж/м,эмаль ; VF ; 15 ; елец ; 630 
 884 ; Знак ВИСМ ;  ;  ; Б/м,эмаль ; XF ; 29 ; gola78 ; 101 
 885 ; Знак Отличнику здравоохранения ;  ;  ; Ж/м,эмаль ; F ; 50 ; persik ; 1357 
 886 ; Знак Отличник соц соревнования черной металлургии ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; sorus ; 2164 
 887 ; Знак Отличник народного просвещения ;  ;  ; Ж/м,эмаль ; XF ; 51 ; Vova1950 ; 3213 
 888 ; Знак Мед ВУЗ ;  ;  ; Ж/м,эмаль ; VF ; 12 ; wlad709 ; 340 
 789 ; Жетон. Экю. D-40мм ;  ;  ; Ag ; Proof ; 24 ; стадник ; 789 
 790 ; Медаль Конрад Аденауэр. Германия. D-40мм ;  ;  ; Б/м ; AU ; 15 ; Mike! ; 128 
 791 ; 5 экю. Бельгия ; 1987 ;  ; Ag ; AU ; 38 ; ASTRAL ; 669 
 792 ; Медаль. ГДР ;  ;  ; Б/м ; Proof ; 18 ; цеховик ; 120 
 793 ; Жетон. Экю. D-40мм ; 1994 ;  ; Ag ; Proof ; 21 ; стадник ; 793 
 794 ; Жетон. Экю. D-40мм ; 1993 ;  ; Ag ; Proof ; 21 ; стадник ; 811 
 795 ; Жетон. Экю. D-40мм ; 1993 ;  ; Ag ; Proof ; 25 ; стадник ; 805 
 796 ; Медаль Бенедикт XII ;  ;  ; Б/м ; XF ; 13 ; цеховик ; 181 
 797 ; Медаль Университет Анкары. D-70мм ;  ;  ; Б/м ; XF ; 13 ; цеховик ; 115 
 798 ; Медаль Вильгельм II Германия. D-33мм ;  ;  ; Al ; VF+ ; 55 ; vladimirov ; 716 
 799 ; Медаль D-24мм ;  ;  ; Б/м ; VF ; 20 ; kehha ; 137 
 800 ; Медаль Пруссия. D-27мм ;  ;  ; Ag ; XF+ ; 53 ; Георг ; 2121 
 801 ; Медаль Вильгельм и Августа Виктория. D-45мм ;  ;  ; Ag ; XF ; 68 ; niki ; 5068 
 802 ; Медаль Вильгельм II Германия. D-33мм ;  ;  ; Б/м ; VF+ ; 50 ; kehha ; 541 
 803 ; Медаль Вильгельм I, Фридрих III, Вильгельм II.  Германия. D-34мм ; 1888 ;  ; Б/м ; VF+ ; 36 ; Lena6975 ; 567 
 804 ; Медаль Вильгельм II. Германия. D-22мм ;  ;  ; Br ; VF+ ; 35 ; Папа с рацией ; 375 
 805 ; Медаль Вильгельм II. Пруссия. D-25мм ;  ;  ; Br ; XF ; 49 ; classic55 ; 1134 
 806 ; Медаль Германия. D-21мм. Ремонт гурта 12 часов ;  ;  ; Br ; VF ; 27 ; DIMA 57 ; 152 
