 5825 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 11 ; ZIMOGOR ; 93 
 762 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 174 
 763 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 51 
 764 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 90 
 765 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 114 
 766 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 90 
 767 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 314 
 768 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 223 
 769 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 19 ; electra ; 294 
 770 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 8 ; Xxzx ; 72 
 771 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; Xxzx ; 105 
 772 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 17 ; aziya11 ; 101 
 773 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; Xxzx ; 114 
 774 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 17 ; пасечник ; 306 
 775 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 13 ; crab7 ; 240 
 776 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 9 ; За державу обидно ; 143 
 777 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 11 ; svenord ; 213 
 778 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 30 ; monos72 ; 561 
 779 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 27 ; Koff ; 206 
 780 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 13 ; monos72 ; 510 
 781 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 15 ; Ивпага ; 179 
 782 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 27 ; sinus ; 459 
 783 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 45 ; virtualman ; 2040 
 784 ; Денга "Дозор" Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 17 ; electra ; 378 
 785 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 11 ; viktorius ; 357 
 786 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 9 ; пасечник ; 363 
 787 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 33 ; virtualman ; 606 
 788 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 5 ; Недорого ; 69 
 789 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; elinsckij123 ; 99 
 790 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 18 ; elinsckij123 ; 614 
 791 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 34 ; elinsckij123 ; 615 
 792 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 15 ; За державу обидно ; 143 
 793 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 25 ; cotangens ; 714 
 794 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; byrozka ; 114 
 795 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; byrozka ; 114 
 796 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 27 ; ЛАВ-13 ; 572 
 797 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; ЛАВ-13 ; 255 
 798 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 5 ; Недорого ; 111 
 799 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 13 ; Недорого ; 57 
 800 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; Недорого ; 80 
 801 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; лайк ; 79 
 802 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; пасечник ; 48 
 803 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 7 ; rirosrob ; 59 
 804 ; Копейка. Инкузный след ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; rirosrob ; 48 
 805 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 19 ; rustamsp ; 48 
 806 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; aziya11 ; 47 
 807 ; Копейка. Инкузный след ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; rirosrob ; 48 
 808 ; Копейка. Инкузный след ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 7 ; bingo71 ; 41 
 809 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; crab7 ; 64 
 707 ; Лот монет России (6шт): 3 копейки ; 1896-1915 ;  ; Cu ; G/VF+ ; 12 ; t_v_v ; 125 
 708 ; Лот монет России: 1 коп,денга (6шт). Отверстие ; 1731-1908 ;  ; Cu ; F+/G ; 6 ; зуум ; 147 
 709 ; Лот  монет России: денга, полушка (12шт) ; 1721-1860 ;  ; Cu ; G-VG ; 19 ; karelynn ; 567 
 710 ; Лот  монет России: 1/2 коп (9шт) ; 1896-1913 ;  ; Cu ; VG-VF ; 28 ; скорпион_48 ; 612 
 711 ; Лот монет России: копейка (3шт) ; 1768-1771 ;  ; Cu ; VG ; 23 ; yunonik ; 465 
 712 ; Лот монет России: 1/2 коп (6шт) ; 1840-1859 ;  ; Сu ; G/F ; 10 ; brat52 ; 128 
 713 ; Лот монет России: 3 коп (5шт) ; 1858-1904 ;  ; Сu ; G/F ; 30 ; VOLKODAVS5 ; 420 
 714 ; Лот монет России: денга. Полушка (7шт) ; 1731-1841 ;  ; Сu ; G/F ; 7 ; ZAA_44 ; 453 
 715 ; Лот монет России: 2 коп (10шт) ; 1874-1916 ;  ; Сu ; G/F ; 11 ; vic2 ; 227 
 716 ; Лот монет России (18шт): 5к,3к,2к,1к ; 1797-1879 ;  ; Cu ; F/G ; 25 ; brat52 ; 449 
 717 ; Лот монет России: 2 коп (5шт) ; 1812-1828 ;  ; Сu ; G/F ; 13 ; brat52 ; 181 
 718 ; Лот монет России (5шт): 5 копеек ; 1764-1796 ;  ; Cu ; F+VG ; 19 ; MatyuhinGM ; 441 
 719 ; Лот монет России: 2 коп (5шт) ; 1811-1864 ;  ; Сu ; G/F ; 14 ; igorpuzir ; 241 
 720 ; Лот монет России (9шт): 2 копейки ; 1880-1914 ;  ; Cu ; G/VF ; 9 ; brat52 ; 170 
 721 ; Лот монет России: 1 коп (8шт) ; 1800-1898 ;  ; Сu ; G/F ; 13 ; KNK ; 306 
 725 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 51 ; Petrogradka ; 6913 
 726 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 27 ; arsenich-s ; 2993 
 727 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 60 ; Nejdan ; 5655 
 728 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 53 ; Petrogradka ; 5400 
 729 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 65 ; Al777 ; 2877 
 730 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 32 ; Ивпага ; 239 
 731 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 28 ; Bizon6055 ; 255 
 732 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 10 ; Bizon6055 ; 255 
 733 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 24 ; viktorius ; 261 
 734 ; Денга "Дозор" Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 20 ; mysha78 ; 363 
 735 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; F-VF ; 45 ; пузиков ; 1026 
 736 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 23 ; pmaster ; 67 
 737 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 12 ; pmaster ; 67 
 738 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; aziya11 ; 47 
 739 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; rustamsp ; 40 
 740 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; aziya11 ; 47 
 741 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 47 
 742 ; Копейка. Михаил Федорович. Москва ; 1613-1645 ;  ; Ag ; F-VF ; 17 ; zoom30 ; 69 
 743 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; pmaster ; 48 
 744 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 12 ; aziya11 ; 41 
 745 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 27 ; LVIMU ; 2040 
 746 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 17 ; dmivanych ; 611 
 747 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 17 ; Bizon6055 ; 340 
 748 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 33 ; Xxzx ; 345 
 749 ; Денга "Дозор" Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 13 ; Xxzx ; 340 
 750 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 24 ; elinsckij123 ; 147 
 751 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; elinsckij123 ; 164 
 752 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 17 ; DnSr ; 200 
 753 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; Xxzx ; 104 
 754 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 15 ; aziya11 ; 90 
 755 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; Xxzx ; 184 
 756 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 17 ; Xxzx ; 184 
 757 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 21 ; zoom30 ; 498 
 758 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 21 ; Xxzx ; 266 
 759 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; byrozka ; 178 
 657 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 11 ; maxm812 ; 117 
 658 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 24 ; ТТ ; 104 
 659 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; kazzdim ; 104 
 660 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 37 ; maxm812 ; 306 
 661 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 10 ; maxm812 ; 147 
 662 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 20 ; maxm812 ; 672 
 663 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 24 ; maxm812 ; 1019 
 664 ; Полушка ; 1720? ;  ; Cu ; VG ; 18 ; гоша334 ; 105 
 665 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F- ; 17 ; gav1980 ; 159 
 666 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 20 ; STANDART ; 108 
 667 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 17 ; GERo ; 153 
 668 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F+ ; 17 ; aleksius ; 51 
 669 ; Полушка ; 1746 ; Орёл 1744 г. ; Cu ; G ; 16 ; gandy ; 340 
 670 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 13 ; Александр 81 ; 612 
 671 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 13 ; bugor ; 300 
 672 ; Полушка ; 1775 ; КМ "Сибирь" ; Cu ; VF ; 38 ; karelynn ; 2300 
 673 ; Полушка ; 1789 ;  ; Cu ; F+ ; 43 ; nikolaj.vernik ; 1530 
 674 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F+ ; 22 ; sahakala ; 160 
 675 ; 1/4 копейки ; 1844 ; СМ ; Cu ; VG ; 11 ; fedor880v ; 111 
 676 ; Полушка ; 1856 ; ЕМ ; Cu ; F-VF ; 68 ; ЕгорСГор ; 600 
 677 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 49 ; nikfed ; 2267 
 678 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; AU ; 53 ; maxm812 ; 2392 
 679 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; AU ; 75 ; maxm812 ; 1428 
 680 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 13 ; Jek327 ; 153 
 681 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 24 ; kost ; 153 
 682 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 14 ; svu14 ; 57 
 683 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 15 ; Djek ; 48 
 684 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF ; 23 ; tanker1975 ; 46 
 685 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF ; 19 ; tanker1975 ; 53 
 686 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 12 ; STANDART ; 81 
 687 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 8 ; Malysh ; 57 
 688 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 10 ; svu14 ; 55 
 689 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 13 ; tanker1975 ; 48 
 690 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 17 ; first ; 72 
 691 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 24 ; xladon ; 327 
 692 ; 5 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 15 ; alexandroid ; 95 
 693 ; 1 пенни ; 1876 ; Финляндия ; Cu ; VF ; 42 ; vicktor_2014 ; 1180 
 694 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF+ ; 18 ; bigben ; 612 
 695 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 9 ; serg98 ; 153 
 696 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 16 ; Postevoy78 ; 252 
 697 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF/AU ; 25 ; xladon ; 357 
 698 ; Лот монет России (6шт): полушка ; 1719-172? ;  ; Cu ; VG/F- ; 15 ; guran ; 155 
 699 ; Лот монет России (3шт): 1к, денга, 1 пенни ; 1741,1911,1915 ;  ; Cu ; VF+/F+ ; 23 ; vic2 ; 102 
 700 ; Лот монет России: 2 коп (4шт) ; 1814-1913 ;  ; Cu ; F+ ; 10 ; зуум ; 115 
 701 ; Лот монет России (8шт): 2 копейки ; 1869-1915 ;  ; Cu ; G/XF ; 15 ; karelynn ; 192 
 702 ; Лот монет России (12шт): 1 копейка ; 1881-1912 ;  ; Cu ; G/F ; 9 ; brat52 ; 114 
 703 ; Лот монет России (7шт): 3 копейки ; 1876-1908 ;  ; Cu ; G/F ; 15 ; brat52 ; 122 
 704 ; Лот монет России (7шт): 5к,2к,денга, полушка ; 1735-1879 ;  ; Cu ; G/F ; 15 ; brat52 ; 139 
 705 ; Лот монет России (6шт): 5к,3к,полушка ; 1736-1866 ;  ; Cu ; G/VG ; 15 ; VOLKODAVS5 ; 350 
 706 ; Лот монет России (8шт): денга ; 1739-1751 ;  ; Cu ; VG ; 17 ; brat52 ; 92 
 607 ; Денга ; 1735 ;  ; Cu ; F ; 7 ; лайк ; 50 
 608 ; Денга ; 1735 ;  ; Cu ; F- ; 5 ; gav1980 ; 45 
 609 ; Денга ; 1735 ;  ; Cu ; F- ; 20 ; dgin ; 128 
 610 ; Денга ; 1735 ;  ; Cu ; F+ ; 11 ; gav1980 ; 57 
 611 ; Денга ; 1737 ;  ; Cu ; F ; 7 ; brat52 ; 37 
 612 ; Денга ; 1737 ;  ; Cu ; F+ ; 9 ; brat52 ; 34 
 613 ; Денга ; 1738 ;  ; Cu ; F-VF ; 9 ; kazzdim ; 46 
 614 ; Денга ; 1740 ;  ; Cu ; F-VF ; 19 ; mavrodik ; 219 
 615 ; Денга ; 1741 ;  ; Cu ; F-VF ; 29 ; gandy ; 793 
 616 ; Денга ; 1743 ;  ; Cu ; F-VF ; 11 ; gav1980 ; 147 
 617 ; Денга ; 1743 ;  ; Cu ; F ; 8 ; kazzdim ; 46 
 618 ; Денга ; 1744 ;  ; Cu ; F+ ; 10 ; kazzdim ; 99 
 619 ; Денга ; 1746 ;  ; Cu ; F+ ; 10 ; kazzdim ; 61 
 620 ; Денга ; 1748 ;  ; Cu ; VG ; 7 ; brat52 ; 34 
 621 ; Денга ; 1749 ;  ; Cu ; F-VF ; 8 ; byrozka ; 48 
 622 ; Денга ; 1750 ;  ; Cu ; VF ; 13 ; Fray ; 91 
 623 ; Денга ; 1751 ;  ; Cu ; F-VF ; 5 ; fedor880v ; 47 
 624 ; Денга ; 1751 ;  ; Cu ; F+ ; 19 ; gav1980 ; 123 
 625 ; Денга ; 1751 ;  ; Cu ; F ; 8 ; bingo71 ; 46 
 626 ; Денга ; 1752 ;  ; Cu ; F+ ; 27 ; gandy ; 633 
 627 ; Денга ; 1753 ;  ; Cu ; F+ ; 9 ; kazzdim ; 115 
 628 ; Денга ; 1754 ;  ; Cu ; F+ ; 22 ; П.А.Н. ; 121 
 629 ; Денга ; 1766 ; ЕМ ; Cu ; F+ ; 14 ; kazzdim ; 102 
 630 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 24 ; dima-sml ; 475 
 631 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 19 ; пасечник ; 327 
 632 ; Денга ; 1786 ; КМ ; Cu ; F+ ; 49 ; pmaster ; 646 
 633 ; Денга ; 1794 ; ЕМ ; Cu ; F+ ; 21 ; acad ; 703 
 634 ; Денга ; 1795 ; ЕМ ; Cu ; VF- ; 25 ; nodew ; 928 
 635 ; Деньга ; 1814 ; ИМ ПС ; Cu ; VF+ ; 37 ; Xxzx ; 2165 
 636 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; F+ ; 5 ; лайк ; 110 
 637 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 20 ; igorpuzir ; 125 
 638 ; 1/2 копейки ; 1840 ; СМ ; Cu ; F+ ; 11 ; karelynn ; 173 
 639 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F-VF ; 15 ; fedor880v ; 113 
 640 ; 1/2 копейки. Аверс-реверс 30 градусов. ; 1842 ; СПМ ; Cu ; F+ ; 13 ; Lenchik_2M ; 101 
 641 ; 1/2 копейки ; 1846 ; СМ ; Cu ; VF- ; 13 ; 1упр.46 ; 164 
 642 ; Денежка ; 1854 ; ЕМ ; Cu ; VG ; 18 ; kazzdim ; 140 
 643 ; Денежка ; 1854 ; ЕМ ; Cu ; F-VF ; 19 ; sowa ; 204 
 644 ; Денежка ; 1860 ; ЕМ ; Cu ; F ; 31 ; Bizon6055 ; 600 
 645 ; 1/2 копейки ; 1871 ; ЕМ ; Cu ; VF+ ; 54 ; nodew ; 4440 
 646 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; XF- ; 34 ; nodew ; 4284 
 647 ; 1/2 копейки ; 1888 ; СПБ ; Cu ; VF-XF ; 39 ; rafol ; 1505 
 648 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 47 ; Moryak ; 969 
 649 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU ; 52 ; maxm812 ; 906 
 650 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 36 ; maxm812 ; 360 
 651 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF ; 72 ; karelynn ; 1560 
 652 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 26 ; nodew ; 104 
 653 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF ; 45 ; maxm812 ; 713 
 654 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 14 ; maxm812 ; 114 
 655 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 43 ; maxm812 ; 125 
 656 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 41 ; maxm812 ; 185 
 557 ; Копейка ; 1831 ; СМ ; Cu ; F+ ; 22 ; Fray ; 353 
 558 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF- ; 32 ; gandy ; 495 
 559 ; Копейка ; 1837 ; ЕМ КТ ; Cu ; F-VF ; 26 ; 16840 ; 408 
 560 ; Копейка ; 1841 ; СПМ ; Cu ; F-VF ; 11 ; fedor880v ; 203 
 561 ; Копейка ; 1841 ; СПМ ; Cu ; VG ; 11 ; kazzdim ; 51 
 562 ; Копейка ; 1841 ; СМ ; Cu ; F+ ; 7 ; bingo71 ; 42 
 563 ; Копейка ; 1842 ; ЕМ ; Cu ; F+ ; 9 ; fedor880v ; 118 
 564 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 8 ; 3458 ; 139 
 565 ; Копейка ; 1847 ; СМ ; Cu ; F-VF ; 16 ; 1упр.46 ; 218 
 566 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 17 ; никсер ; 153 
 567 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 15 ; kazzdim ; 79 
 568 ; Копейка ; 1865 ; ЕМ ; Cu ; VG ; 16 ; kazzdim ; 114 
 569 ; Копейка ; 1866 ; ЕМ ; Cu ; VG ; 9 ; kazzdim ; 51 
 570 ; Копейка ; 1869 ; ЕМ ; Cu ; VG ; 6 ; kazzdim ; 102 
 571 ; Копейка ; 1878 ; СПБ ; Cu ; F ; 16 ; П.А.Н. ; 37 
 572 ; Копейка ; 1881 ; СПБ ; Cu ; F-VF ; 10 ; лайк ; 51 
 573 ; Копейка ; 1882 ; СПБ ; Cu ; F- ; 7 ; VOLKODAVS5 ; 57 
 574 ; Копейка ; 1888 ; СПБ ; Cu ; XF+ ; 81 ; buckshot ; 3276 
 575 ; Копейка ; 1889 ; СПБ ; Cu ; VF- ; 11 ; bingo71 ; 59 
 576 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 28 ; igorpuzir ; 100 
 577 ; Копейка ; 1893 ; СПБ ; Cu ; VF- ; 8 ; igorpuzir ; 72 
 578 ; Копейка ; 1894 ; СПБ ; Cu ; VF- ; 18 ; igorpuzir ; 159 
 579 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 10 ; левша72 ; 70 
 580 ; Копейка ; 1901 ; СПБ ; Cu ; F+ ; 9 ; bingo71 ; 28 
 581 ; Копейка ; 1903 ; СПБ ; Cu ; XF+ ; 31 ; electra ; 180 
 582 ; Копейка ; 1904 ; СПБ ; Cu ; VF-XF ; 9 ; tanker1975 ; 57 
 583 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 15 ; dimon46 ; 48 
 584 ; Копейка ; 1905 ; СПБ ; Cu ; VF-XF ; 12 ; левша72 ; 90 
 585 ; Копейка ; 1906 ; СПБ ; Cu ; XF- ; 26 ; левша72 ; 206 
 586 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 9 ; leon6556 ; 36 
 587 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 11 ; VOLKODAVS5 ; 53 
 588 ; Копейка ; 1911 ; СПБ ; Cu ; XF+ ; 28 ; svv ; 368 
 589 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 10 ; leon6556 ; 51 
 590 ; Копейка ; 1913 ; СПБ ; Cu ; XF+ ; 22 ; левша72 ; 271 
 591 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 9 ; Malysh ; 57 
 592 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 8 ; tanker1975 ; 53 
 593 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 9 ; acad ; 102 
 594 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 9 ; electra ; 82 
 595 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 9 ; Malysh ; 65 
 596 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 11 ; ТТ ; 55 
 597 ; Копейка ; 1915 ;  ; Cu ; XF ; 16 ; ТТ ; 51 
 598 ; Копейка ; 1916 ;  ; Cu ; VF-XF ; 18 ; dimer ; 65 
 599 ; Денга ; 1703 ;  ; Cu ; F ; 51 ; нумизмат ; 3400 
 600 ; Денга ; 1730 ;  ; Cu ; F ; 48 ; кузнец ; 255 
 601 ; Денга ; 1731 ;  ; Cu ; VF- ; 35 ; ф-а-и-69 ; 1134 
 602 ; Денга ; 1731 ;  ; Cu ; F-VF ; 45 ; gav1980 ; 305 
 603 ; Денга ; 1731 ;  ; Cu ; F+ ; 36 ; air ; 1224 
 604 ; Денга ; 1731 ;  ; Cu ; F+ ; 13 ; gav1980 ; 160 
 605 ; Денга ; 1731 ;  ; Cu ; F+ ; 11 ; gav1980 ; 47 
 606 ; Денга ; 1735 ;  ; Cu ; F-VF ; 20 ; gav1980 ; 124 
 507 ; 2 копейки ; 1843 ; ЕМ ; Cu ; VF ; 9 ; Xxzx ; 163 
 508 ; 2 копейки ; 1843 ; СМ ; Cu ; F+ ; 13 ; Димыч ; 261 
 509 ; 2 копейки ; 1859 ; ВМ ; Cu ; F-VF ; 12 ; asnik ; 572 
