 3629 ; Бона иностранная ;  ;  ;  ;  ; 16 ; валери ; 34 
 858 ; 2 крейцера. Австрия. Зальцбург. М-1,15г ; 1698 ;  ; Ag ; XF+ ; 132 ; serg2010 ; 1118 
 859 ; 1 крейцер. Австрия. Зальцбург. М-0,83г ; 1673 ;  ; Ag ; VF-XF ; 149 ; von_Schwarz ; 577 
 860 ; Двойной турнуа. Франция. Генрих III. М-3,58г ; 1607 ;  ; Cu ; F-VF ; 72 ; чусер ; 561 
 861 ; Двойной турнуа. Франция. Принц Конти де Бурбон. М-2,57г ; ND ;  ; Cu ; VF- ; 60 ; чусер ; 701 
 862 ; 1 лиард. Франция. Людовик XIV. М-3,54г ; 1693 ;  ; Cu ; F-VF ; 67 ; чусер ; 753 
 863 ; Двойной турнуа. Франция. Провинция. М-2,52г ; ND ;  ; Cu ; F-VF ; 68 ; dixi ; 336 
 864 ; 1 лиард. Франция. Людовик XIV. М-3,96г ; 17 век ;  ; Cu ; F+ ; 76 ; sonegr ; 381 
 865 ; 8 мараведи. Испания. Филипп III. М-5,79г ; 1604 ;  ; Cu ; F-VF ; 28 ; Al0851 ; 311 
 866 ; 1-1/2 рейса. Португалия. Высокая корона. Педро II. М-2,82г ; 1699 ;  ; Cu ; VF- ; 22 ; Alexdav ; 368 
 867 ; 1 дуит. Нидерландская провинция. Гельдерландия. М-1,58г ; 1590 ;  ; Cu ; F+ ; 16 ; sonegr ; 261 
 868 ; 18 грошей. Бранденбург, Георг Вильгельм ; 1623 ;  ; Ag ; F-VF ; 43 ; murka1973 ; 682 
 869 ; 6 грошей. Польша. Ян III Собеский. М-2,77г ; 1680?TLB ;  ; Ag ; F-VF ; 3 ; kremen ; 126 
 870 ; 6 грошей. Польша. Ян III Собеский. М-2,73г ; 1681TLB ;  ; Ag ; F-VF ; 3 ; kremen ; 126 
 871 ; 6 грошей. Польша. Ян III Собеский. М-3,48г ; 1681TLB ;  ; Ag ; F ; 32 ; сте ; 226 
 872 ; 6 грошей. Польша. Ян III Собеский. М-2,92г ; 1681TLB ;  ; Ag ; F ; 28 ; kremen ; 161 
 873 ; 6 грошей. Польша. Ян Казимир. М-3,36г ; 1666TLB ;  ; Ag ; VG ; 41 ; dixi ; 211 
 874 ; 6 грошей. Бранденбург. Фридрих Вильгельм ; 1686 ;  ; Ag ; F+ ; 42 ; Оттар ; 211 
 875 ; 6 грошей. Бранденбург. Фридрих III ; 1698 ;  ; Ag ; F+ ; 40 ; Dolph17 ; 206 
 876 ; 6 грошей. Бранденбург. Фридрих Вильгельм ; 1681 ;  ; Ag ; F+ ; 6 ; Dolph17 ; 206 
 877 ; 6 грошей. Пруссия. Фридрих II ; 1755 ;  ; Ag ; F ; 50 ; kremen ; 185 
 878 ; 6 грошей. Польша, Ян Казимир ; 1666 ;  ; Ag ; F ; 18 ; raise ; 147 
 879 ; 6 грошей. Польша. Ян Казимир. М-2,68г ; 166? ;  ; Ag ; F ; 7 ; raise ; 131 
 880 ; 6 грошей. Польша. Ян Казимир. М-2,8г ; 17 век ;  ; Ag ; F ; 17 ; kremen ; 130 
 881 ; Полторак. Польша. Сигизмунд III. М-0,93г ; 17 век ;  ; Ag ; F-VF ; 33 ; kremen ; 136 
 882 ; Полторак. Ливония. М-0,92г ; 1633 ;  ; Ag ; F+ ; 5 ; kremen ; 118 
 883 ; Полторак. Польша. Сигизмунд III. М-1,19г ; 1624 ;  ; Ag ; VF- ; 13 ; kiparis ; 143 
 884 ; Полторак. Рига ; XVI в ;  ; Ag ; F-VF ; 33 ; нумизмат ; 157 
 885 ; 3 гроша. Польша, Сигизмунд III ; 1593 ;  ; Ag ; VF- ; 101 ; sergeygor ; 2040 
 886 ; Полугрош. ВКЛ. Александр Ягеллончик ; 1492-1506 ;  ; Ag ; F+ ; 21 ; Al0851 ; 113 
 887 ; Полугрош. ВКЛ ; 1548 ;  ; Ag ; F-VF ; 51 ; полимер ; 305 
 888 ; Полугрош. ВКЛ ; XVI в ;  ; Ag ; F ; 31 ; Al0851 ; 159 
 889 ; Солид. ВКЛ ; 1605? ;  ; Ag ; F+ ; 31 ; Al0851 ; 116 
 890 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F ; 26 ; kiparis ; 27 
 891 ; Драхма. Сасаниды, Хосров II ; 591-628 ;  ; Ag ; VF+ ; 40 ; serg2010 ; 1248 
 892 ; Драхма. Сасаниды, Хосров II ; 591-628 ;  ; Ag ; VF+ ; 54 ; serg2010 ; 1219 
 893 ; Дирхем. Шираз. М-3,83г. Деформация ; 326гх ;  ; Ag ; F-VF ; 62 ; нумизмат ; 1020 
 794 ; Антониниан. Рим, имп. Галлиен. М-2,61 ; 253-268 ;  ; Cu ; F-VF ; 15 ; kiparis ; 126 
 795 ; Антониниан. Рим, имп. Галлиен. М-2,59гр ; 253-268 ;  ; Cu ; F-VF ; 37 ; alexandr ; 129 
 796 ; Антониниан. Рим, имп. Галлиен. М-2,19гр ; 253-268 ;  ; Cu ; F-VF ; 51 ; Al0851 ; 165 
 797 ; Антониниан. Рим, имп. Галлиен. М-3,34гр ; 253-268 ;  ; Cu ; F-VF ; 37 ; alexandr ; 247 
 798 ; Антониниан. Рим, имп. Галлиен. М-2,05гр ; 253-268 ;  ; Cu ; F-VF ; 32 ; kremen ; 172 
 799 ; 1/2 фоллиса. Рим, имп. Лициний I. М-3,41гр ; 308-324 ;  ; Cu ; VF- ; 51 ; canis ; 362 
 800 ; 1/2 фоллиса. Рим, имп. Лициний I. М-3,49гр ; 308-324 ;  ; Cu ; VF- ; 30 ; canis ; 316 
 801 ; 1/2 фоллиса. Рим, имп. Лициний I. М-2,97гр ; 308-324 ;  ; Cu ; F-VF ; 50 ; kremen ; 330 
 802 ; АЕ-3. Рим, имп. Крисп. М-3,19гр ; 317-326 ;  ; Cu ; F-VF ; 49 ; Гордиан ; 302 
 803 ; АЕ-3. Рим, имп. Крисп. М-3,38гр ; 317-326 ;  ; Cu ; F-VF ; 31 ; kremen ; 217 
 804 ; АЕ-3. Рим, имп. Крисп. М-2,99гр ; 317-326 ;  ; Cu ; F-VF ; 83 ; Гордиан ; 239 
 805 ; Монета античная. Рим, имп. Констанций II. М-4,40гр ; 324-361 ;  ; Cu ; F-VF ; 52 ; sonegr ; 223 
 806 ; Монета античная. Рим, имп. Констанций II. М-0,86гр ; 324-361 ;  ; Cu ; F-VF ; 46 ; sportmini ; 136 
 807 ; Монета античная. Рим, имп. Констанций II. М-1,90гр ; 324-361 ;  ; Cu ; F-VF ; 59 ; raise ; 159 
 808 ; АЕ-3. Рим, имп. Грациан. М-2,55гр ; 367-383 ;  ; Cu ; F-VF ; 49 ; 9425920 ; 241 
 809 ; АЕ-3. Рим, имп. Грациан. М-2,07гр ; 367-383 ;  ; Cu ; VF ; 58 ; lestes ; 366 
 810 ; АЕ-3. Рим, имп. Грациан. М-2,23гр ; 367-383 ;  ; Cu ; F-VF ; 46 ; canis ; 231 
 811 ; АЕ-3. Рим, имп. Грациан. М-2,39гр ; 367-383 ;  ; Cu ; VF- ; 52 ; piter_k ; 268 
 812 ; АЕ-3. Рим, имп. Грациан. М-3,08гр ; 367-383 ;  ; Cu ; F-VF ; 61 ; Al0851 ; 129 
 813 ; Монета античная. Г. Перга. М-0,90гр ; II в до н.э. ;  ; Cu ; F ; 61 ; gelind ; 328 
 814 ; Монета античная. Г. Тира. М-1,25гр ; III в до н.э. ;  ; Cu ; F ; 23 ; sonegr ; 256 
 815 ; Монета-дельфин (1/25 обола). Ольвия. М-0,86гр ; V в до н.э. ;  ; Cu ; VG ; 17 ; Григорий ; 135 
 816 ; Монета-дельфин (1/25 обола). Ольвия. М-1,28гр ; V в до н.э. ;  ; Cu ; VG ; 31 ; 9425920 ; 145 
 817 ; АЕ-3. Рим, имп. Крисп. М-3,29гр ; 317-326 ;  ; Cu ; F-VF ; 57 ; Гордиан ; 317 
 818 ; АЕ-3. Рим, имп. Крисп. М-3,10гр ; 317-326 ;  ; Cu ; F-VF ; 17 ; strelec_60 ; 1120 
 819 ; АЕ-3. Рим, имп. Крисп. М-3,36гр ; 317-326 ;  ; Cu ; F-VF ; 38 ; xabib ; 234 
 820 ; Антониниан. Рим, имп. Галлиен. М-4,02гр ; 253-268 ;  ; Cu ; F-VF ; 88 ; Lasto4kaSPB ; 132 
 821 ; Антониниан. Рим, имп. Галлиен. М-3,03гр ; 253-268 ;  ; Cu ; F-VF ; 18 ; kremen ; 145 
 822 ; Антониниан. Рим, имп. Галлиен. М-2,18гр ; 253-268 ;  ; Cu ; F-VF ; 17 ; Dom Perignon ; 108 
 823 ; Антониниан. Рим, имп. Галлиен. М-2,05гр ; 253-268 ;  ; Cu ; F-VF ; 29 ; alexandr ; 189 
 824 ; Антониниан. Рим, имп. Галлиен. М-2,69гр ; 253-268 ;  ; Cu ; F-VF ; 81 ; Lasto4kaSPB ; 110 
 825 ; Антониниан. Рим, имп. Галлиен. М-3,49гр ; 253-268 ;  ; Cu ; F-VF ; 36 ; elitov ; 173 
 826 ; Антониниан. Рим, имп. Галлиен. М-2,18гр ; 253-268 ;  ; Cu ; F-VF ; 23 ; Lasto4kaSPB ; 129 
 827 ; Антониниан. Рим, имп. Галлиен. М-2,38гр ; 253-268 ;  ; Cu ; F-VF ; 53 ; dixi ; 222 
 828 ; Антониниан. Рим, имп. Постум. М-2,67гр ; 258-268 ;  ; Cu ; F-VF ; 42 ; von_Schwarz ; 382 
 829 ; Антониниан. Рим, имп. Постум. М-2,84гр ; 258-268 ;  ; Cu ; F-VF ; 89 ; alexandr ; 591 
 830 ; Антониниан. Рим, имп. Галлиен. М-2,50гр ; 253-268 ;  ; Cu ; F-VF ; 16 ; Al0851 ; 108 
 831 ; Антониниан. Рим, имп. Галлиен. М-2,00гр ; 253-268 ;  ; Cu ; F+ ; 27 ; alexandr ; 151 
 832 ; Антониниан. Рим, имп. Галлиен. М-2,69гр ; 253-268 ;  ; Cu ; F+ ; 34 ; kremen ; 129 
 833 ; 1/2 фоллиса. Рим, имп. Лициний I. М-2,64гр ; 308-324 ;  ; Cu ; F+ ; 41 ; xabib ; 204 
 834 ; 1/2 фоллиса. Рим, имп. Лициний I. М-3,16гр ; 308-324 ;  ; Cu ; F+ ; 31 ; canis ; 212 
 835 ; 1/2 фоллиса. Рим, имп. Лициний I. М-3,37гр ; 317-326 ;  ; Cu ; F+ ; 24 ; dixi ; 206 
 836 ; АЕ-3. Рим, имп. Крисп. М-3,06гр ; 317-326 ;  ; Cu ; F+ ; 69 ; Гордиан ; 272 
 837 ; АЕ-3. Рим, имп. Констант. М-2,18гр ; 333-350 ;  ; Cu ; F+ ; 18 ; нл ; 310 
 838 ; АЕ-3. Рим, имп. Констант. М-2,73гр ; 333-350 ;  ; Cu ; F+ ; 25 ; kremen ; 174 
 839 ; Монета античная. Рим, имп. Констанций II. М-4,17гр ; 324-361 ;  ; Cu ; F+ ; 26 ; lestes ; 357 
 840 ; Монета античная. Рим, имп. Констанций II. М-4,87гр ; 324-361 ;  ; Cu ; F+ ; 83 ; kiparis ; 133 
 841 ; Монета-дельфин (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; VG ; 49 ; alien34 ; 156 
 842 ; Антониниан. Рим. Аврелиан. М-3,59г ; 270-275 ;  ; Cu ; VF- ; 48 ; lestes ; 510 
 843 ; Фоллис. Рим. Максимин II. М-4,49г ; 309-313 ;  ; Cu ; VF ; 29 ; ur_adamov ; 735 
 739 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 69 ; ur_adamov ; 615 
 740 ; Дирхем. Золотая Орда. М-1,53г ;  ;  ; Ag ; VF ; 41 ; kru69 ; 349 
 741 ; Дирхем. Золотая Орда. М-0,76г ;  ;  ; Ag ; F-VF ; 82 ; kru69 ; 214 
 742 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 60 ; kru69 ; 322 
 743 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 54 ; von_Schwarz ; 260 
 744 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 32 ; sonegr ; 220 
 745 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 60 ; Al0851 ; 209 
 746 ; Лот чешуи Федора Ивановича: копейка (19шт) ;  ;  ; Ag ; F-VF ; 17 ; Mikola_1 ; 845 
 747 ; Лот чешуи Ивана Грозного: копейка (45шт) ;  ;  ; Ag ; F+/VF- ; 45 ; Mikola_1 ; 2050 
 748 ; Лот чешуи Ивана Грозного: денга (63шт) ;  ;  ; Ag ; F-VF ; 59 ; cotangens ; 2949 
 749 ; Лот чешуи Бориса Федоровича Годунова: копейка (38шт) ;  ;  ; Ag ; VF ; 32 ; Mikola_1 ; 2142 
 750 ; Лот чешуи Ивана Грозного и Федора Ивановича: денга (29шт) ;  ;  ; Ag ; F-VF ; 38 ; cotangens ; 1249 
 756 ; Солид. Византия, Ираклий. М-4,40гр ; 638-641 ;  ; Au ; VF+ ; 43 ; lestes ; 12318 
 757 ; Солид. Византия, Констант II. М-4,34гр ; 651-654 ;  ; Au ; VF-XF ; 81 ; gors ; 13424 
 758 ; Тетрадрахма. Греция. Фракия, Лисимах. М-16,80гр ; 3 век до нэ ;  ; Ag ; VF+ ; 70 ; staro ; 16667 
 759 ; Антониниан. Рим, имп. Тацит. М-4,22гр ; 275-276 ;  ; Cu ; VF+ ; 130 ; aqua ; 2708 
 760 ; Антониниан. Рим. Гордиан III ; 238-244 ;  ; Ag ; VF ; 35 ; $$$ ; 941 
 761 ; Драхма. Селевкиды, Деметрий I. М-4,14гр ; 162-150гг до н.э. ;  ; Ag ; VF ; 74 ; staro ; 2800 
 762 ; Драхма. Каппадокия, Ариарат VI. М-3,81гр ; 130-116 гг до н.э. ;  ; Ag ; VF ; 71 ; мющ ; 1402 
 763 ; Денарий. Рим Республика. М-3,46г ;  ;  ; Ag ; VF- ; 29 ; belka ; 1111 
 764 ; Денарий. Рим. Септимий Север. М-2,75г ; 193-211 ;  ; Ag ; F-VF ; 59 ; Al0851 ; 793 
 765 ; Денарий. Рим. М-3,57г ;  ;  ; Ag ; F-VF ; 22 ; smel ; 1307 
 766 ; Квинарий. Рим. M. Porcius Cato Uticensis, Propraetor. М-2,18г ; 47-46 гг до нэ ;  ; Ag ; VF- ; 60 ; нумизмат ; 2019 
 767 ; Квинарий. Рим. C. Egnatuleius C.f. М-1,75г ; 97 г до нэ ;  ; Ag ; F-VF ; 13 ; валери ; 801 
 768 ; Квинарий. Рим. М-1,74г ;  ;  ; Ag ; F-VF ; 39 ; cochu ; 777 
 769 ; Денарий. Рим. Юлия Меза (бабушка Элагабала). М-2,84г ;  ;  ; Ag ; VF- ; 53 ; cochu ; 894 
 770 ; Квинарий. Рим. М-1,58г ;  ;  ; Ag ; F-VF ; 65 ; cochu ; 820 
 771 ; Квинарий. Рим. М-1,86г ;  ;  ; Ag ; VF- ; 50 ; serg2010 ; 1652 
 772 ; Квинарий. Рим. М-1,71г ;  ;  ; Ag ; VF- ; 45 ; Георг ; 852 
 773 ; Квинарий. Рим. L. Rubrius Dossenus. М-1,94г ; 87 г до нэ ;  ; Ag ; F-VF ; 44 ; Al0851 ; 726 
 774 ; Квинарий. Рим. М-1,68г ;  ;  ; Ag ; VF- ; 81 ; von_Schwarz ; 1004 
 775 ; Монета античная ;  ;  ; Ag ; F+ ; 70 ; cunde42 ; 3184 
 776 ; Фоллис. Рим, имп. Лициний I. М-7,90гр ; 308-324 ;  ; Cu ; F+ ; 38 ; alexandr ; 480 
 777 ; Фоллис. Византия, Маврикий Тиберий. М-10,70гр ; 582-602 ;  ; Cu ; F+ ; 108 ; lestes ; 1224 
 778 ; Монета античная. Рим, имп. Грациан. М-4,73гр ; 367-383 ;  ; Cu ; F+ ; 64 ; Al0851 ; 189 
 779 ; Фоллис. Византия, Лев VI. М-6,91гр ; 886-912 ;  ; Cu ; F ; 95 ; lestes ; 1224 
 780 ; Фоллис. Византия, Константин X. М-7,19гр ; 1059-1067 ;  ; Cu ; F ; 79 ; Павлов75 ; 816 
 781 ; Фоллис. Византия, Юстиниан I. М-18,01гр ; 527-565 ;  ; Cu ; F ; 95 ; Павлов75 ; 1598 
 782 ; Фоллис. Византия, Константин VII. М-5,82гр ; 913-959 ;  ; Cu ; F+ ; 127 ; lestes ; 3060 
 783 ; Декануммий. Византия, Юстин I. М-3,18гр ; 518-527 ;  ; Cu ; F ; 76 ; lestes ; 357 
 784 ; Монета античная. Византия, Андроник II. М-1,91гр ; 1282-1328 ;  ; Cu ; F ; 58 ; lestes ; 212 
 785 ; Фоллис. Византия. М-7,59гр ; X-XI вв ;  ; Cu ; F+ ; 14 ; lestes ; 618 
 786 ; Фоллис. Византия. М-9,57гр ; X-XI вв ;  ; Cu ; F+ ; 93 ; Павлов75 ; 1126 
 787 ; Фоллис. Византия. М-13,99гр ; X-XI вв ;  ; Cu ; F+ ; 127 ; нумизмат ; 1947 
 788 ; Фоллис. Византия. М-8,51гр ; X-XI вв ;  ; Cu ; F+ ; 73 ; lestes ; 518 
 789 ; Фоллис. Византия. М-5,90гр ; X-XI вв ;  ; Cu ; F+ ; 42 ; cunde42 ; 993 
 790 ; Антониниан. Рим, имп. Постум. М-3,16гр ; 258-268 ;  ; Cu ; F-VF ; 27 ; dixi ; 422 
 791 ; Антониниан. Рим, имп. Постум. М-3,52гр ; 258-268 ;  ; Cu ; VF- ; 37 ; von_Schwarz ; 484 
 792 ; Антониниан. Рим, имп. Галлиен. М-2,36гр ; 253-268 ;  ; Cu ; VF- ; 58 ; alexandr ; 310 
 793 ; Антониниан. Рим, имп. Галлиен. М-2,73гр ; 253-268 ;  ; Cu ; VF- ; 35 ; Al0851 ; 129 
 689 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 43 ; полимер ; 78 
 690 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 29 ; полимер ; 57 
 691 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 44 ; ganza ; 95 
 692 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 25 ; murka1973 ; 226 
 693 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 35 ; alex67 ; 1254 
 694 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 54 ; tartess ; 663 
 695 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 24 ; Al777 ; 381 
 696 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 66 ; ANK ; 869 
 697 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 125 ; сте ; 1224 
 698 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 66 ; нумизмат ; 2000 
 699 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; kremen ; 90 
 700 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 28 ; evg ; 73 
 701 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 23 ; cotangens ; 82 
 702 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 62 ; cotangens ; 204 
 703 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 48 ; полимер ; 79 
 704 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 55 ; 12345lal ; 261 
 705 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 35 ; Al0851 ; 105 
 706 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 25 ; cotangens ; 694 
 707 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 4 ; tartess ; 50 
 708 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 31 ; murew ; 166 
 709 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 79 ; raise ; 1003 
 710 ; Денга. Василий Дмитриевич. С коломенским надчеканом ; 1389-1425 ;  ; Ag ; VF ; 67 ; ANK ; 1328 
 711 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 58 ; кве ; 1434 
 712 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 6 ; kremen ; 57 
 713 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 28 ; SANGOLD1 ; 41 
 714 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; raise ; 62 
 715 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 48 ; kremen ; 57 
 716 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 34 ; kremen ; 42 
 717 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; SANGOLD1 ; 41 
 718 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; SANGOLD1 ; 43 
 719 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 64 ; mix55 ; 357 
 720 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 117 ; нумизмат ; 925 
 721 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 88 ; TTTPPP ; 4717 
 722 ; Пуло допетровское. Отверстие ;  ;  ; Cu ; VG ; 18 ; sonegr ; 121 
 723 ; Пуло ; XV в ; Удельное Княжество Городецкое ; Cu ; F ; 56 ; арбат ; 1088 
 724 ; Пуло допетровское ; XV в ;  ; Cu ; F ; 40 ; win.gradoff ; 357 
 725 ; Пуло допетровское ; XV в ;  ; Cu ; F+ ; 74 ; MedvedSI ; 400 
 726 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 70 ; Георг ; 1134 
 727 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 44 ; sssppp ; 381 
 728 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 21 ; sssppp ; 419 
 729 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 51 ; sssppp ; 223 
 730 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 70 ; sssppp ; 818 
 731 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 94 ; ВММ ; 1135 
 732 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 25 ; sssppp ; 512 
 733 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 32 ; peck ; 794 
 734 ; Пуло ; 1461-1485 ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F ; 63 ; win.gradoff ; 906 
 735 ; Пуло ; 1461-1485 ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F+ ; 58 ; mix55 ; 1587 
 736 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 66 ; raise ; 144 
 737 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 131 ; sssppp ; 847 
 738 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 43 ; kremen ; 206 
 639 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 39 ; Al777 ; 712 
 640 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 84 ; Al777 ; 437 
 641 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 65 ; Георг ; 1016 
 642 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 45 ; plis ; 2418 
 643 ; Денга. Суздальско-Нижегородское Великое Княжество. Князь Даниил Борисович ; XV век ;  ; Ag ; VF- ; 45 ; raise ; 144 
 644 ; Денга. Суздальско-Нижегородское Великое Княжество. Князь Даниил Борисович ; XV век ;  ; Ag ; F-VF ; 49 ; raise ; 255 
 645 ; Денга. Суздальско-Нижегородское Великое Княжество. Князь Даниил Борисович ; XV век ;  ; Ag ; F-VF ; 66 ; raise ; 278 
 646 ; Денга. Суздальско-Нижегородское Великое Княжество. Князь Даниил Борисович ; XV век ;  ; Ag ; F-VF ; 27 ; raise ; 216 
 647 ; Полуденга. Василий Дмитриевич? ; 1389-1425 ;  ; Ag ; F ; 35 ; sssppp ; 1111 
 648 ; Денга "Птичка". Василий Дмитриевич. Чекан г. Коломна ; 1389-1425 ;  ; Ag ; VF- ; 90 ; TTTPPP ; 3609 
 649 ; Денга "Птичка". Василий Дмитриевич. Чекан г. Коломна ; 1389-1425 ;  ; Ag ; F ; 58 ; сте ; 1199 
 650 ; Мечевая копейка. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 114 ; piter_k ; 303 
 651 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 62 ; vic2 ; 104 
 652 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 89 ; kremen ; 134 
 653 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 54 ; kremen ; 153 
 654 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 51 ; ZOLTAN333 ; 101 
 655 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 33 ; kremen ; 87 
 656 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 53 ; bowfinger ; 113 
 657 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF-XF ; 57 ; sinus ; 639 
 658 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 35 ; полимер ; 93 
 659 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 34 ; kremen ; 89 
 660 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 70 ; piter_k ; 153 
 661 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 45 ; evg ; 153 
 662 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 34 ; ANK ; 136 
 663 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 56 ; piter_k ; 123 
 664 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 13 ; sinus ; 255 
 665 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 22 ; полимер ; 79 
 666 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 53 ; Doca ; 122 
 667 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 49 ; кве ; 1420 
 668 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 29 ; кве ; 1003 
 669 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 31 ; cotangens ; 1066 
 670 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 43 ; кве ; 1365 
