 5988 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 9 ; USS ; 41 
 845 ; Грош Данциг ; 1626 ;  ; Ag ; VF ; 62 ; Alexdav ; 928 
 846 ; Полторак. Польша ; 1621 ;  ; Ag ; F-VF ; 52 ; nays ; 316 
 847 ; Полугрош. ВКЛ ; 16 век ;  ; Ag ; F+ ; 30 ; AB ; 283 
 848 ; 3 гроша. Польша ; 1598 ;  ; Ag ; F-VF ; 48 ; Гордиан ; 611 
 849 ; Монета. Золотая Орда. Токтамыш. Чекан Белед Азак ;  ;  ; Ag ; F-VF ; 28 ; нумизмат ; 286 
 850 ; Монета. Золотая Орда. Токтамыш. Имя по уйгурски ; 782 ;  ; Ag ; F-VF ; 50 ; Хаа ; 912 
 851 ; Монета. Золотая Орда. Токтамыш. Имя по уйгурски ;  ;  ; Ag ; F-VF ; 34 ; aziya11 ; 357 
 852 ; Монета. Золотая Орда. Таш-Тимур. Крым ; 796 ;  ; Ag ; F-VF ; 16 ; maymuse ; 1022 
 853 ; Монета. Золотая Орда. Токтамыш ;  ;  ; Ag ; F-VF ; 17 ; Василiч ; 201 
 854 ; Акче. Шемаха Халлил Уллах ; 1417-1465 ;  ; Ag ;  ; 22 ; dmivanych ; 354 
 855 ; Монета. Восток ;  ;  ; Ag ; F-VF ; 35 ; vladmarkin ; 172 
 856 ; Монета. Восток ;  ;  ; Ag ; F-VF ; 37 ; aziya11 ; 179 
 857 ; Танка. Тимур Тамерлан ; 15 век ;  ; Ag ;  ; 61 ; murka1973 ; 1587 
 858 ; Милиарисий. Константин Баргянародный. Константинополь ; 945-959 ;  ; Ag ; VF+ ; 34 ; Статистика ; 5500 
 859 ; Милиарисий. Константин VII. Константинополь ;  ;  ; Ag ; VF-XF ; 39 ; finder ; 7590 
 860 ; Тмутаракань. Подражание милиарисию. Отверстие ; 10-11вв ;  ; Cu ; G ; 19 ; virtualman ; 1231 
 861 ; Тмутаракань. Подражание милиарисию. Отверстие ; 10-11вв ;  ; Cu ; VG ; 81 ; VAPK ; 3067 
 862 ; Тмутаракань. Подражание милиарисию ; 10-11вв ;  ; Cu ; G ; 54 ; Гостомысл ; 1587 
 863 ; 1/6 эре Швеция ; 17 век ;  ; Cu ; F ; 20 ; васёк ; 232 
 864 ; Монета средневековая ;  ;  ; Cu ; F ; 39 ; mkm1968 ; 235 
 865 ; Пул. Золотая Орда. Лев вправо ;  ;  ; Cu ; F+ ; 29 ; aziya11 ; 201 
 766 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 38 ; MMM371 ; 330 
 767 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 22 ; bratss ; 151 
 768 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF-XF ; 42 ; MMM371 ; 499 
 769 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF+ ; 34 ; MMM371 ; 692 
 770 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 13 ; aziya11 ; 79 
 771 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 13 ; MMM371 ; 206 
 772 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF+ ; 19 ; vladmarkin ; 77 
 773 ; Копейка. Иван Грозный ; 1533-1584 ;  ; Ag ; VF-XF ; 31 ; PIM ; 104 
 774 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 18 ; Гостомысл ; 144 
 775 ; Копейка Михаил Федорович ; 1613-1645 ;  ; Ag ; VF+ ; 21 ; igor26 ; 68 
 776 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF-XF ; 5 ; aziya11 ; 51 
 777 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF-XF ; 7 ; von_Schwarz ; 84 
 778 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF-XF ; 23 ; 439 ; 135 
 779 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; XF- ; 9 ; Xxzx ; 114 
 780 ; Копейка. Борис Федорович ; 1598-1605 ;  ; Ag ; VF-XF ; 5 ; aziya11 ; 51 
 781 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF-XF ; 7 ; von_Schwarz ; 67 
 782 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 5 ; aziya11 ; 41 
 783 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 5 ; Xxzx ; 93 
 784 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 3 ; Xxzx ; 117 
 785 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 7 ; zoom30 ; 146 
 786 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 5 ; aziya11 ; 146 
 787 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 38 
 788 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 6 ; aziya11 ; 43 
 789 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 47 ; RuNum1 ; 386 
 790 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 29 ; igor26 ; 149 
 791 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 31 ; RuNum1 ; 567 
 792 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 19 ; bratss ; 41 
 793 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 31 ; vladmarkin ; 434 
 794 ; Копейка. Иван Грозный ; 1533-1584 ;  ; Ag ; VF- ; 11 ; Monah ; 39 
 795 ; Денга ;  ; Удельное Княжество Можайское ; Ag ; F-VF ; 62 ; bek-1 ; 3001 
 796 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 57 ; Hada ; 2064 
 797 ; Денга ;  ; Великое Княжество Тверское ; Ag ; F- ; 22 ; svetnew ; 1134 
 798 ; Денга ;  ; Удельное Княжество Можайское ; Ag ; F+ ; 47 ; aziya11 ; 603 
 799 ; Денга ;  ; Галичское Удельное Княжество ; Ag ; F- ; 37 ; lestes ; 600 
 800 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F ; 17 ; KVit68 ; 1836 
 801 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 24 ; aziya11 ; 281 
 802 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F- ; 25 ; svetnew ; 541 
 803 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 34 ; Monah ; 410 
 804 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F- ; 22 ; aziya11 ; 351 
 805 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F- ; 23 ; aziya11 ; 327 
 806 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 16 ; бортик ; 147 
 807 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F+ ; 21 ; MMM371 ; 204 
 808 ; Копейка ;  ; Алексей Михайлович Псковский ден.двор ; Cu ; F ; 15 ; bek-1 ; 98 
 809 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 24 ; aziya11 ; 67 
 810 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 24 ; igor26 ; 101 
 811 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 30 ; s.kudryavtsev ; 95 
 812 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 25 ; aziya11 ; 73 
 813 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 13 ; MaxA ; 68 
 814 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 20 ; PIM ; 62 
 815 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 20 ; igor26 ; 75 
 716 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F- ; 41 ; bva150979 ; 690 
 717 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F- ; 43 ; бортик ; 654 
 718 ; Денга ; 1425-1510 ; Псков ; Ag ; F+ ; 41 ; KVit68 ; 3060 
 719 ; Денга. Василий III ; 1505-1533 ;  ; Ag ; F-VF ; 5 ; murka1973 ; 340 
 720 ; Денга. Удельное к-во Можайское Иван Андреевич ; 1432-1454 ;  ; Ag ; F-VF ; 41 ; aziya11 ; 1921 
 721 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; XF- ; 17 ; vterkin ; 255 
 722 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF-XF ; 16 ; бортик ; 123 
 723 ; Копейка Иван Грозный ; 1533-1584 ;  ; Ag ; XF- ; 54 ; rvsru888 ; 164 
 724 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF-XF ; 9 ; igor26 ; 67 
 725 ; Копейка Федор Иванович ; 1584-1598 ;  ; Ag ; VF-XF ; 21 ; igor26 ; 79 
 726 ; Копейка Федор Иванович ; 1584-1598 ;  ; Ag ; VF-XF ; 24 ; igor26 ; 89 
 727 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 41 ; igor26 ; 59 
 728 ; Копейка ;  ;  ; Ag ; VF-XF ; 23 ; MMM371 ; 69 
 729 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF-XF ; 9 ; igor26 ; 59 
 730 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 23 ; igor26 ; 82 
 731 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF-XF ; 15 ; MMM371 ; 293 
 732 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+/VF- ; 21 ; aziya11 ; 146 
 733 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 35 ; бортик ; 189 
 734 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 27 ; Xxzx ; 159 
 735 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF+ ; 19 ; *69* ; 152 
 736 ; Копейка. Борис Годунов ; 1598-1605 ;  ; Ag ; VF+ ; 18 ; MMM371 ; 305 
 737 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 9 ; *69* ; 191 
 738 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 19 ; Xxzx ; 140 
 739 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 23 ; Xxzx ; 155 
 740 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 9 ; Xxzx ; 153 
 741 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF+ ; 18 ; aziya11 ; 101 
 742 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF-XF ; 28 ; MMM371 ; 111 
 743 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 21 ; aziya11 ; 137 
 744 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 25 ; MaxA ; 93 
 745 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 18 ; aziya11 ; 161 
 746 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 30 ; evg ; 155 
 747 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 22 ; aziya11 ; 48 
 748 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 7 ; DNV73 ; 43 
 749 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 7 ; MaxA ; 43 
 750 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 24 ; igor26 ; 113 
 751 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 31 ; Майкл ; 91 
 752 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 10 ; кузьма50 ; 57 
 753 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 23 ; кузьма50 ; 155 
 754 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 13 ; MMM371 ; 53 
 755 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 3 ; Xxzx ; 93 
 756 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF-XF ; 9 ; кузьма50 ; 248 
 757 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF-XF ; 7 ; кузьма50 ; 293 
 758 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF-XF ; 11 ; Xxzx ; 108 
 759 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 5 ; Xxzx ; 111 
 760 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 17 ; s.kudryavtsev ; 195 
 761 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 25 ; igor26 ; 119 
 762 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 16 ; wolikaz ; 61 
 763 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 26 ; wolikaz ; 57 
 764 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 23 ; MMM371 ; 105 
 765 ; Копейка Михаил Федорович ; 1613-1645 ;  ; Ag ; VF+ ; 11 ; MMM371 ; 51 
 657 ; 1 пенни ; 1907 ; Финляндия ; Cu ; AU ; 29 ; Стасыч ; 396 
 658 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 15 ; kuzma-1 ; 155 
 659 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 10 ; sax ; 206 
 660 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 15 ; MAMON ; 239 
 661 ; Лот монет России 15,5 копеек, денежка ; 1855-77 ;  ; Ag,Cu ; G-F ; 80 ; mefodin ; 443 
 662 ; Лот монет России (6шт): 5, 1коп, денга, полушка ; 18в ;  ; Cu ; F-/G ; 49 ; хабар ; 1791 
 663 ; Лот монет России (13шт): 1 коп ; 1874-1915 ;  ; Cu ; F-VF/VG ; 61 ; rbc ; 403 
 664 ; Лот монет России (5шт): 3,2,1коп, 1/2коп ; 1896-1914 ;  ; Cu ; VF-/VG ; 16 ; kvs ; 192 
 665 ; Лот монет России: 5,3,1 коп (4шт) ; 1831-1903 ;  ; Cu ; VG ; 40 ; Andjey2878 ; 322 
 666 ; Лот монет России: 3,2,1 коп, денга (6шт) ; 1748-1845 ;  ; Cu ; G/VG ; 26 ; matros ; 340 
 667 ; Лот монет России (9шт): 3 коп ; 1883-1915 ;  ; Cu ; F/G ; 27 ; форсаж ; 327 
 668 ; Лот монет России (8шт): 2 коп ; 1904-1916 ;  ; Cu ; F-VF/VG ; 18 ; viv1957 ; 185 
 669 ; Лот монет России (9шт): 2коп,1коп,денга,полушка ; 18в ;  ; Cu ; VG ; 73 ; хабар ; 2040 
 670 ; Лот монет Финляндии: 5 пенни (12шт) ; 1901-1916 ;  ; Cu ; G/VF ; 23 ; Сорокседьмой ; 520 
 671 ; Лот монет России (11шт): 3,2коп, 10пенни, 5 пенни ; 1760-1916 ;  ; Cu ; VF/VG ; 33 ; Andrei2007 ; 1609 
 672 ; Лот монет России (10шт): 3коп ; 1899-1915 ;  ; Cu ; VF-/VG ; 38 ; igrtlk ; 763 
 673 ; Лот монет России (3шт): 1 коп ; 18в ;  ; Cu ; VG ; 47 ; $$$ ; 5202 
 674 ; Лот монет России (2шт): 1 коп ; 1914 ;  ; Cu ; XF+/VF- ; 14 ; tanker1975 ; 92 
 675 ; Лот монет России: 1 коп, денга, полушка (4шт) ; 1721-1880 ;  ; Cu ; VG ; 46 ; sheriff 0 ; 322 
 676 ; Лот монет России: 3,2,1 коп, 1/2 коп (4шт) ; 1814-1913 ;  ; Cu ; F/G ; 19 ; sergey35 ; 164 
 677 ; Лот монет России (4шт): 3,2,1коп, 1/2коп ; 1897-1915 ;  ; Cu ; VF/G ; 30 ; jidai40 ; 216 
 678 ; Лот монет России (6шт): 5 коп, 1/2коп ; 1840-1880 ;  ; Cu ; VF-/VG ; 61 ; хабар ; 567 
 679 ; Лот монет России (28шт): денга, полушка ; 18в ;  ; Cu ; VG/G ; 111 ; Polytoner ; 3559 
 680 ; Лот монет России (11шт): 5,3,2 коп ; 19в ;  ; Cu ; VG/G ; 33 ; хабар ; 1019 
 681 ; Лот монет России: денга (19шт) ; 1730-1751 ;  ; Cu ; VG/G ; 79 ; karl7777 ; 1345 
 691 ; Денга. Великое Княжество Московское. Василий Дмитриевич ;  ;  ; Ag ; VF ; 39 ; sinus ; 1662 
 692 ; Денга. Великое княжество Суздальско-Нижегородское ;  ;  ; Ag ; F-VF ; 8 ; Shalex ; 1500 
 693 ; Денга. Великое княжество Суздальско-Нижегородское ;  ;  ; Ag ; VF+ ; 24 ; нумизмат ; 922 
 694 ; Денга. Дмитров. Петр Дмитриевич ;  ;  ; Ag ; VF+ ; 47 ; нумизмат ; 8249 
 695 ; Денга. Ростов ;  ;  ; Ag ; VF ; 19 ; нумизмат ; 3000 
 696 ; Танга ;  ; Великое Княжество Рязанское ; Ag ; F-VF ; 44 ; aziya11 ; 2014 
 697 ; Танга ;  ; Великое Княжество Рязанское ; Ag ; F-VF ; 38 ; viridis ; 2566 
 698 ; Денга. Суздаль. Князь Данила ;  ;  ; Ag ; VF ; 20 ; doc2 ; 1122 
 699 ; Денга. Великое Княжество Московское. Василий Дмитриевич ;  ;  ; Ag ; VF- ; 60 ; slando ; 6120 
 700 ; Денга. Серпухов. Василий Ярославович ;  ;  ; Ag ; VF-XF ; 39 ; dmivanych ; 1133 
 701 ; Денга. Серпухов. Василий Ярославович ;  ;  ; Ag ; VF+ ; 25 ; dmivanych ; 4080 
 702 ; Денга. Можайск. Иван Андреевич ;  ;  ; Ag ; VF+ ; 76 ; ANK ; 4590 
 703 ; Денга. Верея. Михаил Андреевич ;  ;  ; Ag ; VF-XF ; 27 ; dmivanych ; 6630 
 704 ; Денга. Галич. Дмитрий Юрьевич Шемяка ;  ;  ; Ag ; F-VF ; 54 ; slando ; 8670 
 705 ; Денга. Великое Княжество Тверское Борис Александрович ;  ;  ; Ag ; VF+ ; 34 ; Hada ; 6800 
 706 ; Денга. Великое Княжество Тверское Михаил Борисович ;  ;  ; Ag ; VF ; 42 ; svetnew ; 5100 
 707 ; Денга. Городенское княжество Борис Александрович, ;  ;  ; Ag ; F+ ; 43 ; batalino ; 7140 
 708 ; Денга. Иван III. Захват Новгорода ;  ;  ; Ag ; F-VF ; 32 ; svetnew ; 4647 
 709 ; Денга. Иван III ;  ;  ; Ag ; VF- ; 39 ; RuNum1 ; 147 
 710 ; Пуло Тверское ;  ;  ; Cu ; F- ; 19 ; vladmarkin ; 93 
 711 ; Денга. Иван III. "Дозор" ;  ;  ; Ag ; VF ; 67 ; slando ; 2142 
 712 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 18 ; igor26 ; 51 
 713 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 13 ; Василiч ; 47 
 714 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 34 ; aziya11 ; 102 
 715 ; Денга. Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F-VF ; 65 ; batalino ; 7140 
 607 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; F+ ; 29 ; MOHCTP ; 468 
 608 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VG ; 47 ; evdiral ; 362 
 609 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; F ; 15 ; СОВ ; 469 
 610 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; F+ ; 32 ; taa ; 466 
 611 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 25 ; Capt2 ; 276 
 612 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF- ; 12 ; wv ; 189 
 613 ; 10 пенни. В капсуле NGC ; 1910 ; Финляндия ; Cu ; MS63BN ; 44 ; verunk1 ; 4776 
 614 ; 10 пенни ; 1916 ; Финляндия ; Cu ; AU/XF ; 19 ; rus77 ; 340 
 615 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 26 ; Гостомысл ; 286 
 616 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 23 ; wv ; 232 
 617 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF- ; 15 ; igorkadan ; 300 
 618 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F- ; 22 ; wv ; 105 
 619 ; 5 пенни ; 1870 ; Финляндия ; Cu ;  ; 74 ; mixser ; 2050 
 620 ; 5 пенни ; 1875 ; Финляндия ; Cu ; VG ; 33 ; 8alera ; 222 
 621 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF+ ; 30 ; dali ; 516 
 622 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF+ ; 96 ; igorkadan ; 469 
 623 ; 5 пенни ; 1896 ; Финляндия ; Cu ; VF- ; 15 ; ct200h ; 850 
 624 ; 5 пенни ; 1897 ; Финляндия ; Cu ; F-VF ; 26 ; Andrei2007 ; 84 
 625 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF ; 11 ; Andrei2007 ; 87 
 626 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 7 ; A.G ; 114 
 627 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 19 ; Andjey2878 ; 96 
 628 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 20 ; dali ; 516 
 629 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 30 ; dali ; 319 
 630 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF- ; 36 ; igrstupaev ; 238 
 631 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 76 ; dali ; 459 
 632 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 19 ; dali ; 104 
 633 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 24 ; dali ; 459 
 634 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 13 ; Andrei2007 ; 84 
 635 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 7 ; kuzma-1 ; 102 
 636 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 17 ; tanker1975 ; 90 
 637 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 5 ; takhizis1313 ; 90 
 638 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 18 ; boroda ; 254 
 639 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 9 ; ввп ; 90 
 640 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; AU/XF ; 24 ; tanker1975 ; 232 
 641 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF ; 28 ; 1879 ; 209 
 642 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 7 ; boroda ; 214 
 643 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 18 ; MOHCTP ; 184 
 644 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF+ ; 29 ; 01020304 ; 1587 
 645 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 49 ; MAMON ; 443 
 646 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF- ; 25 ; sax ; 387 
 647 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 39 ; VAM ; 466 
 648 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 31 ; vitab ; 421 
 649 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+/VF- ; 69 ; flutter ; 323 
 650 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF+ ; 24 ; tanker1975 ; 422 
 651 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF+ ; 27 ; sax ; 385 
 652 ; 1 пенни ; 1895 ; Финляндия ; Cu ; F-VF ; 57 ; СОВ ; 334 
 653 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 22 ; СОВ ; 172 
 654 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 8 ; Andjey2878 ; 120 
 655 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF- ; 6 ; boroda ; 104 
 656 ; 1 пенни ; 1902 ; Финляндия ; Cu ; AU/XF ; 36 ; takhizis1313 ; 800 
 557 ; Денга ; 1751 ;  ; Cu ; F- ; 13 ; Pavel31 ; 51 
 558 ; Деньга ; 1797 ; КМ ; Cu ; VG ; 20 ; shknikolay ; 1567 
 559 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 36 ; viv1957 ; 164 
 560 ; Деньга. В капсуле NGC ; 1819 ; ЕМ НМ ; Cu ; AU55BN ; 42 ; mixser ; 3486 
 561 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 19 ; 4444 ; 139 
 562 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 34 ; Mr.Nahodkin ; 567 
 563 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VG ; 20 ; spektr ; 294 
 564 ; Денежка ; 1859 ; ВМ ; Cu ; F-VF ; 38 ; 1879 ; 499 
 565 ; 1/2 копейки ; 1876 ; СПБ ; Cu ; VF- ; 59 ; VAM ; 1245 
 566 ; 1/2 копейки ; 1877 ; СПБ ; Cu ; VF-XF ; 33 ; express ; 2244 
 567 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF-XF ; 64 ; Маша-растеряша ; 2200 
 568 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF ; 29 ; 1879 ; 1714 
 569 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 27 ; andrej888 ; 102 
 570 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 27 ; Гарыныч ; 628 
 571 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 48 ; andrej888 ; 174 
 572 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; AU/XF ; 45 ; spektr ; 1280 
