 3245 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Михалыч ; 22 
 1497 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 1 ; vic-dmitrievic ; 20 
 1498 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; XF+ ; 1 ; vic-dmitrievic ; 20 
 1499 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ  ; Cu-Ni ; XF+ ; 2 ; Shurlamp ; 21 
 1500 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 2 ; shknikolay ; 21 
 1501 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета  ; Cu-Ni ; XF ; 1 ; vic-dmitrievic ; 20 
 1502 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; XF+ ; 4 ; ton2519 ; 29 
 1503 ; 1 рубль ; 1981 ; Дружба на веки  ; Cu-Ni ; XF+ ; 22 ; Гурий ; 67 
 1504 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; AU ; 12 ; Dozen ; 58 
 1505 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 17 ; Arhip ; 56 
 1506 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 6 ; alnov ; 72 
 1507 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; XF ; 6 ; ton2519 ; 32 
 1508 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 23 ; Dozen ; 102 
 1509 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; AU ; 25 ; rbcrf ; 91 
 1410 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 7 ; MAYSIC ; 102 
 1411 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 56 ; Isa ; 196 
 1412 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 42 ; oich ; 206 
 1413 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 44 ; oich ; 41 
 1414 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 49 ; elac ; 149 
 1415 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 8 ; den_ff ; 61 
 1416 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 6 ; andreyka80 ; 57 
 1417 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 23 ; elac ; 57 
 1418 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 41 ; alexandervolkov ; 143 
 1419 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 40 ; alexandervolkov ; 143 
 1420 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 46 ; alexandervolkov ; 184 
 1421 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 51 ; MICMAC ; 555 
 1422 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; XF- ; 4 ; Eugen ; 50 
 1423 ; 20 копеек ; 1933 ;  ; Ni ; XF- ; 76 ; topotun ; 858 
 1424 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; VF ; 7 ; sergfokin ; 87 
 1425 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; XF ; 66 ; topotun ; 1020 
 1426 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 55 ; krubrus ; 53 
 1427 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 100 ; lm5665 ; 177 
 1428 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 56 ; sergfokin ; 153 
 1429 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 42 ; valery ; 255 
 1430 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 12 ; Конрос бид 32 ; 250 
 1431 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 3 ; Конрос бид 32 ; 250 
 1432 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 82 ; lm5665 ; 120 
 1433 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 78 ; focus-nik2006 ; 108 
 1434 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 39 ; lm5665 ; 107 
 1435 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 28 ; oich ; 84 
 1436 ; Лот монет СССР (3 шт): 20 коп ; 1923-1927 ;  ; Ag ; VF-XF ; 13 ; Arhip ; 169 
 1437 ; Лот монет СССР (4 шт): 20, 15, 10 коп ; 1923-1930 ;  ; Ag ; VF+/XF+ ; 18 ; obob999 ; 204 
 1438 ; Лот монет СССР (3 шт): 20, 15, 10 коп ; 1925-1930 ;  ; Ag ; XF/AU ; 24 ; obob999 ; 201 
 1439 ; Лот монет СССР (3 шт): 20, 15, 10 коп ; 1923 ;  ; Ag ; VF+/XF- ; 29 ; obob999 ; 161 
 1440 ; Лот монет СССР (3 шт): 15 коп ; 1928-1930 ;  ; Ag ; XF-/XF+ ; 25 ; ZAA_44 ; 175 
 1441 ; Лот монет СССР (3 шт): 15 коп ; 1923-1925 ;  ; Ag ; VF-/XF- ; 24 ; SSS777 ; 93 
 1442 ; Лот монет СССР (3 шт): 15 коп ; 1925-1928 ;  ; Ag ; XF- ; 21 ; ZAA_44 ; 94 
 1443 ; Лот монет СССР (3 шт): 15 коп ; 1924-1928 ;  ; Ag ; XF-/XF+ ; 7 ; SSS777 ; 80 
 1444 ; Лот монет СССР (3 шт): 10 коп ; 1923-1930 ;  ; Ag ; VF+/XF+ ; 18 ; obob999 ; 191 
 1445 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков  ; Cu-Ni ; proof ; 16 ; kro ; 176 
 1446 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 71 ; Qersej ; 93 
 1447 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 9 ; jenic ; 84 
 1448 ; 5 копеек ; 1932 ;  ; Br ; VF+ ; 67 ; В1951 ; 116 
 1449 ; 2 копейки ; 1940 ;  ; Br ; VF-XF ; 37 ; MICMAC ; 51 
 1450 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв  ; Cu-Ni ; Au ; 76 ; mdn ; 781 
 1451 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены  ; Cu-Ni ; Proof ; 76 ; ABlack ; 351 
 1452 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге  ; Cu-Ni ; Proof ; 85 ; ABlack ; 181 
 1453 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 76 ; VR62 ; 247 
 1454 ; 2 рубля ; 1994 ; ММД И.Е.Репин  ; Ag ; Proof ; 45 ; ABlack ; 426 
 1455 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 33 ; Гермес 8  ; 915 
 1456 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Ма ; Cu-Ni ; Proof ; 31 ; den_ff ; 714 
 1457 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; Proof ; 32 ; ton2519 ; 114 
 1458 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба  ; Cu-Ni ; Proof ; 22 ; holyLazar ; 500 
 1459 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; Proof ; 64 ; vladimir232 ; 11515 
 1360 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; XF- ; 42 ; Arhip ; 273 
 1361 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 62 ; Arhip ; 209 
 1362 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF ; 21 ; Arhip ; 258 
 1363 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF ; 18 ; andreyka80 ; 255 
 1364 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF+ ; 47 ; Arhip ; 363 
 1365 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 56 ; Arhip ; 228 
 1366 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; XF ; 26 ; DMT ; 357 
 1367 ; 50 копеек ; 1922 ; (АГ)  ; Ag ; VF+ ; 128 ; Arhip ; 373 
 1368 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF+ ; 95 ; Poiuyt ; 211 
 1369 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF+ ; 61 ; surf2k5 ; 300 
 1370 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF+ ; 26 ; obob999 ; 194 
 1371 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; F-VF ; 62 ; сытый ; 165 
 1372 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; VF+ ; 38 ; сытый ; 182 
 1373 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; F-VF ; 55 ; сытый ; 157 
 1374 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF+ ; 38 ; Arhip ; 204 
 1375 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF- ; 60 ; o.k. ; 196 
 1376 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; VF- ; 44 ; Poiuyt ; 181 
 1377 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; VF ; 77 ; сытый ; 184 
 1378 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; VF-XF ; 45 ; zxc55 ; 217 
 1379 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; VF-XF ; 69 ; o.k. ; 230 
 1380 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; VF ; 12 ; alexandervolkov ; 227 
 1381 ; Один полтинник ; 1927 ; (ПЛ 9 грамм)  ; Ag ; F-VF ; 59 ; alkmrc ; 255 
 1382 ; 50 копеек ; 1946 ; о.Шпицберген  ; б.м. ; VF-XF ; 28 ; Alexgar ; 4080 
 1383 ; 20 копеек ; 1946 ; о.Шпицберген  ;  ; XF- ; 67 ; Alexgar ; 4080 
 1384 ; 15 копеек ; 1946 ; о.Шпицберген  ; Вr ; VF+ ; 5 ; Alexgar ; 2550 
 1385 ; 10 копеек ; 1946 ; о.Шпицберген  ; Br ; VF-XF ; 9 ; dimon46 ; 3213 
 1386 ; 5 ; 1998 ; о.Шпицберген  ;  ; AU ; 30 ; Aleks1 ; 1000 
 1387 ; 2 ; 1998 ; о.Шпицберген  ;  ; AU ; 6 ; Aleks1 ; 1000 
 1388 ; 1 ; 1998 ; о.Шпицберген  ;  ; AU ; 112 ; zorge10 ; 1028 
 1389 ; 0,5 ; 1998 ; о.Шпицберген  ;  ; AU ; 90 ; zorge10 ; 967 
 1390 ; 0,25 ; 1998 ; о.Шпицберген  ;  ; AU ; 58 ; zorge10 ; 974 
 1391 ; 0,1 ; 1998 ; о.Шпицберген  ;  ; AU ; 56 ; DevilD ; 523 
 1392 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 73 ; oich ; 249 
 1393 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 4 ; Eugen ; 59 
 1394 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 37 ; den_ff ; 153 
 1395 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 7 ; oich ; 102 
 1396 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 5 ; Eugen ; 50 
 1397 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 2 ; Eugen ; 55 
 1398 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 15 ; alnov ; 194 
 1399 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 19 ; o.k. ; 101 
 1400 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 18 ; andreyka80 ; 102 
 1401 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 8 ; lm5665 ; 251 
 1402 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 33 ; andreyka80 ; 195 
 1403 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 40 ; mifod ; 193 
 1404 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 48 ; skif ; 189 
 1405 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 64 ; Алек ; 310 
 1406 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 10 ; oich ; 102 
 1407 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 10 ; oich ; 120 
 1408 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 25 ; alexvad ; 100 
 1409 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 10 ; andreyka80 ; 102 
 1310 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на кон ; Ag ; proof ; 39 ; alnov ; 778 
 1311 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на а ; Ag ; proof ; 33 ; alnov ; 773 
 1312 ; 2 рубля ; 2002 ; ММД 100 лет со дня рождения Л. ; Ag ; proof ; 30 ; Igorek81 ; 987 
 1313 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков  ; Ag ; proof ; 41 ; ABlack ; 572 
 1314 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов  ; Ag ; proof ; 17 ; obob999 ; 408 
 1315 ; 2 рубля ; 1995 ; ММД И.А.Бунин  ; Ag ; proof ; 72 ; Valeriy ; 790 
 1316 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин  ; Ag ; proof ; 21 ; ЕВС ; 804 
 1317 ; 2 рубля ; 1995 ; ММД М.И.Кутузов  ; Ag ; proof ; 34 ; ABlack ; 529 
 1318 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский  ; Ag ; proof ; 90 ; Valeriy ; 1644 
 1319 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов  ; Ag ; proof ; 21 ; obob999 ; 379 
 1320 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов  ; Ag ; proof ; 35 ; Джуниор ; 700 
 1321 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь  ; Ag ; proof ; 12 ; obob999 ; 423 
 1322 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дн ; Ag ; proof ; 73 ; Copirchik ; 675 
 1323 ; 2 рубля ; 2005 ; ММД Рак  ; Ag ; proof ; 15 ; valery ; 594 
 1324 ; 2 рубля ; 2005 ; СПМД Близнецы  ; Ag ; proof ; 28 ; Igorek81 ; 755 
 1325 ; 2 рубля ; 2005 ; ММД Телец  ; Ag ; proof ; 18 ; Igorek81 ; 623 
 1326 ; 2 рубля ; 2003 ; СПМД Овен  ; Ag ; proof ; 14 ; ААФ ; 623 
 1327 ; 2 рубля ; 1998 ; ММД С.Эйзенштейн. Портрет  ; Ag ; proof ; 57 ; Aleks1 ; 874 
 1328 ; 2 рубля ; 2003 ; СПМД Телец  ; Ag ; proof ; 23 ; Copirchik ; 722 
 1329 ; 2 рубля ; 2005 ; СПМД 100 лет со дня рождения М ; Ag ; proof ; 19 ; obob999 ; 429 
 1330 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собак ; Ag ; proof ; 25 ; Copirchik ; 506 
 1331 ; 2 рубля ; 2006 ; 100 лет со дня рождения Д.Д.Шо ; Ag ; proof ; 40 ; Copirchik ; 818 
 1332 ; 2 рубля ; 2003 ; СПМД 200 лет со дня рождения Ф ; Ag ; proof ; 24 ; Copirchik ; 506 
 1333 ; 2 рубля ; 2003 ; ММД 150 лет со дня рождения В. ; Ag ; proof ; 24 ; Copirchik ; 506 
 1334 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов  ; Ag ; proof ; 10 ; andrew1977 ; 386 
 1335 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий  ; Ag ; Proof ; 25 ; ВаЯка ; 632 
 1336 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносиб ; Ag ; Proof ; 24 ; сытый ; 1269 
 1337 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный фили ; Ag ; Proof ; 34 ; alisa ; 635 
 1338 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский ти ; Ag ; Proof ; 22 ; alisa ; 637 
 1339 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалински ; Ag ; Proof ; 20 ; ЕВС ; 1516 
 1340 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский  ; Ag ; Proof ; 28 ; сытый ; 1269 
 1341 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный сл ; Ag ; proof ; 20 ; Igorek81 ; 939 
 1342 ; 1 рубль ; 1996 ; ЛМД Красная книга. Туркменский ; Ag ; proof ; 23 ; alkmrc ; 645 
 1343 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиат ; Ag ; proof ; 18 ; ВаЯка ; 628 
 1344 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосто ; Ag ; proof ; 23 ; сытый ; 906 
 1345 ; 1 рубль ; 1997 ; ММД Большой театр. Москва  ; Ag ; proof ; 50 ; ААФ ; 614 
 1346 ; Рубль ; 1921 ; (АГ)  ; Ag ; VF-XF ; 47 ; uin1972 ; 2007 
 1347 ; Рубль ; 1921 ; (АГ)  ; Ag ; VF+ ; 35 ; uin1972 ; 1532 
 1348 ; Рубль ; 1921 ; (АГ)  ; Ag ; VF+ ; 31 ; uin1972 ; 1844 
 1349 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; VF+ ; 171 ; tuz ; 922 
 1350 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; XF+/AU ; 23 ; uin1972 ; 1214 
 1351 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; VF-XF ; 79 ; uin1972 ; 956 
 1352 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; XF+/AU ; 53 ; uin1972 ; 1452 
 1353 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; VF+/XF- ; 18 ; SVE ; 781 
 1354 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; VF-XF ; 12 ; SVE ; 880 
 1355 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 20 ; SVE ; 979 
 1356 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 26 ; uin1972 ; 999 
 1357 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 39 ; Valeriy ; 1338 
 1358 ; 50 копеек ; 1921 ; (АГ)  ; Ag ; VF+ ; 24 ; surf2k5 ; 500 
 1359 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; XF- ; 51 ; DMT ; 291 
 1148 ; Телефонный жетон АТС. Г. Бийск ;  ;  ; Al ; VF-XF ; 20 ; Vladimir_78 ; 41 
 1261 ; 100 рублей ; 1977 ; "ЛМД ""Спорт и мир""(эмблема о ; Au ; Proof ; 18 ; DMT ; 18870 
 1262 ; 100 рублей. С сертификатом подлинности, в подарочной коробке ; 1978 ; ММД Центральный стадион им.В.И ; Au ; proof ; 24 ; DMT ; 19904 
 1263 ; 100 рублей ; 1978 ; ЛМД Гребной канал в Крылатском ; Au ; proof ; 20 ; ААФ ; 15922 
 1264 ; 100 рублей ; 1990 ; ММД 500-лет.Русского един.гос. ; Au ; Proof ; 9 ; ААФ ; 19307 
 1265 ; Один червонец ; 1980 ; ММД  ; Au ; AU ; 30 ; 4nuts ; 8618 
 1266 ; 25 рублей. С сертификатом подлинности ; 1991 ; ЛМД Русский балет. Балерина  ; Au ; AU ; 30 ; kott ; 7650 
 1267 ; 25 рублей ; 1992 ; ЛМД Екатерина II-законодательн ; Pd ; Proof ; 12 ; AGAT D ; 17320 
 1268 ; 10 рублей ; 1977 ; ММД Москва. Игры XXII Олимпиад ; Ag ; proof ; 65 ; SergAlL ; 1204 
 1269 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады  ; Ag ; AU ; 65 ; SergAlL ; 1030 
 1270 ; "Набор монет ""Игры XXII Олимпиды"": 5 рублей ""Штанга"", ""Метание молота"", 10 рублей ""Борьба дзюдо"" (3шт)" ; 1979 ; ЛМД ;  ; AU ; 31 ; SergAlL ; 2042 
 1271 ; 5 рублей ; 1977 ; ММД Ленинград.Игры XXII Олимпи ; Ag ; proof ; 102 ; alexey_s ; 1234 
 1272 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; proof ; 68 ; SergAlL ; 1035 
 1273 ; 5 рублей ; 1980 ; "ЛМД Конно-спортивная игра ""И ; Ag ; AU ; 33 ; SergAlL ; 668 
 1274 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монаст ; Ag ; Proof ; 34 ; mdn ; 2466 
 1275 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве  ; Ag ; Proof ; 18 ; Piccaso2008 ; 3213 
 1276 ; 3 рубля ; 1999 ; СПМД 2-я тибетская эксп.1883-1 ; Ag ; Proof ; 41 ; EP-109 ; 1938 
 1277 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. ; Ag ; Proof ; 5 ; Jet_Dee ; 1062 
 1278 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сц ; Ag ; Proof ; 13 ; тир ; 1428 
 1279 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; Proof ; 14 ; Bizon6055 ; 1280 
 1280 ; 3 рубля ; 1998 ; ММД Год прав человека в России ; Ag ; Proof ; 19 ; apolo-67 ; 1529 
 1281 ; 3 рубля ; 2002 ; СПМД Церковь Бориса и Глеба, К ; Ag ; Proof ; 27 ; Vitaliy-199 ; 2231 
 1282 ; 3 рубля ; 1989 ; ММД Московский Кремль  ; Ag ; Proof ; 12 ; SergAlL ; 1331 
 1283 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интерес ; Ag ; Proof ; 9 ; SergAlL ; 1176 
 1284 ; 3 рубля ; 1991 ; ЛМД Большой театр  ; Ag ; Proof ; 5 ; andrew1977 ; 978 
 1285 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суз ; Ag ; Proof ; 11 ; petrserebr ; 1200 
 1286 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярос ; Ag ; proof ; 52 ; Vitaliy-199 ; 2686 
 1287 ; 3 рубля ; 2004 ; XXVIII Летние Олимпийские игры ; Ag ; proof ; 28 ; Foxic ; 1600 
 1288 ; 3 рубля ; 1992 ; ЛМД Троицкий собор  ; Ag ; Proof ; 7 ; petrserebr ; 1053 
 1289 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; Proof ; 13 ; andrew1977 ; 1240 
 1290 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-П ; Ag ; Proof ; 35 ; Igorek81 ; 1911 
 1291 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция  ; Ag ; Proof ; 32 ; apolo-67 ; 1731 
 1292 ; 3 рубля ; 1993 ; ЛМД Космонавты  ; Ag ; Proof ; 16 ; Copirchik ; 816 
 1293 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина  ; Ag ; Proof ; 21 ; Valeriy ; 1223 
 1294 ; 3 рубля ; 1991 ; ЛМД Большой театр  ; Ag ; Proof ; 6 ; andrew1977 ; 1084 
 1295 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; Proof ; 194 ; SergAlL ; 1263 
 1296 ; 3 рубля ; 1993 ; ЛМД Анна Павлова  ; Ag ; Proof ; 25 ; apolo-67 ; 1274 
 1297 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Яро ; Ag ; Proof ; 8 ; Гурий ; 1381 
 1298 ; 3 рубля ; 2004 ; ММД Богоявленский собор  ; Ag ; Proof ; 51 ; DevilD ; 2878 
 1299 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты  ; Ag ; proof ; 78 ; Dozen ; 1769 
 1300 ; 3 рубля ; 1993 ; ММД Федор Шаляпин  ; Ag ; proof ; 10 ; Copirchik ; 717 
 1301 ; 3 рубля ; 2005 ; СПМД Чемпионат мира по легкой  ; Ag ; proof ; 35 ; ААФ ; 1094 
 1302 ; 3 рубля ; 2004 ; 2-ая Камчатская экспедиция  ; Ag ; proof ; 30 ; petrserebr ; 1207 
 1303 ; 3 рубля ; 1999 ; СПМД 1-я тибетская эксп.1879-1 ; Ag ; proof ; 9 ; petrserebr ; 1200 
 1304 ; 3 рубля ; 2005 ; ММД 60 лет Победы в ВОВ  ; Ag ; proof ; 27 ; Copirchik ; 921 
 1305 ; 3 рубля ; 2003 ; ММД Козерог  ; Ag ; proof ; 18 ; ААФ ; 744 
 1306 ; 3 рубля ; 1995 ; "ММД ""Сохраним наш мир"". Соб ; Ag ; AU ; 43 ; Valeriy ; 787 
 1307 ; 2 рубля ; 1999 ; "СПМД К.П.Брюллов.200 лет со д ; Ag ; proof ; 23 ; ABlack ; 1078 
 1308 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс  ; Ag ; proof ; 31 ; А25 ; 1020 
 1309 ; 2 рубля ; 1994 ; ММД И.Е.Репин  ; Ag ; proof ; 28 ; obob999 ; 458 
 1098 ; Железный крест II класса за I Мировую войну на ленте. Германия ; 1813-1914 ;  ; Fe, серебр ; XF+ ; 6 ; vitapool ; 2393 
 1099 ; Медаль ветеранов 2 МВ с планкой 25 лет. Финляндия ;  ;  ; Br ; XF ; 42 ; 542 ; 881 
 1100 ; Медаль ветеранов 2 МВ. Финляндия ;  ;  ; Br ; VF+ ; 35 ; kuril ; 513 
 1101 ; Медаль за войну 1941-1945 для шведов. Финляндия ;  ;  ; Ж/м ; XF ; 63 ; koponen ; 1016 
 1102 ; Медаль Белая Роза. Финляндия ;  ;  ; Br ; VF+ ; 9 ; Gari 77 ; 554 
 1103 ; Медаль за заслуги в развитии спорта. Финляндия ;  ;  ; Ag ; XF- ; 35 ; koponen ; 879 
 1104 ; Крест за войну. Германия ; 1914 ;  ; Br ; XF+ ; 101 ; vitapool ; 3423 
 1105 ; Медаль за стойкость. Австро-Венгрия. Имп. Карл ;  ;  ; Ag ; XF+ ; 58 ; petrserebr ; 1350 
 1106 ; Медаль за отвагу и труд. Вюртемберг. Вильгельм II ;  ;  ; Б/м ; XF+ ; 41 ; Георг ; 1817 
 1107 ; Медаль за преданность труду. Саксония. Фридрих Август ;  ;  ;  ; XF+ ; 9 ; petrserebr ; 638 
 1108 ; "Медаль ""Signum Laudis"". Австро-Венгрия. Имп. Франциск" ;  ;  ; Ж/м ; XF+ ; 49 ; wwii-soldat ; 2088 
 1109 ; Крест за помощь в военных действиях. Германия ;  ;  ;  ; XF+ ; 18 ; shtuka ; 1051 
 1110 ; "Медаль ""50 лет красному кресту"". Австро-Венгрия" ; 1864-1914 ;  ; Br, эмаль ; XF+ ; 7 ; Георг ; 2335 
 1111 ; Медаль «В память 100-летия Кайзера Вильгельма II». Пруссия ; 1897 ;  ; Br ; XF+ ; 11 ; skir ; 714 
 1112 ; Крест Гинденбурга с мечами. Германия (клеймо - 32 R.V. Пфорцгейм) ; 1914-1918 ;  ; Пятна ; VF+ ; 16 ; koga ; 278 
