 3271 ; Бона иностранная ;  ;  ;  ;  ; 6 ; тнн ; 214 
 1278 ; 3 рубля ; 1996 ; "ЛМД Сцена из балета ""Щелкунч ; Ag ; Proof ; 13 ; Valeriy ; 1230 
 1279 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Пет ; Ag ; Proof ; 31 ; den_ff ; 906 
 1280 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. ; Ag ; Proof ; 14 ; xey ; 1208 
 1281 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский ; Ag ; Proof ; 11 ; vladvav ; 1453 
 1282 ; 3 рубля ; 2002 ; СПМД Церковь Бориса и Глеба, К ; Ag ; Proof ; 17 ; xey ; 2040 
 1283 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 19 ; fantom1975 ; 1548 
 1284 ; 3 рубля ; 1997 ; "ЛМД ""Лебединое озеро"". Ротб ; Ag ; Proof ; 24 ; тир ; 1518 
 1285 ; 3 рубля ; 1992 ; ЛМД Троицкий собор  ; Ag ; Proof ; 10 ; xey ; 1045 
 1286 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль  ; Ag ; Proof ; 18 ; Valeriy ; 1273 
 1287 ; 3 рубля ; 1993 ; ЛМД Анна Павлова  ; Ag ; Proof ; 8 ; garry ; 1024 
 1288 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов  ; Ag ; Proof ; 13 ; den_ff ; 655 
 1289 ; 2 рубля ; 1995 ; ММД М.И.Кутузов  ; Ag ; Proof ; 14 ; петров ; 669 
 1290 ; 2 рубля ; 1998 ; "СПМД В.М.Васнецов.Картина ""А ; Ag ; Proof ; 23 ; rbcrf ; 1583 
 1291 ; Рубль ; 1921 ; (АГ)  ; Ag ; AU ; 68 ; кабан ; 5520 
 1292 ; Рубль ; 1921 ; (АГ)  ; Ag ; XF ; 40 ; o.k. ; 1877 
 1293 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 65 ; Kolya-kms ; 1455 
 1294 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 64 ; бруня ; 1336 
 1295 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; XF+/AU ; 69 ; sas ; 26724 
 1296 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 8 ; СКИФ ; 12 
 1297 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 4 ; СКИФ ; 11 
 1298 ; 10 рублей ; 2005 ; СПМД Боровск  ; биметалл ; AU ; 6 ; hjk1974 ; 41 
 1299 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 13 ; DrAlex1701 ; 13 
 1300 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 4 ; uin1972 ; 12 
 1301 ; 1 рубль-1 доллар разоружения ; 1988 ;  ; Al ; AU ; 15 ; петров ; 255 
 1302 ; 1 рубль-1 доллар разоружения ; 1988 ;  ; Al ; AU ; 28 ; amd4200 ; 209 
 1303 ; 5 ; 1998 ; о.Шпицберген  ;  ; AU ; 80 ; оскол ; 836 
 1304 ; 2 ; 1998 ; о.Шпицберген  ;  ; AU ; 50 ; lvl555 ; 610 
 1305 ; 0,5 ; 1998 ; о.Шпицберген  ;  ; AU ; 35 ; lvl555 ; 610 
 1306 ; 0,25 ; 1998 ; о.Шпицберген  ;  ; AU ; 37 ; lvl555 ; 589 
 1307 ; 0,1 ; 1998 ; о.Шпицберген  ;  ; AU ; 25 ; lvl555 ; 582 
 1308 ; 10 рублей ; 1992 ; ЛМД  ; Cu-Zn/Cu-N ; XF+ ; 22 ; lvl555 ; 3570 
 1309 ; 2 копейки ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 83 ; ЧАС ; 3581 
 1310 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; VF+ ; 50 ; ЧАС ; 691 
 1158 ; Медаль. Бургомистр Льежа Себастьян де Рабле. Франция. Луи Филипп (1830-1848) ; 1846 ;  ; Br ; XF+ ; 47 ; foma71 ; 809 
 1159 ; Медаль. Международная медицинская выставка. Великобритания. Виктория (1837-1901) ; 1884 ;  ; Br ; XF+ ; 69 ; RAPAN ; 2163 
 1160 ; Медаль. Жан Санс Пер, герцог Бургундии, граф Фландрии. Бельгия. Леопольд I (1831-1865) ;  ;  ; Br ; XF+ ; 13 ; foma71 ; 793 
 1161 ; Медаль религиозная. Изречения из Евангелия Святого Луки. Германия ; начало 19 в. ;  ; Ag ; VF+ ; 16 ; nat89 ; 1497 
 1162 ; Медаль. Коронация Павла VI. Ватикан. Павел VI (1963-1978) ; 1963 ;  ; Ag ; Proof ; 5 ; кузин ; 1020 
 1163 ; Медаль. Мемориал Хосе Марти. Куба ; 2001 ;  ; Br ; AU ; 33 ; S1952 ; 108 
 1164 ; Медаль. Франция. Городской совет г. Лилль ; 1892-1896 ;  ; Ag ; XF+ ; 41 ; sherif-69 ; 1080 
 1165 ; Медаль. Германия ; 1889 ;  ; Б/м ; Proof ; 48 ; petrserebr ; 1214 
 1166 ; Медаль. Пруссия. Фридрих Вильгельм IV ; 1840 ;  ; Ag ; XF+ ; 27 ; kolobokoff ; 4648 
 1167 ; Медаль. Саксония ; 1898 ;  ; Ag ; AU ; 23 ; region23 ; 4000 
 1168 ; Медаль на свадьбу герцога Люксембургского и герцогини Марии в 1874г ;  ;  ; Б/м ; Proof ; 54 ; foma71 ; 1767 
 1169 ; "Медаль серебр. ""Доктор Мартин Лютер. Аугсбургская конфессия"" Германия Д=35мм" ; 1930 ;  ; Ag ; AU ; 44 ; nat89 ; 2540 
 1170 ; "Медаль серебр. ""Граф Цеппелин и доктор Хуго Эккенер"" Германия Д=36мм в коробке" ; 1929 ;  ; Ag ; proof ; 17 ; kolobokoff ; 5206 
 1171 ; Жетон Рождение Наполеона IV. Франция. Наполеон III (1852-1870) ; 1856 ;  ; Ag ; VF-XF ; 36 ; lvl555 ; 661 
 1172 ; Жетон. Звезда Давида ; 1289 ;  ; Cu ; F-VF ; 24 ; lvl555 ; 597 
 1173 ; Жетон. Германия ; 18 век ;  ; Б/м ; VF+ ; 84 ; Mmm ; 794 
 1174 ; Знак ЦК ВЛКСМ. Участнику уборки урожая на целине ; 1958 ;  ; Ж/м, эмаль ; VF+ ; 21 ; lvl555 ; 130 
 1175 ; Знак. 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м, эмаль ; VF-XF ; 19 ; lvl555 ; 102 
 1176 ; Знак. 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м, эмаль ; VF+ ; 24 ; wwii-soldat ; 171 
 1177 ; Знак СССР. Готов к санитарной обороне ;  ;  ; Ж/м, эмаль ; VF+ ; 26 ; xabib ; 249 
 1178 ; Знак. Фестиваль Алтая ; 1957 ;  ; Ж/м, эмаль ; VF-XF ; 9 ; lesnik1 ; 88 
 1179 ; Знак. Комсомолец метростороя. Новосибирск ;  ;  ; Ж/м ; XF+ ; 17 ; oxana ; 50 
 1180 ; Знак. Первенство области РСФСР. 3-е место ;  ;  ; Ж/м, эмаль ; VF-XF ; 34 ; RAPAN ; 171 
 1181 ; Знак. Первенство области РСФСР. 2-е место ;  ;  ; Ж/м, эмаль ; VF-XF ; 24 ; RAPAN ; 161 
 1182 ; Знак ВЛКСМ ;  ;  ; Ж/м, эмаль ; VF+ ; 28 ; Конрос бид 32 ; 51 
 1183 ; Знак ВСХВ ;  ;  ; Ж/м, эмаль ; VF+ ; 26 ; xabib ; 57 
 1184 ; Лот наградных колодок США (6 шт) ;  ;  ;  ; AU ; 8 ; natallli ; 26 
 1185 ; Знак паршютиста ;  ;  ; Б/м ; XF+ ; 26 ; jenic ; 183 
 1186 ; "Медаль ""За боевые заслуги"". Болгария" ;  ;  ; Ж/м ; AU ; 19 ; димитрий ; 273 
 1187 ; Медаль китайский военный инцидент Япония ; 1937 ;  ; Cu ; AU ; 80 ; HILL ; 1639 
 1188 ; Медаль памятная в честь восшествия на престол императора Сёва Япония ; 1928 ;  ; Ag ; AU ; 77 ; AAE2006 ; 2153 
 1189 ; Медаль за русско-японскую войну 1904-1905гг Япония ; 1904-1905 ;  ; Br ; AU ; 46 ; HILL ; 1911 
 1190 ; Королевский Орден Меча за боевые заслуги Швеция, золото-750, в коробке ; 1957 ;  ; Au, эмаль ; AU ; 112 ; dusik311 ; 35613 
 1191 ; Орден Восходящего солнца 7 ст. Япония, серебро, эмаль, в лаковой коробке ; после 1875г ;  ; Ag ; AU ; 97 ; shurawi ; 3417 
 1192 ; Орден Восходящего Солнца 7-ой степени. Япония. В коробке ;  ;  ; Ag, эмаль ; AU ; 39 ; koponen ; 2735 
 1193 ; Орден Священного Сокровища 7 ст. Япония, серебро, в лаковой коробке ; 1-2МВ ;  ; Ag ; AU ; 72 ; shurawi ; 2701 
 1194 ; Орден Священного Сокровища 8 ст. Япония, серебро, в лаковой коробке ; после 1888г ;  ; Ag ; AU ; 50 ; AAE2006 ; 2969 
 1195 ; Крест за военные заслуги 3кл. Австрия ; 1898-1918 ;  ; Ag эмаль ; XF+ ; 48 ; shurawi ; 5100 
 1196 ; "Медаль серебр. ""Вильгельм король пруссии Августа королева прусская герцогиня сакская"" Германия Д=50мм в фирменной коробке" ; 1911 ;  ; Ag ; proof ; 67 ; olo3olo3 ; 6683 
 1197 ; Знак за боевое ранение Япония, серебро, эмаль, в деревянной коробке ; 1938-1945 ;  ; Ag ; AU ; 57 ; shurawi ; 4373 
 1198 ; "Медаль ""За службу по защите нации"" с планкой. США. В коробке" ;  ;  ; Br ; XF+ ; 32 ; QSL ; 439 
 1199 ; Крест Гинденбурга с документом Германия ; 1936 ;  ; Br ; XF ; 44 ; levsha ; 1558 
 1200 ; Памятная медаль 11.09.2001г Пентагон США ;  ;  ; БМ ; AU ; 128 ; dusik311 ; 954 
 1201 ; Памятная медаль 11.09.2001г Мировой Торговый Центр США ;  ;  ; БМ ; AU ; 136 ; dusik311 ; 1030 
 1202 ; Немецкий полевой знак, с миниатюрой, в фирменной коробке и с удостоверением Германия ; нач.20в ;  ; БМ, эмаль ; XF ; 49 ; shurawi ; 4452 
 1203 ; Шпанга из 4 наград Германия ; 1МВ ;  ; Ag Fe Cu ; XF ; 34 ; AAE2006 ; 3792 
 1204 ; Шпанга из 3 наград: Железный крест 2кл, крест Гинденбурга с мечами, медаль за 12 лет выслуги Германия ; 1МВ ;  ; Ag Fe Br ; XF ; 120 ; AAE2006 ; 2711 
 1205 ; Шпанга из 2 наград Германия ; 1МВ ;  ; Ag Fe Cu ; VF-XF ; 73 ; QSL ; 2911 
 1206 ; Шпанга из 2 наград Германия ; 1МВ ;  ; Ag Fe Br ; VF-XF ; 67 ; lvl555 ; 2247 
 1207 ; Лот из значков соц. Стран ; 20в ;  ;  ;  ; 60 ; AAE2006 ; 254 
 1108 ; Медаль. Отечественная война 1944-1945 гг. Болгария ;  ;  ; Б/м ; XF ; 3 ; велко ; 408 
 1109 ; Медаль за войну в Корее ; 2пол. 20 в. ;  ; Br ; XF ; 40 ; lsp25 ; 556 
 1110 ; Медаль 50 лет победы во 2МВ Израиль ; 1995 ;  ; БМ ; AU ; 76 ; AAE2006 ; 458 
 1111 ; Крест за заслуги пожарной службы. Финляндия ;  ;  ; Б/м ; XF+ ; 23 ; KVit68 ; 2833 
 1112 ; Медаль за заслуги пожарной службы. Финляндия ;  ;  ; Б/м ; XF ; 63 ; AAE2006 ; 969 
 1113 ; Медаль иностранная ;  ;  ; Ж/м ; VF-XF ; 64 ; 542 ; 1873 
 1114 ; Медаль. Кил Холл. Герцог Михаил и графиня Торби ; 1901-1910 ;  ; Ag? ; VF+ ; 19 ; foma71 ; 816 
 1115 ; Военный крест с мечами. Венгрия ; 1941 ;  ; Б/м ; VF- ; 46 ; lsp25 ; 1780 
 1116 ; Крест короля Людвига Вюртемберг ; 1916 ;  ; Br ; XF ; 75 ; lvl555 ; 2011 
 1117 ; Медаль Франция ; 1935 ;  ; БМ ; XF ; 48 ; HILL ; 670 
 1118 ; Медаль Франция ; 1935 ;  ; Br ; XF ; 42 ; HILL ; 670 
 1119 ; Медаль Франция ; 20в ;  ; БМ ; XF ; 38 ; HILL ; 568 
 1120 ; Медаль за взятие Цингтао Япония ; 1915 ;  ; Br ; XF ; 69 ; levsha ; 1581 
 1121 ; Крест для участников войны Франция ; 1МВ ;  ; Br ; XF ; 63 ; lvl555 ; 1295 
 1122 ; Медаль серебр. На коронацию Великобритания ; 1937 ;  ; Ag ; XF ; 81 ; stur ; 3121 
 1123 ; Медаль за 2МВ Великобритания вручена R.H.Godwin N=32499(на гурте) ; 1945 ;  ; БМ ; XF ; 65 ; lvl555 ; 1402 
 1124 ; Медаль серебр. На коронацию Великобритания ; 1953 ;  ; Ag? ; XF ; 66 ; levsha ; 1936 
 1125 ; Медаль за 25 лет службы в GAS Нидерланды ; 20в ;  ; БМ ; XF ; 42 ; AAE2006 ; 579 
 1126 ; Медаль за 2 МВ Индия-Великобритания ; 2МВ ;  ; БМ ; XF ; 35 ; lsp25 ; 936 
 1127 ; "Знак за ранение ""серебряный"" прорезной Германия" ; 1МВ ;  ; БМ ; XF ; 91 ; vitapool ; 5100 
 1128 ; "Знак за ранение ""золотой"" прорезной Германия" ; 1МВ ;  ; ЖМ ; XF ; 68 ; HILL ; 5244 
 1129 ; "Знак ""Стального шлема"" Германия" ; 1931 ;  ; БМ, эмаль ; VF-XF ; 75 ; ved ; 4698 
 1130 ; Знак земельного союза красного креста 10 лет Пруссия N=2225 ;  ;  ; Cu Ag эмал ; XF ; 53 ; KVit68 ; 5610 
 1131 ; Знак иностранный ;  ;  ; Б/м ; XF- ; 18 ; KVit68 ; 1168 
 1132 ; Знак спортивный Германия 3 рейх ; 1934-1945 ;  ; Br ; XF ; 42 ; ssm ; 2149 
 1133 ; Железный крест 2кл. Германия ; 1МВ ;  ; Ag Fe ; VF+ ; 67 ; AAE2006 ; 2632 
 1134 ; Железный крест 2кл. Германия ; 1МВ ;  ; Ag Fe ; VF+ ; 29 ; MG ; 2626 
 1135 ; Крест морского корпуса Фландрия ; 1918 ;  ; Br ; XF ; 39 ; AAE2006 ; 1641 
 1136 ; Серебряный крест за гражданские заслуги Болгария ; 1891-1944 ;  ; Ag ; XF+ ; 149 ; KVit68 ; 10305 
 1137 ; Знак за службу в колониях Германия, N=34163 ; 20в ;  ; Br посереб ; VF+ ; 89 ; AAE2006 ; 1761 
 1138 ; Медаль Фридрих-II Король Пруссии ;  ;  ; Br ; VF+ ; 103 ; lvl555 ; 968 
 1139 ; Медаль союза немецких патриотов Лейпциг ; 1913 ;  ; БМ ; VF+ ; 108 ; gelind ; 549 
 1140 ; Медаль красного креста Япония ; 20в ;  ; Ag ; XF+ ; 66 ; lvl555 ; 992 
 1141 ; "Медаль серебр. ""Приз Совета Департамента Сенны и Уазы"" Франция Д=50мм" ; 19в ;  ; Ag ; AU ; 29 ; AAE2006 ; 2222 
 1142 ; "Медаль ""Выставка сельского хозяйства, индустрии и изящных искусств"" Франция Д=60мм" ; 1855 ;  ; Cu ; AU ; 78 ; petrserebr ; 3468 
 1143 ; "Медаль ""Фридрих Вильгельм-III король прусский"" Германия Д=40мм" ; 1840 ;  ; Cu ; AU ; 131 ; foma71 ; 2166 
 1144 ; "Медаль ""Первая индустриально-промышленно-электрическая выставка"" Германия Д=60мм" ; 1884 ;  ; Cu посереб ; AU ; 81 ; HILL ; 1566 
 1145 ; "Жетон ""Касса сбережений и накоплений"" Франция Д=35мм" ; 1860 ;  ; Ag ; proof-like ; 45 ; RAPAN ; 1283 
 1146 ; "Жетон ""Людовик-XV король христиан"" Франция Д=30мм" ; 1744 ;  ; Ag ; XF ; 16 ; sherif-69 ; 1058 
 1147 ; "Жетон ""Королевское казначейство"" Франция Д=30мм" ; 1757 ;  ; Ag ; XF ; 15 ; HILL ; 1037 
 1148 ; "Жетон ""Королевская сельско-хозяйственная академия"" Франция Д=30мм" ; 18век ;  ; Ag ; XF ; 9 ; AAE2006 ; 937 
 1149 ; "Жетон ""Мы следуем букве закона. Прокуроры"" Франция Д=30мм" ; 18век ;  ; Ag ; XF ; 69 ; region23 ; 3078 
 1150 ; "Жетон ""Победоносное правление в Германии и Италии"" Франция Д=30мм" ; 1735 ;  ; Ag ; XF ; 18 ; sherif-69 ; 1058 
 1151 ; "Жетон ""Мария-королева Франции и Наварры"" Франция Д=30мм" ; 1757 ;  ; Ag ; VF-XF ; 36 ; HILL ; 956 
 1152 ; "Медаль серебр. ""На память от Берлинской Академии наук"" Германия Д=35мм" ; 1888 ;  ; Ag ; AU ; 37 ; RAPAN ; 4082 
 1153 ; "Медаль ""Александр-I Князь болгарский"" Болгария Д=32мм" ; 1885 ;  ; Br ; AU ; 60 ; levsha ; 1134 
 1154 ; Жетон. Превратности войн. Фигура римского воина с копьем и щитом. Франция. Людовик XV (1715-1774) ; 1720 ;  ; Ag ; VF+ ; 14 ; rnv_64 ; 1224 
 1155 ; Жетон. Превратности войн. Фигура лежащего Геркулеса. Франция. Людовик XV (1715-1774) ; 1722 ;  ; Ag ; VF+ ; 43 ; rnv_64 ; 1037 
 1156 ; Жетон. Превратности войн. Молнии в облаках. Франция. Людовик XV (1715-1774) ; 1734 ;  ; Ag ; VF+ ; 10 ; rnv_64 ; 1224 
 1157 ; Медаль. Свадьба Наполеона I и Марии Луизы Австрийской. Франция. Наполеон I (1804-1815) ; 1810 ;  ; Br ; XF ; 41 ; alexiy2 ; 3966 
 977 ; Монета античная. Сирия (Арамея) ;  ;  ; Cu ; F-VF ; 62 ; Tosha ; 469 
 978 ; Монета античная. Тир. Птолемей III ;  ;  ; Cu ; F ; 21 ; kotyamoi ; 128 
 979 ; Прута. Иудея ;  ;  ; Cu ; F ; 65 ; leo 2 ; 148 
 980 ; Прута. Иудея ;  ;  ; Cu ; F ; 11 ; leo 2 ; 189 
 981 ; Прута. Иудея ;  ;  ; Cu ; F ; 9 ; Ромбор ; 118 
 982 ; Монета античная ;  ;  ; Cu ; F+ ; 4 ; тапки ; 31 
 983 ; Монета античная ;  ;  ; Cu ; F ; 45 ; RuNum1 ; 107 
 984 ; Монета античная ;  ;  ; Cu ; F ; 5 ; тапки ; 33 
 985 ; Монета античная ;  ;  ; Cu ; F+ ; 39 ; oxana ; 796 
 986 ; Монета античная. Цейлон ; X-XI вв ;  ; Cu ; VF- ; 35 ; kotyamoi ; 281 
 987 ; 1 талер. Зальцбург ; 1695 ;  ; Ag ; VF-XF ; 11 ; Sky2 ; 5102 
 988 ; 1/2 талера. Зальцбург ; 1694 ;  ; Ag ; VF- ; 15 ; Alexdav ; 3060 
 989 ; Солид ; 1623 ;  ; Ag ; XF- ; 58 ; grimbo ; 573 
 990 ; Солид ; 1625 ;  ; Ag ; VF-XF ; 46 ; grimbo ; 570 
 991 ; Монета средневековая. Сарай. Хан Джанибек ; 743 л.х. ;  ; Ag ; VF- ; 16 ; leo 2 ; 265 
 992 ; "1 цянь ""кайюань тунбао"" гладкий. Китай, Тан" ;  ;  ; Br ; VF ; 22 ; kotyamoi ; 92 
 993 ; "1 цянь ""цяньюань чжунбао"" гладкий. Китай, Тан" ;  ;  ; Br ; VF- ; 16 ; RuNum1 ; 113 
 994 ; "2 цяня ""цзяньянь тунбао"". Китай, Южная Сун" ;  ;  ; Br ; VF- ; 64 ; kotyamoi ; 226 
 995 ; "2 цяня ""шаосин тунбао"". Китай, Южная Сун" ;  ;  ; Br ; VF- ; 5 ; RuNum1 ; 113 
 996 ; "1 цянь ""чунчжэн тунбао"" гладкий. Китай, Мин" ;  ;  ; Br ; F-VF ; 31 ; kay2 ; 184 
 997 ; "1 цянь ""чунчжэн тунбао"" звезда 12 ч. Китай, Мин" ;  ;  ; Br ; VF- ; 24 ; ppp ; 92 
 998 ; "1 цянь ""лунъу тунбао"" гладкий. Китай, Южная Мин" ;  ;  ; Br ; F-VF ; 19 ; RuNum1 ; 96 
 999 ; "1 фэнь ""синчао тунбао"" ""и фэн"". Китай, Восстания XVII века" ;  ;  ; Br ; VF- ; 20 ; gors ; 479 
 1081 ; Медаль. Коронация Николая II в Москве ; 1896 ;  ; Ag ; F-VF ; 30 ; ved ; 3060 
 1082 ; Медаль за усердие ;  ;  ;  ; VF+ ; 16 ; start ; 3062 
 1083 ; Медаль. За усердие. Император Николай II ;  ;  ; Ag ; VF-XF ; 25 ; AAE2006 ; 4080 
 1084 ; Медаль. За Русско-японскую войну ; 1904-1905 ;  ; Br ; VF- ; 18 ; start ; 1500 
 1085 ; Медаль в честь Отечественной войны. Частная чеканка ; 1912 ;  ; Br ; VF-XF ; 52 ; rlaura ; 5667 
 1086 ; Жетон. С.П.Б. Коммерческое училище. С.И Семенов ; 1882 ;  ; Ag, эмаль ; VF ; 11 ; QSL ; 1860 
 1087 ; Жетон. Выставка в Париже. Г. Пето ; 1905 ;  ; Br ; XF+ ; 42 ; димитрий ; 414 
 1088 ; Жетон. Да здравствует власть рабочих и крестьян ; 1917 ;  ; Б/м ; VF ; 33 ; rlaura ; 2550 
 1089 ; Жетон в память русской революции ; 1917 ;  ; Cu ; VF-XF ; 32 ; 015 ; 11000 
 1090 ; Жетон. Свободная Россия. Пролетарии все соединяйтесь. ;  ;  ; Б/м ; VF ; 48 ; 015 ; 4000 
 1091 ; "Медаль ""В память 200 летия победы под Полтавой""" ; 1909 ;  ; Br ; VF-/F-VF ; 39 ; canis ; 3627 
 1092 ; Медаль за благонравие и успехи в науках. Имп. Мария Федоровна ;  ;  ; Ag ; VF- ; 85 ; RAPAN ; 11371 
 1093 ; Медаль. В память 1000-летия России ;  ;  ; Br ; VF- ; 26 ; lvl555 ; 1110 
 1094 ; Медаль. Великий князь Святослав ;  ;  ; Б/м ; VF+ ; 19 ; kot006 ; 2601 
 1095 ; Медаль. Великий князь Василий Васильевич ;  ;  ; Б/м ; VF+ ; 18 ; kot006 ; 2652 
 1096 ; Медаль. Великий князь Семен Иванович Гордый ;  ;  ; Б/м ; VF+ ; 28 ; kot006 ; 2934 
 1097 ; Медаль. Великий князь Мстислав Владимирович ;  ;  ; Б/м ; VF ; 22 ; kot006 ; 2867 
 1098 ; Медаль. Великий князь Изяслав Ярославович ;  ;  ; Б/м ; VF ; 26 ; kot006 ; 2529 
 1099 ; Жетон. Петроградский монетный двор 1727 ;  ;  ; Б/м ; VF+ ; 104 ; foma71 ; 2040 
 1100 ; Знак красного креста, с миниатюрой Бельгия ; 20в ;  ; Cu Ag эмал ; XF ; 28 ; HILL ; 3866 
 1101 ; Медаль 1МВ Австрия ; 1МВ ;  ; Br ; XF ; 78 ; lvl555 ; 931 
 1102 ; Знак ордена Леопольда-II Бельгия ; 20в ;  ; БМ, эмаль ; XF+ ; 33 ; AAE2006 ; 1321 
 1103 ; Орден Железного Полумесяца Турция ; 20в ;  ; Cu Ag эмал ; XF ; 77 ; ssm ; 15000 
 1104 ; Медаль за победу в 1МВ Япония ; нач.20в ;  ; Br ; XF ; 122 ; ферт ; 4321 
 1105 ; Орден 9 сентября 1944 года 1-ой степени ;  ;  ; Ж/м, эмаль ; XF+ ; 4 ; lsp25 ; 816 
 1106 ; Орден 9 сентября 1944 года 2-ой степени ;  ;  ; Ж/м, эмаль ; XF+ ; 10 ; lsp25 ; 847 
 1107 ; Орден 9 сентября 1944 года 3-ей степени ;  ;  ; Ж/м, эмаль ; XF+ ; 6 ; lsp25 ; 651 
 885 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 22 ; lvl555 ; 163 
 886 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 53 ; тапки ; 55 
 887 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF- ; 53 ; тапки ; 57 
 888 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 28 ; astronotus ; 351 
 889 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F ; 21 ; astronotus ; 308 
 890 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F ; 4 ; тапки ; 51 
 891 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 44 ; тапки ; 53 
 892 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 7 ; lvl555 ; 123 
 893 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 51 ; тапки ; 63 
 894 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 17 ; нумизмат ; 150 
 895 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 25 ; тапки ; 53 
 896 ; Денга ; 1425-1462 ; Василий Васильевич(Темный)  ; Ag ; F+ ; 16 ; ilgamax ; 612 
 897 ; Денга ; 1425-1462 ; Василий Васильевич(Темный)  ; Ag ; F-VF ; 57 ; ilgamax ; 1326 
 898 ; Денга ; 1425-1462 ; Василий Васильевич(Темный)  ; Ag ; F-VF ; 23 ; niki17 ; 1020 
 899 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; F-VF ; 49 ; alexandervolkov ; 98 
 900 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское  ; Ag ; F+ ; 36 ; ilgamax ; 2618 
 901 ; Денга. Древнерусское подражание ; XIII-XIV вв ;  ; Ag ; F-VF ; 15 ; leon0 ; 2613 
 902 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; VF- ; 48 ; leo 2 ; 157 
 903 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; VF- ; 33 ; Arsak ; 236 
 904 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; F-VF ; 31 ; Arsak ; 246 
 905 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; F-VF ; 43 ; RuNum1 ; 105 
 906 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; VF- ; 37 ; Arsak ; 200 
 907 ; Медный пул. Золотая Орда. Отверстие ; XIV в ;  ; Cu ; F+ ; 23 ; тапки ; 32 
 908 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F-VF ; 16 ; тапки ; 62 
 909 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F-VF ; 18 ; kay2 ; 64 
 910 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 26 ; тапки ; 53 
 911 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 15 ; RuNum1 ; 29 
 912 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 18 ; natallli ; 19 
 913 ; Дирхем. Крымское ханство ; XV-XVI вв ;  ; Ag ; F+ ; 32 ; allur65 ; 33 
 914 ; Дирхем. Крымское ханство ; XV-XVI вв ;  ; Ag ; F+ ; 19 ; RuNum1 ; 37 
 915 ; Дирхем. Крымское ханство ; XV-XVI вв ;  ; Ag ; F+ ; 30 ; natallli ; 33 
 916 ; Дирхем. Крымское ханство ; XV-XVI вв ;  ; Ag ; F+ ; 33 ; тапки ; 34 
 917 ; Дирхем. Крымское ханство ; XV-XVI вв ;  ; Ag ; F ; 17 ; тапки ; 42 
 918 ; Дирхем. Крымское ханство ; XV-XVI вв ;  ; Ag ; F+ ; 32 ; тапки ; 50 
 961 ; Солид. Византийская империя. Юстиниан I ; 527-565 ;  ;  ; VF+ ; 22 ; yaroslav ; 7650 
 962 ; Гиперперон Византия имп.Андроник-II и Михаил-IX ; 1315-1320 ;  ; Au ; VF+ ; 77 ; yaroslav ; 7234 
 963 ; Гиперперон Византия имп.Алексий- ; 1082-1118 ;  ; Au ; VF-XF ; 85 ; and000 ; 7885 
