 1161 ; 200 рублей. М-31,1г ; 1994 ; ММД Сохраним наш мир. Соболя ; Au999 ; Proof ; 0 ; Участник № 44 ; 60000 
 1241 ; Обол. Пантикапей. М-1,78гр ; 150-125 гг до н.э. ;  ; Cu ; F ; 10 ; Sterh ; 17 
 1242 ; Обол. Пантикапей. М-2,67гр ; 150-125 гг до н.э. ;  ; Cu ; F ; 7 ; Sterh ; 16 
 1243 ; Обол. Пантикапей. М-2,38гр ; 150-125 гг до н.э. ;  ; Cu ; F ; 6 ; Sterh ; 15 
 1244 ; Антониниан. Рим, имп. Кар. М-3,40гр ; 282-283 ;  ; Cu ; F ; 22 ; vvp500 ; 308 
 1245 ; Монета античная. Рим, имп. Константин II. М-2,11гр ; 317-340 ;  ; Cu ; F ; 22 ; ДСВ777 ; 179 
 1246 ; Антониниан. Рим, имп. Тацит. М-2,85гр ; 275-276 ;  ; Cu ; F ; 31 ; ДСВ777 ; 367 
 1247 ; Монета античная. Римская империя, Елена (мать Константина I). М-1,67гр ;  ;  ; Cu ; F ; 19 ; ДСВ777 ; 327 
 1248 ; Монета античная. Пантикапей. М-4,64гр ; 275-250 гг до н.э. ;  ; Cu ; F+ ; 45 ; evg65 ; 168 
 1249 ; Тетрахалк. Пантикапей. М-6,42гр ; 300-275 гг до н.э. ;  ; Cu ; F-VF ; 6 ; double ; 425 
 1250 ; Лепта. Пантикапей. М-4,55гр ; 300-275 гг до н.э. ;  ; Cu ; F-VF ; 46 ; grot ; 523 
 1151 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 14 ; Rober ; 22 
 1152 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 29 ; dali ; 402 
 1153 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 22 ; Rustman ; 22 
 1154 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 22 ; шев ; 139 
 1155 ; Копейка ; 1601 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 16 ; ANK ; 192 
 1156 ; Копейка ; 1599 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 11 ; dali ; 105 
 1157 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 13 ; d-master ; 57 
 1158 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 22 ; Sterh ; 22 
 1159 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 19 ; rmiller ; 82 
 1160 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF ; 10 ; Майкл ; 725 
 1161 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 32 ; Павлов111 ; 33 
 1162 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 39 ; Таракан ; 500 
 1163 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 56 ; scaevola ; 378 
 1164 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 17 ; scaevola ; 528 
 1165 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 10 ; scaevola ; 114 
 1166 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 14 ; alskr ; 114 
 1167 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 26 ; Lena6975 ; 27 
 1168 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 24 ; Sterh ; 26 
 1169 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 9 ; Marcus ; 32 
 1170 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 24 ; Sterh ; 22 
 1171 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 19 ; valsv ; 17 
 1172 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 9 ; hill1972 ; 41 
 1173 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 21 ; Sterh ; 22 
 1174 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 18 ; t2029 ; 46 
 1175 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 26 ; dali ; 49 
 1176 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 29 ; Павлов111 ; 28 
 1177 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 28 ; Павлов111 ; 29 
 1178 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 23 ; Sterh ; 31 
 1179 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 24 ; hill1972 ; 25 
 1180 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 29 ; VVK ; 161 
 1181 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 8 ; hill1972 ; 48 
 1182 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 39 ; vova4244 ; 181 
 1183 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 6 ; hill1972 ; 51 
 1184 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 24 ; evg65 ; 42 
 1185 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 20 ; Павлов111 ; 28 
 1186 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 17 ; kolhis ; 91 
 1187 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 9 ; hill1972 ; 46 
 1188 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 14 ; kolhis ; 62 
 1189 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 43 ; варяг2004 ; 83 
 1190 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF+ ; 23 ; VR62 ; 37 
 1191 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF- ; 23 ; faga2003 ; 31 
 1192 ; Лот допетровских монет: 5шт ;  ;  ; Ag ; F/F-VF ; 25 ; vitapool ; 88 
 1193 ; Лот допетровских монет (3шт): копейка ;  ;  ; Ag ; F-VF ; 57 ; Таракан ; 96 
 1194 ; Статер. Фракия, Лисимах. М-8,33гр ; 361-281 гг до н.э. ;  ; Au ; VF ; 45 ; кузин ; 14100 
 1195 ; Солид. Византия. М-4,29гр ;  ;  ; Au ; VF+ ; 48 ; lestes ; 10200 
 1196 ; Солид. Византия. М-4,35гр ;  ;  ; Au ; VF ; 25 ; Пупс ; 8000 
 1197 ; Монета античная. Византия, Алексей II Комнин. М-4,47гр. Деформация ; 1169-1183 ;  ; Au ; VF- ; 37 ; Борман ; 8500 
 1198 ; Денарий Рим имп.Александр Север ; 222-235 ;  ; Ag ; XF+ ; 71 ; radion ; 2999 
 1199 ; Монета античная. Рим. Имп. Антонин Пий ; 86-161 ;  ; Ag ; F-VF ; 69 ; vitapool ; 396 
 1200 ; Антониниан. Рим. Проб. М-4,49г ; 276-281 ;  ; Cu ; VF- ; 36 ; Luidor ; 518 
 1101 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 19 ; кабан ; 221 
 1102 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; F-VF ; 9 ; кабан ; 102 
 1103 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 19 ; кабан ; 145 
 1104 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF-XF ; 21 ; кабан ; 267 
 1105 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 13 ; koga ; 68 
 1106 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) ; Ag ; VF ; 11 ; кабан ; 308 
 1107 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 39 ; кабан ; 444 
 1108 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 5 ; кабан ; 102 
 1109 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 24 ; кабан ; 305 
 1110 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 49 ; кабан ; 619 
 1111 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 26 ; кабан ; 253 
 1112 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 6 ; кабан ; 123 
 1113 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; F-VF ; 16 ; valsv ; 17 
 1114 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; VF+ ; 24 ; Lena6975 ; 26 
 1115 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 64 ; Kapitonov ; 384 
 1116 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 16 ; Банзай ; 365 
 1117 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF-XF ; 83 ; zoom30 ; 323 
 1118 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF-XF ; 72 ; igorvar ; 1084 
 1119 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 26 ; Lena6975 ; 26 
 1120 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F ; 16 ; Sterh ; 21 
 1121 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F+ ; 11 ; hill1972 ; 12 
 1122 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 37 ; Al0851 ; 35 
 1123 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; Sterh ; 22 
 1124 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 13 ; kolhis ; 41 
 1125 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 20 ; valsv ; 21 
 1126 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 11 ; valsv ; 21 
 1127 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 52 ; варяг2004 ; 261 
 1128 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 23 ; ANK ; 153 
 1129 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 56 ; ANK ; 230 
 1130 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 66 ; ANK ; 189 
 1131 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 21 ; Sterh ; 22 
 1132 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 36 ; ANK ; 53 
 1133 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 34 ; ANK ; 42 
 1134 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 32 ; ANK ; 169 
 1135 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 20 ; ANK ; 85 
 1136 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 38 ; ANK ; 161 
 1137 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 44 ; ANK ; 73 
 1138 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 41 ; ANK ; 46 
 1139 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 33 ; zoom30 ; 85 
 1140 ; Копейка. Борис Федорович Годунов ; 1598-1605 ;  ; Ag ; VF+ ; 36 ; ANK ; 41 
 1141 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 7 ; alex995 ; 21 
 1142 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 10 ; t2029 ; 24 
 1143 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 42 ; kolhis ; 195 
 1144 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 47 ; kolhis ; 159 
 1145 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 21 ; dali ; 108 
 1146 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 23 ; шев ; 67 
 1147 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 14 ; Al0851 ; 104 
 1148 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 37 ; шев ; 902 
 1149 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 18 ; Sterh ; 23 
 1150 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF ; 9 ; dali ; 94 
 1051 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 9 ; valsv ; 10 
 1052 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 21 ; VR62 ; 58 
 1053 ; Полуденга. Московское Великое кн-во. Князь Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F+ ; 70 ; sssppp ; 4592 
 1054 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 24 ; шев ; 1561 
 1055 ; Копейка ; 1612-1613 ; временный московский денежный  ; Ag ; VF ; 111 ; Bolt ; 2229 
 1056 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF+ ; 53 ; VVK ; 414 
 1057 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; VF+ ; 56 ; Майкл ; 71 
 1058 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 28 ; sumrak ; 160 
 1059 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 40 ; ANK ; 116 
 1060 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 39 ; mysha78 ; 46 
 1061 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 18 ; мющ ; 99 
 1062 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF-XF ; 78 ; igorvar ; 299 
 1063 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; VF- ; 56 ; dali ; 102 
 1064 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 22 ; Akademik ; 70 
 1065 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 55 ; VR62 ; 182 
 1066 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 37 ; VVK ; 157 
 1067 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 43 ; dali ; 370 
 1068 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 80 ; Майкл ; 516 
 1069 ; Танга. Олег Иванович ; 1350-1402 ; Великое Княжество Рязанское ; Ag ; F-VF ; 48 ; Cjhjc ; 8670 
 1070 ; Монета с буквенным надчеканом. Рязань ; XIV в ;  ; Ag ; VF- ; 144 ; Cjhjc ; 5667 
 1071 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 41 ; evg65 ; 51 
 1072 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 33 ; mysha78 ; 46 
 1073 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 13 ; Павлов111 ; 93 
 1074 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 8 ; dali ; 42 
 1075 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 18 ; Павлов111 ; 117 
 1076 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 20 ; dali ; 87 
 1077 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 6 ; dali ; 81 
 1078 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 43 ; dali ; 234 
 1079 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 35 ; Павлов111 ; 50 
 1080 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 22 ; VVK ; 153 
 1081 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 83 ; dali ; 168 
 1082 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF-XF ; 59 ; ANK ; 306 
 1083 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 59 ; dali ; 126 
 1084 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 38 ; dali ; 104 
 1085 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 32 ; dali ; 531 
 1086 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 24 ; dali ; 112 
 1087 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 33 ; hill1972 ; 34 
 1088 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 21 ; Al0851 ; 41 
 1089 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 21 ; evg65 ; 22 
 1090 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 18 ; valsv ; 19 
 1091 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 20 ; hill1972 ; 20 
 1092 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; evg65 ; 21 
 1093 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 23 ; кабан ; 345 
 1094 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 54 ; кабан ; 513 
 1095 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 46 ; amcoin ; 434 
 1096 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 33 ; кабан ; 507 
 1097 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 42 ; кабан ; 506 
 1098 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 47 ; кабан ; 506 
 1099 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 60 ; кабан ; 506 
 1100 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 38 ; кабан ; 506 
 1001 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 27 ; егерь ; 72 
 1002 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 13 ; dali ; 255 
 1003 ; Пуло крупноформатное. Великое Кн-во Тверское. ; XVв ;  ; Cu ; F+ ; 21 ; Ликвидация ; 465 
 1004 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; VF ; 39 ; VR62 ; 59 
 1005 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; XF- ; 11 ; dali ; 736 
 1006 ; Денга. Суздальско-Нижегородское кн-во ; н. XV в ;  ; Ag ; VF- ; 16 ; Al777 ; 2407 
 1007 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F+ ; 22 ; Luidor ; 411 
 1008 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 26 ; dali ; 357 
 1009 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; VF ; 36 ; icebreaker ; 1485 
 1010 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; VF- ; 64 ; MedvedSI ; 761 
 1011 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; VF ; 23 ; icebreaker ; 1338 
 1012 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 10 ; мющ ; 316 
 1013 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 11 ; Lena6975 ; 10 
 1014 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; VG ; 49 ; Akademik ; 50 
 1015 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; VG ; 6 ; Lena6975 ; 6 
 1016 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; VG ; 27 ; koga ; 27 
 1017 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 8 ; Lena6975 ; 8 
 1018 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 37 ; paul1901 ; 4080 
 1019 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 60 ; шев ; 1134 
 1020 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 49 ; vng0206 ; 686 
 1021 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 50 ; шев ; 51 
 1022 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F-VF ; 42 ; faga2003 ; 46 
 1023 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 15 ; sumrak ; 65 
 1024 ; Копейка ; 1602 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 7 ; Vladimir_78 ; 72 
 1025 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF- ; 30 ; koga ; 31 
 1026 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 27 ; Sterh ; 28 
 1027 ; Копейка. Федор Иванович. Москва ; 1584-1598 ;  ; Ag ; VF- ; 46 ; t2029 ; 46 
 1028 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; nybyk ; 37 
 1029 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 13 ; koga ; 32 
 1030 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF+ ; 67 ; Bolt ; 210 
 1031 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF- ; 41 ; Marcus ; 56 
 1032 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF- ; 14 ; мющ ; 55 
 1033 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 28 ; кабан ; 46 
 1034 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 3 ; кабан ; 32 
 1035 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 19 ; кабан ; 28 
 1036 ; Копейка. Отверстие ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 3 ; valsv ; 40 
 1037 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 17 ; кабан ; 38 
 1038 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 15 ; кабан ; 22 
 1039 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 17 ; кабан ; 18 
 1040 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 20 ; кабан ; 21 
 1041 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 57 ; VR62 ; 412 
 1042 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 98 ; 3273 ; 508 
 1043 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 55 ; VR62 ; 241 
 1044 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; F+ ; 47 ; mysha78 ; 55 
 1045 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) ; Ag ; F-VF ; 19 ; dali ; 624 
 1046 ; Денга. Утеряна часть монеты ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 5 ; alskr ; 55 
 1047 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 32 ; irv ; 365 
 1048 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 34 ; scaevola ; 1255 
 1049 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский  ; Cu ; F ; 25 ; eugraphus ; 53 
 1050 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 13 ; dali ; 82 
 951 ; 1/4 копейки ; 1845 ; СМ ; Cu ; F+ ; 35 ; @@@ ; 108 
 952 ; Полушка ; 1861 ; ЕМ ; Cu ; F-VF ; 51 ; ФВС ; 305 
 953 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; VF+ ; 75 ; клок ; 1761 
 954 ; 1/4 копейки ; 1878 ; СПБ ; Cu ; XF- ; 92 ; Lynx-a ; 2889 
 955 ; 1/4 копейки ; 1885 ; СПБ ; Cu ; AU ; 39 ; ЗАБРАЛО ; 3004 
 956 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; VF ; 75 ; МПП ; 1497 
 957 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; XF ; 64 ; lchernata ; 1600 
 958 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF- ; 41 ; Zaratus ; 634 
 959 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; F ; 51 ; МАВ21 ; 315 
 960 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 77 ; Zaratus ; 1022 
 961 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 13 ; хром ; 833 
 962 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 23 ; Zaratus ; 1326 
 963 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 56 ; Zaratus ; 1134 
 964 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 110 ; lchernata ; 1600 
