 5909 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; aleksander2015 ; 36 
 847 ; Знак Монголия ;  ;  ; Ж/м,эмаль ; VF ; 16 ; nikolas13 ; 57 
 848 ; Знак ГТО 2 ст ;  ;  ; Ж/м,эмаль ; VF+ ; 29 ; trio ; 140 
 849 ; Знак участнику 30 км пробега газеты "Труд" ;  ;  ; Ж/м ; VF+ ; 68 ; palermo ; 956 
 850 ; Знак областное первенство 1 место ;  ;  ; Ж/м,эмаль ; VF+ ; 10 ; куля ; 501 
 851 ; Знак 50 лет КПСС ; ММД ;  ; Ag,эмаль ; XF ; 19 ; Sky2 ; 827 
 852 ; Знак Отличный путеец ;  ;  ; Ж/м,эмаль ; VF ; 33 ; Sky2 ; 1648 
 853 ; Знак за успехи в наставничестве ;  ;  ; Al ; XF ; 14 ; 312 ; 79 
 854 ; Знак ГТО 2 ст ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; trio ; 510 
 855 ; Знак ГТО 1 ст ;  ;  ; Ж/м,эмаль ; XF ; 21 ; eugraphus ; 137 
 856 ; Знак 3 разряд ;  ;  ; Ж/м,эмаль ; VF ; 24 ; 312 ; 107 
 857 ; Знак 50 лет образования СССР ;  ;  ; Ж/м,эмаль ; XF ; 3 ; ZOLTAN333 ; 3400 
 858 ; Знак Куйбышевгодрострой ;  ;  ; Ж/м,эмаль ; XF ; 37 ; zona666 ; 465 
 859 ; Знак Совет профсоюзов ; 1956 ;  ; Ж/м,эмаль ; VF+ ; 32 ; Папа с рацией ; 630 
 860 ; Знак Спартакиада школьников 1 место ; 1958 ;  ; Ж/м,эмаль ; VF ; 14 ; voron1 ; 306 
 861 ; Знак Спартакиада 3 место ;  ;  ; Ж/м,эмаль ; XF- ; 20 ; mebius ; 500 
 862 ; Знак Всероссийская спартакиада учащихся ; 1961 ;  ; Ж/м,эмаль ; VF ; 19 ; mebius ; 491 
 863 ; Знак ГТО 2 ст ;  ;  ; Ж/м,эмаль ; VF- ; 21 ; николай 2 ; 204 
 864 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF ; 19 ; gurtov ; 78 
 865 ; Знак Артиллерийского Училища ; 1953 ;  ; Ж/м,эмаль ; VF ; 21 ; oleghh7 ; 2081 
 866 ; Знак СКИФ ;  ;  ; Ж/м,эмаль ; VF ; 36 ; vavan60 ; 1020 
 867 ; Знак Невельск ;  ;  ; Al ; VF+ ; 65 ; RAPAN ; 804 
 868 ; Знак классность 3 ст ;  ;  ; Ж/м,эмаль ; VF- ; 10 ; vvv87 ; 444 
 769 ; Знак СВУ СССР ;  ;  ; Ж/м,эмаль ; XF ; 42 ; vvv87 ; 818 
 770 ; Знак 1 класс (солдатский) ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Antoschka ; 108 
 771 ; Знак 55 лет победы ;  ;  ; Ж/м ; XF ; 32 ; RAPAN ; 123 
 772 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF ; 8 ; samos ; 90 
 773 ; Знак Спартак 1935 ;  ;  ; Ж/м,эмаль ; XF- ; 86 ; trio ; 3522 
 774 ; Знак Латвийская консерватория прорезной ;  ;  ; Ж/м,эмаль ; XF ; 13 ; palermo ; 1111 
 775 ; Знак 50 лет Краснознаменному Севастопольскому соединению ;  ;  ; Ж/м ; XF ; 43 ; елец ; 417 
 776 ; Знак Госхлебкомитет. Отличник соц соревнования ;  ;  ; Ж/м,эмаль ; XF ; 69 ; ббборис ; 4624 
 777 ; Знак Мед институт Прибалтика ;  ;  ; Ж/м,эмаль ; XF ; 8 ; Мурзик ; 1355 
 778 ; Знак Отличник советской армии ;  ;  ; Ж/м,эмаль ; XF ; 25 ; TiBuL ; 214 
 779 ; Знак Университет Прибалтика ;  ;  ; Ж/м,эмаль ; XF ; 16 ; sports ; 522 
 780 ; Знак Университет Марксисма-Ленинизма ;  ;  ; Al ; VF ; 32 ; Папа с рацией ; 672 
 781 ; Знак Атомный ледокол "Россия" ;  ;  ; Ж/м ; VF ; 49 ; Папа с рацией ; 161 
 782 ; Знак Сборная СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 47 ; trio ; 414 
 783 ; Знак Сталинец ;  ;  ; Ж/м,эмаль ; VF+ ; 46 ; Вот я вам ужо! ; 1215 
 784 ; Знак ГАИ Волгоградская область ;  ;  ; Al ; XF ; 11 ; gross35 ; 60 
 785 ; Знак Ветеран соединения ;  ;  ; Al ; VF ; 16 ; Папа с рацией ; 417 
 786 ; Знак МВД СССР 50 лет ГАИ ;  ;  ; Al ; VF+ ; 24 ; Папа с рацией ; 153 
 787 ; Знак У,дарник коммунистического труда ;  ;  ; Al ; XF ; 21 ; flotskij ; 72 
 788 ; Знак Чабан Монголия ;  ;  ; Ж/м ; VF+ ; 36 ; Папа с рацией ; 152 
 789 ; Знак финский эпос "Калевала" ;  ;  ; Ж/м ; VF ; 5 ; flo ; 23 
 790 ; Знак ВЛКСМ ;  ;  ; Ж/м ; AU ; 31 ; trio ; 112 
 791 ; Знак юбилейный КСФ ;  ;  ; Ж/м,эмаль ; VF+ ; 29 ; sorus ; 1314 
 792 ; Знак за строительство Московского стадиона ;  ;  ; Ж/м,эмаль ; VF+ ; 34 ; sorus ; 1071 
 793 ; Знак ВЛКСМ ;  ;  ; Ж/м ; AU ; 17 ; trio ; 126 
 794 ; Знак Универмаг "Гостиный двор" ;  ;  ; Ж/м,эмаль ; XF+ ; 25 ; sorus ; 663 
 795 ; Знак Победитель соцсоревнования ;  ;  ; Ж/м,эмаль ; VF-XF ; 49 ; Vb[fksx ; 350 
 796 ; Знак Сталинград ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; Dahan ; 232 
 797 ; Знак участник ликвидации последствий аварии ЧАЭС ;  ;  ; Ж/м ; VF ; 17 ; nikolas13 ; 206 
 798 ; Знак крейсер комсомолец ;  ;  ; Al ; XF ; 23 ; RAPAN ; 612 
 799 ; Знак 250 лет ;  ;  ; Ж/м,эмаль ; XF ; 5 ; vova65vov ; 6 
 800 ; Знак пловец ;  ;  ; Ж/м,эмаль ; XF ; 20 ; Antoschka ; 206 
 801 ; Знак 250 лет ;  ;  ; Ж/м,эмаль ; XF ; 16 ; zona666 ; 291 
 802 ; Знак Горьковский областной фестиваль ; 1957 ;  ; Ж/м,эмаль ; VF+ ; 33 ; RAPAN ; 365 
 803 ; Знак фестиваль. Москва ; 1957 ;  ; Ж/м ; XF- ; 12 ; Vb[fksx ; 114 
 804 ; Знак ;  ;  ; Al ; XF ; 8 ; 312 ; 16 
 805 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 24 ; trio ; 251 
 806 ; Знак зверобой севера ;  ;  ; Ж/м,эмаль ; VF+ ; 39 ; IPSMGW ; 2387 
 807 ; Знак спартакиада народов СССР ; 1956 ;  ; Б/м,эмаль ; VF+ ; 22 ; куля ; 554 
 808 ; Знак 50 лет КПСС ;  ;  ; Ag,эмаль ; XF ; 26 ; fill_711 ; 850 
 809 ; Знак ГТО 2ст ;  ;  ; Ж/м,эмаль ; XF ; 21 ; samos ; 122 
 810 ; Спортивный знак Чемпион Хоккей ;  ;  ; Ж/м,эмаль ; VF+ ; 29 ; trio ; 1561 
 811 ; Спортивный знак 2 место Хоккей ;  ;  ; Ж/м,эмаль ; VF ; 17 ; mebius ; 1241 
 812 ; Спортивный знак Чемпион Футбол ;  ;  ; Ж/м,эмаль ; VF+ ; 47 ; Steppenwolf ; 1563 
 813 ; Спортивный знак 3 место Волейбол ;  ;  ; Ж/м,эмаль ; VF ; 19 ; Папа с рацией ; 1065 
 814 ; Знак Динамо. Первенство 2 место велосипед. Р-ры 30 на 47мм ;  ;  ; Ж/м,эмаль ; VF+ ; 60 ; ddv kv ; 8240 
 815 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; VF ; 22 ; mebius ; 521 
 816 ; Знак Юный динамовец 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 22 ; mebius ; 716 
 817 ; Знак Трудовые резервы 3 место. Конькобежец ;  ;  ; Ж/м,эмаль ; VF ; 21 ; ZOLTAN333 ; 1020 
 818 ; Знак ЦС ДССО РСФСР Чемпион ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; ZOLTAN333 ; 1020 
 719 ; Жетон 70 лет победы в ВОВ. D-30мм ;  ;  ; Б/м ; AU ; 42 ; валенок ; 1039 
 720 ; Знак Отличник соц соревнования Удостоверение ;  ;  ; Ж/м,эмаль ; XF- ; 21 ; ZOLTAN333 ; 9294 
 721 ; Знак Фронтовик. Удостоверение ;  ;  ; Ж/м ; XF+ ; 16 ; Mart71 ; 306 
 722 ; Знак Ветеран ПВО Ленинград. Удостоверение ;  ;  ; Al ; XF ; 16 ; TiBuL ; 340 
 723 ; Знак  Фронтовик. С документом ;  ;  ; Ж/м ; AU ; 30 ; Mart71 ; 714 
 724 ; Почетный знак Куйбышевская железная дорога ; ММД ;  ; Ж/м,эмаль ; AU ; 13 ; ирренн ; 1005 
 725 ; Знак СВ Стойкий ;  ;  ; Б/м ; XF ; 47 ; oleghh7 ; 320 
 726 ; Знак Арктический круиз ;  ;  ; Б/м ; XF ; 15 ; Папа с рацией ; 405 
 727 ; Почетный знак Мастер спорта ; ММД ;  ; Б/м,эмаль ; XF ; 43 ; mebius ; 5978 
 728 ; Знак Красный крым ;  ;  ; Ж/м,эмаль ; VF+ ; 47 ; oleghh7 ; 1516 
 729 ; Знак Отличник соц соревнования Мин автотранспортной промышленности СССР ;  ;  ; Ж/м,эмаль ; XF ; 67 ; vv2805 ; 7333 
 730 ; Знак ВМА им С.М.Кирова ;  ;  ; Ag,эмаль ; VF-XF ; 38 ; жених ; 5009 
 731 ; Знак Флаг ;  ;  ; Ж/м,эмаль ; XF ; 45 ; Риелтор ; 877 
 732 ; Знак Лиепая ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; жених ; 720 
 733 ; Знак 25 лет Театральный коллектив ;  ;  ; Ж/м,эмаль ; VF+ ; 20 ; жених ; 155 
 734 ; Знак 50 лет 6 тоннельный отряд ; ММД ;  ; Б/м ; VF-XF ; 7 ; жених ; 274 
 735 ; Знак ВМФ ;  ;  ; Ж/м,эмаль ; XF ; 43 ; жених ; 765 
 736 ; Знак ВЛКСМ ;  ;  ; Ж/м ; XF ; 13 ; slavka ; 203 
 737 ; Знак Ветеран труда ; ЛМД ;  ; Ж/м,эмаль ; XF ; 32 ; ZOLTAN333 ; 948 
 738 ; Знак Утилизация АПЛ ;  ;  ; Ж/м,эмаль ; XF ; 56 ; елец ; 695 
 739 ; Знак ВВМУ ;  ;  ; Ag,эмаль ; VF-XF ; 31 ; oleghh7 ; 3511 
 740 ; Знак ВМФ ;  ;  ; Ж/м,эмаль ; XF ; 44 ; ZOLTAN333 ; 1044 
 741 ; Знак ВМФ ;  ;  ; Ж/м,эмаль ; XF ; 43 ; ZOLTAN333 ; 1440 
 742 ; Медаль Мин обороны РФ ;  ;  ; Ж/м ; XF ; 36 ; Vova1950 ; 792 
 743 ; Медаль Победа в Вов Всеволожский район ;  ;  ; Ж/м ; XF ; 35 ; апосум ; 466 
 744 ; Знак Корабль береговой охраны ;  ;  ; Ж/м,эмаль ; XF ; 71 ; жених ; 1285 
 745 ; Знак 25 лет камчатскому морскому пароходству ;  ;  ; Al ; VF-XF ; 27 ; Папа с рацией ; 205 
 746 ; Знак Проводник ;  ;  ; Al ; VF-XF ; 19 ; жених ; 153 
 747 ; Знак. Солдатская классность. 1 класс ;  ;  ; ж/м,эмаль ; XF ; 21 ; Mart71 ; 408 
 748 ; Знак. Солдатская классность. 2 класс ;  ;  ; ж/м,эмаль ; XF ; 39 ; AVK1974 ; 255 
 749 ; Знак. Солдатская классность. 3 класс ;  ;  ; ж/м,эмаль ; XF ; 20 ; Mart71 ; 459 
 750 ; Знак. Дружинник ;  ;  ; ж/м,эмаль ; XF ; 33 ; Mart71 ; 800 
 751 ; Знак. 50 лет 2 ЛАРЗ (1917-1967) ;  ;  ; б/м,эмаль ; XF ; 22 ; никсер ; 61 
 752 ; Знак. Ленинградское ДПО ;  ;  ; ж/м,эмаль ; XF ; 6 ; fill_711 ; 68 
 753 ; Знак мастер ;  ;  ; Ж/м,эмаль ; VF ; 29 ; oleghh7 ; 306 
 754 ; Знак ВУ СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 32 ; ввс2011 ; 519 
 755 ; Знак ФПС ;  ;  ; Ж/м ; XF- ; 17 ; fill_711 ; 26 
 756 ; Знак за окончания ВУЗа ;  ;  ; Al,эмаль ; XF ; 5 ; killer777 ; 58 
 757 ; Знак ГТО 2 ст ;  ;  ; Ж/м,эмаль ; XF ; 15 ; gola78 ; 72 
 758 ; Знак ФСС ;  ;  ; Ж/м ; XF ; 7 ; fill_711 ; 23 
 759 ; Кокарда ;  ;  ; Ж/м,эмаль ; VF+ ; 17 ; vvv87 ; 1224 
 760 ; Кокарда ;  ;  ; Ж/м ; VF+ ; 32 ; blackhunter ; 906 
 761 ; Знак 50 лет объединения ПВО ;  ;  ; Al ; XF ; 57 ; trio ; 210 
 762 ; Знак Войска ПВО страны ;  ;  ; Al ; XF ; 32 ; trio ; 418 
 763 ; Знак НТО СССР ;  ;  ; Ж/м,эмаль ; XF ; 7 ; nikolas13 ; 13 
 764 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; XF ; 28 ; samos ; 217 
 765 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; XF ; 37 ; архыз ; 209 
 766 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; F+ ; 28 ; oleghh7 ; 443 
 767 ; Знак Отличник советской армии ;  ;  ; Ж/м,эмаль ; XF- ; 33 ; trio ; 222 
 768 ; Знак Войска ПВО страны ;  ;  ; Ж/м,эмаль ; XF ; 47 ; trio ; 379 
 669 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 17 ; aziya11 ; 217 
 670 ; Медаль. Монако. Введение евро. D - 40mm ; 2001 ;  ; Ag ; Proof ; 13 ; S1952 ; 461 
 671 ; Медаль. Папская область. Грегорий XVI. 1-й год правления. D - 43mm ; 1831 ;  ; Ag ; VF+ ; 31 ; prince1959 ; 5097 
 672 ; Медаль. Франция. Серия "Римская история". Переход Цезарем Рубикона. D - 32mm ; 1750-1763 ;  ; Ag ; VF-XF ; 52 ; IPSMGW ; 2428 
 673 ; Медаль. Франция. Серия "Римская история". Мудрость Сената при консуле Луции Аннии Фабиане. D - 32mm ; 1750-1763 ;  ; Ag ; VF- ; 36 ; TTT84 ; 2333 
 674 ; Медаль. Франция. Серия "Римская история". Публий Корнелий Сципион. D - 32mm ; 1750-1763 ;  ; Ag ; VF ; 33 ; TTT84 ; 2333 
 675 ; Медаль. Франция. Наградная Парижского стрелкового клуба. D - 51mm ; конец XIXв ;  ; Br ; VF ; 20 ; 19efim63 ; 531 
 676 ; Медаль. Франция. Людвиг ван Бетховен. D - 38mm ; начало XXв ;  ; Br ; VF+ ; 22 ; aziya11 ; 206 
 677 ; Медаль. Бельгия. 50 лет образования Бельгии. D - 37mm. Отверстие ; 1880 ;  ; Br ; VF- ; 28 ; 220W ; 408 
 678 ; Жетон. Франция. Людовик XV. Французская академия. D - 31mm ; 1715-1774 ;  ; Ag ; VF+ ; 35 ; S1952 ; 997 
 679 ; Жетон. Франция. Людовик XVI. Французская академия. D - 33mm ; 1774-1793 ;  ; Ag ; VF-XF ; 13 ; S1952 ; 983 
 680 ; Жетон. Франция. Людовик XV. Академия наук D - 30mm ; 1715-1774 ;  ; Ag ; VF-XF ; 9 ; John Doe ; 1008 
 681 ; Жетон. Франци. Людовик XIV. Аврора на колеснице D - 28mm ; 1643-1715 ;  ; Ag ; VF ; 5 ; S1952 ; 510 
 682 ; Жетон. Франция. 1-я Республика. Консулат. Палата адвокатов Трибунала Парижа первой инстанции. D - 33mm ; 1802 ;  ; Ag ; XF- ; 15 ; John Doe ; 2907 
 683 ; Жетон. Франция. 1-я Республика. Консулат.Адвокаты в Парижском суде. D - 34mm ;  ;  ; Ag ; XF- ; 16 ; John Doe ; 2601 
 684 ; Жетон. Франция. 1-я Республика. Консулат. Изобретатель коммерческого лесосплава Жан Руве. D - 30mm ;  ;  ; Ag ; XF- ; 53 ; S1952 ; 964 
 685 ; Жетон. США. Виски "Зеленая река". D - 32mm ; ХХ век ;  ; Br ; XF- ; 22 ; Звездолёты ; 159 
 686 ; Медаль. Швеция. Густав III и его мать Луиза Ульрика Прусская. Новодел ; 1959 ;  ; Ag ; VF-XF ; 27 ; S1952 ; 1230 
 687 ; Жетон Август Фредерик Солдан. D-22мм ;  ;  ; Б/м ; XF ; 15 ; viv1957 ; 27 
 688 ; Жетон. D-22мм ;  ;  ; Ж/м ; XF ; 9 ; елец ; 53 
 689 ; Медаль. Германия. М-20,6гр ;  ;  ; Ag ; XF+ ; 21 ; Emv ; 581 
 690 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 10 ; aziya11 ; 182 
 691 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 15 ; Опятор ; 202 
 692 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 16 ; aziya11 ; 206 
 693 ; Медаль За лучшую лошадь. Оскар II. Швеция. D-43мм ;  ;  ; Ag ; XF ; 66 ; Папа с рацией ; 3978 
 694 ; Медаль 1000 лет Шведскому королевскому двору. Рагнвалд Кнапховде. D-40мм ;  ;  ; Br ; XF ; 21 ; Lena6975 ; 592 
 695 ; Медаль 1000 лет Шведскому королевскому двору. Карл XIV Юхан. D-40мм ;  ;  ; Br ; XF ; 13 ; Lena6975 ; 510 
 696 ; Жетон Швеция. D-35мм ;  ;  ; Ж/м ; XF+ ; 22 ; D-503 ; 215 
 697 ; Жетон Хельсинки. D-42мм ;  ;  ; Ж/м ; XF- ; 5 ; Valeev ; 51 
 698 ; Жетон Швеция. D-31мм ;  ;  ; Ж/м ; XF ; 11 ; Heawen ; 89 
 699 ; Жетон Гермаия. D-34мм ;  ;  ; Ж/м ; XF+ ; 9 ; melkore ; 29 
 700 ; Жетон Shell ;  ;  ; Б/м ; VF-XF ; 15 ; Shera ; 65 
 701 ; Жетон Германия 50 пфеннигов ;  ;  ; Б/м ; XF ; 9 ; елец ; 27 
 702 ; Жетон Гермаия. D-34мм ;  ;  ; Ж/м ; XF ; 9 ; melkore ; 29 
 703 ; Жетон Сербия. D-38мм ;  ;  ; Б/м ; VF- ; 13 ; Valeev ; 563 
 704 ; Жетон телефонный ;  ;  ; Ж/м ; XF ; 5 ; Heawen ; 34 
 705 ; Жетон иностранный ;  ;  ; Al ; VF ; 7 ; NL.minkki ; 71 
 706 ; Жетон Англия ;  ;  ; Б/м ; F-VF ; 20 ; елец ; 91 
 707 ; Призовая медаль. Германия. Боулинг. D - 34mm ;  ;  ; Br ; XF ; 13 ; aleх ; 170 
 708 ; Медаль. Чемпионат мира по футболу в 2010г в Южной Африке. D - 40mm ;  ;  ; триметалл ; AU ; 43 ; mebius ; 1000 
 709 ; Медаль. Чемпионат мира по футболу. D - 40mm ;  ;  ; триметалл ; AU ; 11 ; mebius ; 500 
 710 ; Призовая плакета. Плавание. Германия ; 1937 ;  ; б/м ; XF ; 24 ; lizz ; 1020 
 711 ; Жетон Вильгельм I ;  ;  ; Ag ; VF ; 15 ; ratiandr ; 126 
 712 ; Жетон филателия. Германия. В конверте, марка ; 1991 ;  ;  ; XF ; 20 ; collector64 ; 131 
 713 ; Жетон. Германия. В конверте, марка ;  ;  ; Б/м ; Proof ; 37 ; aziya11 ; 168 
 714 ; Медаль WWF. Конверт, марка. D-38мм ;  ;  ; Б/м ; Proof ; 13 ; Папа с рацией ; 171 
 715 ; Жетон. Германия. Футбол. В конверте, марка ;  ;  ; Ag ; Proof ; 11 ; Буарон1925 ; 306 
 716 ; Жетон император Иван III ;  ;  ; Сu-Ni ; XF ; 9 ; roza77 ; 128 
 717 ; Жетон император Петр II ;  ;  ; Сu-Ni ; XF ; 13 ; bonipari ; 200 
 718 ; Жетон. Берлин. D-18мм ;  ;  ; Б/м ; AU ; 14 ; NL.minkki ; 90 
 619 ; Жетон железные дороги. Германия. В конверте, марка ; 1991 ;  ; Б/м ; AU ; 13 ; ирренн ; 145 
 620 ; Жетон Королевская организация по спасению жизни. D-32мм. Коробка ;  ;  ; Ж/м ; XF+ ; 17 ; Георг ; 612 
 621 ; Жетон. Германия. Стадион Ганновер. В конверте, марка ;  ;  ; Ag ; Proof ; 10 ; aziya11 ; 207 
 622 ; Жетон D-31мм ;  ;  ; Ж/м ; F ; 7 ; $$$ ; 444 
 623 ; Жетон Серена ;  ;  ; Ж/м ; XF ; 9 ; цеховик ; 28 
 624 ; Жетон Германия. D-39мм ;  ;  ; Б/м ; AU ; 19 ; gurtov ; 76 
 625 ; Жетон. Франция. Людовик XVI. D-29мм ; 1784 ;  ; Ag ; XF- ; 23 ; userAlex ; 983 
 626 ; Жетон Пабло Неруда. D-26мм ;  ;  ; Б/м ; XF+ ; 25 ; СТРЕКОЗА ; 83 
 627 ; Жетон. Германия. Граф Фердинанд фон Цеппелин ;  ;  ; Ag999 ; Proof ; 15 ; torbey ; 567 
 628 ; Медаль. 50 лет Берлинскому летному обществу. Германия. D-33мм ;  ;  ; Ag ; Proof ; 20 ; nvn1958 ; 561 
 629 ; Медаль. Паралимпийские игры. Германия. D-35мм. Сертификат ;  ;  ; Ag ; Proof ; 11 ; aziya11 ; 306 
 630 ; Унция серебра. Эмпайр-стейт-билдинг Р-ры: 51 на 26мм ;  ;  ; Ag ; XF+ ; 23 ; елец ; 1024 
 631 ; Медаль. Бранденбургские ворота. . БерлинГермания. D-40мм ;  ;  ; Ag ; Proof ; 43 ; елец ; 1020 
 632 ; Медаль. Народное восстание. Германия. D-40мм ;  ;  ; Ag ; Proof ; 56 ; Gold_42 ; 632 
 633 ; Медаль. Паралимпийские игры в Инсбруке. Германия. D-33мм. Сертификат ;  ;  ; Ag ; Proof ; 18 ; mebius ; 411 
 634 ; Медаль. ООН. D-38мм ;  ;  ; Ag ; Proof ; 65 ; Gold_42 ; 747 
 635 ; Медаль. Мюнхен. Олимпийский город. Германия. D-34мм ;  ;  ; Ag ; Proof-Like ; 23 ; IPSMGW ; 1416 
 636 ; Медаль Европа. Финляндия. D-34мм ;  ;  ; Би/м ; AU ; 15 ; prince1959 ; 349 
 637 ; Медаль Европа. Германия. D-34мм ;  ;  ; Би/м ; AU ; 6 ; prince1959 ; 331 
 638 ; Медаль Европа. Монако. D-34мм ;  ;  ; Би/м ; AU ; 14 ; sileng ; 363 
 639 ; Медаль Европа. Франция. D-34мм ;  ;  ; Би/м ; AU ; 10 ; sileng ; 365 
 640 ; Медаль Европа. Греция. D-34мм ;  ;  ; Би/м ; AU ; 11 ; sileng ; 365 
 641 ; Медаль Европа. Испания. D-34мм ;  ;  ; Би/м ; AU ; 7 ; sileng ; 397 
 642 ; Медаль Европа. Португалия. D-34мм ;  ;  ; Би/м ; AU ; 12 ; sileng ; 388 
 643 ; Медаль Европа. Мальта. D-34мм ;  ;  ; Би/м ; AU ; 9 ; sileng ; 375 
 644 ; Медаль Европа. Сан-Марино. D-34мм ;  ;  ; Би/м ; AU ; 13 ; Mike! ; 255 
 645 ; Медаль Европа. Люксембург. D-34мм ;  ;  ; Би/м ; AU ; 9 ; Mike! ; 330 
 646 ; Медаль Европа. Нидерланды. D-34мм ;  ;  ; Би/м ; AU ; 8 ; sileng ; 361 
 647 ; Медаль Европа. Сан-Марино. D-34мм ;  ;  ; Би/м ; AU ; 7 ; sileng ; 293 
 648 ; Медаль Европа. Австрия. D-34мм ;  ;  ; Би/м ; AU ; 8 ; sileng ; 353 
 649 ; Медаль Европа. Монако. D-34мм ;  ;  ; Би/м ; AU ; 17 ; sileng ; 345 
 650 ; Медаль Европа. Бельгия. D-34мм ;  ;  ; Би/м ; AU ; 10 ; sileng ; 304 
 651 ; Медаль Европа. Греция. D-34мм ;  ;  ; Би/м ; AU ; 23 ; solder13 ; 261 
 652 ; Медаль Европа. Франция. D-34мм ;  ;  ; Би/м ; AU ; 3 ; solder13 ; 261 
 653 ; Медаль Европа. Словения. D-34мм ;  ;  ; Би/м ; AU ; 10 ; Mike! ; 291 
 654 ; Медаль Европа. Германия. D-34мм ;  ;  ; Би/м ; AU ; 3 ; solder13 ; 261 
 655 ; Медаль Европа. Финляндия. D-34мм ;  ;  ; Би/м ; AU ; 8 ; Mike! ; 291 
 656 ; Медаль. Дом Гете в Веймаре. ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 24 ; melkore ; 285 
 657 ; Медаль Германия. Франц Лист. D-34мм ;  ;  ; Б/м ; Proof ; 1 ; Mike! ; 222 
 658 ; Медаль Германия. Тиль Уленшпигель. D-34мм ;  ;  ; Б/м ; Proof ; 12 ; aziya11 ; 227 
 659 ; Медаль Германия. 125 лет автомобилю. D-34мм ;  ;  ; Б/м ; Proof ; 1 ; Mike! ; 222 
 660 ; Медаль Германия. Архиоптерикс. D-34мм ;  ;  ; Б/м ; Proof ; 20 ; gurtov ; 259 
 661 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 17 ; aziya11 ; 200 
 662 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 10 ; aziya11 ; 181 
 663 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 8 ; aziya11 ; 182 
 664 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 8 ; aziya11 ; 182 
 665 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 8 ; aziya11 ; 182 
 666 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 8 ; aziya11 ; 182 
 667 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 14 ; Опятор ; 202 
 668 ; Медаль Германия. D-34мм ;  ;  ; Би/м ; AU ; 10 ; aziya11 ; 182 
 569 ; Медаль Ленинград Город Герой. Медальер: Н. Сококлов. D-54мм ; 1973ЛМД ;  ; Al ; AU ; 21 ; sportmini ; 308 
 570 ; Медаль памятник А.С. Пушкину. Медальер: А.К. D-54мм ; ЛМД ;  ; Al ; AU ; 19 ; Вини- ; 131 
 571 ; Медаль. Павловск. Медальер С.Корнилов, П.Потапов. D-71мм ; 1993ЛМД ;  ; Ж/м ; XF+ ; 35 ; лорд ; 375 
 572 ; Медаль. Министерство спорта РФ. Российский союз боевых искусств. D-65мм ;  ;  ; Ж/м ; XF ; 25 ; mebius ; 396 
 573 ; Медаль 100 лет со дня рождения академик Виталия Григория Хлопина. D-65мм ;  ;  ; Ж/м ; XF+ ; 7 ; sportmini ; 227 
 574 ; Медаль Москва СССР. D-60мм ;  ;  ; Ж/м ; XF- ; 5 ; цеховик ; 134 
 575 ; Медаль Инженерно-строительны институт Днепропетровск ;  ;  ; Al ; XF ; 9 ; divergent ; 102 
 576 ; Медаль. Лауреат всесоюзного конкурса. D-50мм ;  ;  ; Ж/м ; XF ; 13 ; divergent ; 101 
 577 ; Медаль. Экспериментальный завод спортивного судостроения. D-55мм ;  ;  ; Ж/м ; VF-XF ; 17 ; рост ; 126 
 578 ; Медаль Фестиваль музыки композиторов автономнх республик Поволжья и Приуралья. Ижевск. D-60мм ;  ;  ; Ж/м ; XF ; 7 ; цеховик ; 128 
 579 ; Медаль. Архангельск. Медальер Никишенко. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 26 ; GOBSEK ; 711 
 580 ; Медаль. Н.В.Крыленко. Медальер И.Козловский. D-60мм ; 1989ЛМД ;  ; Ж/м ; XF+ ; 25 ; Вини- ; 308 
