 3283 ; Бона иностранная ;  ;  ;  ;  ; 33 ; jj ; 34 
 616 ; Денга ; 1754 ;  ; Cu ; F-VF ; 37 ; gelind ; 72 
 617 ; Денга ; 1730-1754 ;  ; Cu ; F-VF ; 27 ; obob999 ; 28 
 618 ; Денга ; 1768 ; ЕМ  ; Cu ; VF- ; 13 ; evgenijzhuk ; 408 
 619 ; Денга ; 1790 ; ЕМ  ; Cu ; F-VF ; 17 ; 542 ; 232 
 620 ; Денга ; 1796 ; ЕМ  ; Cu ; VF ; 169 ; niki17 ; 853 
 621 ; Деньга ; 1813 ; ИМ ПС  ; Cu ; VF- ; 51 ; alisa ; 1020 
 622 ; Деньга ; 1819 ; ЕМ НМ  ; Cu ; XF+ ; 59 ; AAE2006 ; 2712 
 623 ; Деньга ; 1828 ; ЕМ ИК  ; Cu ; F-VF ; 21 ; niki17 ; 296 
 624 ; 1/2 копейки ; 1840 ; ЕМ  ; Cu ; VF- ; 36 ; den_ff ; 206 
 625 ; 1/2 копейки ; 1841 ; СПМ  ; Cu ; VF- ; 25 ; MDV ; 153 
 626 ; 1/2 копейки ; 1842 ; СПМ  ; Cu ; F-VF ; 10 ; sinisha ; 255 
 627 ; Денежка ; 1851 ; ЕМ  ; Cu ; VF ; 26 ; sergfokin ; 308 
 628 ; Денежка ; 1851 ; ЕМ  ; Cu ; VF+ ; 92 ; elmo151 ; 668 
 629 ; Денежка ; 1852 ; ЕМ  ; Cu ; F ; 27 ; Lumen81 ; 37 
 630 ; Денежка ; 1853 ; ЕМ  ; Cu ; VF- ; 16 ; zorge10 ; 252 
 631 ; Денежка ; 1854 ; ЕМ  ; Cu ; F-VF ; 11 ; mudres ; 204 
 632 ; Денежка ; 1855 ; ЕМ  ; Cu ; F-VF ; 28 ; lchernata ; 487 
 633 ; Денежка ; 1855 ; ЕМ  ; Cu ; F-VF ; 80 ; xff ; 117 
 634 ; Денежка ; 1855 ; ВМ  ; Cu ; F+ ; 23 ; lchernata ; 1016 
 635 ; Денежка ; 1856 ; ЕМ  ; Cu ; VF- ; 43 ; leo 2 ; 512 
 636 ; Денежка ; 1857 ; ВМ  ; Cu ; F-VF ; 86 ; lchernata ; 1326 
 637 ; Денежка ; 1859 ; ЕМ  ; Cu ; VF- ; 95 ; lchernata ; 459 
 638 ; Денежка ; 1866 ; ЕМ  ; Cu ; F-VF ; 108 ; nik ; 3111 
 639 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; AU ; 43 ; vasil47 ; 319 
 640 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; VF+ ; 18 ; evgenijzhuk ; 114 
 641 ; 1/2 копейки ; 1908 ; СПБ  ; Cu ; VF+ ; 24 ; simeon ; 450 
 642 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; VF+ ; 49 ; lchernata ; 99 
 643 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; XF ; 40 ; Данила ; 200 
 644 ; 1/2 копейки ; 1910 ; СПБ  ; Cu ; VF ; 60 ; evgenijzhuk ; 143 
 645 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; XF- ; 24 ; xff ; 114 
 646 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; XF+ ; 11 ; xff ; 153 
 647 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; VF-XF ; 2 ; xf ; 100 
 648 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF ; 5 ; xff ; 153 
 649 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 2 ; xff ; 100 
 650 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 2 ; xf ; 101 
 551 ; Копейка ; 1822 ; ЕМ ФГ  ; Cu ; F-VF ; 66 ; niki17 ; 228 
 552 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; F-VF ; 41 ; obob999 ; 64 
 553 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; F-VF ; 31 ; surf2k5 ; 60 
 554 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; F ; 14 ; jef688 ; 26 
 555 ; Копейка ; 1830 ; ЕМ ИК  ; Cu ; VF- ; 68 ; foma71 ; 204 
 556 ; Копейка ; 1830 ; ЕМ ИК  ; Cu ; F-VF ; 6 ; g.s.g ; 73 
 557 ; Копейка ; 1831 ; СМ  ; Cu ; F-VF ; 33 ; alexandervolkov ; 230 
 558 ; Копейка ; 1832 ; ЕМ ФХ  ; Cu ; VF- ; 27 ; xff ; 173 
 559 ; Копейка ; 1840 ; ЕМ  ; Cu ; F-VF ; 43 ; olq ; 209 
 560 ; Копейка ; 1840 ; СМ  ; Cu ; VF- ; 15 ; oleg1987 ; 148 
 561 ; Копейка ; 1841 ; ЕМ  ; Cu ; F-VF ; 57 ; MDV ; 206 
 562 ; Копейка ; 1843 ; ЕМ  ; Cu ; F-VF ; 47 ; MDV ; 157 
 563 ; Копейка ; 1844 ; ЕМ  ; Cu ; F-VF ; 11 ; alexandervolkov ; 261 
 564 ; Копейка ; 1847 ; СМ  ; Cu ; F-VF ; 47 ; MDV ; 455 
 565 ; Копейка ; 1851 ; ЕМ  ; Cu ; F-VF ; 27 ; Пионер ; 177 
 566 ; Копейка ; 1853 ; ЕМ  ; Cu ; VF- ; 89 ; Пионер ; 225 
 567 ; Копейка ; 1854 ; ЕМ  ; Cu ; VF- ; 21 ; uin1972 ; 255 
 568 ; Копейка ; 1855 ; ЕМ  ; Cu ; F-VF ; 16 ; olq ; 164 
 569 ; Копейка ; 1855 ; ВМ  ; Cu ; VF ; 44 ; aleks-2007 ; 1020 
 570 ; Копейка ; 1856 ; ЕМ  ; Cu ; VF- ; 26 ; oleg1987 ; 157 
 571 ; Копейка ; 1856 ; ВМ  ; Cu ; F-VF ; 26 ; fanil ; 506 
 572 ; Копейка ; 1858 ; ЕМ  ; Cu ; F-VF ; 72 ; Михалыч ; 102 
 573 ; Копейка ; 1859 ; ВМ  ; Cu ; VF- ; 50 ; Олег33 ; 1173 
 574 ; Копейка ; 1860 ; ЕМ  ; Cu ; F-VF ; 86 ; Пионер ; 206 
 575 ; Копейка ; 1862 ; ВМ  ; Cu ; VF- ; 75 ; деньга ; 1764 
 576 ; Копейка ; 1866 ; ЕМ  ; Cu ; F-VF ; 37 ; Пионер ; 209 
 577 ; Копейка ; 1876 ; СПБ  ; Cu ; F ; 38 ; Михалыч ; 92 
 578 ; Копейка ; 1894 ; СПБ  ; Cu ; VF-XF ; 97 ; zorge10 ; 821 
 579 ; Копейка ; 1895 ; СПБ  ; Cu ; F-VF ; 73 ; niva ; 302 
 580 ; Копейка ; 1899 ; СПБ  ; Cu ; F+ ; 44 ; olq ; 53 
 581 ; Копейка ; 1909 ; СПБ  ; Cu ; XF ; 63 ; vagvagvag ; 339 
 582 ; Копейка ; 1910 ; СПБ  ; Cu ; VF+ ; 36 ; vagvagvag ; 89 
 583 ; Копейка ; 1911 ; СПБ  ; Cu ; VF+ ; 3 ; xff ; 40 
 584 ; Копейка ; 1913 ; СПБ  ; Cu ; XF ; 32 ; xff ; 51 
 585 ; Копейка ; 1913 ; СПБ  ;  ; VF- ; 25 ; xff ; 34 
 586 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 50 ; xf ; 51 
 587 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 24 ; xf ; 71 
 588 ; Денга ; 1703 ;  ; Cu ; F ; 42 ; von_Schwarz ; 245 
 589 ; Денга ; 1707 ;  ; Cu ; F+ ; 45 ; olq ; 832 
 590 ; Денга ; 1730-е ;  ; Cu ; F-VF ; 13 ; xff ; 32 
 591 ; Денга ; 1730 ;  ; Cu ; F-VF ; 16 ; fomin ; 118 
 592 ; Денга ; 1730 ;  ; Cu ; F ; 19 ; foma71 ; 262 
 593 ; Денга ; 1731 ;  ; Cu ; VF- ; 17 ; olq ; 155 
 594 ; Денга ; 1731 ;  ; Cu ; VF- ; 53 ; gelind ; 257 
 595 ; Денга ; 1731 ;  ; Cu ; F-VF ; 30 ; zxc55 ; 63 
 596 ; Денга ; 1734 ;  ; Cu ; VF- ; 54 ; o.k. ; 79 
 597 ; Денга ; 1735 ;  ; Cu ; VF- ; 20 ; vitapool ; 155 
 598 ; Денга ; 1736 ;  ; Cu ; F-VF ; 24 ; swr ; 41 
 599 ; Денга ; 1737 ;  ; Cu ; VF- ; 3 ; ADD ; 56 
 600 ; Денга ; 1738 ;  ;  ; F+ ; 34 ; olq ; 68 
 501 ; 2 копейки ; 1813 ; ИМ ПС  ; Cu ; F-VF ; 16 ; uin1972 ; 51 
 502 ; 2 копейки ; 1814 ; ИМ ПС  ; Cu ; VF- ; 6 ; gelind ; 75 
 503 ; 2 копейки ; 1815 ; ЕМ НМ  ; Cu ; VF- ; 6 ; obob999 ; 74 
 504 ; 2 копейки ; 1816 ; ЕМ НМ  ; Cu ; VF- ; 25 ; uin1972 ; 102 
 505 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; VF ; 25 ; А25 ; 209 
 506 ; 2 копейки ; 1818 ; ЕМ НМ  ; Cu ; VF+ ; 28 ; foma71 ; 153 
 507 ; 2 копейки ; 1818 ; ЕМ НМ  ; Cu ; VF ; 56 ; marat-vojag ; 70 
 508 ; 2 копейки ; 1819 ; ЕМ НМ  ; Cu ; VF- ; 13 ; Пионер ; 57 
 509 ; 2 копейки ; 1820 ; ЕМ НМ  ; Cu ; VF- ; 19 ; olq ; 82 
 510 ; 2 копейки ; 1823 ; ЕМ ФГ  ; Cu ; F-VF ; 46 ; xff ; 69 
 511 ; 2 копейки ; 1824 ; ЕМ ПГ  ; Cu ; VF+ ; 34 ; Reichard ; 383 
 512 ; 2 копейки ; 1825 ; ЕМ ПГ  ; Cu ; VF- ; 51 ; Алла ; 110 
 513 ; 2 копейки ; 1826 ; ЕМ ИК  ; Cu ; F-VF ; 43 ; gelind ; 71 
 514 ; 2 копейки ; 1827 ; ЕМ ИК  ; Cu ; VF- ; 64 ; marat-vojag ; 84 
 515 ; 2 копейки ; 1828 ; ЕМ ИК  ; Cu ; VF- ; 85 ; zorge10 ; 206 
 516 ; 2 копейки ; 1829 ; ЕМ ИК  ; Cu ; F-VF ; 26 ; alexandervolkov ; 226 
 517 ; 2 копейки ; 1840 ; ЕМ  ; Cu ; F-VF ; 71 ; АЦТЕК ; 340 
 518 ; 2 копейки ; 1841 ; ЕМ  ; Cu ; VF- ; 91 ; evgenijzhuk ; 206 
 519 ; 2 копейки ; 1842 ; СМ  ; Cu ; VF- ; 101 ; SSK ; 745 
 520 ; 2 копейки ; 1844 ; ЕМ  ; Cu ; VF- ; 19 ; кабан ; 309 
 521 ; 2 копейки ; 1850 ; ЕМ  ; Cu ; VF- ; 62 ; nik ; 2222 
 522 ; 2 копейки ; 1851 ; ВМ  ; Cu ; F-VF ; 89 ; арбат ; 3333 
 523 ; 2 копейки ; 1854 ; ЕМ  ; Cu ; F ; 10 ; Dмитрий ; 135 
 524 ; 2 копейки ; 1863 ; ЕМ  ; Cu ; VF ; 37 ; den_ff ; 572 
 525 ; 2 копейки ; 1869 ; ЕМ  ; Cu ; F-VF ; 7 ; Михалыч ; 71 
 526 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; F-VF ; 5 ; surf2k5 ; 44 
 527 ; 2 копейки ; 1901 ; СПБ  ; Cu ; F ; 23 ; Poiuyt ; 22 
 528 ; 2 копейки ; 1903 ; СПБ  ; Cu ; F-VF ; 39 ; tesey ; 40 
 529 ; 2 копейки ; 1904 ; СПБ  ; Cu ; F ; 3 ; fruktovay ; 14 
 530 ; 2 копейки ; 1911 ; СПБ  ; Cu ; VF ; 37 ; vasil47 ; 82 
 531 ; 2 копейки ; 1914 ; СПБ  ; Cu ; VF-XF ; 76 ; volod ; 108 
 532 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 49 ; volod ; 161 
 533 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 50 ; xff ; 57 
 534 ; Копейка ; 1705 ; МД  ; Cu ; F+ ; 43 ; Lotus 99 ; 960 
 535 ; Копейка ; 1708 ; МД  ; Cu ; F+ ; 49 ; olq ; 255 
 536 ; Копейка ; 1711 ; МД  ; Cu ; F+ ; 45 ; setoff ; 146 
 537 ; Копейка ; 1712 ; ·БК·  ; Cu ; F+ ; 94 ; димитрий ; 1960 
 538 ; Копейка ; 1713 ; М Д  ; Cu ; F ; 18 ; olq ; 255 
 539 ; Копейка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 114 ; alyans-met ; 593 
 540 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 91 ; 27091979 ; 384 
 541 ; Копейка ; 1789 ; ЕМ  ; Cu ; F-VF ; 50 ; o.k. ; 357 
 542 ; Копейка ; 1790 ; ЕМ  ; Cu ; F-VF ; 29 ; o.k. ; 455 
 543 ; Копейка ; 1795 ; ЕМ  ; Cu ; F-VF ; 103 ; vitapool ; 359 
 544 ; Копейка ; 1798 ; ЕМ  ; Cu ; VF- ; 36 ; xff ; 153 
 545 ; Копейка ; 1799 ; ЕМ  ; Cu ; F-VF ; 39 ; oleg1987 ; 89 
 546 ; Копейка ; 1799 ; ЕМ  ; Cu ; VF- ; 78 ; olq ; 153 
 547 ; Копейка ; 1800 ; ЕМ  ; Cu ; VF- ; 60 ; xff ; 107 
 548 ; Копейка ; 1801 ; ЕМ  ; Cu ; F-VF ; 29 ; Михалыч ; 101 
 549 ; Копейка ; 1819 ; ЕМ НМ  ; Cu ; VF- ; 22 ; spektr ; 250 
 550 ; Копейка ; 1821 ; ЕМ НМ  ; Cu ; F-VF ; 27 ; olq ; 54 
 451 ; 3 копейки ; 1860 ; ЕМ  ; Cu ; VF ; 61 ; vasily ; 885 
 452 ; 3 копейки ; 1861 ; ЕМ  ; Cu ; F-VF ; 44 ; Plus ; 408 
 453 ; 3 копейки ; 1876 ; СПБ  ; Cu ; F-VF ; 47 ; alexandervolkov ; 192 
 454 ; 3 копейки ; 1882 ; СПБ  ; Cu ; F-VF ; 68 ; alisa ; 237 
 455 ; 3 копейки ; 1883 ; СПБ  ; Cu ; F-VF ; 35 ; surf2k5 ; 36 
 456 ; 3 копейки ; 1903 ; СПБ  ; Cu ; F-VF ; 29 ; surf2k5 ; 100 
 457 ; 3 копейки ; 1905 ; СПБ  ; Cu ; VF- ; 22 ; solder13 ; 113 
 458 ; 3 копейки ; 1907 ; СПБ  ; Cu ; F-VF ; 49 ; alexandervolkov ; 157 
 459 ; 3 копейки ; 1909 ; СПБ  ; Cu ; VF ; 57 ; oleg1987 ; 76 
 460 ; 3 копейки ; 1910 ; СПБ  ; Cu ; VF ; 33 ; solder13 ; 101 
 461 ; 3 копейки ; 1911 ; СПБ  ; Cu ; VF- ; 19 ; tesey ; 80 
 462 ; 3 копейки ; 1913 ; СПБ  ; Cu ; VF- ; 16 ; uin1972 ; 59 
 463 ; 3 копейки ; 1914 ; СПБ  ; Cu ; VF+ ; 46 ; volod ; 115 
 464 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 33 ; igor_r65 ; 282 
 465 ; 2 копейки ; 1757-1762 ;  ; Cu ; F+ ; 15 ; jef688 ; 26 
 466 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F-VF ; 28 ; mda7 ; 38 
 467 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F-VF ; 32 ; marat-vojag ; 66 
 468 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F-VF ; 172 ; Олег33 ; 1536 
 469 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 3 ; obob999 ; 34 
 470 ; 2 копейки ; 1758 ; Гурт надп. Екатер.  ; Cu ; F+ ; 83 ; xabib ; 255 
 471 ; 2 копейки ; 1758 ; Гурт надп. Екатер.  ; Cu ; F ; 38 ; skir ; 165 
 472 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 50 ; obob999 ; 51 
 473 ; 2 копейки ; 1760 ;  ; Cu ; VF- ; 85 ; xabib ; 363 
 474 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 17 ; surf2k5 ; 50 
 475 ; 2 копейки ; 1763 ; ММ  ; Cu ; VF- ; 55 ; o.k. ; 392 
 476 ; 2 копейки ; 1763 ; ММ  ; Cu ; VF ; 120 ; zorge10 ; 1501 
 477 ; 2 копейки ; 1763 ; ММ  ; Cu ; F+ ; 62 ; xabib ; 117 
 478 ; 2 копейки ; 1763 ; СПМ  ; Cu ; VF- ; 115 ; SSK ; 523 
 479 ; 2 копейки ; 1765 ; ЕМ  ; Cu ; F-VF ; 17 ; den_ff ; 417 
 480 ; 2 копейки ; 1766 ; СПМ  ; Cu ; F+ ; 59 ; SSK ; 453 
 481 ; 2 копейки ; 1772 ; ЕМ  ; Cu ; F-VF ; 53 ; o.k. ; 181 
 482 ; 2 копейки ; 1788 ; ММ  ; Cu ; F-VF ; 35 ; xabib ; 357 
 483 ; 2 копейки ; 1788 ; СПМ  ; Cu ; F-VF ; 41 ; xabib ; 229 
 484 ; 2 копейки ; 1793 ; Е- М Павл.перечекан  ; Cu ; F+ ; 61 ; Олег33 ; 2947 
 485 ; 2 копейки ; 1797 ; КМ  ; Cu ; F-VF ; 31 ; ААФ ; 564 
 486 ; 2 копейки ; 1798 ; АМ  ; Cu ; VF- ; 7 ; evgenijzhuk ; 341 
 487 ; 2 копейки ; 1799 ; КМ  ; Cu ; F-VF ; 90 ; alexandervolkov ; 336 
 488 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; F-VF ; 66 ; street ; 157 
 489 ; 2 копейки ; 1801 ; ЕМ  ;  ; F+ ; 14 ; Вов ; 220 
 490 ; 2 копейки ; 1801 ; КМ  ; Cu ; F+ ; 7 ; evgenijzhuk ; 510 
 491 ; 2 копейки ; 1802 ; ЕМ  ; Cu ; F-VF ; 51 ; spektr ; 3517 
 492 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F ; 53 ; Grod ; 102 
 493 ; 2 копейки ; 1811 ; КМ ПБ  ; Cu ; VF ; 35 ; g.s.g ; 359 
 494 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; VF- ; 55 ; vitapool ; 73 
 495 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; VF- ; 40 ; tesey ; 44 
 496 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; F-VF ; 14 ; marat-vojag ; 41 
 497 ; 2 копейки ; 1812 ; СПБ ПС  ; Cu ; F-VF ; 13 ; gelind ; 43 
 498 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; F-VF ; 20 ; Михалыч ; 81 
 499 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; VF- ; 41 ; vlas ; 57 
 500 ; 2 копейки ; 1813 ; КМ АМ  ; Cu ; F-VF ; 33 ; avdei ; 42 
 401 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; VF+ ; 57 ; skir ; 393 
 402 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF+ ; 57 ; lelik56 ; 653 
 403 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; VF+ ; 86 ; skir ; 295 
 404 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; VF+ ; 92 ; нумизмат ; 407 
 405 ; 5 копеек ; 1782 ; КМ  ; Cu ; VF+ ; 38 ; кабан ; 1446 
 406 ; 5 копеек ; 1783 ; ЕМ  ;  ; F ; 38 ; marat-vojag ; 102 
 407 ; 5 копеек ; 1785 ; КМ  ; Cu ; VF+ ; 34 ; alyans-met ; 1758 
 408 ; 5 копеек ; 1788 ; ЕМ  ;  ; VF ; 62 ; ANK ; 209 
 409 ; 5 копеек ; 1789 ; ЕМ  ; Cu ; VF+ ; 79 ; skir ; 417 
 410 ; 5 копеек ; 1789 ; АМ  ; Cu ; VF- ; 17 ; den_ff ; 816 
 411 ; 5 копеек ; 1790 ; ЕМ  ; Cu ; VF- ; 57 ; skir ; 227 
 412 ; 5 копеек ; 1790 ; АМ  ; Cu ; VF ; 4 ; alexandervolkov ; 800 
 413 ; 5 копеек ; 1790 ; АМ  ; Cu ; F-VF ; 62 ; skir ; 412 
 414 ; 5 копеек ; 1790 ; АМ  ; Cu ; F-VF ; 55 ; skir ; 381 
 415 ; 5 копеек ; 1791 ; ЕМ  ;  ; VF- ; 17 ; skir ; 412 
 416 ; 5 копеек ; 1791 ; АМ  ; Cu ; XF- ; 72 ; тир ; 1538 
 417 ; 5 копеек ; 1792 ; ЕМ  ;  ; VF- ; 58 ; win.gradoff ; 359 
 418 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан  ; Cu ; F-VF ; 54 ; sinisha ; 1249 
 419 ; 5 копеек ; 1793 ; АМ  ; Cu ; VF-XF ; 47 ; avs ; 1022 
 420 ; 5 копеек ; 1794 ; ЕМ  ; Cu ; VF- ; 82 ; alyans-met ; 714 
 421 ; 5 копеек ; 1794 ; АМ  ; Cu ; VF- ; 21 ; evgenijzhuk ; 520 
 422 ; 5 копеек ; 1795 ; КМ  ; Cu ; F-VF ; 32 ; KVit68 ; 2550 
 423 ; 5 копеек ; 1796 ; ЕМ  ; Cu ; VF ; 80 ; alyans-met ; 663 
 424 ; 5 копеек ; 18 в. ;  ; Cu ; F ; 12 ; koga ; 33 
 425 ; 5 копеек ; 1803 ; ЕМ  ; Cu ; F-VF ; 63 ; dimon46 ; 1734 
 426 ; 5 копеек ; 1805 ; ЕМ  ; Cu ; VF+ ; 27 ; alyans-met ; 2331 
 427 ; 5 копеек ; 1806 ; ЕМ  ; Cu ; F-VF ; 41 ; dnepr1984 ; 1100 
 428 ; 5 копеек ; 1807 ; ЕМ  ; Cu ; F-VF ; 73 ; alyans-met ; 927 
 429 ; 5 копеек ; 1832 ; ЕМ ФХ  ; Cu ; F-VF ; 73 ; Михалыч ; 156 
 430 ; 5 копеек ; 1835 ; ЕМ ФХ  ; Cu ; F-VF ; 51 ; evgenijzhuk ; 402 
 431 ; 5 копеек ; 1836 ; ЕМ ФХ  ; Cu ; VF+/VF- ; 100 ; lchernata ; 1945 
 432 ; 5 копеек ; 1852 ; ЕМ  ; Cu ; F-VF ; 87 ; drn137 ; 616 
 433 ; 5 копеек ; 1858 ; ЕМ  ; Cu ; VF- ; 20 ; Михалыч ; 542 
 434 ; 5 копеек ; 1860 ; ЕМ  ; Cu ; VF ; 57 ; o.k. ; 508 
 435 ; 5 копеек ; 1865 ; ЕМ  ; Cu ; VF- ; 21 ; o.k. ; 510 
 436 ; 5 копеек ; 1869 ; ЕМ  ; Cu ; F-VF ; 13 ; alexandervolkov ; 69 
 437 ; 5 копеек ; 1870 ; ЕМ  ; Cu ; F-VF ; 11 ; Kleo ; 55 
 438 ; 5 копеек ; 1874 ; ЕМ  ; Cu ; F-VF ; 11 ; okotv ; 169 
 439 ; 5 копеек ; 1875 ; ЕМ  ; Cu ; F ; 7 ; Grod ; 51 
 440 ; 5 копеек ; 1877 ; СПБ  ; Cu ; F+ ; 4 ; Михалыч ; 60 
 441 ; 5 копеек ; 1878 ; СПБ  ; Cu ; VF+ ; 55 ; pmaster ; 793 
 442 ; 5 копеек ; 1880 ; СПБ  ; Cu ; F-VF ; 23 ; СПГ67 ; 157 
 443 ; 5 копеек ; 1881 ; СПБ  ; Cu ; F-VF ; 68 ; alexandervolkov ; 230 
 444 ; 3 копейки ; 1840 ; ЕМ  ; Cu ; VF- ; 60 ; olq ; 1064 
 445 ; 3 копейки ; 1841 ; ЕМ  ; Cu ; VF- ; 25 ; Гурий ; 835 
 446 ; 3 копейки ; 1842 ; ЕМ  ; Cu ; F-VF ; 60 ; olq ; 612 
 447 ; 3 копейки ; 1844 ; ЕМ  ; Cu ; VF- ; 63 ; Олег33 ; 1077 
 448 ; 3 копейки ; 1846 ; СМ  ; Cu ; VF- ; 48 ; Олег33 ; 1691 
 449 ; 3 копейки ; 1858 ; ЕМ  ; Cu ; VF ; 47 ; Lotus 99 ; 1022 
 450 ; 3 копейки ; 1859 ; ЕМ  ; Cu ; VF- ; 61 ; Михалыч ; 752 
 351 ; 5 грошей ; 1816 ; IB Польша  ; Ag ; F+ ; 51 ; leo 2 ; 453 
 352 ; 5 грошей ; 1821 ; IB Польша  ; Ag ; F+ ; 14 ; nik ; 444 
 353 ; 5 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F+ ; 33 ; nik ; 555 
 354 ; 2 марки ; 1865 ; S Финляндия  ; Ag ; VF ; 26 ; федя ; 1557 
 355 ; 1 марка ; 1866 ; S Финляндия  ; Ag ; VF+ ; 35 ; федя ; 575 
 356 ; 50 пенни ; 1864 ; S Финляндия  ; Ag ; VF+ ; 69 ; ААФ ; 2148 
 357 ; 50 пенни ; 1916 ; S Финляндия  ;  ; AU ; 31 ; MAYSIC ; 181 
 358 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 25 ; erfahren ; 193 
 359 ; 25 пенни ; 1916 ; S Финляндия  ;  ; AU ; 51 ; holder ; 231 
 360 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ;  ; AU ; 70 ; vasil47 ; 278 
 361 ; 10 копеек (Ильин-2р) ; 1834 ; СМ  ; Cu ; F+ ; 38 ; арбат ; 4182 
 362 ; 10 копеек ; 1836 ; ЕМ ФХ  ; Cu ; VF- ; 33 ; alyans-met ; 4647 
 363 ; 5 копеек ; 1727 ; МД  ; Cu ; F-VF ; 54 ; кабан ; 1663 
 364 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 37 ; 751 ; 1535 
 365 ; 5 копеек ; 1759 ; ММ  ; Cu ; F+ ; 33 ; skir ; 341 
 366 ; 5 копеек ; 1759 ;  ; Cu ; F+ ; 8 ; skir ; 262 
 367 ; 5 копеек ; 1763 ; ЕМ  ; Cu ; F-VF ; 74 ; marat-vojag ; 147 
 368 ; 5 копеек ; 1763 ; ЕМ  ; Cu ; F-VF ; 34 ; marat-vojag ; 119 
 369 ; 5 копеек ; 1763 ; СМ  ; Cu ; F-VF ; 36 ; skir ; 206 
 370 ; 5 копеек ; 1763 ; ММ  ; Cu ; F-VF ; 60 ; Михалыч ; 206 
 371 ; 5 копеек ; 1763 ; СПМ  ; Cu ; F+ ; 35 ; skir ; 257 
 372 ; 5 копеек ; 1763 ; СПМ  ; Cu ; F-VF ; 38 ; xabib ; 663 
 373 ; 5 копеек ; 1764 ; ЕМ  ; Cu ; VF- ; 62 ; 751 ; 816 
 374 ; 5 копеек ; 1764 ; ММ  ; Cu ; F+ ; 49 ; Михалыч ; 261 
 375 ; 5 копеек ; 1765 ; ЕМ  ; Cu ; VF ; 61 ; skir ; 365 
 376 ; 5 копеек ; 1766 ; ЕМ  ; Cu ; F-VF ; 31 ; sinisha ; 236 
 377 ; 5 копеек ; 1766 ; ММ  ; Cu ; VF- ; 31 ; olq ; 850 
 378 ; 5 копеек ; 1766 ; СПМ  ; Cu ; F-VF ; 173 ; alyans-met ; 789 
 379 ; 5 копеек ; 1767 ; ЕМ  ; Cu ; F+ ; 36 ; marat-vojag ; 102 
 380 ; 5 копеек ; 1768 ; ЕМ  ; Cu ; F-VF ; 91 ; sinisha ; 143 
 381 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; VF- ; 115 ; alyans-met ; 357 
 382 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; F+ ; 64 ; marat-vojag ; 79 
 383 ; 5 копеек ; 1769 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 53 ; кабан ; 3060 
 384 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; VF- ; 23 ; skir ; 245 
 385 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F+ ; 19 ; obob999 ; 80 
