 5577 ; Акция ; 1923 ;  ;  ;  ; 9 ; denis.davydov ; 120 
 756 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 7 ; trast ; 53 
 657 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 14 ; aziya11 ; 114 
 658 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 23 ; Сусaнин ; 133 
 659 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 29 ; MMM371 ; 185 
 660 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 15 ; grey72 ; 77 
 661 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 8 ; aziya11 ; 67 
 662 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 18 ; StasStas ; 140 
 663 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 29 ; StasStas ; 180 
 664 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 15 ; aziya11 ; 101 
 665 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 34 ; lestes ; 227 
 666 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 29 ; StasStas ; 183 
 667 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 10 ; StasStas ; 90 
 668 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 8 ; aziya11 ; 72 
 669 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 8 ; aziya11 ; 72 
 670 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 28 ; Ивпага ; 108 
 671 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 10 ; evg ; 72 
 672 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 9 ; xeljdbot1 ; 58 
 673 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 24 ; Monah ; 133 
 674 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 8 ; Михаилъ ; 62 
 675 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 50 ; cotangens ; 333 
 676 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 11 ; aziya11 ; 72 
 677 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 10 ; porte33 ; 102 
 678 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF-XF ; 27 ; 1879 ; 156 
 679 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 10 ; aziya11 ; 111 
 680 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 22 ; Собеседник ; 60 
 681 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 21 ; rbhbvzcjd ; 86 
 682 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 21 ; Rodan Lewarx ; 169 
 683 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 41 ; rirosrob ; 127 
 684 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 44 ; Ивпага ; 163 
 685 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 41 ; NNN ; 150 
 686 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 17 ; porte33 ; 84 
 687 ; Копейка ; 1605 ; Борис Годунов Новгородский ден.двор ; Ag ; VF-XF ; 37 ; 1879 ; 250 
 688 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 27 ; 1879 ; 165 
 689 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 25 ; Ивпага ; 155 
 690 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; F+ ; 44 ; змеелов ; 612 
 691 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 14 ; Михаилъ ; 197 
 692 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF- ; 11 ; Hikon ; 105 
 693 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 14 ; aziya11 ; 183 
 694 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; VF- ; 15 ; MMM371 ; 151 
 695 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 17 ; zoom30 ; 53 
 696 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 8 ; porte33 ; 86 
 697 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 18 ; xeljdbot1 ; 74 
 698 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 28 ; cotangens ; 331 
 699 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 9 ; Monah ; 127 
 700 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 9 ; aziya11 ; 102 
 701 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 13 ; lestes ; 85 
 702 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 11 ; Monah ; 75 
 703 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 15 ; Monah ; 74 
 704 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 8 ; Monah ; 75 
 705 ; Копейка ; 1604 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 14 ; aziya11 ; 114 
 706 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF ; 33 ; aziya11 ; 104 
 607 ; Лот монет России: 1,1/2 коп (6шт) ; 1822-1906 ;  ; Cu ; F+/G ; 18 ; StasStas ; 258 
 608 ; Лот монет России (9шт): 5коп,3коп,1коп,денга ; 1737-1915 ;  ; Cu,Ag ; VG/F-VF ; 15 ; Kosmas ; 440 
 609 ; Лот монет России: денга (4шт) ; 1790-1795 ;  ; Cu ; VG/G ; 41 ; Suxov ; 1473 
 610 ; Лот монет России: 2,1 коп, 5 пенни (13шт) ; 1798-1916 ;  ; Cu ; F-VF/G ; 42 ; Kosmas ; 809 
 611 ; Лот монет России: 5,2 коп (3шт) ; 1788,1798,1868 ;  ; Cu ; VG ; 12 ; хабар ; 261 
 612 ; Лот монет России (2шт): 3коп ; 1882-1903 ;  ; Cu ; F+/F- ; 11 ; sts ; 152 
 613 ; Лот монет России (2шт): 2коп,1коп ; 1894 ;  ; Cu ; F-/F+ ; 7 ; Ser_doh ; 83 
 614 ; Лот монет России (4шт): 2 коп,1коп ; 1908-1914 ;  ; Cu ; VF-XF/F ; 13 ; modul ; 185 
 615 ; Лот монет России для Финляндии (6шт): 5 пенни ; 1914-1916 ;  ; Cu ; VF-XF/VF+ ; 23 ; komuri ; 253 
 616 ; Лот монет России: 1 пенни (14шт) ; 1900-1917 ;  ; Cu ; AU/F- ; 23 ; Hikon ; 716 
 617 ; Лот монет России: 1 пенни (10шт) ; 1909-1917 ;  ; Cu ; XF-/F- ; 30 ; Hikon ; 365 
 618 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; VG ; 9 ; Dahan ; 105 
 619 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 64 ; Monah ; 822 
 620 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 18 ; Rodan Lewarx ; 329 
 621 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 39 ; aziya11 ; 173 
 622 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; VF ; 55 ; lestes ; 666 
 623 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 18 ; Rodan Lewarx ; 206 
 624 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 27 ; ГдРъ ; 227 
 625 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 12 ; StasStas ; 78 
 626 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 40 ; A-Stral ; 1058 
 627 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 49 ; kirill17 ; 2017 
 628 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 76 ; grey72 ; 1791 
 629 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 54 ; kirill17 ; 2064 
 630 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 48 ; kirill17 ; 3139 
 631 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 47 ; kirill17 ; 1976 
 632 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 56 ; kirill17 ; 2233 
 633 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; VG ; 28 ; Собеседник ; 1485 
 634 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F- ; 6 ; Кабан ; 1134 
 635 ; Денга. Суздальско-Нижегородское кн-во. Князь Василий Дмитриевич ; 1389-1425 ;  ; Ag ; VF- ; 62 ; ask ; 648 
 636 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 32 ; alex67 ; 650 
 637 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 41 ; Shundr ; 601 
 638 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 21 ; Rodan Lewarx ; 224 
 639 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 24 ; Собеседник ; 206 
 640 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; VF ; 44 ; rbhbvzcjd ; 361 
 641 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; VF- ; 35 ; maler ; 429 
 642 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 11 ; StasStas ; 80 
 643 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 7 ; StasStas ; 67 
 644 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 9 ; StasStas ; 67 
 645 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 7 ; xeljdbot1 ; 55 
 646 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 33 ; Hikon ; 216 
 647 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 34 ; aziya11 ; 340 
 648 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF-XF ; 8 ; porte33 ; 67 
 649 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 61 ; Собеседник ; 248 
 650 ; Денга. Князь Василий Иванович ; после 1456 ; Великое Княжество Рязанское ; Ag ; F+ ; 44 ; lestes ; 663 
 651 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 11 ; aziya11 ; 67 
 652 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 26 ; ГдРъ ; 129 
 653 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 52 ; Сусaнин ; 181 
 654 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 12 ; MMM371 ; 93 
 655 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 61 ; Сусaнин ; 263 
 656 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 19 ; Юлия88 ; 92 
 557 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; G/VG ; 20 ; flutter ; 163 
 558 ; Полушка ; 1767 ; ЕМ ; Cu ; VG ; 29 ; nikolaj.vernik ; 300 
 559 ; Полушка ; 1770 ; ЕМ ; Cu ; VG ; 36 ; sotnik ; 102 
 560 ; 1/4 копейки ; 1842 ; ЕМ ; Cu ; G/VG ; 18 ; ShYrik_RUS ; 92 
 561 ; 1/4 копейки ; 1843 ; СМ ; Cu ; МП ; 22 ; es72 ; 138 
 562 ; Полушка ; 1857 ; ЕМ ; Cu ; F-VF ; 37 ; ShYrik_RUS ; 175 
 563 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+ ; 21 ; judge ; 1587 
 564 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; VF- ; 36 ; mongol64 ; 1028 
 565 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 43 ; portugal77 ; 1277 
 566 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 29 ; judge ; 1259 
 567 ; 3 копейки. Оккупация ; 1916J ;  ; Fe ; XF- ; 56 ; maler ; 1338 
 568 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; F-VF ; 33 ; Rober ; 375 
 569 ; 3 гроша ; 1837 ; MW Рус.-Пол. ; Cu ; VG ; 55 ; NNN ; 1041 
 570 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF+ ; 48 ; loko865 ; 864 
 571 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 29 ; rendom9 ; 634 
 572 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 45 ; Борис Моисеевич ; 1019 
 573 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 6 ; trast ; 164 
 574 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 26 ; kotok ; 305 
 575 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 23 ; xeljdbot1 ; 306 
 576 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 9 ; Andre2007 ; 102 
 577 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 20 ; Борис Моисеевич ; 175 
 578 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; F-VF ; 7 ; lsp25 ; 114 
 579 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 23 ; Борис Моисеевич ; 228 
 580 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 36 ; lsp25 ; 163 
 581 ; 1 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 43 ; NNN ; 500 
 582 ; 1 пенни ; 1871 ; Финляндия ; Cu ; XF- ; 49 ; fgd ; 1611 
 583 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF-XF ; 62 ; loko865 ; 1071 
 584 ; 1 пенни ; 1875 ; Финляндия ; Cu ; AU/XF ; 45 ; TaraskaPeter ; 2193 
 585 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF+ ; 17 ; AC/DC ; 237 
 586 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF+ ; 48 ; БАТЫР ; 741 
 587 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 20 ; portugal77 ; 285 
 588 ; 1 пенни ; 1892 ; Финляндия ; Cu ; AU/XF ; 30 ; Асколь ; 750 
 589 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 22 ; AC/DC ; 255 
 590 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF- ; 10 ; NNN ; 216 
 591 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF+ ; 20 ; shknikolay ; 155 
 592 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF ; 20 ; Rodan Lewarx ; 164 
 593 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF ; 12 ; Юпитер ; 77 
 594 ; 1 пенни ; 1901 ; Финляндия ; Cu ; XF- ; 27 ; Rodan Lewarx ; 143 
 595 ; 1 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 5 ; xeljdbot1 ; 51 
 596 ; 1 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 4 ; SER 888 ; 49 
 597 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF ; 12 ; Баксa ; 50 
 598 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 6 ; Rodan Lewarx ; 51 
 599 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF+ ; 6 ; Yuraha76 ; 51 
 600 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF+ ; 8 ; Либра ; 53 
 601 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF ; 15 ; 1gold ; 63 
 602 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 6 ; Либра ; 51 
 603 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 13 ; ssbb333 ; 89 
 604 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 15 ; Асколь ; 136 
 605 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 14 ; Асколь ; 255 
 606 ; Лот монет России: 3,2,1 коп (3шт) ; 1864,1877 ;  ; Cu ; G/VG ; 14 ; SER 888 ; 60 
 507 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 7 ; xeljdbot1 ; 51 
 508 ; Копейка ; 1900 ; СПБ ; Cu ; VF-XF/VF+ ; 44 ; judge ; 1836 
 509 ; Копейка ; 1901 ; СПБ ; Cu ; VF-XF ; 53 ; 1000 ; 2100 
 510 ; Копейка ; 1908 ; СПБ ; Cu ; XF ; 68 ; nic27 ; 1383 
 511 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 7 ; vowa ; 55 
 512 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 13 ; es72 ; 68 
 513 ; Копейка ; 1912 ; СПБ ; Cu ; VF- ; 11 ; es72 ; 58 
 514 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 3 ; fadeev.dima ; 51 
 515 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 10 ; es72 ; 58 
 516 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 11 ; es72 ; 80 
 517 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 37 ; sotnik ; 102 
 518 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 69 ; Андрагин ; 113 
 519 ; Копейка ; 1915 ;  ; Cu ; XF- ; 30 ; es72 ; 92 
 520 ; Копейка ; 1915 ;  ; Cu ; Vf-XF ; 42 ; es72 ; 102 
 521 ; Денга ; 1701 ;  ; Cu ; VG ; 33 ; vvt ; 2267 
 522 ; Денга ; 1731 ;  ; Cu ; VG ; 13 ; Roskur ; 175 
 523 ; Денга ; 1734 ;  ; Cu ; F+ ; 22 ; Truth ; 123 
 524 ; Денга ; 1748 ;  ; Cu ; VG ; 39 ; кве ; 255 
 525 ; Денга ; 1749 ;  ; Cu ; F-VF ; 20 ; БАТЫР ; 150 
 526 ; Денга ; 1750 ;  ; Cu ; VG ; 13 ; Юпитер ; 100 
 527 ; Денга ; 1751 ;  ; Cu ; VG ; 5 ; Краснодар ; 51 
 528 ; Денга ; 1786 ; КМ ; Cu ; F+ ; 36 ; nikolaj.vernik ; 1336 
 529 ; Деньга ; 1797 ; АМ ; Cu ; G ; 15 ; said ; 51 
 530 ; Деньга ; 1798 ; ЕМ ; Cu ; F- ; 21 ; vowa ; 590 
 531 ; Деньга ; 1813 ; ИМ ПС ; Cu ; VG ; 36 ; ZOLTAN333 ; 257 
 532 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; F/VG ; 29 ; MMM371 ; 197 
 533 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F ; 9 ; ShYrik_RUS ; 102 
 534 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VG ; 15 ; sts ; 80 
 535 ; Денежка ; 1860 ; ВМ ; Cu ; F+ ; 67 ; почтальон ; 1034 
 536 ; Денежка ; 1862 ; ЕМ ; Cu ; VF- ; 66 ; leshii40 ; 580 
 537 ; 1/2 копейки ; 1888 ; СПБ ; Cu ; XF ; 62 ; pvv50 ; 3009 
 538 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; VF-XF ; 33 ; pvv50 ; 1571 
 539 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 10 ; judge ; 204 
 540 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF- ; 21 ; yniks2012 ; 191 
 541 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF/VF+ ; 17 ; judge ; 177 
 542 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 15 ; judge ; 189 
 543 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF ; 17 ; yniks2012 ; 503 
 544 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF ; 21 ; es72 ; 142 
 545 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF/VF-XF ; 13 ; judge ; 514 
 546 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 26 ; xeljdbot1 ; 92 
 547 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 26 ; es72 ; 124 
 548 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 12 ; rem ; 59 
 549 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 22 ; es72 ; 95 
 550 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU/XF ; 35 ; judge ; 510 
 551 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 13 ; b197312 ; 173 
 552 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 13 ; es72 ; 155 
 553 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 19 ; yniks2012 ; 163 
 554 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 7 ; modul ; 58 
 555 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VG ; 12 ; es72 ; 86 
 556 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; VG ; 15 ; flutter ; 153 
 457 ; 2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 7 ; xeljdbot1 ; 51 
 458 ; 2 копейки ; 1900 ; СПБ ; Cu ; VG ; 15 ; SER 888 ; 62 
 459 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 5 ; vowa ; 102 
 460 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF ; 41 ; rom11 ; 665 
 461 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF- ; 15 ; sts ; 51 
 462 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 9 ; shah79 ; 51 
 463 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 5 ; SER 888 ; 45 
 464 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 11 ; sts ; 53 
 465 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 17 ; 1879 ; 159 
 466 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 18 ; Mateys ; 210 
 467 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 18 ; Mateys ; 157 
 468 ; Копейка ; 1707 ; МД ; Cu ; VG ; 44 ; Qq ; 1632 
 469 ; Копейка ; 1713 ; М Д ; Cu ; F-VF ; 60 ; ShYrik_RUS ; 2112 
 470 ; Копейка ; 1716 ; НД ; Cu ; F/F-VF ; 66 ; аlеx ; 2108 
 471 ; Копейка ; 1756 ; ММД ; Cu ; VG ; 19 ; shknikolay ; 1646 
 472 ; Копейка ; 1763 ; ММ ; Cu ; VG ; 36 ; maxxim ; 487 
 473 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 36 ; ShYrik_RUS ; 706 
 474 ; Копейка ; 1789 ; ЕМ ; Cu ; VG ; 51 ; ShYrik_RUS ; 164 
 475 ; Копейка ; 1791 ; ЕМ ; Cu ; F+ ; 46 ; Брат Черпоя ; 691 
 476 ; Копейка ; 1798 ; ЕМ ; Cu ; F- ; 23 ; Непобедимый ; 182 
 477 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 9 ; xepak ; 104 
 478 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 51 ; modul ; 277 
 479 ; Копейка ; 1821 ; ЕМ НМ ; Cu ; VG ; 39 ; Михаилъ ; 178 
 480 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F/VF ; 3 ; штурман ; 58 
 481 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VG ; 15 ; photosnowmaker ; 128 
 482 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 11 ; БАТЫР ; 105 
 483 ; Копейка ; 1834 ; ЕМ ФХ ; Cu ; F/VG ; 31 ; shknikolay ; 239 
 484 ; Копейка ; 1837 ; ЕМ НА ; Cu ; G/VG ; 19 ; SER 888 ; 40 
 485 ; Копейка ; 1840 ; ЕМ ; Cu ; VG ; 9 ; tar ; 75 
 486 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 8 ; xeljdbot1 ; 72 
 487 ; Копейка ; 1841 ; ЕМ ; Cu ; VG ; 13 ; es72 ; 88 
 488 ; Копейка ; 1841 ; СПМ ; Cu ; VF ; 10 ; sts ; 123 
 489 ; Копейка ; 1842 ; ЕМ ; Cu ; VG ; 13 ; fadeev.dima ; 110 
 490 ; Копейка ; 1843 ; ЕМ ; Cu ; VG ; 9 ; StasStas ; 67 
 491 ; Копейка ; 1843 ; СПМ ; Cu ; F-/VG ; 73 ; shknikolay ; 526 
 492 ; Копейка ; 1852 ; ЕМ ; Cu ; VF- ; 8 ; побулица ; 261 
 493 ; Копейка ; 1856 ; ЕМ ; Cu ; VF- ; 13 ; dmivanych ; 363 
 494 ; Копейка ; 1858 ; ЕМ ; Cu ; F+ ; 29 ; dmivanych ; 278 
 495 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VG ; 6 ; xeljdbot1 ; 58 
 496 ; Копейка ; 1860 ; ВМ ; Cu ; F+ ; 38 ; кве ; 1031 
 497 ; Копейка ; 1865 ; ЕМ ; Cu ; VF ; 69 ; Kivalen47 ; 2312 
 498 ; Копейка ; 1871 ; ЕМ ; Cu ; F ; 23 ; Suxov ; 164 
 499 ; Копейка ; 1875 ; ЕМ ; Cu ; VG ; 7 ; Непобедимый ; 138 
 500 ; Копейка ; 1878 ; СПБ ; Cu ; VF-XF ; 26 ; Работник ; 522 
 501 ; Копейка ; 1879 ; СПБ ; Cu ; XF ; 52 ; кабаносси ; 3025 
 502 ; Копейка ; 1880 ; СПБ ; Cu ; VG ; 11 ; Непобедимый ; 143 
 503 ; Копейка. В капсуле ННР. XF45BN ; 1889 ; СПБ ; Cu ;  ; 31 ; ДЕ 100 ; 816 
 504 ; Копейка ; 1893 ; СПБ ; Cu ; VF-XF/VF- ; 29 ; Работник ; 538 
