 4808 ; Бона иностранная ;  ;  ;  ;  ; 51 ; Etich ; 135 
 698 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 3 ; maremark ; 30 
 699 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 3 ; я вернулся ; 56 
 700 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 5 ; KdL ; 88 
 701 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 63 ; мы рады ; 362 
 702 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 33 ; мы рады ; 76 
 703 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 18 ; малиновка76 ; 100 
 704 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 22 ; Taptun ; 101 
 705 ; Копейка. Федор Алексеевич? ; 1676-1682 ;  ; Ag ; F-VF ; 9 ; я вернулся ; 82 
 706 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; elinsckij123 ; 354 
 707 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 5 ; я вернулся ; 339 
 708 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 21 ; я вернулся ; 61 
 709 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 7 ; я вернулся ; 204 
 710 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 10 ; Нед Огл ; 102 
 711 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; я вернулся ; 55 
 712 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 4 ; Taptun ; 57 
 713 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 20 ; Рыжая_Кыся ; 72 
 606 ; Полушка (Петров-2,25р, Ильин-4р) ; 1793 ; КМ ; Cu ; VG ; 63 ; gandy ; 1266 
 607 ; Полушка (Петров-3р, Ильин-3р) ; 1797 ; КМ ; Cu ; F+ ; 99 ; кабан ; 4185 
 608 ; Полушка (Петров-2р, Ильин-3р) ; 1798 ; КМ ; Cu ; VG ; 19 ; 13 ; 1813 
 609 ; Полушка (Петров-2р, Ильин-3р) ; 1799 ; КМ ; Cu ; VG ; 65 ; кaбaн ; 3294 
 610 ; 1/4 копейки (Ильин-1р) ; 1840 ; СМ ; Cu ; F-VF ; 56 ; SSK ; 555 
 611 ; 1/4 копейки ; 1841 ;  ; Cu ; F-VF ; 17 ; Ритм ; 181 
 612 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F+ ; 41 ; Andrei2007 ; 138 
 613 ; 1/4 копейки ; 1843 ; СМ ; Cu ; VF ; 32 ; cristofel ; 541 
 614 ; 1/4 копейки ; 1844 ; СМ ; Cu ; VF ; 41 ; Iskatel48 ; 805 
 615 ; Полушка ; 1856 ; ЕМ ; Cu ; F+ ; 25 ; Andrei2007 ; 327 
 616 ; Полушка ; 1857 ; ЕМ ; Cu ; F ; 44 ; Andrei2007 ; 273 
 617 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; AU ; 181 ; serg2010 ; 1464 
 618 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF- ; 64 ; Andrei2007 ; 579 
 619 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 22 ; DmitryA ; 1272 
 620 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 120 ; svv ; 1213 
 621 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 49 ; Alexandr5530 ; 791 
 622 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 65 ; KdL ; 529 
 623 ; 2 копейки "Оккупация" ; 1916А ;  ; Fe ; VF+ ; 31 ; jeeper ; 990 
 624 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 38 ; KdL ; 716 
 625 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF ; 79 ; max2008 ; 855 
 626 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; AU ; 77 ; kondor300 ; 1358 
 627 ; 2 пара-3 копейки ; 1772 ; Валахия ; Cu ; F+ ; 69 ; SSK ; 3314 
 628 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; F- ; 66 ; max2008 ; 4087 
 629 ; 1 грош ; 1830 ; FH Польша ; Cu ; F-VF ; 63 ; benc ; 2327 
 630 ; 10 пенни ; 1905 ; Финляндия ; Cu ; F-VF ; 3 ; alex995 ; 111 
 631 ; 10 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 40 ; lsp25 ; 136 
 632 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF ; 15 ; leo1978 ; 169 
 633 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF+/VF ; 53 ; lsp25 ; 391 
 634 ; 5 пенни ; 1898 ; Финляндия ; Cu ; F-VF ; 25 ; Dimitriy ; 50 
 635 ; 5 пенни ; 1899 ; Финляндия ; Cu ; F-VF ; 11 ; alex995 ; 51 
 636 ; 5 пенни ; 1901 ; Финляндия ; Cu ; F-VF ; 30 ; 1gold ; 51 
 637 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VG ; 9 ; alex995 ; 51 
 638 ; 5 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 25 ; alex995 ; 51 
 639 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF- ; 24 ; Dimitriy ; 50 
 640 ; 5 пенни ; 1911 ; Финляндия ; Cu ; F+ ; 19 ; Dimitriy ; 50 
 641 ; 5 пенни ; 1912 ; Финляндия ; Cu ; F-VF ; 17 ; alex995 ; 71 
 642 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 2 ; POSHEXON ; 58 
 643 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF- ; 1 ; POSHEXON ; 58 
 644 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 2 ; 1gold ; 60 
 645 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 6 ; lalula ; 66 
 646 ; 5 пенни ; 1917 ; Финляндия ; Cu ; F-VF ; 3 ; валери ; 60 
 647 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF- ; 20 ; УФА ; 67 
 648 ; 1 пенни ; 1900 ; Финляндия ; Cu ; F ; 33 ; alex995 ; 55 
 649 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF ; 32 ; leo1978 ; 77 
 650 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF ; 4 ; Alexandr5530 ; 90 
 651 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 22 ; 1gold ; 66 
 652 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 21 ; werespider ; 184 
 653 ; Лот монет России: денга и полушка (6шт) ; 1718-1760 ;  ; Cu ; VG ; 54 ; MATATOA ; 141 
 654 ; Лот монет России (9шт): 2к,1к, денга ; 1710-1898 ;  ; Cu ; VF-/VG ; 31 ; Волга 39120 ; 597 
 655 ; Лот монет России (7шт): 3к,2к,1к, денга ; 1743-1903 ;  ; Cu ; F/G ; 17 ; sonegr ; 305 
 556 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; G ; 28 ; Hedeby ; 90 
 557 ; Денга ; 1769 ; ЕМ ; Cu ; F ; 12 ; alien34 ; 183 
 558 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 41 ; Анатоль ; 266 
 559 ; Денга ; 1774 ; КМ "Сибирь" ; Cu ; VF- ; 53 ; сторублёв ; 864 
 560 ; Денга (Ильин-1р) ; 1784 ; КМ ; Cu ; F- ; 33 ; Анатоль ; 435 
 561 ; Денга (Ильин-1р) ; 1793 ; КМ ; Cu ; F-VF ; 53 ; мы рады ; 838 
 562 ; Денга (Петров-1р, Ильин-1р) ; 1794 ; КМ ; Cu ; F-VF ; 37 ; gandy ; 906 
 563 ; Денга ; 1795 ; ЕМ ; Cu ; F- ; 18 ; Andrei2007 ; 194 
 564 ; Денга (Петров-1р, Ильин-1р) ; 1795 ; КМ ; Cu ; F- ; 38 ; gandy ; 567 
 565 ; Деньга (Петров-1р, Ильин-3р) ; 1797 ; КМ ; Cu ; VG ; 22 ; max2008 ; 759 
 566 ; Деньга ; 1798 ; ЕМ ; Cu ; F- ; 8 ; zid200 ; 204 
 567 ; Деньга (Петров-1р, Ильин-3р) ; 1798 ; КМ ; Cu ; VG ; 17 ; 13 ; 1175 
 568 ; Деньга (Петров-5р, Ильин-3р) ; 1812 ; КМ АМ ; Cu ; F- ; 34 ; verdade ; 2264 
 569 ; Деньга (Петров-4р, Ильин-3р) ; 1817 ; КМ АМ ; Cu ; VG ; 30 ; Волга 39120 ; 1667 
 570 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; VF+ ; 63 ; Sky2 ; 1089 
 571 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F ; 25 ; kosp ; 84 
 572 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F-VF ; 19 ; Волга 39120 ; 84 
 573 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F-VF ; 28 ; Волга 39120 ; 79 
 574 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; VF ; 22 ; uz ; 267 
 575 ; Денежка ; 1851 ; ЕМ ; Cu ; VF+ ; 29 ; Munia ; 928 
 576 ; Денежка ; 1853 ; ЕМ ; Cu ; F+ ; 49 ; uz ; 104 
 577 ; Денежка ; 1858 ; ЕМ ; Cu ; F+ ; 17 ; fatey ; 72 
 578 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; VF ; 26 ; старыйеврей ; 980 
 579 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 72 ; werespider ; 141 
 580 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU ; 44 ; novikoff12006 ; 591 
 581 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 104 ; Евгений_075 ; 181 
 582 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF+ ; 38 ; werespider ; 751 
 583 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 51 ; Andrei2007 ; 122 
 584 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 55 ; werespider ; 632 
 585 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 44 ; Andrei2007 ; 123 
 586 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 72 ; Valery2010 ; 500 
 587 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 24 ; Евгений_075 ; 105 
 588 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 39 ; Andrei2007 ; 118 
 589 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 39 ; лесник ; 261 
 590 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF ; 49 ; crackjack ; 141 
 591 ; 1/2 копейки ; 1915 ;  ; Cu ; VF ; 90 ; said ; 153 
 592 ; Полушка ; 1707 ;  ; Cu ; F ; 124 ; арбат ; 368 
 593 ; Полушка ; 1718 ;  ; Cu ; F- ; 21 ; Sky2 ; 244 
 594 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 54 ; кабан ; 561 
 595 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 10 ; MATATOA ; 239 
 596 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 29 ; Олег2401 ; 102 
 597 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F+ ; 37 ; ОлегЦ ; 72 
 598 ; Полушка ; 1747 ; Орёл 1744 г. ; Cu ; VG ; 52 ; avc ; 69 
 599 ; Полушка ; 1750 ; Орёл 1748 г. ; Cu ; F+ ; 31 ; мы рады ; 313 
 600 ; Полушка ; 1754 ; Орёл 1744 г. ; Cu ; VG ; 4 ; MATATOA ; 306 
 601 ; Полушка (Петров-1,25р) ; 1768 ; КМ "Сибирь" ; Cu ; F ; 65 ; dnlstl ; 1071 
 602 ; Полушка (Петров-1,25гр) ; 1769 ; КМ "Сибирь" ; Cu ; F- ; 76 ; dnlstl ; 858 
 603 ; Полушка ; 1771 ; ЕМ ; Cu ; F-VF ; 20 ; shknikolay ; 261 
 604 ; Полушка (Петров-2,25р, Ильин-3р) ; 1785 ; КМ ; Cu ; F- ; 40 ; gandy ; 711 
 605 ; Полушка (Петров-2,5р, Ильин-4р) ; 1790 ; КМ ; Cu ; F ; 65 ; gandy ; 1587 
 506 ; Копейка ; 1828 ; КМ АМ ; Cu ; VF ; 23 ; $$$ ; 1019 
 507 ; Копейка ; 1828 ; КМ АМ ; Cu ; F ; 15 ; kosp ; 100 
 508 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F ; 38 ; Волга 39120 ; 161 
 509 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; VF ; 23 ; spsmaalex ; 302 
 510 ; Копейка ; 1840 ; ЕМ ; Cu ; F ; 21 ; verdade ; 99 
 511 ; Копейка ; 1842 ; СПМ ; Cu ; VF+ ; 55 ; Sky2 ; 867 
 512 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 32 ; kosp ; 142 
 513 ; Копейка ; 1843 ; СМ ; Cu ; VG ; 42 ; Гранит ; 188 
 514 ; Копейка ; 1846 ; СМ ; Cu ; F ; 12 ; verdade ; 267 
 515 ; Копейка ; 1847 ; СМ ; Cu ; F-VF ; 88 ; Майкл ; 1247 
 516 ; Копейка ; 1853 ; ЕМ ; Cu ; F+ ; 33 ; rik ; 99 
 517 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 36 ; Iskatel48 ; 177 
 518 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 32 ; kosp ; 125 
 519 ; Копейка ; 1888 ; СПБ ; Cu ; VF ; 72 ; 1059 ; 569 
 520 ; Копейка ; 1895 ; СПБ ; Cu ; F+ ; 20 ; sonegr ; 82 
 521 ; Копейка ; 1899 ; СПБ ; Cu ; VF-XF ; 52 ; dimon46 ; 305 
 522 ; Копейка ; 1900 ; СПБ ; Cu ; VF+ ; 24 ; Sky2 ; 363 
 523 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 17 ; uz ; 104 
 524 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 12 ; lgvspb ; 48 
 525 ; Копейка ; 1905 ; СПБ ; Cu ; VF+ ; 10 ; svaha ; 317 
 526 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 30 ; svaha ; 108 
 527 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 8 ; Tartan ; 51 
 528 ; Копейка. Лак ; 1912 ; СПБ ; Cu ; XF- ; 27 ; crackjack ; 62 
 529 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 21 ; rik ; 114 
 530 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 31 ; aguila ; 51 
 531 ; Копейка ; 1915 ;  ; Cu ; XF- ; 20 ; svaha ; 61 
 532 ; Копейка ; 1916 ;  ; Cu ; XF+ ; 27 ; MikeStalker ; 82 
 533 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 33 ; 1gold ; 105 
 534 ; Денга ; 1730 ;  ; Cu ; VF- ; 53 ; Волга 39120 ; 295 
 535 ; Денга ; 1731 ;  ; Cu ; VF ; 7 ; я вернулся ; 159 
 536 ; Денга ; 1731 ;  ; Cu ; F-VF ; 25 ; Гранит ; 149 
 537 ; Денга ; 1735 ;  ; Cu ; VF ; 29 ; gav1980 ; 146 
 538 ; Денга ; 1735 ;  ; Cu ; VF- ; 25 ; gav1980 ; 258 
 539 ; Денга ; 1737 ;  ; Cu ; F-VF ; 9 ; я вернулся ; 79 
 540 ; Денга ; 1738 ;  ; Cu ; VF ; 12 ; Igor V ; 120 
 541 ; Денга ; 1739 ;  ; Cu ; F+ ; 12 ; gav1980 ; 90 
 542 ; Денга ; 1741 ;  ; Cu ; VF ; 81 ; solder13 ; 153 
 543 ; Денга ; 1744 ;  ; Cu ; VF- ; 13 ; MATATOA ; 55 
 544 ; Денга ; 1746 ;  ; Cu ; VF- ; 30 ; я вернулся ; 63 
 545 ; Денга ; 1747 ;  ; Cu ; VF- ; 13 ; я вернулся ; 87 
 546 ; Денга ; 1748 ;  ; Cu ; VF ; 55 ; Пигидий ; 235 
 547 ; Денга ; 1748 ;  ; Cu ; G ; 23 ; fatey ; 37 
 548 ; Денга ; 1749 ;  ; Cu ; VF- ; 17 ; Гранит ; 134 
 549 ; Денга ; 1750 ;  ; Cu ; F-VF ; 12 ; termogaz ; 87 
 550 ; Денга ; 1751 ;  ; Cu ; F-VF ; 16 ; ForeverYoung ; 136 
 551 ; Денга ; 1754 ;  ; Cu ; G ; 26 ; termogaz ; 47 
 552 ; Денга ; 1760 ;  ; Cu ; F ; 61 ; я вернулся ; 209 
 553 ; Денга ; 1768 ; ЕМ ; Cu ; F-VF ; 22 ; alien34 ; 274 
 554 ; Денга ; 1768 ; ЕМ ; Cu ; F- ; 13 ; dolotov.leha ; 45 
 555 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 25 ; Hedeby ; 196 
 456 ; 2 копейки ; 1832 ; СМ ; Cu ; F- ; 42 ; Firefox ; 280 
 457 ; 2 копейки (Ильин-2р) ; 1833 ; СМ ; Cu ; F- ; 44 ; света ; 617 
 458 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F+ ; 21 ; kosp ; 90 
 459 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F- ; 40 ; Andrei2007 ; 141 
 460 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 19 ; Munia ; 203 
 461 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; F ; 24 ; Andrei2007 ; 143 
 462 ; 2 копейки ; 1842 ; СПМ ; Cu ; F- ; 85 ; sonegr ; 138 
 463 ; 2 копейки ; 1842 ; СМ ; Cu ; F-VF ; 82 ; Munia ; 597 
 464 ; 2 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 30 ; ForeverYoung ; 258 
 465 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF- ; 28 ; ForeverYoung ; 174 
 466 ; 2 копейки ; 1845 ; СМ ; Cu ; F ; 11 ; sonegr ; 304 
 467 ; 2 копейки ; 1846 ; СМ ; Cu ; F- ; 13 ; Анатоль ; 130 
 468 ; 2 копейки ; 1847 ; СМ ; Cu ; F ; 55 ; Iskatel48 ; 374 
 469 ; 2 копейки ; 1861 ; ЕМ ; Cu ; VF+ ; 76 ; Vb[fksx ; 816 
 470 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 26 ; rik ; 92 
 471 ; 2 копейки ; 1883 ; СПБ ; Cu ; F-VF ; 40 ; olga42 ; 131 
 472 ; 2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 9 ; Tartan ; 53 
 473 ; 2 копейки ; 1900 ; СПБ ; Cu ; VF-XF ; 25 ; cristofel ; 2553 
 474 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 29 ; termogaz ; 45 
 475 ; 2 копейки ; 1904 ; СПБ ; Cu ; XF- ; 19 ; OMT ; 1734 
 476 ; 2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 17 ; kosp ; 51 
 477 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 20 ; rik ; 93 
 478 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 86 ; ppi ; 221 
 479 ; 2 копейки ; 1916 ;  ; Cu ; XF- ; 63 ; rik ; 100 
 480 ; Копейка ; 1707 ; Б·К ; Cu ; F ; 101 ; off ; 3264 
 481 ; Копейка ; 1708 ; МД ; Cu ; G ; 21 ; villi56 ; 500 
 482 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F ; 71 ; нумизмат ; 3122 
 483 ; Копейка ; 1712? ; МД ; Cu ; F+ ; 53 ; cristofel ; 594 
 484 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 27 ; nikita1980 ; 113 
 485 ; Копейка ; 1759 ;  ; Cu ; F+ ; 58 ; kosp ; 116 
 486 ; Копейка ; 1760 ;  ; Cu ; F+ ; 90 ; я вернулся ; 229 
 487 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 27 ; Firefox ; 265 
 488 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 58 ; cristofel ; 949 
 489 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 49 ; Firefox ; 521 
 490 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; VF- ; 56 ; supreme ; 1073 
 491 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; VG ; 21 ; rik ; 204 
 492 ; Копейка (Петров-1,25р) ; 1779 ; КМ "Сибирь" ; Cu ; VF- ; 45 ; komynist79 ; 1546 
 493 ; Копейка ; 1788 ; ММ ; Cu ; F-VF ; 21 ; 439 ; 906 
 494 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 44 ; hill1972 ; 140 
 495 ; Копейка ; 1795 ; ЕМ ; Cu ; VF- ; 32 ; Andrei2007 ; 155 
 496 ; Копейка ; 1797 ; АМ ; Cu ; G ; 12 ; villi56 ; 300 
 497 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 6 ; rik ; 102 
 498 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 20 ; Гранит ; 120 
 499 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 21 ; linkor ; 120 
 500 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F- ; 20 ; termogaz ; 35 
 501 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 14 ; SSK ; 308 
 502 ; Копейка ; 1819 ; КМ АД ; Cu ; F- ; 22 ; avtomasterbakal ; 43 
 503 ; Копейка ; 1822 ; КМ АМ ; Cu ; F-VF ; 30 ; avtomasterbakal ; 142 
 504 ; Копейка ; 1823 ; КМ АМ ; Cu ; F-VF ; 41 ; Василевс ; 104 
 505 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F ; 11 ; avc ; 55 
 406 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF+ ; 49 ; Munia ; 797 
 407 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F+ ; 26 ; HMS ; 215 
 408 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VG ; 10 ; Олег2401 ; 102 
 409 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VG ; 35 ; Олег2401 ; 62 
 410 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 16 ; Andrei2007 ; 51 
 411 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 17 ; dolotov.leha ; 50 
 412 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF- ; 5 ; fordewind ; 206 
 413 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 11 ; loyig ; 57 
 414 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 15 ; я вернулся ; 362 
 415 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 4 ; 104 кг ; 100 
 416 ; 2 копейки ; 1812 ; КМ ; Cu ; VF+ ; 57 ; icebreaker ; 1609 
 417 ; 2 копейки ; 1812 ; КМ ; Cu ; F+ ; 69 ; taa ; 396 
 418 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 32 ; Munia ; 209 
 419 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF-XF ; 24 ; icebreaker ; 1595 
 420 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF ; 53 ; Munia ; 835 
 421 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 34 ; loyig ; 65 
 422 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 21 ; я вернулся ; 126 
 423 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 54 ; SSK ; 331 
 424 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 41 ; Munia ; 128 
 425 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 7 ; Dimitriy ; 50 
 426 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF+ ; 39 ; 439 ; 837 
 427 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F+ ; 8 ; t_v_v ; 22 
 428 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF+ ; 42 ; loyig ; 248 
 429 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF ; 52 ; volkov ; 1500 
 430 ; 2 копейки (Петров-7р, Ильин-4р) ; 1814 ; СПБ ПС ; Cu ; F+ ; 109 ; SSK ; 9147 
 431 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 15 ; icebreaker ; 450 
 432 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF+ ; 67 ; woolf32 ; 342 
 433 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 15 ; rik ; 33 
 434 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; VF+ ; 12 ; кабан ; 670 
 435 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F-VF ; 15 ; pvg111 ; 127 
 436 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; VF ; 24 ; icebreaker ; 1019 
 437 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F+ ; 9 ; bvm1504 ; 30 
 438 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; VF ; 39 ; volkov ; 900 
 439 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; VF ; 13 ; кабан ; 926 
 440 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F+ ; 23 ; avtomasterbakal ; 68 
 441 ; 2 копейки ; 1819 ; КМ АД ; Cu ; VF+ ; 29 ; volkov ; 1105 
 442 ; 2 копейки ; 1819 ; КМ АД ; Cu ; F+ ; 24 ; Волга 39120 ; 45 
 443 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 9 ; bvm1504 ; 45 
 444 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 9 ; bvm1504 ; 45 
 445 ; 2 копейки ; 1821 ; КМ АД ; Cu ; VF ; 82 ; SSK ; 655 
 446 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF ; 37 ; $$$ ; 644 
 447 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; F-VF ; 12 ; termogaz ; 31 
 448 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; F-VF ; 17 ; кабан ; 134 
 449 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; VF- ; 13 ; Dimitriy ; 31 
 450 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; VF- ; 34 ; Волга 39120 ; 232 
 451 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F+ ; 7 ; termogaz ; 31 
 452 ; 2 копейки ; 1827 ; КМ АМ ; Cu ; VF- ; 56 ; taa ; 320 
 453 ; 2 копейки ; 1828 ; КМ АМ ; Cu ; F-VF ; 21 ; кабан ; 237 
 454 ; 2 копейки ; 1828 ; КМ АМ ; Cu ; VF- ; 18 ; pvg111 ; 222 
