 5633 ; Бона иностранная ;  ;  ;  ;  ; 7 ; северянин ; 30 
 940 ; Знак Заслуженный колхозник ;  ;  ; Б/м,ж/м,эмаль ; VF-XF ; 23 ; sorus ; 1813 
 941 ; Малая серебряная медаль ВСХВ. За успехи в социалистическом сельском хозяйстве ;  ;  ; Ag ; VF+ ; 39 ; CROWN78 ; 1415 
 942 ; Знак Мастер спорта ;  ;  ; Б/м ; XF- ; 23 ; alex09 ; 253 
 943 ; Знак 2-я спартакиада БССР ;  ;  ; Ж/м,эмаль ; XF ; 9 ; alex09 ; 102 
 944 ; Знак ГТО 2ст ;  ;  ; Ж/м,эмаль ; XF ; 7 ; kn157736 ; 102 
 945 ; Знак Отличник ; ЛМД ;  ; Ж/м,эмаль ; XF ; 45 ; sorus ; 518 
 946 ; Знак Областной совет. ДСО "Урожай" 3 место ;  ;  ; Ж/м,эмаль ; XF ; 5 ; alex09 ; 185 
 847 ; Медаль 30 лет победы над Германией. Болгария ;  ;  ; Ж/м ; VF+ ; 7 ; апосум ; 90 
 848 ; Медаль Британский Красный крест. Англия ;  ;  ; Ж/м,эмаль ; XF ; 27 ; vitapool ; 487 
 849 ; Медаль Британский Красный крест. Англия ;  ;  ; Ж/м,эмаль ; XF ; 21 ; palermo ; 579 
 850 ; Медаль  (шейная). За продолжительную и верную службу. Швеция. Густав V. На гурте silver 1945. Оригинальная коробка ;  ;  ; Ag ; XF ; 24 ; Vargsss ; 2040 
 851 ; Медаль За участия в боях на Халкин-Голе 1939г. Япония. В оригинальной коробке ;  ;  ; Br ; XF ; 37 ; ЛБС ; 5100 
 852 ; Орден Священного Сокровища VI ст. Япония. Фрачная миниатюра, оригинальная лакированая коробка, документ ;  ;  ; Ag,эмаль ; XF ; 25 ; Sky2 ; 5747 
 853 ; Орден Священного Сокровища IV ст. Япония. Фрачная миниатюра, оригинальная лакированая коробка ;  ;  ; Ag,эмаль ; XF ; 30 ; 1999 ; 7242 
 854 ; Железный крест 1 класса. Пруссия ;  ;  ; Fe,Ag ; VF+ ; 34 ; старый знакомый ; 5781 
 855 ; Крест Военных заслуг 1 кл (без мечей). Бавария ;  ;  ; Br,эм,поз ; XF ; 24 ; evseechevvv ; 4206 
 856 ; Медаль заслуг. Венгрия ;  ;  ; br,поз ; XF ; 28 ; старый знакомый ; 906 
 857 ; Медаль (фрачная). За Зимнюю войну. С планкой "Сумма". Финляндия ;  ;  ; Cu,чернение ; VF-XF ; 45 ; FRAK ; 1913 
 858 ; Медаль (фрачная). За Зимнюю войну. С планкой "Карельский перешеек". Финляндия ;  ;  ; Cu,чернение ; VF-XF ; 31 ; старый знакомый ; 1552 
 859 ; Полевая шпанга 1МВ. Германия ;  ;  ;  ; XF ; 11 ; Pretender ; 155 
 860 ; Медаль 100 лет спорт союзу. Швеция ;  ;  ; Ж/м ; VF-XF ; 5 ; leshii ; 204 
 861 ; Медаль 90 лет спорт союзу. Швеция ;  ;  ; Ж/м ; VF+ ; 21 ; leshii ; 201 
 862 ; Музыкальная медаль. Бельгия ;  ;  ; Ж/м ; XF ; 9 ; slavka ; 408 
 863 ; Медаль Германия ;  ;  ; Б/м ; XF- ; 12 ; matehev ; 255 
 864 ; Медаль Сопротивления. Бельгия ;  ;  ; Ж/м ; VF ; 17 ; ahjkrf ; 795 
 865 ; Крест Комбатанта. Франция ;  ;  ; Ж/м ; VF+ ; 20 ; ahjkrf ; 714 
 866 ; Медаль донора 2ст. Бельгия ;  ;  ; Б/м,эмаль ; XF ; 47 ; hodgaevvv ; 1836 
 867 ; Медаль за отличную стрельбу 1971 ;  ;  ; Б/м,эмаль ; VF ; 55 ; bob375 ; 255 
 868 ; Медаль за отличную стрельбу 1965 ;  ;  ; Ж/м ; VF-XF ; 17 ; bob375 ; 253 
 869 ; Медаль за отличную стрельбу 3 место 1958 ;  ;  ; Ж/м, сер ; VF ; 45 ; bob375 ; 286 
 870 ; Медаль Лессинга. Германия ;  ;  ; Б/м ; XF+ ; 8 ; evseechevvv ; 261 
 871 ; Медаль Maamme laulu  Финляндия. Сертификат ;  ;  ; Ag ; Proof ; 37 ; nikfed ; 1579 
 872 ; Медаль Uusi Luku 1753. Финляндия. Сертификат ;  ;  ; Ag ; Proof ; 52 ; nikfed ; 1600 
 873 ; Миниатюра медали военно-морского резерва "За безупречную службу". США ;  ;  ; Ж/м ; XF+ ; 27 ; one ; 153 
 874 ; Миниатюра медали Военно-Морского Флота и Корпуса Морской Пехоты “За Достижения”. США ;  ;  ; Ж/м ; XF+ ; 9 ; one ; 164 
 875 ; Медаль За лучшую лошадь. Швеция. Густав V. На гурте silver 1935. D-43мм ;  ;  ; Ag ; XF- ; 40 ; efim ; 2043 
 876 ; Жетон Луи Филипп I. Франция. D-27мм ;  ;  ; Ж/м ; AU ; 30 ; CROWN78 ; 191 
 877 ; Жетон Луи Филипп I. Франция. D-27мм ;  ;  ; Ж/м ; AU ; 50 ; Lena6975 ; 310 
 878 ; Жетон Кристиан IX и Луиза. На свадьбу. Дания. D-40мм ;  ;  ; Ж/м ; F-VF ; 17 ; маманя ; 113 
 879 ; Жетон. Портрет кардинала Ришелье. Устройство мироздания. Парад планет ; 1635 ;  ; Cu ; VF ; 28 ; TTT84 ; 1222 
 880 ; Медаль. Торговая палата Ла-Рошели. Вид на гавань. Пуату-Шаранта. Франция. 3-я республика. D-33мм. М-16г ; Конец 19 века ;  ; Ag ; XF- ; 15 ; efim ; 1221 
 881 ; Медаль. Леопольд Вильгельм эрцгерцог австрийский, великий магистр Тевтонского ордена, в битве при Брейтенфельде в 1642г. Австрия. D-28мм. М-6,5г ; 1963 ;  ; Ag ; XF- ; 41 ; TTT84 ; 1000 
 882 ; Медаль наградная спортивной ассоциации Илфорда. Великобритания. D-32мм. М-19г ; начало 20 века ;  ; Br ; VF-XF ; 21 ; efim ; 408 
 883 ; Жетон. Верхняя Нормандия. Торговая палата Гавра. Гавань Милости. Франция. Людовик XVIII. D-32мм. М-14г ; 1824 ;  ; Ag ; XF+ ; 37 ; prince1959 ; 1555 
 884 ; Жетон. Центр. Нотариусы Тура. Франция. Людовик XVIII. D-30,5мм. М-13г ;  ;  ; Ag ; XF ; 13 ; Челябинск ; 1221 
 885 ; Жетон. Транспортная компания Парижа. Лозунг "Транспорт - ускоряет движение". Франция. Карл X D-32мм. М-13г ; 1828 ;  ; Ag ; XF ; 9 ; S1952 ; 1134 
 886 ; Жетон. Центр. Нотариусы Орлеана. Франция. Луи Филипп I. D-30,5мм. М-16г ;  ;  ; Ag ; VF ; 15 ; Челябинск ; 1323 
 887 ; Жетон. Аквитания. Торговая палата Бордо. 15 конференция. Франция. Луи Филипп I. D-33,5мм. М-20г ; 1834 ;  ; Ag ; XF- ; 17 ; S1952 ; 1148 
 888 ; Жетон. Пикардия. Сберегательная касса округа Санлис. Франция. Луи Филипп I. D-31мм. М-13г ; 1835 ;  ; Ag ; XF+ ; 17 ; kont ; 2470 
 889 ; Жетон. Рона-Альпы. С/х общество Роанна. Франция. Наполеон III. D-31мм. М-14г ;  ;  ; Ag ; XF ; 11 ; prince1959 ; 918 
 890 ; Жетон. Рона-Альпы. Учетный банк Лиона. Франция. 2-я республика. D-33мм. М-15г ; 1848 ;  ; Ag ; VF+ ; 7 ; kont ; 1044 
 891 ; Жетон. Франш-Конте. Экзаменационная комиссия по патетному праву департамента Жюра. Франция. 3-я республика. D-31мм. М-14г ; конец 19 века ;  ; Ag ; VF-XF ; 7 ; S1952 ; 714 
 892 ; Жетон. Парижский профсоюз моряков речной навигации. Франция. Наполеон III. D-31мм. М-15г ; 1855 ;  ; Ag ; XF+ ; 19 ; prince1959 ; 1145 
 893 ; Жетон Парижская страховая компания от пожара. Правый портрет императора. Франция. Наполеон III. D-31мм. М-15,5г ;  ;  ; Ag ; XF+ ; 24 ; kont ; 2527 
 894 ; Жетон. Департамент народного просвещения сены. Правый портрет Марианны. Франция. 3-я республика. D-31мм. М-13г ; конец 19 века ;  ; Ag ; XF ; 19 ; 1023oxana ; 1134 
 895 ; Жетон. Пикардия. Нотариусы округа Бове. Франция. 3-я республика. D-31мм. М-15г ; конец 19 века ;  ; Ag ; VF-XF ; 19 ; Челябинск ; 1488 
 896 ; Медаль в память войны 1915-1918гг. Болгария ;  ;  ; Br ; VF ; 15 ; ddv kv ; 420 
 797 ; Медаль. 50 лет Советской власти. D-50мм ;  ;  ; Ж/м ; VF-XF ; 15 ; igor26 ; 120 
 798 ; Медаль. Ю.Гагарин. В память о посещении Звездного городка. D-45мм ;  ;  ; Al ; VF-XF ; 9 ; efim ; 105 
 799 ; Медаль Первый космонавт Земли - Ю.Гагарин. D-50мм ; ММД ;  ; Ж/м ; XF+ ; 23 ; fillin ; 318 
 800 ; Медаль Первый человек на Луне - Н.Армстронг. D-50мм ; ММД ;  ; Ж/м ; AU ; 23 ; efim ; 306 
 801 ; Плакета. Киев. Коробка. Р-ры: 58 на 77мм ;  ;  ; Al ; XF ; 5 ; апосум ; 68 
 802 ; Медаль. Чемпионат мира Формула - 1. Гран-при. Медальер Анциферов. D-60мм ;  ;  ; Al ; AU ; 13 ; 550055 ; 108 
 803 ; Медаль. Санкт-Петербург. D-47мм ;  ;  ; Ж/м ; AU ; 26 ; efim ; 340 
 804 ; Медаль 280 лет А.В.Суворов. D-40мм ;  ;  ; Ж/м ; AU ; 26 ; efim ; 388 
 805 ; Медаль. А.Стаханов. Донбасс. 50 лет Стахановскому движению. Медальер Козлов. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 46 ; au ; 930 
 806 ; Медаль. Карл Маркс. Медальер Белокуров. D-65мм ;  ;  ; Ж/м ; XF ; 22 ; efim ; 1019 
 807 ; Медаль. В ознаменование запуска в СССР первого в мире искусственного спутника земли. Медальер Эшба. D-65мм ;  ;  ; Ж/м ; AU ; 57 ; mikki67 ; 3400 
 808 ; Медаль. 50 лет МИСИ. D-60мм ;  ;  ; Ж/м ; AU ; 27 ; efim ; 1015 
 809 ; Медаль. Танкоград. Медальеры Слонов и Служеникин. D-60мм ; 1981ЛМД ;  ; Ж/м ; XF ; 15 ; au ; 572 
 810 ; Медаль. 100 лет со дня рождения академика Виталия Григорьевича Хлопина.D-65мм ;  ;  ; Ж/м ; AU ; 9 ; efim ; 1019 
 811 ; Медаль. П.Ф.Лесгафт. Медальеры Архипов и Архипова. D-65мм ; 1987ЛМД ;  ; Ж/м ; AU ; 20 ; ulf ; 906 
 812 ; Медаль. Москва. Медальер Эшба. D-65мм ; 1958 ;  ; Ж/м ; XF+ ; 68 ; ulf ; 2573 
 813 ; Медаль. Горный институт им Г.В.Плеханова. D-60мм ; ЛМД ;  ; Ж/м ; XF ; 29 ; efim ; 1019 
 814 ; Медаль. 50 лет Аджарской АССР. D-60мм ;  ;  ; Ж/м ; XF ; 37 ; mikki67 ; 3555 
 815 ; Медаль III выставка ленинградских коллекционеров. D-56мм ;  ;  ; Ж/м ; VF- ; 9 ; инструктор ; 143 
 816 ; Медаль Акционерное общество АВТОВАЗ. D-49мм ;  ;  ; Ж/м ; VF-XF ; 9 ; lalula ; 77 
 817 ; Медаль. Первые тракторы. Медальеры Слонов и Служеникин. D-60мм ; 1983ЛМД ;  ; Ж/м ; XF+ ; 28 ; efim ; 777 
 818 ; Медаль Труда. Франция ;  ;  ; Б/м ; VF-XF ; 12 ; matehev ; 255 
 819 ; Медаль Франция ;  ;  ; Ж/м ; VF-XF ; 13 ; leshii ; 625 
 820 ; Крест За заслуги в искусстве. Фрнция ;  ;  ; Б/м,эмаль ; XF ; 28 ; doc2 ; 2562 
 821 ; Победная медаль 1МВ. Франция ;  ;  ; Ж/м ; VF-XF ; 35 ; ahjkrf ; 1134 
 822 ; Военная медаль Франция ;  ;  ; Б/м,эмаль ; VF ; 44 ; Fliege1 ; 1261 
 823 ; Орден Почетного Легиона. Франция ;  ;  ; Ag,поз,эмаль ; VF-XF ; 46 ; CROWN78 ; 3853 
 824 ; Медаль военнопленного. Франция ;  ;  ; Ж/м ; VF-XF ; 22 ; ahjkrf ; 1009 
 825 ; Медаль за заслуги в пожарном деле. Венгрия ;  ;  ; Ж/м ; XF ; 15 ; dgin ; 603 
 826 ; Орден Флага. Албания ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; evseechevvv ; 2856 
 827 ; Орден Красного знамени труда. Албания ;  ;  ; Б/м,мэаль ; VF ; 25 ; doc2 ; 2601 
 828 ; Медаль 1940-1945гг. Бельгия ;  ;  ; Ж/м ; XF ; 25 ; ahjkrf ; 748 
 829 ; "Золотой" крест заслуг. Польша ;  ;  ; Ж/м, эмаль ; VF-XF ; 11 ; CROWN78 ; 271 
 830 ; Орден 9-го сентября 1944г. 3ст. Болгария ;  ;  ; Ж/м,эмаль ; XF+ ; 24 ; ahjkrf ; 617 
 831 ; Медаль 30 лет соц революции в Болгарии. Болгария ; 1974 ;  ; Ж/м ; XF+ ; 9 ; matehev ; 132 
 832 ; Медаль 30 лет победы над фашистской Германией. Болгария ; 1975 ;  ; Ж/м ; VF-XF ; 3 ; dudinjohn ; 132 
 833 ; Медаль 1300 лет Болгарии. Болгария ; 1981 ;  ; Б/м ; VF-XF ; 14 ; апосум ; 104 
 834 ; Медаль 40 лет соц Болгарии. Болгария ; 1984 ;  ; Ж/м ; VF-XF ; 9 ; апосум ; 90 
 835 ; Медаль 25 лет Болгарской народной армии. Болгария ;  ;  ; Ж/м ; VF+ ; 15 ; апосум ; 174 
 836 ; Крест Комбатанта. Франция ;  ;  ; Ж/м ; VF+ ; 26 ; ahjkrf ; 582 
 837 ; Миниатюрная похвальная медаль Береговлй охраны. США ;  ;  ; Ж/м ; XF- ; 18 ; leshii ; 361 
 838 ; Серебряный орден спортивных заслуг. Заир ;  ;  ; Б/м ; VF ; 11 ; alex09 ; 235 
 839 ; Медаль За Русско-Японскую войну.Япония ;  ;  ; Ж/м ; VF+ ; 33 ; ahjkrf ; 1938 
 840 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,Br ; VF+ ; 45 ; Sky2 ; 809 
 841 ; Медаль 1 ст. За отличие в стрельбе на стрелковом турнире артиллерийских полков Норланда. Швеция ; 1964 ;  ; Ag, позолота ; XF+ ; 26 ; маманя ; 417 
 842 ; Медаль 2 ст. За отличие в стрельбе на стрелковом турнире артиллерийских полков Норланда. Швеция ; 1964 ;  ; Ag ; XF+ ; 21 ; маманя ; 340 
 843 ; Медаль За отличие в стрельбе на Стокгольмском рыцарском турнире. Швеция ; 1969 ;  ; Ag ; XF+ ; 15 ; bob375 ; 310 
 844 ; Медаль За отличие в стрельбе на рыцарском турнире Критинестаде. Швеция ;  ;  ; Br ; XF+ ; 17 ; matehev ; 255 
 845 ; Медаль 2 ст. За отличие в стрельбе на рыцарском турнире в Остерсюнд. Швеция ; 1966 ;  ; Ag ; XF+ ; 13 ; маманя ; 317 
 846 ; Медаль 1 ст. За отличие в стрельбе на рыцарском турнире в Ямтланде. Швеция ; 1961 ;  ; Ag, позолота ; XF+ ; 26 ; маманя ; 408 
 731 ; Солид. Рига ; 17 век ;  ; Ag ; F-VF ; 6 ; aziya11 ; 102 
 732 ; Солид. Рига ; 17 век ;  ; Ag ; F-VF ; 12 ; aziya11 ; 123 
 733 ; Солид. Рига ; 17 век ;  ; Ag ; F-VF ; 17 ; aziya11 ; 121 
 734 ; Солид. Рига ; 1647 ;  ; Ag ; F-VF ; 18 ; aziya11 ; 121 
 735 ; Солид. Рига ; 1645 ;  ; Ag ; F-VF ; 14 ; banks ; 136 
 736 ; Солид. Рига ; 1650 ;  ; Ag ; F-VF ; 14 ; sampler22 ; 133 
 737 ; Солид. Рига ; 1665 ;  ; Ag ; F+ ; 8 ; aziya11 ; 126 
 738 ; Солид. Пруссия ; 17 век ;  ; Ag ; F ; 30 ; lestes ; 187 
 739 ; Пфенниг. Германия. Бранденбург ;  ;  ; Ag ; F+ ; 59 ; yurrgen ; 1583 
 740 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; F-VF ; 10 ; lestes ; 113 
 741 ; Лот солидов: 6шт ; 17 век ;  ; Ag ; F ; 12 ; aziya11 ; 204 
 742 ; Монета. Золотая Орда. Джанибек Сад ; 743 ;  ; Ag ; F-VF ; 26 ; аншлаг ; 354 
 743 ; Монета. Золотая Орда. Джанибек Азак ;  ;  ; Ag ; F-VF ; 47 ; Пурки Драго ; 300 
 744 ; Монета. Золотая Орда. Узбек чек. Крым ; 720 ;  ; Ag ; F-VF ; 17 ; аншлаг ; 292 
 745 ; Монета. Золотая Орда. Узбек чек. Азак ; 726 ;  ; Ag ; F-VF ; 31 ; аншлаг ; 374 
 746 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 10 ; аншлаг ; 204 
 747 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 19 ; aziya11 ; 201 
 748 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 9 ; aziya11 ; 159 
 749 ; Монета. Золотая Орда. Узбек Сад ;  ;  ; Ag ; F-VF ; 6 ; аншлаг ; 160 
 750 ; Монета. Золотая Орда. Узбек Сад ; 717 ;  ; Ag ; F-VF ; 24 ; аншлаг ; 218 
 751 ; Монета. Золотая Орда. Сарай ал Махруса ; 710 ;  ; Ag ; F-VF ; 35 ; virtualman ; 332 
 752 ; Дирхем. Бейлик Джандар. Сулейман Паша II ; 781-792г.х. ;  ; Ag ; F-VF ; 28 ; Shedu ; 212 
 753 ; Дирхем. Золотая Орда. Крым. Хан Токтамыш ; 796г.х. ;  ; Ag ; F-VF ; 6 ; sato ; 105 
 754 ; Дирхем. Золотая Орда. Крым. Хан Токтамыш ; 796г.х. ;  ; Ag ; F-VF ; 8 ; iizikul ; 128 
 755 ; Дирхем. Золотая Орда.Азак. Хан Бек-Пулад ; 794г.х. ;  ; Ag ; F-VF ; 17 ; von_Schwarz ; 223 
 756 ; Дирхем. Золотая Орда, Крым. Хан Бек-Пулад ; 794г.х. ;  ; Ag ; F-VF ; 17 ; Пурки Драго ; 1479 
 757 ; Дирхем. Золотая Орда. Крым. Хан Узбек ; 712-741г.х. ;  ; Ag ; F-VF ; 6 ; sato ; 105 
 758 ; Дирхем. Золотая Орда. Крым. Хан Узбек. С надчеканом "хан" ; 712-741г.х. ;  ; Ag ; F-VF ; 6 ; aziya11 ; 127 
 759 ; Дирхем. Золотая Орда. Орда. Хан Мухаммед ; 773г.х. ;  ; Ag ; F-VF ; 27 ; viktorius ; 291 
 760 ; Дирхем. Золотая Орда. Орда. Хан Мухаммед ; 777г.х. ;  ; Ag ; F-VF ; 90 ; Дмитрий Михайлович ; 2867 
 761 ; Лот монет Золотой Орды: 3шт ;  ;  ; Ag ; F-VF ; 17 ; sato ; 444 
 762 ; Лот монет Золотой Орды: пул (4шт) ;  ;  ; Cu ; F-VF ; 8 ; aziya11 ; 201 
 763 ; Лот монет Золотой Орды: пул (3шт) ;  ;  ; Cu ; F-VF ; 10 ; aziya11 ; 213 
 764 ; Лот монет Золотой Орды, хан Токтамыш (2шт): дирхем ; 782-801г.х. ;  ; Ag ; F+/F-VF ; 11 ; sato ; 206 
 765 ; Лот монет Крымского х-ва (3шт) ;  ;  ; Ag ; F+/F-VF ; 11 ; sato ; 155 
 766 ; Лот монет Крымского х-ва (3шт) ;  ;  ; Ag ; F+/F-VF ; 9 ; aziya11 ; 159 
 783 ; Медаль. В память коронации Александра III. D-28мм ;  ;  ; Br ; VF+ ; 62 ; валенок ; 5667 
 784 ; Медаль. В память 300-летия дома Романовых (1613-1913). Санкт-Петербургский монетный двор. D-28мм ;  ;  ; Ж/м ; AU/XF ; 34 ; utjhu ; 2594 
 785 ; Жетон. В память Великой войны. D-26мм ;  ;  ; Br ; F-VF ; 83 ; A-Stral ; 540 
 786 ; Жетон. Освобожденная Россия. D-28мм ;  ;  ; Br ; XF+ ; 34 ; валенок ; 2061 
 787 ; Жетон Свобода, равенство, братство. D-26мм ;  ;  ; Br ; F+ ; 59 ; Vaneev ; 322 
 788 ; Медаль. Бегство Наполеона за Неман. D-65мм. Резал А. Клепиков ; 1835 ;  ; Br ; VF ; 55 ; aaleu ; 5307 
 789 ; Медаль. И.А.Гончарова. Медальер Замедянский. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 41 ; 550055 ; 522 
 790 ; Медаль. Карл Мария вебер. Медальер О.П.Барановская. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 17 ; 550055 ; 533 
 791 ; Медаль. М.С.Щепкину - великому русскому актеру.  Медальер О.П.Барановская. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 11 ; efim ; 567 
 792 ; Медаль. Н.В.Крыленко  Медальер И.Козловский. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 15 ; trigl ; 600 
 793 ; Медаль. Беломорско-Балтийский канал. Медальер Комшилов. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 22 ; efim ; 567 
 794 ; Медаль. 100 лет Морозовой стачки. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 9 ; efim ; 567 
 795 ; Медаль. 50 лет Московскому метрополитену. Медальер Косарев. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 27 ; efim ; 567 
 796 ; Медаль. Иркутск. D-50мм ;  ;  ; Ж/м ; VF-XF ; 10 ; aziya11 ; 89 
 681 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 12 ; на полчасика ; 124 
 682 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 10 ; на полчасика ; 75 
 683 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 41 ; на полчасика ; 214 
 684 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 3 ; aziya11 ; 57 
 685 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; трынь трынь ; 65 
 686 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 10 ; imperator33 ; 55 
 687 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 12 ; imperator33 ; 58 
 688 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; imperator33 ; 58 
 689 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 13 ; imperator33 ; 58 
 690 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; imperator33 ; 58 
 691 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; imperator33 ; 55 
 692 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; imperator33 ; 55 
 693 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 14 ; Fray ; 75 
 694 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 15 ; imperator33 ; 47 
 695 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 12 ; avm2665 ; 44 
 696 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 13 ; северянин ; 83 
 697 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; avm2665 ; 69 
 698 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; imperator33 ; 36 
 699 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; imperator33 ; 36 
 700 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; трынь трынь ; 123 
 701 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; imperator33 ; 38 
 702 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 10 ; imperator33 ; 53 
 703 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; imperator33 ; 38 
 704 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 5 ; трынь трынь ; 128 
 705 ; Копейка. Иван IV Грозный ; 1533-1584 ;  ; Ag ; F-VF ; 26 ; avm2665 ; 60 
 706 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; avm2665 ; 44 
 707 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; rirosrob ; 83 
 708 ; Копейка. Иван IV Грозный ; 1533-1584 ;  ; Ag ; F-VF ; 21 ; aziya11 ; 82 
 709 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 73 
 710 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; северянин ; 73 
 711 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 25 ; на полчасика ; 473 
 712 ; Лот монет Ивана Грозного (5шт): копейка ; 1533-1584 ;  ; Ag ; F-VF ; 8 ; imperator33 ; 161 
 713 ; Лот чешуи Ивана Грозного: 7шт ;  ;  ; Ag ; F/F-VF ; 19 ; Каенн ; 285 
 714 ; Денарий Рим. Септимий Север. В коробке ; 193-211 ;  ; Ag ; F-VF ; 82 ; alrami ; 2005 
 715 ; Денарий Рим. Александр Север. В коробке ; 222-235 ;  ; Ag ; F-VF ; 51 ; edwards ; 1281 
 716 ; Антониниан. Рим. Гордиан. В коробке ; 238-244 ;  ; Ag ; F-VF ; 57 ; ga2012 ; 1281 
 717 ; Шостак. Польша. Ян Казимир ; 1667 ;  ; Ag ; F ; 71 ; Дмитрий Михайлович ; 1120 
 718 ; Полторак. Польша ; 17 век ;  ; Ag ; F+ ; 9 ; aziya11 ; 123 
 719 ; Полторак. Польша ; 1622 ;  ; Ag ; F+ ; 8 ; aziya11 ; 121 
 720 ; Полторак. Польша ; 1622 ;  ; Ag ; F-VF ; 16 ; sampler22 ; 133 
 721 ; Полторак. Польша ; 1623 ;  ; Ag ; F+ ; 6 ; aziya11 ; 102 
 722 ; Полторак. Польша ; 1622 ;  ; Ag ; F+ ; 8 ; aziya11 ; 121 
 723 ; Солид. Рига ; 1651 ;  ; Ag ; F+ ; 13 ; yurrgen ; 105 
 724 ; Солид. Рига ; 17 век ;  ; Ag ; F-VF ; 14 ; byrozka ; 110 
 725 ; Солид. Рига ; 17 век ;  ; Ag ; F-VF ; 9 ; aziya11 ; 93 
 726 ; Солид. Рига ; 1647 ;  ; Ag ; F-VF ; 10 ; yurrgen ; 108 
 727 ; Солид. Рига ; 17 век ;  ; Ag ; F+ ; 5 ; aziya11 ; 92 
 728 ; Солид. Рига ; 1647 ;  ; Ag ; F-VF ; 4 ; aziya11 ; 91 
 729 ; Солид. Рига ; 1653 ;  ; Ag ; F-VF ; 6 ; aziya11 ; 91 
 730 ; Солид. Рига ; 1649 ;  ; Ag ; F-VF ; 14 ; yurrgen ; 108 
 631 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 21 ; v81 ; 94 
 632 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 7 ; ЛАВ-13 ; 137 
 633 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 22 ; imperator33 ; 53 
