 4816 ; Бона иностранная. Дания ; 1936 ;  ;  ; AU ; 68 ; POSHEXON ; 272 
 1222 ; Медаль. 100 лет морозовской стачки 1885г. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 37 ; Anatolij1947 ; 388 
 1223 ; Медаль. Исаак Израилевич Бродский (1884-1939). D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 43 ; Anatolij1947 ; 509 
 1224 ; Медаль. Константин Коровин (1861-1939). D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 43 ; Anatolij1947 ; 459 
 1225 ; Медаль. М.С. Щепкину-великому русскому актеру (1788-1863). D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 46 ; Anatolij1947 ; 470 
 1226 ; Медаль. Ривера (1886-1957). D-60мм ;  ;  ; Ж/м ; AU ; 26 ; Holms ; 417 
 1227 ; Медаль. Мусоргский. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 28 ; Anatolij1947 ; 423 
 1228 ; Медаль. К 250-летию со дня рождения В.И. Баженова (1738-1799). D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 21 ; limon ; 408 
 1229 ; Медаль. В ознаменование 100-летия со дня рождения И.В. Мичурина (1855-1955). D-50мм ;  ;  ; Ж/м ; XF- ; 30 ; fillin ; 2556 
 1230 ; Медаль. 50 лет НТМК (1940-1990). Прокатное производство. D-65мм ;  ;  ; Ж/м ; AU ; 15 ; limon ; 386 
 1231 ; Медаль. 50 лет НТМК (1940-1990). Прокатное производство. D-65мм ;  ;  ; Al ; VF ; 6 ; 550055 ; 51 
 1232 ; Медаль. Академик А.Н. Крылов (1863-1963). D-65мм ;  ;  ; Ж/м ; XF+ ; 14 ; limon ; 510 
 1233 ; Медаль. 40 лет победы. D-65мм ;  ;  ; Al ; XF+ ; 61 ; vel2010 ; 82 
 1234 ; Медаль. Д.Моор (1883-1946гг). Медальер Козловский. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 25 ; Anatolij1947 ; 357 
 1235 ; Медаль. 500 лет Успенскому собору. D-65мм ; 1981ММД ;  ; Ж/м ; AU ; 43 ; datr ; 320 
 1236 ; Медаль. Казанский собор. Медальер Барановская. D-60мм ; ММД ;  ; Ж/м ; AU ; 25 ; korovan67 ; 265 
 1237 ; Медаль. В память посещения города Архангельск. D-55мм ;  ;  ; Al ; XF ; 2 ; afanas ; 35 
 1238 ; Медаль. Первый человек на Луне Н.Армстронг. D-50мм ; ММД ;  ; Ж/м ; AU ; 14 ; molodes ; 257 
 1239 ; Медаль. Первый космонавт Земли Ю.Гагарин. D-50мм ; ММД ;  ; Ж/м ; AU ; 21 ; Атлантик ; 263 
 1240 ; Медаль. Константин Эдуардович Циолковский (1857-1982). D-50мм ; ЛМД ;  ; Ж/м ; AU ; 23 ; limon ; 771 
 1241 ; Медаль. Желтые волы (1943-1983). D-44мм ;  ;  ; Ж/м ; XF ; 7 ; foxmuld ; 76 
 1242 ; Медаль. К 100-летию со дня рождения основателя московской школы металловедов 1970г. А.М. Бочвар (1870-1947). D-50мм ;  ;  ; Ж/м ; XF+ ; 15 ; vel2010 ; 76 
 1243 ; Медаль. Первый в мире космонавт. Юрий Гагарин. D-45мм ;  ;  ; Al ; XF ; 20 ; vel2010 ; 114 
 1244 ; Медаль D-50мм ; 1891 ;  ; Al ; XF- ; 10 ; Оператор Кыпс ; 357 
 1139 ; Солид. Рига, Густав Адольф ; 1622 ;  ; Ag ; VF- ; 20 ; zzzzz ; 306 
 1140 ; Солид. Литва ; 1693 ;  ; Ag ; F-VF ; 88 ; zzzzz ; 306 
 1141 ; Солид. Литва ; XVIIв ;  ; Ag ; F-VF ; 45 ; mkm1968 ; 204 
 1142 ; Денарий. ВКЛ ; XIV в ;  ; Ag ; F-VF ; 103 ; himak ; 5637 
 1143 ; 1/2 пенни. Англия, Ричард II ; 1377-1399 ;  ; Ag ; F+ ; 67 ; $$$ ; 925 
 1144 ; Пенни. Англия, Генрих V ; 1413-1422 ;  ; Ag ; F-VF ; 81 ; priwet ; 2979 
 1145 ; Пенни. Англия, Эдуард I. Деформация ; 1272-1307 ;  ; Ag ; F-VF ; 73 ; priwet ; 1399 
 1146 ; Пенни. Англия, Елизавета I ; 1558-1602 ;  ; Ag ; F-VF ; 68 ; Павлов75 ; 922 
 1147 ; Денарий. Германия, Отон I Великий. Деформация ;  ;  ; Ag ; F ; 46 ; raise ; 777 
 1148 ; Денарий. Венгрия, Любовик I ; 1342-1382 ;  ; Ag ; F-VF ; 34 ; нумизмат ; 839 
 1149 ; Денарий. Св. Римская империя. Фердинанд I ; 1554 ;  ; Ag ; F-VF ; 75 ; Анна Монс ; 510 
 1150 ; Денарий. Св. Римская империя. Фердинанд I ; 1552 ;  ; Ag ; F-VF ; 55 ; Анна Монс ; 561 
 1151 ; Денарий. Св. Римская империя. Фердинанд I ; 1557? ;  ; Ag ; F-VF ; 60 ; Анна Монс ; 408 
 1152 ; Денарий. Св. Римская империя. Максимилиан II ; 1577 ;  ; Ag ; F-VF ; 59 ; Анна Монс ; 408 
 1153 ; Денарий. Св. Римская империя. Максимилиан II. Отверстие ; 1570 ;  ; Ag ; F-VF ; 37 ; 161rus ; 167 
 1154 ; Денарий. Св. Римская империя. Максимилиан II ; 1566 ;  ; Ag ; F-VF ; 71 ; Анна Монс ; 659 
 1155 ; Денарий. Св. Римская империя. Рудольф II ; 1585 ;  ; Ag ; F-VF ; 37 ; Анна Монс ; 408 
 1156 ; Денарий. Св. Римская империя. Рудольф II ; 1580 ;  ; Ag ; F-VF ; 55 ; Анна Монс ; 561 
 1157 ; Денарий. Св. Римская империя. Рудольф II ; 1601 ;  ; Ag ; F-VF ; 62 ; Анна Монс ; 426 
 1158 ; Двуденар. Литва ; 1570 ;  ; Ag ; F-VF ; 37 ; himak ; 885 
 1159 ; Полторак. Польша, Сигизмунд III ; 1621 ;  ; Ag ; F-VF ; 30 ; Это дешево ; 164 
 1160 ; Полторак. Польша, Сигизмунд III ; 1624 ;  ; Ag ; F-VF ; 44 ; шабер ; 206 
 1161 ; Солид. Рига, Сигизмунд III. Деформация ; XVII в ;  ; Ag ; F-VF ; 27 ; priwet ; 206 
 1162 ; Дирхем. Сасаниды. М-2,89г ;  ;  ; Ag ; F-VF ; 36 ; zoom30 ; 579 
 1163 ; Монета средневековая серебряная. М-1,48г ;  ;  ; Ag ; F-VF ; 23 ; Benedict_XVI ; 1610 
 1164 ; Монета средневековая серебряная. М-1,32г ;  ;  ; Ag ; F-VF ; 27 ; кве ; 3060 
 1165 ; Дирхем. Золотая Орда, Сарай, хан Джанибек ; 747г.х. ;  ; Ag ; VF- ; 32 ; aziya11 ; 356 
 1166 ; Дирхем. Золотая Орда, Сарай, хан Узбек ; 717г.х. ;  ; Ag ; F-VF ; 20 ; himak ; 368 
 1167 ; Дирхем. Золотая Орда, Сарай, хан Узбек ; 722г.х. ;  ; Ag ; F-VF ; 54 ; aziya11 ; 342 
 1168 ; Аспр. Крым, Каффа ; XV в ;  ; Ag ; F-VF ; 40 ; himak ; 818 
 1169 ; Дирхем. Золотая Орда, Крым, Хан Токта ; 700г.х. ;  ; Ag ; F-VF ; 14 ; himak ; 1593 
 1170 ; Бешлык. Бахчисарай, Каплан Гирей I (1-ое правление) ; 1707-1709 ;  ; Ag ; F-VF ; 57 ; кве ; 107 
 1171 ; Бешлык. Бахчисарай, Менгли Гирей II (2-ое правление) ; 1150-1152 ;  ; Ag ; F+ ; 65 ; кве ; 104 
 1172 ; Монета средневековая. Крым, Хаджи Гирей ; 823-871г.х. ;  ; Ag ; F+ ; 39 ; Pro2 ; 110 
 1173 ; Аспр. Крым, Каффа ; XV в ;  ; Ag ; F+ ; 19 ; himak ; 676 
 1174 ; Дирхем. Золотая Орда, Киги-Мухаммад-хан ; 1432-1459 ;  ; Ag ; F-VF ; 56 ; oleg61 ; 2662 
 1175 ; Монета средневековая. Восток ;  ;  ; Ag ; F+ ; 93 ; droopy ; 585 
 1176 ; Медный пул. Золотая Орда. Тимур-ходжа-хан ; 762г.х. ;  ; Cu ; F+ ; 16 ; VR62 ; 114 
 1177 ; Лот монет Крыма, Каффа (2шт): аспр ; XV в ;  ; Ag ; F+/F-VF ; 31 ; himak ; 320 
 1178 ; Лот Монет Крымского ханства, Мухаммед Гирей IV (2шт): акче ; 1064-1076г.х. ;  ; Ag ; F-VF ; 8 ; aziya11 ; 67 
 1179 ; Лот монет Крымского ханства, Селамет Гирей II (2шт): бешлык ; 1152-1156г.х. ;  ; Ag ; F/F-VF ; 16 ; кве ; 165 
 1180 ; Лот монет Крымского ханства, Каплан Гирей I  (3-е правление) (2шт): бешлык ; 1143-1149 ;  ; Ag ; F/F-VF ; 29 ; aziya11 ; 181 
 1181 ; Лот монет Золотой Орды (2шт): пул ;  ;  ; Cu ; F/F+ ; 20 ; aziya11 ; 64 
 1182 ; Лот монет Золотой Орды (2шт): пул ;  ;  ; Cu ; F/F+ ; 12 ; aziya11 ; 69 
 1183 ; Лот монет Византии (8шт) ; 9-11вв ;  ; Cu ; F/F+ ; 47 ; Fofors ; 572 
 1184 ; Лот монет Золотой Орды (36шт): Чекан Крыма ; 14в ;  ; Cu ; F/F+ ; 30 ; Хачик ; 1037 
 1185 ; Лот античных и средневековых монет (12шт) ;  ;  ; Ag ; F/F-VF ; 46 ; Dahan ; 1657 
 1186 ; Лот монет Золотой Орды (11шт): чекан Крыма ; 14в ;  ; Cu ; F/F-VF ; 13 ; zoom30 ; 449 
 1187 ; 100 мунов "чанпин тунбао" "ху да дан бай". Министерство финансов. Корея. D-40мм. М-22гр ; 1777 ;  ; Br ; F-VF ; 39 ; priwet ; 1209 
 1188 ; 2 муна "чанпин тунбао" "юн ван". Полицейское управление. Корея. D-31,5мм ; 1742 ;  ; Br ; F ; 17 ; andrew1977 ; 90 
 1089 ; Драхма. Парфия, Вологез III ;  ;  ; Ag ; F-VF ; 49 ; aziya11 ; 2036 
 1090 ; Денарий. Римская империя. A. Postumius A.f. Sp.n. Albinus ; 81г до н.э. ;  ; Ag ; VF ; 59 ; zdenek ; 4147 
 1091 ; Денарий. Римская империя. Cornelius Lenthulus ; 49г до н.э. ;  ; Ag ; VF-XF ; 78 ; zdenek ; 5100 
 1092 ; Денарий. Римская империя, Фаустина старшая ;  ;  ; Ag ; F-VF ; 27 ; volod ; 465 
 1093 ; Драхма. Гунны, 2-ая династия Тюрк-Шахи ; 850-970 ;  ; Ag ; VF- ; 77 ; Анна Монс ; 1180 
 1094 ; Драхма. Индо-Сасаниды ; 9-12вв ;  ; Ag ; VF- ; 35 ; priwet ; 1290 
 1095 ; Денарий. Рим, имп. Марк Аврелий ; 161-180 ;  ; Ag ; F+ ; 74 ; Pro2 ; 639 
 1096 ; Денарий. Рим, имп. Коммод ; 176-192 ;  ; Ag ; F+ ; 30 ; Fofors ; 387 
 1097 ; Денарий. Рим, имп. Коммод ; 176-192 ;  ; Ag ; F+ ; 21 ; Pro2 ; 478 
 1098 ; Антониниан. Рим, имп. Галлиен. Обломана ; 253-268 ;  ; Ag ; F+ ; 36 ; 161rus ; 370 
 1099 ; Антониниан. Рим, имп. Галлиен ; 253-268 ;  ; Ag ; F+ ; 65 ; priwet ; 549 
 1100 ; Денарий. Рим, Республика. M. Fonteius ; 85 г до н.э ;  ; Ag ; F-VF ; 44 ; нумизмат ; 4080 
 1101 ; Денарий. Рим, имп. Антонин Пий ; 138-161 ;  ; Ag ; F-VF ; 65 ; ppp ; 568 
 1102 ; Денарий. Рим, имп. Антонин Пий ; 138-161 ;  ; Ag ; F-VF ; 68 ; caiman67 ; 928 
 1103 ; Денарий. Рим, имп. Антонин Пий ; 138-161 ;  ; Ag ; F-VF ; 9 ; zdenek ; 1281 
 1104 ; Антониниан. Рим, имп. Гордиан III ; 238-244 ;  ; Ag ; F-VF ; 35 ; alexandr ; 1000 
 1105 ; Денарий. Рим, Республика. C. Cassius ; 126г до н.э. ;  ; Ag ; F+ ; 15 ; priwet ; 2039 
 1106 ; Денарий. Рим, Республика. Викториат ; II в до н.э. ;  ; Ag ; F+ ; 42 ; zdenek ; 1474 
 1107 ; Денарий. Рим, Республика. M.Cordius Rufus ; 46г до н.э. ;  ; Ag ; F-VF ; 47 ; priwet ; 3000 
 1108 ; Обол. Г. Согд. Деформация ; IV в ;  ; Ag ; F-VF ; 51 ; волга ; 744 
 1109 ; Обол. Г. Согд. Деформация ; IV в ;  ; Ag ; F-VF ; 93 ; aziya11 ; 930 
 1110 ; Обол. Г. Кизик ; IV в до н.э. ;  ; Ag ; F+ ; 5 ; raise ; 567 
 1111 ; Драхма. Македония. Александр III Великий ; 336-323 ;  ; Ag ; F-VF ; 23 ; ask ; 2313 
 1112 ; Статер. Боспорское ц-во, Рескупорид IV. М-6,92гр ; 262-263 ;  ; Биллон ; F-VF ; 108 ; нумизмат ; 6895 
 1113 ; Монета медная Античная. М-28,29г ;  ;  ; Cu ; VF- ; 101 ; priwet ; 5211 
 1114 ; Антониниан. Рим, имп. Галлиен ; 253-267 ;  ; Cu ; VF- ; 14 ; volod ; 809 
 1115 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв до н.э. ;  ; Cu ; F+ ; 26 ; raise ; 71 
 1116 ; Лепта. Пантикапей ; III в до н.э. ;  ; Cu ; F-VF ; 19 ; klaid ; 1587 
 1117 ; Лепта. Пантикапей ; III в до н.э. ;  ; Cu ; F-VF ; 17 ; zdenek ; 612 
 1118 ; Лепта. Пантикапей ; III в до н.э. ;  ; Cu ; F-VF ; 40 ; ask ; 306 
 1119 ; Тетрассарий. Боспорское ц-во, Савромат I ; II в ;  ; Cu ; F+ ; 64 ; rlaura ; 1275 
 1120 ; Халк. Г. Эги Киликийские ; III в до н.э. ;  ; Cu ; VG ; 39 ; VR62 ; 200 
 1121 ; Монета античная. Г. Фаланна ; Iiв до н.э. ;  ; Cu ; F-VF ; 43 ; VR62 ; 1017 
 1122 ; Халк. Македония, Филипп II ; 358-336гг до н.э. ;  ; Cu ; F-VF ; 29 ; zdenek ; 1122 
 1123 ; Тетрахалк. Пантикапей ; в до н.э. ;  ; Cu ; F+ ; 85 ; rlaura ; 1019 
 1124 ; Халк. Херсонес ; III в до н.э. ;  ; Cu ; VG ; 51 ; VR62 ; 691 
 1125 ; Фоллис. Византия ; 10-11вв ;  ; Cu ; F+ ; 46 ; himak ; 816 
 1126 ; Фоллис. Византия, Константин VII ; 913-959 ;  ; Cu ; F+ ; 32 ; Searcher ; 459 
 1127 ; Фоллис. Византия, Константин VII ; 913-959 ;  ; Cu ; F+ ; 25 ; 161rus ; 227 
 1128 ; Фоллис. Византия, Никифор II ; 963-969 ;  ; Cu ; VG ; 52 ; himak ; 506 
 1129 ; Фоллис. Византия, Никифор II ; 963-969 ;  ; Cu ; VG ; 32 ; 161rus ; 156 
 1130 ; Борисфен. Ольвия ; IV в до н.э. ;  ; Cu ; F+ ; 7 ; zdenek ; 521 
 1131 ; Халк. Амфиполь ; II в до н.э. ;  ; Cu ; F ; 66 ; rlaura ; 519 
 1132 ; Асс. Боспор. Аспург/Тиберий ; I в ;  ; Cu ; F+ ; 92 ; нумизмат ; 2572 
 1133 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв ;  ; Cu ; F+ ; 9 ; Pro2 ; 104 
 1134 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв ;  ; Cu ; F+ ; 27 ; raise ; 101 
 1135 ; Скифат. Византия, Михаил I Комнин. М-3,81гр ; 1143-1180 ;  ; Cu ; F-VF ; 47 ; oleg61 ; 740 
 1136 ; Монета средневековая. Херсонес, Константин Богрянородный. М-3,03гр ; 920-244 ;  ; Cu ; F+ ; 56 ; Sterh ; 93 
 1137 ; Монета средневековая. Германия. М-1,39гр. Деформация ; 1599 ;  ; Ag ; F-VF ; 33 ; $$$ ; 508 
 1138 ; Гроат. Англия, Эдуард IV ; 1461-1483 ;  ; Ag ; VF- ; 31 ; priwet ; 2294 
 1025 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; чук и гек ; 28 
 1026 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 24 ; zoom30 ; 31 
 1027 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; чук и гек ; 29 
 1028 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; чук и гек ; 28 
 1029 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 12 ; vivehcili ; 30 
 1030 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 18 ; волга ; 30 
 1031 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 22 ; волга ; 30 
 1032 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 22 ; vivehcili ; 30 
 1033 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 40 ; бортик ; 51 
 1034 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; чук и гек ; 28 
 1035 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; zzzzz ; 113 
 1036 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; чук и гек ; 28 
 1037 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 17 ; чук и гек ; 28 
 1038 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 19 ; чук и гек ; 28 
 1039 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; чук и гек ; 30 
 1040 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; чук и гек ; 20 
 1041 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 21 ; чук и гек ; 32 
 1042 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 3 ; чук и гек ; 36 
 1043 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; чук и гек ; 24 
 1044 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 21 ; чук и гек ; 30 
 1045 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 22 ; волга ; 30 
 1046 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 4 ; krocsi ; 35 
 1047 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; чук и гек ; 20 
 1048 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 18 ; zoom30 ; 31 
 1049 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 4 ; krocsi ; 35 
 1050 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 2 ; krocsi ; 50 
 1051 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 21 ; чук и гек ; 36 
 1052 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 14 ; vivehcili ; 31 
 1053 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; чук и гек ; 29 
 1054 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 27 ; чук и гек ; 36 
 1055 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 28 ; himak ; 122 
 1056 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 20 ; krocsi ; 35 
 1057 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 4 ; krocsi ; 50 
 1058 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 10 ; krocsi ; 60 
 1059 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 2 ; krocsi ; 40 
 1060 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 2 ; krocsi ; 40 
 1061 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 2 ; krocsi ; 49 
 1062 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; krocsi ; 50 
 1063 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; vivehcili ; 51 
 1064 ; Подражание денге Ивана IV Грозного ;  ;  ; Ag ; F+ ; 24 ; sinus ; 621 
 1065 ; Сребреник. Тмутаракань. Отверстие, деформация ; XI в ;  ; Cu ; F+ ; 125 ; Кладоискатель ; 4089 
 1066 ; Медный пул. Золотая Орда. С рязанским надчеканом ; XIII в ;  ; Cu ; F+ ; 58 ; masha10 ; 5649 
 1067 ; Лот допетровских монет Алексея Михайловича и Петра I (5шт) ;  ;  ; Ag ; F/F+ ; 59 ; caiman67 ; 150 
 1068 ; Лот монет Михаила Федоровича (12шт): копейка. На некоторых отверстие и деформация ; 1613-1645 ;  ; Ag ; VG/F+ ; 56 ; aziya11 ; 211 
 1069 ; Лот монет Михаила Федоровича (12шт): копейка. На одной отверстие, деформация ; 1613-1645 ;  ; Ag ; F/F+ ; 20 ; aziya11 ; 298 
 1070 ; Лот монет Михаила Федоровича (14шт): копейка ; 1613-1645 ;  ; Ag ; F/F+ ; 18 ; Хачик ; 816 
 1071 ; Лот монет Михаила Федоровича и Алексея Михайловича (13шт): копейка ;  ;  ; Ag ; F+/F-VF ; 11 ; caiman67 ; 430 
 1072 ; Лот монет Алексея Михайловича "Медный бунт" (16шт): копейка. Псков, Москва ; 1645-1676 ;  ; Cu ; F/F+ ; 13 ; Dostavka ; 783 
 1087 ; Тетрадрахма. Индо-Скифы, Азес II ; 35-5гг до н.э. ;  ; Ag ; VF- ; 33 ; priwet ; 4542 
 1088 ; Драхма. Индо-Скифы, Азес II ; 35-5гг до н.э. ;  ; Ag ; VF- ; 37 ; priwet ; 2189 
 975 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 19 ; vivehcili ; 32 
 976 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; Fofors ; 33 
 977 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 34 ; бортик ; 32 
 978 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; волга ; 30 
 979 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 37 ; zzzzz ; 36 
 980 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; maremark ; 31 
 981 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; волга ; 30 
 982 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; леший 88 ; 32 
 983 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 49 ; s8888888888 ; 206 
 984 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; волга ; 30 
 985 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; vivehcili ; 32 
 986 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 15 ; фёкла ; 31 
 987 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 13 ; волга ; 26 
 988 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 60 ; ЛАВ-13 ; 1677 
 989 ; Денга ; 1645-1676 ; Алексей Михайлович. Московский ден.двор ; Ag ; F-VF ; 70 ; Bolt ; 4418 
 990 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 26 ; Нед Огл ; 77 
 991 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 24 ; vivehcili ; 30 
 992 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 30 ; волга ; 28 
 993 ; Копейка. Деформация ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 19 ; волга ; 28 
 994 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; Bolt ; 29 
 995 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 19 ; vivehcili ; 28 
 996 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 2 ; krocsi ; 35 
 997 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 6 ; волга ; 28 
 998 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 2 ; krocsi ; 35 
 999 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 4 ; cboker ; 31 
 1000 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 27 ; vivehcili ; 27 
 1001 ; Денга. Василий Дмитриевич. Коломенский чекан ; 1389-1425 ;  ; Ag ; F+ ; 101 ; Petrus ; 6001 
 1002 ; Денга. Князь Семен Владимирович. Деформация ; 1410-1426 ; Серпуховское Удельное Княжество ; Ag ; F+ ; 60 ; KdL ; 1341 
 1003 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 48 ; sinus ; 588 
 1004 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 16 ; maremark ; 24 
 1005 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 19 ; волга ; 28 
 1006 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 41 ; s8888888888 ; 55 
 1007 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 22 ; волга ; 30 
 1008 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 16 ; maremark ; 30 
 1009 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 21 ; чук и гек ; 30 
 1010 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 21 ; чук и гек ; 31 
 1011 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 22 ; vivehcili ; 30 
 1012 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; чук и гек ; 29 
 1013 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 13 ; чук и гек ; 30 
 1014 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; чук и гек ; 30 
 1015 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; zoom30 ; 31 
 1016 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; чук и гек ; 29 
