 3194 ; 250 рублей. Обязательство ; 1919 ;  ;  ;  ; 40 ; lelik ; 105 
 1417 ; 2 копейки ; 1924 ; Гурт гладкий ; Cu ; VF ; 59 ; koreshok66 ; 2081 
 1418 ; 10 рублей ; 2005 ; Москва ; биметалл ; AU ; 3 ; andre2806 ; 50 
 1419 ; 10 рублей ; 2005 ; Краснодарский край ; биметалл ; AU ; 14 ; hjk1974 ; 15 
 1420 ; 10 рублей ; 2005 ; Ленинградская область ; биметалл ; AU ; 17 ; ЧИС ; 21 
 1421 ; 10 рублей ; 2005 ; Орловская область ; биметалл ; AU ; 3 ; andre2806 ; 50 
 1422 ; 10 рублей ; 2005 ; Тверская область ; биметалл ; AU ; 33 ; vatom22 ; 32 
 1423 ; 10 рублей ; 2005 ; Республика Татарстан ; биметалл ; AU ; 3 ; andre2806 ; 50 
 1424 ; 10 рублей ; 2006 ; Читинская область ; биметалл ; AU ; 12 ; ЧИС ; 15 
 1425 ; 10 рублей ; 2006 ; Приморский край ; биметалл ; AU ; 3 ; andre2806 ; 50 
 1426 ; 10 рублей ; 2006 ; Республика Алтай ; биметалл ; AU ; 41 ; andre2806 ; 50 
 1427 ; 10 рублей ; 2006 ; Республика Саха ; биметалл ; AU ; 11 ; lelik35 ; 10 
 1428 ; 10 рублей ; 2006 ; Сахалинская область ; биметалл ; AU ; 20 ; hjk1974 ; 51 
 1429 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; proof ; 9 ; 59 ; 121 
 1330 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 11 ; niyaz ; 17 
 1331 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 10 ; tss ; 83 
 1332 ; 50 рублей ; 1993 ; Комплект "Красная книга" ; биметалл ; AU ; 20 ; bethowen ; 888 
 1333 ; 20 копеек ; 1931 ;  ; Ni ; F ; 9 ; GVBGVB ; 17 
 1334 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 32 ; kergudu ; 33 
 1335 ; 20 копеек ; 1932 ;  ; Ni ; F-VF ; 5 ; niyaz ; 11 
 1336 ; 20 копеек ; 1933 ;  ; Ni ; F-VF ; 20 ; asgard ; 21 
 1337 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 44 ; GVBGVB ; 59 
 1338 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 21 ; kergudu ; 22 
 1339 ; 15 копеек ; 1934 ;  ; Ni ; VF- ; 24 ; GVBGVB ; 327 
 1340 ; 10 копеек ; 1931 ;  ; Ni ; VF- ; 57 ; GVBGVB ; 125 
 1341 ; 10 копеек ; 1932 ;  ; Ni ; VF+ ; 48 ; GVBGVB ; 75 
 1342 ; 10 копеек ; 1933 ;  ; Ni ; VF ; 25 ; evgen72 ; 51 
 1343 ; 20 копеек ; 1925 ;  ; Ag ; F+ ; 11 ; rmiller ; 26 
 1344 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 32 ; zxc55 ; 55 
 1345 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 3 ; asgard ; 26 
 1346 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 20 ; asru ; 35 
 1347 ; Набор монет "300 лет Российского флота" (7шт): 100р, 50р, 20р, 10р, 5р, 1р+Жетон. Упаковка ; 1996 ;  ; Cu/Ni, Al/ ; Unc ; 53 ; ZAC ; 3741 
 1348 ; 50 копеек ; 1946 ; о.Шпицберген ; б.м. ; VF-XF ; 34 ; Волк ; 4080 
 1349 ; 20 копеек ; 1946 ; о.Шпицберген ; б.м. ; XF+ ; 27 ; Волк ; 2595 
 1350 ; 15 копеек ; 1946 ; о.Шпицберген ; Вr ; VF+ ; 28 ; Волк ; 2609 
 1351 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 52 ; Максимус 1 ; 104 
 1352 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 19 ; Максимус 1 ; 100 
 1353 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 26 ; Hant  ; 46 
 1354 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 22 ; a.b. ; 255 
 1355 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 21 ; Максимус 1 ; 319 
 1356 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 6 ; Максимус 1 ; 104 
 1357 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 14 ; bcs ; 86 
 1358 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 11 ; asru ; 74 
 1359 ; 50 копеек ; 1981 ;  ; Cu-Ni ; VF-XF ; 3 ; niyaz ; 12 
 1360 ; 50 копеек ; 1985 ;  ; Cu-Ni ; VF-XF ; 3 ; niyaz ; 14 
 1361 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 47 ; Zeratul ; 255 
 1362 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 13 ; dobro ; 218 
 1363 ; 5 копеек ; 1985 ;  ; Cu-Zn ; VF+ ; 1 ; weter41 ; 50 
 1364 ; 2 копейки ; 1928 ;  ; Br ; VF- ; 3 ; GVBGVB ; 102 
 1365 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР"  ; биметалл ; AU ; 35 ; vatom22 ; 312 
 1366 ; 20 копеек ; 1927 ;  ; Ag ; F+ ; 12 ; ЧИС ; 44 
 1367 ; 5 копеек ; 1931 ;  ; Br ; F+ ; 9 ; niyaz ; 20 
 1368 ; 5 копеек ; 1939 ;  ; Br ; F+ ; 52 ; GVBGVB ; 277 
 1369 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 27 ; GVBGVB ; 317 
 1370 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 13 ; niyaz ; 14 
 1371 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 6 ; niyaz ; 24 
 1372 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 11 ; ko-resh ; 29 
 1373 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 4 ; alex995 ; 21 
 1374 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 27 ; ko-resh ; 43 
 1375 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 4 ; alex995 ; 21 
 1376 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 4 ; alex995 ; 21 
 1377 ; Полкопейки ; 1925 ;  ; Cu ; F ; 4 ; alex995 ; 11 
 1378 ; Полкопейки ; 1927 ;  ; Cu ; VF- ; 19 ; romanov21 ; 161 
 1379 ; Лот монет СССР (3 шт): 20 коп ; 1923-1927 ;  ; Ag ; VF-XF ; 30 ; самбор ; 152 
 1280 ; 20 копеек ; 1975 ;  ; Cu-Ni ; VF+ ; 44 ; kuril ; 1100 
 1281 ; 5 копеек ; 1926 ;  ; Br ; VF+ ; 42 ; GVBGVB ; 199 
 1282 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 35 ; lm5665 ; 50 
 1283 ; 5 копеек ; 1929 ;  ; Br ; VF+ ; 34 ; tss ; 426 
 1284 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 20 ; GVBGVB ; 104 
 1285 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 84 ; А25 ; 210 
 1286 ; 5 копеек ; 1932 ;  ; Br ; VF+ ; 25 ; GVBGVB ; 146 
 1287 ; 5 копеек ; 1936 ;  ; Br ; VF+ ; 35 ; tss ; 424 
 1288 ; 5 копеек ; 1939 ;  ; Br ; VF+ ; 79 ; Михалыч ; 459 
 1289 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 20 ; asru ; 51 
 1290 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 37 ; solder13 ; 188 
 1291 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 10 ; asru ; 86 
 1292 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 36 ; GVBGVB ; 102 
 1293 ; 5 копеек ; 1955 ;  ; Br ; VF ; 23 ; GVBGVB ; 77 
 1294 ; 5 копеек ; 1956 ;  ; Br ; VF- ; 10 ; GVBGVB ; 22 
 1295 ; 3 копейки ; 1943 ;  ; Br ; VF+ ; 11 ; asru ; 34 
 1296 ; 3 копейки ; 1935 ; л/с звезда фигурная ; Br ; VF+ ; 23 ; breghnevs24 ; 234 
 1297 ; 2 копейки ; 1926 ;  ; Br ; VF+ ; 18 ; GVBGVB ; 68 
 1298 ; 2 копейки ; 1928 ;  ; Br ; VF+ ; 21 ; GVBGVB ; 140 
 1299 ; 2 копейки ; 1931 ;  ; Br ; VF+ ; 34 ; sk57 ; 44 
 1300 ; 2 копейки ; 1937 ;  ; Br ; VF+ ; 20 ; asru ; 36 
 1301 ; 2 копейки ; 1938 ;  ; Br ; VF+ ; 32 ; lm5665 ; 38 
 1302 ; 2 копейки ; 1941 ;  ; Br ; VF+ ; 22 ; asru ; 53 
 1303 ; 2 копейки ; 1946 ;  ; Br ; VF+ ; 16 ; GVBGVB ; 69 
 1304 ; 2 копейки ; 1948 ;  ; Br ; XF ; 84 ; tss ; 357 
 1305 ; 1 копейка ; 1935 ;  ; Br ; XF ; 20 ; rrr ; 1825 
 1306 ; 1 копейка ; 1938 ;  ; Br ; VF ; 5 ; shknikolay ; 94 
 1307 ; 1 копейка ; 1954 ;  ; Br ; VF+ ; 5 ; ЧИС ; 16 
 1308 ; 1 копейка ; 1957 ; в венке герба 15 лент ; Br ; VF+ ; 11 ; rmiller ; 16 
 1309 ; 3 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; AU ; 16 ; vladimir232 ; 61 
 1310 ; 5 копеек ; 2002 ; СП ; St in Ni ; AU ; 1 ; Михалыч ; 2 
 1311 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 9 ; lelik35 ; 9 
 1312 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 17 ; asru ; 62 
 1313 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 15 ; niyaz ; 16 
 1314 ; 10 рублей ; 2003 ; ММД Дорогобуж ; биметалл ; AU ; 11 ; smv ; 15 
 1315 ; 1 рубль ; 1989 ;  ; Cu-Ni ; VF-XF ; 3 ; alex995 ; 21 
 1316 ; 5 копеек ; 1945 ;  ; Br ; F-VF ; 29 ; GVBGVB ; 271 
 1317 ; 50 копеек ; 1986 ;  ; Cu-Ni ; VF- ; 7 ; niyaz ; 13 
 1318 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 27 ; alex995 ; 41 
 1319 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 16 ; tss ; 66 
 1320 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 11 ; Zeratul ; 67 
 1321 ; 10 копеек ; 1932 ;  ; Ni ; VF ; 11 ; asru ; 14 
 1322 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 13 ; lelik35 ; 16 
 1323 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 11 ; niyaz ; 17 
 1324 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 11 ; niyaz ; 17 
 1325 ; 3 копейки ; 1950 ;  ; Br ; VF-XF ; 46 ; asru ; 63 
 1326 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 11 ; Захар ; 22 
 1327 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 23 ; asru ; 84 
 1328 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 18 ; tss ; 135 
 1329 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 7 ; tss ; 77 
 1126 ; Медаль "Сенат". Наполеон. Франция ;  ;  ; Ag ; XF+ ; 62 ; Георг ; 11353 
 1127 ; Религиозная медаль. Германия ; нач XIX в ;  ; Ag ; AU ; 43 ; foma71 ; 3185 
 1128 ; Медаль. Конкурс вокального искусства в Туркуэне. Франция ; 1923 ;  ; Ag ; VF-XF ; 24 ; foma71 ; 1806 
 1129 ; Жетон. Морская страховая компания Бордо. Луи Флипп I (1830-1848) Франция ; 1844 ;  ; Ag ; VF-XF ; 76 ; priorat13 ; 13260 
 1130 ; Жетон. Страховая компания Парижа. Луи Флипп I (1830-1848) Франция ; 1837 ;  ; Ag ; VF-XF ; 54 ; 015 ; 6737 
 1131 ; Жетон. Соглашение духовенства. Людовик XVI (1774-1793). Франция ; 1785 ;  ; Ag ; VF-XF ; 57 ; 015 ; 6737 
 1132 ; Медаль "Страсбург". Франция ; 1810 ;  ; Ag ; VF+ ; 53 ; 015 ; 6474 
 1133 ; Медаль. Битва в мае 1813 года. Наполеон. Франция ; 1813 ;  ; Br ; XF+ ; 13 ; карта 123 ; 5814 
 1134 ; Медаль "Памятник Святой Елене". Наполеон. Франция ; 1860 ;  ; Br ; VF-XF ; 14 ; stur ; 2946 
 1135 ; Жетон. Судопроизводители в Шатле. Людовик XIV (1643-1715). Франция. Редкий ;  ;  ; Ag ; VF ; 41 ; 015 ; 6474 
 1136 ; Жетон. Настоятели и судьи-консулы Дьеппа.Нормандия. Людовик XV (1715-1774). Франция ; 1758 ;  ; Ag ; VF+ ; 65 ; 015 ; 6474 
 1137 ; Жетон. Соглашение духовенства. Людовик XV (1715-1774). Франция ; 1765 ;  ; Ag ; XF ; 28 ; priorat13 ; 2527 
 1138 ; Жетон. Королева Голландии Гортензия. Наполеон I (1804-1815). Франция ; 1813 ;  ; Ag ; XF+ ; 56 ; 015 ; 6737 
 1139 ; Жетон. На смерть Марии французской герцогини Вюртембергской. Луи Флипп I (1830-1848) Франция ; 1839 ;  ; Br ; VF-XF ; 51 ; 015 ; 2500 
 1140 ; Свадебный жетон. Франция ;  ;  ; Ag ; XF ; 32 ; 015 ; 2601 
 1141 ; Орден короны.Бельгия. Командорский крест. Коробка ;  ;  ; Br, серебр ; XF+ ; 32 ; Sky2 ; 3168 
 1142 ; Орден Леопольда II. Бельгия. Командорский крест. В оригинальной коробке ;  ;  ; Ag, эмаль ; XF+ ; 50 ; KVit68 ; 3449 
 1143 ; Медаль военных заслуг. Венгрия. В оригинальной коробке ;  ;  ; Б/м, эмаль ; XF ; 27 ; карта 123 ; 679 
 1144 ; Орден за военные заслуги III ст с миниатюрой. Югославия. В оригинальной коробке ;  ;  ; Ag, эмаль ; AU ; 69 ; kulibin2 ; 3570 
 1145 ; Медаль. 2-й консилиум Ватикана. Павел VI (1963-1978). Ватикан. В футляре ; 1963 ;  ; Br ; VF+ ; 29 ; S1952 ; 179 
 1146 ; Медаль. Битва Наполеона при Маренго и переход через Альпы. Консулат (1799-1804). Франция. Редкая ; 1800 ;  ; Br ; AU ; 22 ; misha154137 ; 8572 
 1147 ; Медаль за преданность в военных действиях с документом. Германия ; 1914-1918 ;  ; Ж/м ; VF-XF ; 27 ; lsp25 ; 928 
 1148 ; Крест за военные заслуги на ленте с документом. Пруссия ;  ;  ; Zn ; VF-XF ; 28 ; lsp25 ; 1281 
 1149 ; Крест за военные заслуги с миниатюрой. Брауншвейг ; 1914 ;  ; Ж/м ; VF+ ; 28 ; Георг ; 1832 
 1150 ; Памятная медаль на ленте с документом. Германия ; 1870-1871 ;  ; Ж/м ; XF ; 34 ; Георг ; 1836 
 1151 ; Медаль "За победу" с документом. Германия ;  ;  ; Ж/м ; XF ; 12 ; карта 123 ; 1061 
 1152 ; Железный крест II класса на ленте с документом. Пруссия ; 1813-1914 ;  ; Fe, серебр ; XF ; 4 ; жора ; 2754 
 1153 ; Памятная медаль на ленте с документом. Пруссия ; 1870-1871 ;  ; Ж/м ; XF ; 36 ; shtuka ; 1938 
 1154 ; Знак со свидетельством. За успехи в народном хозяйстве СССР. ММД ;  ;  ; Ж/м ; XF ; 26 ; ZOLTAN333 ; 259 
 1155 ; Знак с документом. За освоение новых земель ЦК ВЛКСМ ;  ;  ; Ж/м ; XF ; 12 ; ZOLTAN333 ; 340 
 1156 ; Жетон. Резервист национальной народной армии. ГДР ;  ;  ; Ж/м ; VF-XF ; 57 ; tron ; 107 
 1261 ; 150 рублей ; 1979 ; ЛМД Олимпиада-80. Античные бор ; Pt ; proof ; 28 ; Сыч ; 26531 
 1262 ; 100 рублей ; 1978 ; ЛМД Гребной канал в Крылатском ; Au ; proof ; 31 ; finger ; 17687 
 1263 ; 100 рублей ; 1979 ; ЛМД Велотрек в Крылатском ; Au ; AU ; 30 ; finger ; 17426 
 1264 ; 100 рублей ; 1977 ; ЛМД "Спорт и мир"(эмблема олим ; Au ; AU ; 21 ; finger ; 18387 
 1265 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 34 ; lelik35 ; 424 
 1266 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; Proof ; 24 ; Максимус 1 ; 947 
 1267 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; proof ; 29 ; ignis ; 1020 
 1268 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 16 ; ignis ; 1022 
 1269 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимп ; Ag ; AU ; 24 ; Максимус 1 ; 722 
 1270 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 38 ; Артемыч ; 157 
 1271 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF ; 6 ; uin72 ; 521 
 1272 ; 50 копеек ; 1964 ;  ; Cu-Ni ; VF+ ; 13 ; alex995 ; 12 
 1273 ; 50 копеек ; 1965 ;  ; Cu-Ni ; VF+ ; 47 ; o.k. ; 55 
 1274 ; 50 копеек ; 1966 ;  ; Cu-Ni ; VF+ ; 9 ; vanamo ; 16 
 1275 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 16 ; дутик ; 90 
 1276 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 16 ; tdp ; 92 
 1277 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF+ ; 9 ; vanamo ; 26 
 1278 ; 50 копеек ; 1975 ;  ; Cu-Ni ; VF+ ; 64 ; romanov21 ; 1908 
 1279 ; 20 копеек ; 1970 ;  ; Cu-Ni ; VF+ ; 54 ; tron ; 3484 
 996 ; 1 донг "цзинсин сибао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; VF- ; 27 ; S1952 ; 45 
 997 ; 1 донг "цзинсин чжунбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 9 ; S1952 ; 80 
 998 ; 1 донг "цзинсин дабао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 23 ; S1952 ; 49 
 999 ; 1 донг "цзинсин цюаньбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 22 ; smel ; 152 
 1000 ; Монета медная. Китай ;  ;  ; Cu ; F-VF ; 14 ; canis ; 59 
 1081 ; Медаль для кавалеристов. За турецкую войну ; 1828-1829 ;  ; Ag ; F-VF ; 59 ; kolobokoff ; 22889 
 1082 ; Медаль "За усердие" на колодке с лентой. Частная чеканка ;  ;  ; Ag ; XF ; 25 ; kolobokoff ; 11220 
 1083 ; Медаль в честь 1000-летия России ;  ;  ; Cu ; VF-XF ; 8 ; stur ; 1326 
 1084 ; Памятная медаль 100 лет ; 1812-1912 ;  ; Cu ; VF+ ; 32 ; tau ; 2040 
 1085 ; Медаль в честь 300-летия дома Романовых ; 1613-1913 ;  ; Cu ; XF ; 53 ; Luidor ; 1694 
 1086 ; Жетон в честь коронации Александра II ; 1856 ;  ; Ag ; VF ; 43 ; foma71 ; 4085 
 1087 ; Жетон. 100 лет Отечественной войне ; 1912 ;  ; Br ; VF+ ; 39 ; tau ; 728 
 1088 ; Жетон в память 100-летия рождения А.С. Пушкина ; 1799-1899 ;  ; Ж/м ; VF-XF ; 27 ; kuril ; 1800 
 1089 ; Знак. Участник боевых действий. МВД. Сочи ;  ;  ; Б/м ; XF ; 51 ; wwii-soldat ; 219 
 1090 ; Знак. За укрепление содружества, искусства и труда. ВЦСПС ; ЛМД ;  ; Б/м ; XF ; 24 ; Майкл ; 512 
 1091 ; Знак. Ветеран. Автомобильная промышленность СССР ; ММД ;  ; Ж/м ; XF ; 16 ; bess ; 36 
 1092 ; Знак. За боевое траление ;  ;  ; Al ; XF ; 25 ; 542 ; 206 
 1093 ; Знак. Уголовный розыск ; 1993 ;  ; Ж/м ; XF ; 59 ; vlados ; 350 
 1094 ; Знак. Общественный инспектор по безопасности движения  МПС СССР ;  ;  ; Al ; XF ; 16 ; 542 ; 36 
 1095 ; Знак. За отличную службу в МВД ;  ;  ; Ж/м ; XF ; 40 ; kulibin2 ; 143 
 1096 ; Почетный знак. ДОСААФ СССР ;  ;  ; Ж/м ; XF ; 3 ; Bayun48 ; 84 
 1097 ; Железный крест II класса. Пруссия ; 1813-1914 ;  ; Fe, серебр ; XF ; 14 ; АНД ; 2130 
 1098 ; Знак об окончании ВПУ ;  ;  ; Б/м, эмаль ; XF ; 4 ; kulibin2 ; 212 
 1099 ; Знак об окончании Михайловской Военно-артилерийской академии ;  ;  ; Б/м, эмаль ; XF ; 16 ; kulibin2 ; 308 
 1100 ; Знак об окончании гуманитарного ВУЗа. ММД ;  ;  ; Ж/м, эмаль ; XF ; 3 ; Sea Dragon ; 4 
 1101 ; Знак об окончании гуманитарного ВУЗа. ЛМД ;  ;  ; Ж/м, эмаль ; XF ; 2 ; Mike! ; 13 
 1102 ; Знак об окончании Сельско-хозыйственного ВУЗа. ЛМД ;  ;  ; Ж/м, эмаль ; XF ; 3 ; brest ; 209 
 1103 ; Знак выпускника Московского института электронной техника ;  ;  ; Ж/м ; XF ; 4 ; kulibin2 ; 108 
 1104 ; Знак. Общественный инспектор рыбоохраны РСФСР. ЛМД ;  ;  ; Б/м, эмаль ; XF ; 45 ; 542 ; 77 
 1105 ; Знак. Федеральная служба безопасности России ;  ;  ; Ж/м, эмаль ; XF ; 31 ; kulibin2 ; 774 
 1106 ; Знак. Спасательное судно "Владимир Трефолев" ;  ;  ; Ж/м, эмаль ; XF ; 9 ; fanil ; 224 
 1107 ; Знак. 50 лет Кузбасско-Псковской краснознаменной дивизии ;  ;  ; Ж/м, Б/м,  ; XF ; 7 ; fanil ; 129 
 1108 ; Знак. Славному воину 113 ОССБ ; 1941-1945 ;  ; Al, эмаль ; XF ; 10 ; RAPAN ; 82 
 1109 ; Знак. Лауреат ВДНХ СССР ;  ;  ; Б/м ; XF ; 16 ; конь ; 107 
 1110 ; Медаль в честь взятия бельгийской крепости Люттих генералом Отто фон Эммих.Германия ; 1914 ;  ; Ag990 ; XF ; 85 ; RAPAN ; 4079 
 1111 ; Знак. 30 лет 373 стрелковой Миргородской Краснознаменной девизии ;  ;  ; Ж/м, эмаль ; XF ; 3 ; fanil ; 138 
 1112 ; Знак. Ветеран 268 ОБС ; 1941-1945 ;  ; Al, эмаль ; XF ; 83 ; RAPAN ; 140 
 1113 ; Членский знак Научно-технического общества СССР. ММД ;  ;  ; Ж/м, эмаль ; XF ; 18 ; lomotok ; 73 
 1114 ; Знак. Отличник всероссийского добровольного пожарного общества ;  ;  ; Al, эмаль ; XF ; 11 ; solder13 ; 29 
 1115 ; Знак. Ветеран спорта Челябинской области ;  ;  ; Al, эмаль ; XF ; 4 ; lomotok ; 15 
 1116 ; Знак. Отличник соцсоревнования минтяжстроя СССР. ММД ;  ;  ; Al, эмаль ; XF ; 3 ; korovan67 ; 105 
 1117 ; Знак. 60 лет Черноморскому высшему военно-морскому училищу  им. Нахимова ;  ;  ; Ж/м, эмаль ; XF ; 27 ; kulibin2 ; 338 
 1118 ; Знак. Отличник качества ЗИЧ ;  ;  ; Al, эмаль ; XF ; 8 ; Bayun48 ; 8 
 1119 ; Знак. Ударник коммунистического труда Кузбасса ;  ;  ; Al, эмаль ; XF ; 30 ; 542 ; 90 
 1120 ; Гвардейский Ленинградский орден Кутузова ;  ;  ; Al, эмаль ; XF ; 25 ; RAPAN ; 36 
 1121 ; Знак. Отличник социалистического соревнования минсвязи СССР. ММД ;  ;  ; Al, эмаль ; XF ; 22 ; 542 ; 174 
 1122 ; Знак. Отличник гражданской обороны СССР ;  ;  ; Al, эмаль ; XF ; 5 ; 542 ; 62 
 1123 ; Знак. Отличник бытового обслуживания населения. ММД ;  ;  ; Ж/м, эмаль ; XF ; 34 ; xabib ; 166 
 1124 ; Медаль. Вильгельм II. Германия ; 1895 ;  ; Ж/м ; VF-XF ; 37 ; tau ; 747 
 1125 ; Знак. Гвардия СССР ; ММД ;  ; Ж/м, эмаль ; VF-XF ; 7 ; romanov21 ; 34 
 902 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; Bayun48 ; 25 
 903 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; 59 ; 36 
 904 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 6 ; canis ; 53 
 905 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; Вов ; 53 
 906 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 13 ; lelik35 ; 14 
 907 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 39 ; Вов ; 95 
 908 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 13 ; lelik35 ; 14 
 909 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 21 ; Bayun48 ; 61 
 910 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 7 ; 59 ; 57 
 911 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 18 ; lelik35 ; 31 
 912 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 25 ; Bayun48 ; 53 
 913 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 17 ; lelik35 ; 49 
 914 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 19 ; Bayun48 ; 46 
 915 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 34 ; Bayun48 ; 77 
 916 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 27 ; лот мой! ; 65 
 961 ; Денарий. Рим. Септимий Север ; 193-211 гг нэ ;  ; Ag ; VF ; 52 ; vovan100 ; 1911 
 962 ; Антониниан. Рим. Гордиан III ; 238-244 гг нэ ;  ; Ag ; VF-XF ; 67 ; ЕВС ; 1908 
 963 ; Денарий. Рим. Республика. L. Appuleius Saturninus ;  ;  ; Ag ; VF-XF ; 63 ; vovan100 ; 2984 
 964 ; Антониниан. Рим. Валериан I ; 253-259 гг нэ ;  ; Ag ; VF+ ; 39 ; Luidor ; 1530 
 965 ; Антониниан. Рим, Солонина. Жена Галлиена ;  ;  ; Ag ; F-VF ; 36 ; Luidor ; 1020 
 966 ; Антониниан. Рим. Имп. Валериан II ;  ;  ; Ag ; VF- ; 40 ; a_kog ; 1326 
 967 ; Антониниан. Рим. Салонина, жена Галлиена ;  ;  ; Cu ; VF- ; 29 ; vovan100 ; 861 
