 3212 ; Бона иностранная ;  ;  ;  ;  ; 16 ; buzykin ; 43 
 1121 ; Знак пожарников. Сербия ; 20 век ;  ; Б/м ; VF ; 12 ; kollega ; 125 
 1122 ; Медаль за участие в инциденте 1931-1934гг Япония ; пос.1934 ;  ; Br ; XF ; 27 ; fatima ; 1901 
 1123 ; Медаль в память визита в Японию императора Пу-И в апреле 1935г Япония, с документом, в коробке (редка) ; 1935 ;  ; Ag ; XF+ ; 48 ; fatima ; 6120 
 1124 ; Медаль за китайский инцидент Япония ; 1937 ;  ; Cu ; XF ; 79 ; lsp25 ; 1428 
 1125 ; Медаль за участие в китайском инциденте 1937-1938гг Япония ; пос.1938 ;  ; Br ; XF ; 15 ; lsp25 ; 1826 
 1126 ; Медаль за восстановление Токио после землетрясения 1923г Япония ; 1930 ;  ; Ag ; AU ; 90 ; a_kog ; 1805 
 1127 ; Медаль за участие в подавлении китайского восстания боксеров в 1900г Япония (очень редка) ; 1901 ;  ; Br ; XF ; 48 ; Георг ; 7550 
 1128 ; Медаль. За заслуги с короной. Болгария. Борис III ; 30 гг ;  ; Br ; AU ; 22 ; dusik311 ; 1692 
 1129 ; "Медаль ""За верную службу"" II степени. Королевство Румыния. Медаль учреждена 8 апреля 1878 г. князем Каролем I" ;  ;  ; Б/м ; XF ; 57 ; kulibin2 ; 2380 
 1130 ; Орден Восходящего солнца 8кл Япония, в лаковой коробке ; 2МВ ;  ; Ag ; XF+ ; 45 ; dusik311 ; 1584 
 1131 ; Орден Священного Сокровища 7кл. Япония ; 1-2МВ ;  ; Ag ; XF ; 9 ; dusik311 ; 2267 
 1132 ; "Медаль ""За долголетнюю верную службу"" Германия, в коробке" ; н20в ;  ; Ag ; XF+ ; 33 ; stur ; 1741 
 1133 ; Шпанга из 4 наград-Рыцарский крест 1кл. Ордена Льва, рыцарский крест 2кл. Ордена Белой Розы, медаль,крест Финляндия ; 1пол.20в ;  ; Ag Br эмал ; XF+ ; 115 ; a_kog ; 11043 
 1134 ; Шпанга из 4 наград: Железный крест 2кл, медаль за храбрость, крест Гинденбурга, медаль за 9 лет выслуги, Германия ; 1МВ-2МВ ;  ; Ag Fe Br ; XF ; 26 ; Lеnin ; 3000 
 1135 ; Шпанга из 3-ех наград: Железный крест II кл. (1914г), Крест Гинденбурга с мечами (1918г), Медаль за преданность III класса ;  ;  ; Fe, Ag, Ж/ ; VF-XF ; 17 ; Георг ; 2695 
 1136 ; "Шпанга из 3-х медалей: Железный крест II класса, Крест Гинденбурга с мечами (клеймо 32 R.V. Pforzheim), Кпест ""За заслуги""" ; 1914-1918гг ;  ; Fe, серебр ; VF+/XF- ; 13 ; kollega ; 2489 
 1137 ; Шпанга из 3-х наград: Железный крест 2 класса. Пруссия, Крест Гинденбурга с мечами (клеймо R.V.38 PFORZHEIM), Военная медаль. Австро-Венгрия ; 1МВ ;  ; Fe, серебр ; XF-/XF+ ; 8 ; HILL ; 2392 
 1138 ; Шпанга из 3-ех наград: Железный крест II кл. (1914г), Крест за заслуги в военных действиях (1914г), Медаль за верность в I Мировой войне (1918) ;  ;  ; Fe, Ag, Ж/ ; XF ; 57 ; Георг ; 2856 
 1139 ; Шпанга из 3-ех наград: Крест Гинденбурга с мечами (1918г), Железный крест II кл. (1914г), Крест за заслуги в войне (1914) ;  ;  ; Fe, Ag, Ж/ ; VF-XF ; 11 ; fatima ; 2489 
 1140 ; Шпанга из 3-ех наград с планкой (скрещенные мечи): Железный крест II кл. (1914г), Медаль за преданность, Крест Гинденбурга с мечами (1918г) ;  ;  ; Fe, Ag, Ж/ ; XF- ; 6 ; Lеnin ; 2440 
 1141 ; Шпанга из 2-ух наград: Крест Гинденбурга с мечами (1918г), Крест за заслуги в военных действиях (1914г) ;  ;  ; Ж/м ; XF- ; 7 ; fatima ; 1358 
 1142 ; "Шпанга из 2 наград: крест Короля Людвига Вюртемберг, крест ""За храбрость"" Болгария" ; 1МВ ;  ; БМ, ЖМ ; XF ; 22 ; pal ; 2714 
 1143 ; Шпанга из 2-х наград: Крест Гинденбурга с мечами (клеймо 0,4), Медаль Военных заслуг. Великобритания ; 1914-1918 ;  ; Ag,Br ; VF-XF ; 12 ; pal ; 1205 
 1144 ; "Крест ""За заслуги"" Германия" ;  ;  ; Cu, эмаль ; VF+ ; 19 ; 542 ; 2003 
 1145 ; Большой офицерский крест Ордена Короны Румыния 66х66мм ; 1881-1932 ;  ; Ag золоч.  ; XF+ ; 82 ; kaas ; 10243 
 1146 ; Медаль Лео-XIII Верховный Понтифик Ватикан, серебро, Д=40мм ; 1898 ;  ; Ag ; XF ; 88 ; Георг ; 2267 
 1147 ; Медаль на 25 летие бракосочетания Людвига и Марии Терезии Бавария  Бавария ; 1893 ;  ; Ag ; VF+ ; 27 ; petrserebr ; 2332 
 1148 ; Медаль Мост Принца-Регента Люитпольда в Мюнхене Бавария ; 1891г ;  ; Ag ; AU ; 64 ; petrserebr ; 3111 
 1149 ; Медаль. Германия. Фридрих III. Новодел ;  ;  ; Ag ; XF- ; 5 ; Poiuyt ; 313 
 1150 ; Медаль. Экспозиция искусства в Брюсселе. Бельгия. Леопольд II (1865-1909) ; 1879 ;  ; Br ; XF+ ; 24 ; foma71 ; 408 
 1151 ; Медаль Наполеон Бонапарт Император. Битва при Сомме-Сьерра Франция, Д=40мм ; 1808г ;  ; Br ; AU ; 93 ; stur ; 3684 
 1152 ; Медаль. Визит в США. Ватикан. Иоанн Павел II (1978-2005) ; 1987 ;  ; Ag ; proof ; 20 ; кузин ; 1500 
 1153 ; Календарная медаль. Германия ; 1962 ;  ; Ag ; AU ; 7 ; кузин ; 793 
 1154 ; Медаль. Общество швейцарских карабинеров. Швейцария ;  ;  ; Ag ; AU ; 19 ; G.R.O.S.S. ; 786 
 1155 ; Медаль. Жизнеописание Карла III (898-929). Франция. Карл III (898-923) ; 1839 ;  ; Br ; AU ; 49 ; G.R.O.S.S. ; 2256 
 1156 ; Медаль Павел-VI Верховный Понтифик Ватикан, Д=45мм ; 1963 ;  ; Br ; AU ; 6 ; HILL ; 677 
 1157 ; Медаль. Жизнеописание Франциска I (1515-1547). Франция. Франциск I (1515-1547) ; 1836 ;  ; Br ; XF+ ; 35 ; G.R.O.S.S. ; 2256 
 1158 ; Жетон. Рожден в Париже 6 октября 1773г. Умер в Клермонте, Англии 26 августа 1850г. Луи Филип I, король Франции. Франция ;  ;  ; Cu ; XF+ ; 27 ; foma71 ; 720 
 1159 ; Жетон Луи Филипп-I король Франции ; 1840 ;  ; Cu ; AU ; 6 ; УГРЮМЫЙ ; 1400 
 1160 ; Жетон. Банк Франции. Консулат Наполеона. Франция ; 1800 ;  ; Ag ; VF-XF ; 16 ; RAPAN ; 1558 
 1161 ; Жетон. 80 лет со дня рождения Бисмарка. Германия ; 1895 ;  ; Ag ; VF-XF ; 25 ; RAPAN ; 1513 
 1001 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF- ; 17 ; Bayun48 ; 288 
 1002 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 12 ; smel ; 368 
 1003 ; Дирхем. Сасаниды ;  ;  ; Ag ; F-VF ; 46 ; Bayun48 ; 289 
 1004 ; Дирхем. Сасаниды ;  ;  ; Ag ; F-VF ; 37 ; Bayun48 ; 245 
 1005 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 15 ; кузин ; 357 
 1006 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF+ ; 30 ; kamensk61 ; 612 
 1007 ; Монета медная. Китай ;  ;  ; Cu ; VF- ; 12 ; тапки ; 50 
 1008 ; Монета медная. Китай ;  ;  ; Cu ; F-VF ; 13 ; Джессика56324 ; 43 
 1009 ; Монета медная. Китай ;  ;  ; Cu ; VF- ; 17 ; Джессика56324 ; 39 
 1010 ; Монета медная. Китай ;  ;  ; Cu ; F-VF ; 25 ; Джессика56324 ; 39 
 1011 ; Монета медная. Китай ;  ;  ; Cu ; F-VF ; 7 ; Джессика56324 ; 29 
 1012 ; "1 цянь ""кайюань тунбао"" полумесяц 12 ч. Китай, Тан" ;  ;  ; Br ; VF ; 19 ; gors ; 157 
 1013 ; "1 цянь ""цяньюань чжунбао"" гладкий. Китай, Тан" ;  ;  ; Br ; VF- ; 19 ; kay2 ; 83 
 1014 ; "2 цяня ""цзяньянь тунбао"" гладкий. Китай, Южная Сун" ;  ;  ; Br ; F-VF ; 30 ; Гордиан ; 231 
 1015 ; "2 цяня ""шаосин тунбао"" гладкий. Китай, Южная Сун" ;  ;  ; Br ; F-VF ; 52 ; VR62 ; 83 
 1016 ; "1 цянь ""чунчжэн тунбао"" гладкий. Китай, Мин" ;  ;  ; Br ; F-VF ; 9 ; kay2 ; 63 
 1017 ; "1 цянь ""чунчжэн тунбао"" звезда 12 ч. Китай, Мин" ;  ;  ; Br ; VF ; 28 ; gors ; 59 
 1018 ; "1 донг ""гуанчжун тунбао"" гладкий. Аннам, Си Шань" ; 1788-1792 ;  ; Br ; F-VF ; 24 ; тапки ; 51 
 1019 ; "1 донг ""цзиншэн тунбао"" гладкий. Аннам, Си Шань" ; 1740-1786 ;  ; Br ; F-VF ; 28 ; VR62 ; 57 
 1081 ; Георгиевская медаль за храбрость 4 степ. №901976. Имп. Николай II ;  ;  ; Ag ; F-VF ; 17 ; avg ; 2708 
 1082 ; Медаль за крымскую войну ; 1853-1856 ;  ; Br ; VF-XF ; 28 ; igor_r65 ; 2271 
 1083 ; Жетон для пропуска на завод О.К.З. СПб ; 20в ;  ; Ж/м ; VF- ; 25 ; foma71 ; 576 
 1084 ; Медаль серебр. ВДНХ ;  ;  ; Ag ; XF ; 33 ; 121974 ; 424 
 1085 ; Медаль. За успехи в народном хозяйстве СССР ;  ;  ; Б/м ; F-VF ; 34 ; Джессика56324 ; 108 
 1086 ; Знак жителю блокадного Ленинграда ;  ;  ; Ж/м ; VF ; 7 ; oxana ; 300 
 1087 ; "Знак МВД СССР ""Отличный пропагандист""" ;  ;  ; Ж/м ; VF+ ; 50 ; 542 ; 216 
 1088 ; Военная медаль на ленте. Великобритания ; 1945 ;  ; Cu-Ni ; VF-XF ; 22 ; fatima ; 911 
 1089 ; Медаль в память 100-летия кайзера Вильгельма II. Пруссия ; 1897 ;  ; Br ; XF- ; 70 ; shmatko24 ; 521 
 1090 ; Медаль. Братство по оружию. Народная Республика Болгария ; 70 гг ;  ; Ж/м ; XF+ ; 10 ; lsp25 ; 612 
 1091 ; Медаль. За участие в Гражданской войне в Испании. Народная Республика Болгария ; 1939 ;  ; Ж/м ; XF- ; 8 ; fanil ; 3249 
 1092 ; "Медаль ""За заслуги""с короной. Болгария. Борис III" ; 30 гг ;  ; Ж/м ; VF-XF ; 16 ; a_kog ; 2019 
 1093 ; "Орден ""За военные заслуги"" Болгария (Фердинанд)" ; 1900-1914 ;  ; Cu, серебр ; XF+ ; 54 ; shurawi ; 6347 
 1094 ; Крест за войну 1939-1945гг Польша ; 2МВ ;  ; Ag? ; XF ; 49 ; 542 ; 1251 
 1095 ; Медаль Вазиристан (Индия) 1919-21гг Великобритания ; 1921 ;  ; Ag ; VF+ ; 70 ; stur ; 3046 
 1096 ; Медаль за службу в Новой Зеландии Великобритания ; 1939-1945 ;  ; БМ ; XF ; 43 ; pal ; 765 
 1097 ; "Крест Гинденбурга ""для вдов"" Германия" ; 1934-1941 ;  ; БМ, чернен ; XF ; 14 ; dusik311 ; 720 
 1098 ; "Медаль ""За доблестный труд"" Ольденбург Германия" ; н.20в ;  ; Ag ; XF+ ; 80 ; Георг ; 2550 
 1099 ; Крест за войну Германия ; 1МВ ;  ; БМ ; VF+ ; 62 ; lsp25 ; 1224 
 1100 ; Крест заслуг ордена За гражданские заслуги, с короной Болгария ; 1908-1944 ;  ; Cu серебр. ; XF ; 19 ; kulibin2 ; 3060 
 1101 ; Крест за военные заслуги Германия ; 1МВ ;  ; Бр чернена ; VF+ ; 33 ; lsp25 ; 2226 
 1102 ; Железный крест II кл. на ленте. Германия ; 1914 ;  ; Fe, Ag ; XF ; 49 ; SadKo ; 2017 
 1103 ; Рыцарский крест 1кл. Ордена Белой Розы Финляндия ; 2 четв. 20в ;  ; Ag эмаль ; XF+ ; 60 ; alex8283 ; 3954 
 1104 ; Медаль. 55 лет победы над Германией. Израиль ; 2000 ;  ; Б/м ; XF ; 94 ; a_kog ; 1121 
 1105 ; Офицерский крест Ордена Короны Румыния ; 1881-1932 ;  ; Cu Серебре ; XF ; 54 ; Георг ; 2560 
 1106 ; "Знак за ранение в I Мировой войне ""Черный"". Германия" ;  ;  ; Б/м ; VF-XF ; 26 ; Bayun48 ; 816 
 1107 ; "Знак за ранение в I Мировой войне ""Черный"". Германия" ;  ;  ; Б/м ; XF ; 56 ; Bayun48 ; 855 
 1108 ; Знак Красного креста 1кл. Бельгия ; 20в ;  ; ЖМ золочен ; XF+ ; 50 ; fin55 ; 2244 
 1109 ; "Медаль ""В память войны 1914-1918гг"". Австрия" ; 1МВ ;  ; Br ; XF+ ; 43 ; fatima ; 1350 
 1110 ; Большой офицерский крест с мечами Ордена Короны Румыния ; 1932-1947 ;  ; Мет. Золоч ; XF+ ; 35 ; монеткин ; 8068 
 1111 ; Ганзейский крест почета Красного креста Германия ; 1924 ;  ; Cu эмаль ; XF ; 29 ; Георг ; 3642 
 843 ; Пуло. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское  ; Cu ; F-VF ; 55 ; zxc55 ; 510 
 844 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 50 ; VR62 ; 114 
 845 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 56 ; apaxuc ; 182 
 846 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 37 ; fatima ; 180 
 847 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 22 ; xabib ; 65 
 848 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 18 ; Tosha ; 306 
 849 ; Копейка ; 1676-1682 ; Федор Алексеевич  ; Ag ; VF ; 13 ; Bayun48 ; 165 
 850 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF+ ; 23 ; eugraphus ; 153 
 851 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 26 ; Tosha ; 204 
 852 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 13 ; xabib ; 58 
 961 ; Субератная Драхма Лариссы ; 395-344гг до нэ ;  ; Ag ; VF+ ; 37 ; rlaura ; 2907 
 962 ; Антониниан. Рим. Имп. Галлиен ; 253-268 ;  ; Ag ; F ; 36 ; SadKo ; 111 
 963 ; Денарий. Рим. Республика. L. Postumus Albinus ; 131 год до р.х. ;  ;  ; VF ; 46 ; a_kog ; 2928 
 964 ; Денарий. Рим. Республика. Q. Curtius and M. Junius Silanus ; 116-115 до р.х. ;  ;  ; VF+ ; 25 ; a_kog ; 2437 
 965 ; Денарий. Рим. Республика. L. Rubrius Dossenus ; 87 год до р.х. ;  ;  ; VF- ; 35 ; a_kog ; 1062 
 966 ; Денарий. Рим. Республика. C. Vibius C.f. Pansa ; 90 год до р.х. ;  ;  ; VF- ; 24 ; stognienko ; 1500 
 967 ; Денарий. Рим. Республика. M. Baebius Q.f. Tampilus ; 137 год до р.х. ;  ;  ; VF ; 28 ; a_kog ; 2849 
 968 ; Диобол. Фракия, Месембрия ; 450-350гг до нэ ;  ; Ag ; VF+ ; 36 ; a_kog ; 2087 
 969 ; Диобол. Аполлония, Понтика ; 325-300гг до нэ ;  ; Ag ; VF+ ; 41 ; kamensk61 ; 2501 
 970 ; Фолис. Рим. Лициний I ; 308-324 гг ;  ; Cu ; VF ; 16 ; kolhis ; 501 
 971 ; Фолис. Рим. Максимин II (как август-309-313 гг) ;  ;  ; Cu ; VF ; 30 ; a_kog ; 850 
 972 ; Фолис. Рим. Крисп ; 317-326 гг ;  ; Cu ; VF ; 44 ; a_kog ; 850 
 973 ; Фолис. Рим. Констант (как цезарь-333-337 гг) ;  ;  ; Cu ; VF- ; 20 ; QSL ; 529 
 974 ; Фолис. Рим. Констанций II (как август-337-361 гг) ;  ;  ; Cu ; VF+ ; 66 ; kamensk61 ; 520 
 975 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 56 ; alex67 ; 128 
 976 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 43 ; nato ; 129 
 977 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 36 ; Dahan ; 165 
 978 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 37 ; G.R.O.S.S. ; 282 
 979 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 21 ; G.R.O.S.S. ; 188 
 980 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 38 ; G.R.O.S.S. ; 128 
 981 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 23 ; Dahan ; 154 
 982 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 18 ; G.R.O.S.S. ; 166 
 983 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 23 ; G.R.O.S.S. ; 169 
 984 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 век до р.х. ;  ; Cu ; F-VF ; 45 ; obob999 ; 159 
 985 ; Талер. Саксония ; 1599 ;  ; Ag ; VF+ ; 46 ; ЕВС ; 8387 
 986 ; Талер. Брауншвейг-Вольфенбюттель ; 1614 ;  ; Ag ; VF ; 28 ; ЕВС ; 4405 
 987 ; Полторак. Польша. Сигизмунд ; 1623 ;  ; Ag ; VF+ ; 15 ; AAE2006 ; 555 
 988 ; 1/4 эре. Швеция ; 1631 ;  ; Cu ; F-VF ; 21 ; Bayun48 ; 63 
 989 ; 1/4 эре. Швеция ; XVII в ;  ; Cu ; F-VF ; 27 ; Bayun48 ; 48 
 990 ; 1/4 эре. Швеция ; XVII в ;  ; Cu ; VF ; 44 ; Bayun48 ; 83 
 991 ; 1/4 эре. Швеция ; XVII в ;  ; Cu ; F-VF ; 22 ; Bayun48 ; 87 
 992 ; 1/4 эре. Швеция ; XVII в ;  ; Cu ; F-VF ; 15 ; Bayun48 ; 46 
 993 ; 1/4 эре. Швеция ; XVII в ;  ; Cu ; F-VF ; 24 ; Bayun48 ; 66 
 994 ; 1/4 эре. Швеция ; 1636 ;  ; Cu ; F-VF ; 12 ; Bayun48 ; 50 
 995 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 39 ; kollega ; 469 
 996 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF- ; 9 ; Bayun48 ; 184 
 997 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 31 ; кузин ; 347 
 998 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 8 ; Bayun48 ; 276 
 999 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 31 ; Bayun48 ; 296 
 1000 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF- ; 42 ; Bayun48 ; 408 
 633 ; Денга ; 1771 ; ЕМ  ; Cu ; F+ ; 41 ; fatima ; 124 
 634 ; Денга ; 1774 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 28 ; zbig ; 1093 
 635 ; Денга ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 14 ; baikal.k ; 1071 
 636 ; Деньга ; 1798 ; КМ  ; Cu ; F+/F-VF ; 12 ; А25 ; 1388 
 637 ; 1/2 копейки ; 1840 ; ЕМ  ; Cu ; VF ; 96 ; zbig ; 161 
 638 ; 1/2 копейки ; 1840 ; СПМ  ; Cu ; VF+ ; 8 ; gudk ; 793 
 639 ; 1/2 копейки ; 1841 ; СПМ  ; Cu ; VF- ; 2 ; marsel ; 227 
 640 ; 1/2 копейки ; 1841 ; СМ  ; Cu ; F-VF ; 28 ; Джессика56324 ; 91 
 641 ; Денежка ; 1851 ; ЕМ  ; Cu ; VF+ ; 50 ; fatima ; 355 
 642 ; Денежка ; 1852 ; ЕМ  ; Cu ; F+ ; 36 ; Джессика56324 ; 53 
 643 ; Денежка ; 1856 ; ЕМ  ; Cu ; VF-XF ; 68 ; Gop ; 1530 
 644 ; Денежка ; 1858 ; ЕМ  ; Cu ; VF+ ; 101 ; Gop ; 1020 
 645 ; Денежка ; 1862 ; ЕМ  ; Cu ; VF ; 76 ; Gop ; 1279 
 646 ; 1/2 копейки ; 1869 ; ЕМ  ; Cu ; VF+ ; 56 ; niki17 ; 3213 
 647 ; 1/2 копейки ; 1887 ; СПБ  ; Cu ; VF ; 18 ; aleks-2007 ; 1152 
 648 ; 1/2 копейки ; 1895 ; СПБ  ; Cu ; XF+ ; 23 ; трулебас ; 1813 
 649 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; AU ; 41 ; ShSerg ; 394 
 650 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; VF- ; 20 ; bulldozer ; 79 
 651 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 22 ; меркурий ; 125 
 652 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; VF+ ; 30 ; bulldozer ; 102 
 653 ; 1/2 копейки ; 1914 ; СПБ  ; Cu ; XF+ ; 68 ; limon1976 ; 183 
 654 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 54 ; lchernata ; 375 
 655 ; Полушка ; 1718-1722 ;  ; Cu ; F ; 30 ; zbig ; 114 
 656 ; Полушка. Двойной удар штемпеля ; 18 век ;  ; Cu ; VF ; 51 ; foma71 ; 306 
 657 ; Полушка ; 1731 ;  ; Cu ; F-VF ; 15 ; Джессика56324 ; 47 
 658 ; Полушка ; 1731 ;  ; Cu ; F+ ; 12 ; Джессика56324 ; 36 
 659 ; Полушка ; 1735 ;  ; Cu ; VF ; 61 ; QSL ; 205 
 660 ; Полушка ; 1735 ;  ; Cu ; F-VF ; 7 ; QSL ; 105 
 661 ; Полушка ; 1736 ;  ; Cu ; F-VF ; 16 ; fatima ; 79 
 662 ; Полушка ; 1737 ;  ; Cu ; F-VF ; 16 ; baikal.k ; 81 
 663 ; Полушка ; 1766 ; ЕМ  ; Cu ; F+ ; 15 ; o.k. ; 97 
 664 ; 1/4 копейки ; 1842 ; ЕМ  ; Cu ; F-VF ; 14 ; marsel ; 554 
 665 ; Полушка. Александр II ; 19 век ;  ; Cu ; F ; 25 ; Gerc89 ; 51 
 666 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; AU ; 40 ; o.k. ; 823 
 667 ; 10 пенни ; 1914 ; Финляндия  ; Cu ; XF- ; 42 ; Алек ; 193 
 668 ; 10 пенни ; 1915 ; Финляндия  ; Cu ; XF ; 37 ; fatima ; 160 
 669 ; 10 пенни ; 1916 ; Финляндия  ; Cu ; XF+ ; 43 ; marsel ; 187 
 670 ; 10 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; XF- ; 13 ; o.k. ; 380 
 671 ; 10 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; XF ; 59 ; vasil47 ; 412 
 672 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; XF- ; 31 ; marsel ; 193 
 673 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; XF+ ; 16 ; marsel ; 201 
 674 ; 5 пенни. Вензель ; 1917 ; Финляндия  ; Cu ; XF- ; 64 ; vasil47 ; 497 
 675 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; XF+ ; 31 ; vasil47 ; 370 
 676 ; 1 пенни ; 1909 ; Финляндия  ; Cu ; XF+ ; 21 ; gutun ; 152 
 677 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; XF+ ; 35 ; rbcrf ; 102 
 678 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; XF+ ; 29 ; Mick 1 ; 94 
 679 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; XF+ ; 29 ; operses ; 104 
 680 ; 1 пенни ; 1917 ; Финляндия  ; Cu ; XF+ ; 39 ; nikolay ; 389 
 841 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; XF+ ; 124 ; erfahren ; 5100 
 842 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF ; 48 ; niki17 ; 1486 
 583 ; Копейка ; 1865 ; ЕМ  ; Cu ; F+ ; 11 ; amd4200 ; 70 
 584 ; Копейка ; 1866 ; ЕМ  ; Cu ; F+ ; 13 ; zяzяzя ; 66 
 585 ; Копейка ; 1869 ; ЕМ  ; Cu ; F+ ; 13 ; zяzяzя ; 41 
 586 ; Копейка ; 1870 ; ЕМ  ; Cu ; F+ ; 32 ; PSvashmid ; 118 
 587 ; Копейка ; 1871 ; ЕМ  ; Cu ; F+ ; 36 ; PSvashmid ; 114 
 588 ; Копейка ; 1874 ; ЕМ  ; Cu ; F+ ; 22 ; 542 ; 128 
 589 ; Копейка ; 1875 ; ЕМ  ; Cu ; F+ ; 19 ; PSvashmid ; 125 
 590 ; Копейка ; 1877 ; СПБ  ; Cu ; VF- ; 56 ; 542 ; 183 
 591 ; Копейка ; 1881 ; СПБ  ; Cu ; F ; 5 ; obob999 ; 23 
 592 ; Копейка ; 1883 ; СПБ  ; Cu ; XF- ; 76 ; трулебас ; 1813 
 593 ; Копейка ; 1892 ; СПБ  ; Cu ; XF- ; 84 ; Глол ; 7865 
 594 ; Копейка ; 1897 ; СПБ  ; Cu ; F-VF ; 6 ; кабан ; 59 
 595 ; Копейка ; 1901 ; СПБ  ; Cu ; F+ ; 13 ; obob999 ; 22 
 596 ; Копейка ; 1903 ; СПБ  ; Cu ; VF-XF ; 60 ; Алек ; 104 
 597 ; Копейка ; 1904 ; СПБ  ; Cu ; F ; 7 ; obob999 ; 31 
 598 ; Копейка ; 1906 ; СПБ  ; Cu ; XF- ; 59 ; vasil47 ; 914 
 599 ; Копейка ; 1908 ; СПБ  ; Cu ; VF+ ; 77 ; bulldozer ; 126 
 600 ; Копейка ; 1911 ; СПБ  ; Cu ; VF+ ; 7 ; bulldozer ; 26 
 601 ; Копейка ; 1912 ; СПБ  ; Cu ; XF- ; 34 ; Xe72 ; 63 
 602 ; Копейка ; 1912 ; СПБ  ; Cu ; F+ ; 12 ; alex995 ; 21 
 603 ; Копейка ; 1913 ; СПБ  ; Cu ; VF ; 5 ; tirex ; 36 
 604 ; Копейка ; 1914 ; СПБ  ; Cu ; VF- ; 3 ; ЧИС ; 30 
 605 ; Копейка ; 1915 ;  ; Cu ; AU ; 19 ; Hant  ; 174 
 606 ; Копейка ; 1916 ;  ; Cu ; F+ ; 26 ; bulldozer ; 74 
 607 ; Денга ; 1701 ;  ; Cu ; F+/F ; 90 ; zbig ; 1571 
 608 ; Денга. Глубокая забоина 12 ч ; 1716 ;  ; Cu ; F-VF ; 29 ; деньга ; 1122 
 609 ; Денга. Двойной удар штемпеля ; 18 век ;  ; Cu ; F-VF ; 35 ; foma71 ; 231 
 610 ; Денга ; 1731 ;  ; Cu ; VF- ; 30 ; marsel ; 227 
 611 ; Денга ; 1731 ;  ; Cu ; F+ ; 30 ; zxc55 ; 50 
 612 ; Денга ; 1734 ;  ; Cu ; F ; 10 ; fatima ; 65 
 613 ; Денга ; 1735 ;  ; Cu ; F-VF ; 16 ; fatima ; 77 
