 4327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; bob_tauranga ; 59 
 800 ; Медаль. За пропаганду Марксизма-Ленинизма и политики КПСС. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 14 ; shais1 ; 490 
 674 ; Русское подражание Золотой Орде ; XIV в ;  ; Ag ; F+ ; 47 ; сте ; 1095 
 675 ; Пуло. Золотая Орда, хан Узбек ; 737 (1336-1337) ;  ; Cu ; F ; 11 ; 161rus ; 37 
 676 ; Пуло. Золотая Орда, хан Джанибек ; 1350-ег ;  ; Cu ; F ; 10 ; Al0851 ; 27 
 677 ; Пуло. Золотая Орда, хан Хызр ; 762 (1360-1361) ;  ; Cu ; F ; 34 ; Vaneev ; 68 
 678 ; Лот допетровских монет Ивана IV Васильевича (Грозного)(23шт): копейка ; 1533-1584 ;  ; Ag ; F-VF/VF- ; 56 ; visa ; 968 
 679 ; Лот допетровских монет Ивана IV Васильевича (Грозного)(21шт): денга ; 1533-1584 ;  ; Ag ; VF-/VF ; 42 ; NSN ; 1150 
 680 ; Лот допетровских монет Ивана IV Васильевича, Федора Ивановича (16шт): денга ; 1533-1598 ;  ; Ag ; F-VF/VF- ; 31 ; NSN ; 609 
 681 ; Лот допетровских монет Бориса Федоровича Годунова (15шт): копейка. Псков ; 1598-1605 ;  ; Ag ; VF- ; 29 ; Al0851 ; 541 
 682 ; Лот допетровских монет Бориса Федоровича Годунова (16шт): копейка. Москва. На некоторых деформация ; 1598-1605 ;  ; Ag ; F-VF/VF ; 24 ; zoom30 ; 806 
 683 ; Лот допетровских монет Ивана Грозного, Федора Ивановича (32шт): копейка, денга. На некоторых отверстия ;  ;  ; Ag ; F-VF/VF ; 74 ; qas77qas ; 956 
 684 ; Лот допетровских монет Ивана Грозного, Федора Ивановича, Бориса Годунова (41шт): копейка ;  ;  ; Ag ; F-VF/VF ; 75 ; 19 ; 1800 
 685 ; Лот допетровских монет Ивана Грозного, Федора Ивановича, Бориса Годунова, Василия Шуйского, Владислава Жигимондовича (84шт): копейка, денга ;  ;  ; Ag ; F-VF/VF ; 57 ; viktorius ; 5202 
 686 ; Лот допетровских монет Ивана IV Васильевича, Михаила Федоровича (22шт): денга, копейка ;  ;  ; Ag ; F-VF/VF ; 35 ; NSN ; 1020 
 687 ; Лот допетровских монет Ивана IV Васильевича, Михаила Федоровича, Алексея Михайловича, Бориса Федоровича(22шт): денга, копейка. На одной монете 2 отверстия ;  ;  ; Ag ; F-VF/VF ; 55 ; visa ; 1206 
 697 ; Денарий. Рим, имп. Траян ; 98-117 ;  ; Ag ; F-VF ; 72 ; mgradov ; 1222 
 698 ; Тетрадрахма Кушаны. М-9,52гр ;  ;  ; Ag ; VF+ ; 71 ; elinsckij123 ; 5838 
 699 ; Статер Боспор царь Котис-III. М-7,64гр ; 227-234 ;  ; Ag ; VF+ ; 72 ; aqua ; 9588 
 700 ; Тетрахалк. Пантикапей ; 294-284гг до н.э. ;  ; Cu ; VF ; 100 ; hobot ; 1234 
 701 ; Монета средневековая. Херсонес ;  ;  ; Cu ; F ; 67 ; is54 ; 540 
 702 ; Монета средневековая. Херсонес ;  ;  ; Cu ; VG ; 26 ; eres ; 108 
 703 ; Гемихалк. Ольвия ; III в до н.э. ;  ; Cu ; F+ ; 20 ; 161rus ; 97 
 704 ; Обол. Пантикапей ; 150-140 гг до н.э. ;  ; Cu ; VF ; 52 ; WikiLeaks ; 135 
 705 ; Дихалк. Пантикапей ; 130-125 гг до н.э. ;  ; Cu ; F-VF ; 19 ; Aleksandr32 ; 70 
 706 ; Монета-дельфин (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; F+ ; 20 ; ANK ; 164 
 707 ; Монета-дельфин (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; F ; 26 ; ANK ; 81 
 708 ; Монета-дельфин (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; F+ ; 40 ; elinsckij123 ; 340 
 709 ; 1/2 фолиса, посвящен основанию г.Константинополя, Римская Имп., Константин I. М-2,30гр ; 307-337 ;  ; Cu ; VF- ; 37 ; eres ; 529 
 710 ; Обол. Пантикапей. М-2,55гр ; 150-125гг до н.э. ;  ; Cu ; F-VF ; 55 ; eres ; 493 
 711 ; Монета-дельфин (1/25 обола) . Ольвия. М-1,06гр ; 5-4 вв дон.э. ;  ; Cu ; F-VF ; 31 ; ANK ; 200 
 712 ; Фоллис. Арабское подражание Византии, Констант VII. М-2,85гр ; 641-648 ;  ; Cu ; VG ; 4 ; raise ; 29 
 713 ; Лепта. Иудея, Александр Янай. М-1,04гр ; 103-76 гг до н.э. ;  ; Cu ; F ; 37 ; kolhis ; 227 
 714 ; Талер. Германия, Мюнстер (анабаптитский город). М-28,83гр. Снята подвеска 12 часов ; 1534 ;  ; Ag ; F-VF ; 76 ; AVLid ; 7550 
 715 ; 1 талер Мансфельд. М-28,70гр ; 1596GM ;  ; Ag ; VF+ ; 90 ; чуток накину ; 8021 
 716 ; 1 риксдальдер. Нидерланды, Гелдерн. М-28,20гр ; 1619 ;  ; Ag ; VF- ; 43 ; ЕВС ; 4590 
 717 ; Талер. Саксония. М-28,46гр ; 1630 ;  ; Ag ; VF+ ; 41 ; N66 ; 14205 
 718 ; Талер. Брауншвейг-Вольфенбюттель. М-28,67гр ; 1632HS ;  ; Ag ; VF ; 79 ; elinsckij123 ; 7693 
 719 ; 1/2 патагона. Испаниские Нидерланды, Брабант. М-13,34гр ; 1635 ;  ; Ag ; F-VF ; 69 ; liderssen ; 1548 
 720 ; 2/3 талера. Саксония. М-15,20гр ; 1678 ;  ; Ag ; VF- ; 22 ; Leon17 ; 1734 
 721 ; Монета серебряная Армения Левон- I (1129-1137). М-2,35гр ;  ;  ; Ag ; VF ; 48 ; eres ; 3060 
 722 ; Монета серебряная Армения Левон-I (1129-1137). М-2,17гр ; 1129-1137 ;  ; Ag ; F-VF ; 82 ; himak ; 2845 
 723 ; Денарий, Чехия, Богемия, Владислав I (1109-1118). М-0,45гр ;  ;  ; Ag ; F-VF ; 146 ; нумизмат ; 2408 
 724 ; Денарий. Богемия, Владислав I (1109-1118). М-0,50гр ;  ;  ; Ag ; F-VF ; 62 ; vng0206 ; 1041 
 725 ; Грош. Болгария, Иван Александр (1331-1371). М-1,79гр ;  ;  ; Ag ; VF- ; 96 ; himak ; 2698 
 726 ; Дирхем. Бухара, Абасиды. М-2,10гр ; 750-829гг ;  ; Ag ; F+ ; 46 ; Sterh ; 219 
 727 ; Солид. Ливония. М-0,52гр ; 1745 ;  ; Ag ; F-VF ; 22 ; max2008 ; 129 
 728 ; Монета средневековая. Византия. Обломана ;  ;  ; Ag ; F-VF ; 33 ; himak ; 373 
 729 ; Полторак. Польша, Сигизмунд III. М-0,82гр ; 1624 ;  ; Ag ; F-VF ; 16 ; Добрый молодец ; 75 
 730 ; Полторак. Польша, Сигизмунд III. М-0,98гр ; 1622 ;  ; Ag ; F-VF ; 14 ; raise ; 61 
 731 ; Полторак. Польша, Сигизмунд III. М-1,08гр ; 1623 ;  ; Ag ; F-VF ; 36 ; nordbolivar ; 72 
 732 ; Солид. Ливония, Кристина. М-0,54гр ; 1648 ;  ; Ag ; F+ ; 37 ; Добрый молодец ; 77 
 624 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF- ; 24 ; kolhis ; 246 
 625 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF ; 84 ; Doctor57 ; 376 
 626 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF ; 31 ; грос79 ; 209 
 627 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF+ ; 59 ; viktorius ; 401 
 628 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 31 ; ANK ; 150 
 629 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 21 ; DATR ; 161 
 630 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; VF+ ; 36 ; ANK ; 322 
 631 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; girey ; 154 
 632 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 27 ; ur_adamov ; 81 
 633 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 28 ; kolhis ; 45 
 634 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; ur_adamov ; 73 
 635 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; генадич ; 102 
 636 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 23 ; Gera_K ; 39 
 637 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 39 ; Al0851 ; 53 
 638 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 3 ; girey ; 44 
 639 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 8 ; грос79 ; 45 
 640 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 11 ; ANK ; 51 
 641 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 19 ; Bagdan ; 79 
 642 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 27 ; sinus ; 102 
 643 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF+ ; 27 ; mgradov ; 361 
 644 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 57 ; mgradov ; 335 
 645 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 25 ; sinus ; 177 
 646 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 58 ; ur_adamov ; 255 
 647 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 23 ; ur_adamov ; 255 
 648 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 40 ; ZOLTAN333 ; 97 
 649 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 24 ; sinus ; 257 
 650 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 29 ; Al0851 ; 46 
 651 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 49 ; гриша ; 60 
 652 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 64 ; Гурий ; 73 
 653 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 52 ; stivenson ; 53 
 654 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 81 ; mgradov ; 185 
 655 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 53 ; imi ; 66 
 656 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 45 ; Al0851 ; 61 
 657 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 41 ; mgradov ; 115 
 658 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 101 ; NN ; 347 
 659 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 129 ; sinus ; 368 
 660 ; Копейка ; 1605 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 26 ; klaid ; 201 
 661 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 130 ; klaid ; 351 
 662 ; Копейка. Деформация ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 28 ; Димон 1733 ; 27 
 663 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F+ ; 20 ; maremark ; 21 
 664 ; Копейка. Иван IV Васильевич ; 1533-1584 ;  ; Ag ; F-VF ; 35 ; imi ; 36 
 665 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 27 ; yuri.gruzdev ; 39 
 666 ; Денга "Дозор". Иван III Васильевич. Деформация ; 1462-1505 ;  ; Ag ; F-VF ; 36 ; mgradov ; 132 
 667 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 20 ; Sterh ; 81 
 668 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 42 ; LAB-A ; 178 
 669 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 34 ; Al0851 ; 53 
 670 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; stivenson ; 28 
 671 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 16 ; Sterh ; 30 
 672 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 23 ; mgradov ; 26 
 673 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 15 ; Gera_K ; 28 
 557 ; Лот монет России (11шт): 2к,1к, денга, полушка ; 1731-1915 ;  ; Cu ; VF/F+ ; 21 ; gor ; 318 
 558 ; Лот монет России: 2 к, 1 к, денга (5шт) ; 1743-1852 ;  ; Cu ; F/F+ ; 5 ; qas77qas ; 91 
 559 ; Лот монет России  (6шт): 2к,1к, денга, полушка ; 1748-1855 ;  ; Cu ; F+/F ; 10 ; Dima.Varg ; 250 
 577 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 70 ; Nejdan ; 903 
 578 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F+ ; 27 ; Nejdan ; 680 
 579 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 33 ; Vaneev ; 694 
 580 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 18 ; Nejdan ; 680 
 581 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 21 ; Nejdan ; 207 
 582 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 13 ; armani ; 63 
 583 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 41 ; imi ; 40 
 584 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 38 ; kotyamoi ; 75 
 585 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 28 ; kotyamoi ; 61 
 586 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 21 ; alexeiSP ; 306 
 587 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 46 ; sman ; 81 
 588 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 11 ; imi ; 59 
 589 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 45 ; ur_adamov ; 204 
 590 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 17 ; kotyamoi ; 89 
 591 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 5 ; Al0851 ; 68 
 592 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 38 ; Vaneev ; 89 
 593 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 19 ; sman ; 55 
 594 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 11 ; NN ; 69 
 595 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 11 ; sman ; 65 
 596 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 9 ; sman ; 57 
 597 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 19 ; sman ; 75 
 598 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 12 ; zoom30 ; 132 
 599 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 51 ; maremark ; 382 
 600 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 8 ; kolhis ; 49 
 601 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 17 ; ANK ; 93 
 602 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 44 ; mgradov ; 163 
 603 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 43 ; alexeiSP ; 177 
 604 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 58 ; NN ; 306 
 605 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 26 ; samsung ; 307 
 606 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 49 ; ВММ ; 232 
 607 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 18 ; ВММ ; 239 
 608 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 12 ; генадич ; 101 
 609 ; Копейка.Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; VF+ ; 73 ; zoom30 ; 283 
 610 ; Копейка ; 1604 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 13 ; kotyamoi ; 57 
 611 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 10 ; micola.c ; 111 
 612 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 35 ; Bagdan ; 230 
 613 ; Копейка. Деформация ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 12 ; samsung ; 46 
 614 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF+ ; 8 ; girey ; 77 
 615 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 20 ; samsung ; 56 
 616 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 6 ; girey ; 61 
 617 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 30 ; Vaneev ; 204 
 618 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 42 ; girey ; 405 
 619 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF ; 47 ; Nejdan ; 510 
 620 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF ; 33 ; girey ; 404 
 621 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 11 ; imi ; 51 
 622 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 49 ; mgradov ; 302 
 623 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 24 ; грос79 ; 168 
 507 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 74 ; K19 ; 1426 
 508 ; Денежка ; 1866 ; ЕМ ; Cu ; VF- ; 39 ; никсер ; 633 
 509 ; 1/2 копейки ; 1870 ; ЕМ ; Cu ; F+ ; 38 ; якши37 ; 589 
 510 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 84 ; Vb[fksx ; 1526 
 511 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF ; 66 ; RAF ; 1288 
 512 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU ; 20 ; tai ; 306 
 513 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU/XF ; 29 ; spstudio ; 159 
 514 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 10 ; BVN-2 ; 135 
 515 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 49 ; avs ; 193 
 516 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 13 ; vel2010 ; 88 
 517 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF- ; 37 ; BVN-2 ; 70 
 518 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; F+ ; 20 ; Гурий ; 33 
 519 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 24 ; samurai 969 ; 63 
 520 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 6 ; grisha2401 ; 72 
 521 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 37 ; sail ; 143 
 522 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 23 ; bob_tauranga ; 65 
 523 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 34 ; spstudio ; 114 
 524 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 35 ; джон007 ; 72 
 525 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 59 ; Doca ; 144 
 526 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 40 ; Tiguanin ; 101 
 527 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 22 ; себер ; 51 
 528 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 41 ; tai ; 310 
 529 ; Полушка ВРП ; 1718-1722 ;  ; Cu ; F-VF ; 30 ; habenti ; 315 
 530 ; Полушка ; 1719 ;  ; Cu ; F-VF ; 11 ; girey ; 245 
 531 ; Полушка ; 1720 ;  ; Cu ; F ; 10 ; Al0851 ; 65 
 532 ; Полушка ; 1721 ;  ; Cu ; F+ ; 6 ; girey ; 127 
 533 ; Полушка ; 1722 ;  ; Cu ; F-VF ; 13 ; Так!!! ; 340 
 534 ; Полушка ; 1730-1754 ;  ; Cu ; F ; 11 ; sonegr ; 22 
 535 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF ; 21 ; ANK ; 355 
 536 ; Полушка ; 1741 ; Орёл 1730 г. ; Cu ; F+ ; 51 ; якши37 ; 1009 
 537 ; Полушка ; 1747 ; Орёл 1744 г. ; Cu ; F ; 21 ; santan93 ; 157 
 538 ; Полушка ; 1767 ; ЕМ ; Cu ; F-VF/VF ; 8 ; Sigizmund ; 255 
 539 ; Полушка. Деформация ; 1790 ; ЕМ ; Cu ; F+ ; 43 ; BVN-2 ; 273 
 540 ; Полушка (Петров-3р, Ильин-3р) ; 1797 ; КМ ; Cu ; F ; 66 ; 11111 ; 1530 
 541 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF- ; 17 ; asparagus ; 108 
 542 ; Полушка ; 1850 ; ЕМ ; Cu ; F-VF ; 20 ; Wilsand ; 245 
 543 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+/XF- ; 54 ; sail ; 1020 
 544 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU/XF ; 51 ; Ronald ; 943 
 545 ; Копейка. Крым, Шахин -Гирей (4-ый год правления) ; 1191л.х. (1777) ;  ; Cu ; F+ ; 54 ; boroda ; 1527 
 546 ; 3 гроша ; 1826 ; IB Польша ; Cu ; F ; 78 ; _kit ; 1734 
 547 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 26 ; grisha2401 ; 83 
 548 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 37 ; кощей ; 83 
 549 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 44 ; grisha2401 ; 152 
 550 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 21 ; кощей ; 62 
 551 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 27 ; кощей ; 51 
 552 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 9 ; 661827 ; 76 
 553 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 13 ; santan93 ; 138 
 554 ; Лот монет России: 5, 2 копейки (3шт) ; 1784,1798,1811 ;  ; Cu ; F ; 50 ; gor ; 107 
 555 ; Лот монет России (9шт): 2к, денга, полушка ; 1703-17?8 ;  ; Cu ; F/F+ ; 70 ; 222000 ; 1333 
 556 ; Лот монет России (8шт): 5к,2к,1к ; 1868-1912 ;  ; Cu ; VF-/F ; 25 ; gor ; 160 
 457 ; Копейка ; 1854 ; ЕМ ; Cu ; F+ ; 9 ; Wilsand ; 97 
 458 ; Копейка ; 1881 ; СПБ ; Cu ; F-VF ; 44 ; solder13 ; 252 
 459 ; Копейка ; 1882 ; СПБ ; Cu ; VF+ ; 22 ; Так!!! ; 365 
 460 ; Копейка ; 1887 ; СПБ ; Cu ; VF- ; 28 ; NSN ; 181 
 461 ; Копейка. Деформация ; 1895 ; СПБ ; Cu ; VF ; 24 ; Сакович ; 79 
 462 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 29 ; Pantera ; 39 
 463 ; Копейка ; 1900 ; СПБ ; Cu ; VF- ; 23 ; Pantera ; 33 
 464 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 25 ; Юбер ; 34 
 465 ; Копейка ; 1901 ; СПБ ; Cu ; F-VF ; 4 ; Gera_K ; 21 
 466 ; Копейка ; 1903 ; СПБ ; Cu ; XF- ; 8 ; sail ; 206 
 467 ; Копейка ; 1904 ; СПБ ; Cu ; F+ ; 14 ; SANGOLD1 ; 29 
 468 ; Копейка ; 1906 ; СПБ ; Cu ; VF+ ; 25 ; 1-3-sp ; 78 
 469 ; Копейка. Деформация ; 1910 ; СПБ ; Cu ; VF- ; 11 ; SANGOLD1 ; 21 
 470 ; Копейка ; 1911 ; СПБ ; Cu ; XF ; 20 ; tai ; 71 
 471 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 12 ; Doca ; 36 
 472 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 3 ; себер ; 32 
 473 ; Копейка ; 1913 ; СПБ ; Cu ; F+ ; 12 ; SANGOLD1 ; 22 
 474 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 41 ; tai ; 128 
 475 ; Копейка ; 1915 ;  ; Cu ; AU ; 8 ; tai ; 153 
 476 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 13 ; persik ; 29 
 477 ; Копейка ; 1916 ;  ; Cu ; XF ; 25 ; ZET ; 183 
 478 ; Денга ; 1704 ;  ; Cu ; F-VF ; 50 ; shneyder ; 1788 
 479 ; Денга ; 1705 ;  ; Cu ; F+ ; 28 ; NSN ; 830 
 480 ; Денга ; 1730 ;  ; Cu ; VF ; 85 ; vvr ; 1224 
 481 ; Денга ; 1731 ;  ; Cu ; VF ; 31 ; ANK ; 781 
 482 ; Денга ; 1734 ;  ; Cu ; F ; 27 ; pww78 ; 41 
 483 ; Денга ; 1735 ;  ; Cu ; F+ ; 29 ; pww78 ; 71 
 484 ; Денга ; 1737 ;  ; Cu ; F-VF ; 13 ; валери ; 75 
 485 ; Денга ; 1738 ;  ; Cu ; VF ; 2 ; girey ; 113 
 486 ; Денга ; 1739 ;  ; Cu ; F+ ; 47 ; валери ; 71 
