 4359 ; Бона иностранная ;  ;  ;  ;  ; 20 ; shneyder ; 79 
 658 ; Медаль. Адмирал М.П.Лазарев (1788-1851гг). Медальер М.Шмаков. D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 5 ; Так!!! ; 510 
 659 ; Медаль. А.Попов (1859-1906). Медальер И.М.Рукавишников. D-60мм ; 1986ЛМД ;  ; Ж/м ; AU ; 7 ; trifons ; 816 
 660 ; Медаль. М.Ю.Лермонтов. Медальер Н.Соколов. D-65мм ;  ;  ; Ж/м ; VF-XF ; 33 ; Так!!! ; 6120 
 661 ; Медаль. 25 лет Советской Латвии. Медальер А.Апинис. D-60мм ;  ;  ; Ж/м ; XF ; 39 ; trifons ; 3000 
 662 ; Медаль. Петропавловская крепость. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 11 ; Так!!! ; 724 
 663 ; Медаль. 25 тысяч рублей. Размеры: 50 на 50мм ; 2008СПМД ;  ; Би/м ; AU ; 22 ; валенок ; 797 
 664 ; Медаль. 25 лет. В память разгрома Немецко-фашистских войск под Воронежем. D-45мм ;  ;  ; Al ; VF ; 17 ; foxmuld ; 136 
 665 ; Медаль. Турнир памяти Григория Пыльнова. D-46мм ; 1991 ;  ; Ж/м ; VF+ ; 6 ; никсер ; 57 
 666 ; Медаль. 275 лет почте. D-36мм ;  ;  ; Ж/м ; AU ; 25 ; никсер ; 75 
 667 ; Медаль в честь космического полета Союз-Аполлон. Медаль оформлена  в буклет с подставкой. С сертификатом ; 1975 ;  ; Ag ; Unc ; 48 ; валенок ; 482 
 668 ; Набор медалей "Игры XXII Олимпиада 1980г" (5шт). D-35мм. В коробке ;  ;  ; Al ; XF/AU ; 31 ; kask ; 213 
 669 ; Набор медалей Петродворец (5шт). D-35мм. В коробке ;  ;  ; Al ; XF/AU ; 19 ; kask ; 83 
 670 ; Крест Заслуг 2 степени. Польша. С документом ;  ;  ; Б/м,эмаль ; VF+ ; 44 ; alexander9595 ; 680 
 671 ; Крест Заслуг 1 степени. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 16 ; medal85 ; 225 
 672 ; Крест Заслуг 2 степени. Польша ;  ;  ; Б/м,эмаль ; XF ; 14 ; allur65 ; 379 
 673 ; Крест Заслуг 3 степени. Польша ;  ;  ; Ж/м ; XF ; 13 ; alexander9595 ; 216 
 674 ; Медаль "10 лет Народной Польше". Польша ;  ;  ; Б/м,эмаль ; VF+ ; 18 ; Григорий ; 161 
 675 ; Медаль "За долголетнюю супружескую жизнь". Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 28 ; суслик ; 518 
 676 ; Медаль. 30 лет освобождения от фашизма. Румыния ;  ;  ; Б/м ; XF- ; 19 ; k212 ; 212 
 677 ; Медаль. 25 лет провозглашения Республики. Румыния ;  ;  ; Б/м ; VF+ ; 6 ; alexander9595 ; 182 
 678 ; МедальВоенных заслуг. Румыния ;  ;  ; Б/м ; XF- ; 30 ; lsp25 ; 163 
 679 ; Медаль Балканской войны. Румыния ;  ;  ; Ж/м ; F-VF ; 45 ; veektor ; 627 
 680 ; Медаль "20 лет Югославской Народной армии". Югославия ;  ;  ; Б/м ; VF-XF ; 11 ; lsp25 ; 277 
 681 ; Военная медаль. Австро-Венгрия. Ремонт ушка ; 1873 ;  ; Br ; F-VF ; 1 ; Mike! ; 555 
 682 ; Медаль "За службу власти". Чехословакия ;  ;  ; Ж/м ; XF- ; 29 ; lsp25 ; 114 
 683 ; Медаль "За боевое содружество". Чехословакия ;  ;  ; Ж/м ; VF+ ; 67 ; 542 ; 419 
 684 ; Медаль. Леопольд III король Бельгии. Бельгия. В коробке ;  ;  ; Ж/м ; XF- ; 31 ; smaci ; 800 
 557 ; Полторак. Польша. Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 58 ; kompman ; 227 
 558 ; Полторак. Польша. Сигизмунд III. М-0,87г ; 1622 ;  ; Ag ; F-VF ; 3 ; Mike! ; 118 
 559 ; Солид. Рига. Кристина ; 1644 ;  ; Ag ; F-VF ; 11 ; asparagus ; 158 
 560 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; F-VF ; 13 ; kompman ; 123 
 561 ; Солид. Рига. Густав II Адольф ; 17 век ;  ; Ag ; F+ ; 34 ; kompman ; 77 
 562 ; Солид. Польша. Ян Казимир ; 17 век ;  ; Cu ; F+ ; 16 ; страус ; 41 
 563 ; Солид. Литва. Ян Казимир ; 1660 ;  ; Cu ; F-VF ; 32 ; asparagus ; 53 
 564 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F ; 48 ; kompman ; 51 
 565 ; Солид. Польша. Ян Казимир ; 1660-е гг ;  ; Cu ; F ; 14 ; страус ; 15 
 566 ; Лот монет Польши и Риги: солид (3шт) ; 17 век ;  ; Ag ; F/F+ ; 1 ; Mike! ; 123 
 567 ; Лот средневековых монет Риги, Литвы: солид (3шт). На одной монете трещина ; 17 век ;  ; Cu, Ag ; F ; 24 ; kompman ; 23 
 568 ; 1/2 драхмы. Табаристан. М-1,93г ;  ;  ; Ag ; VF+ ; 91 ; нумизмат ; 1936 
 569 ; Монета средневековая серебряная. М-1,53г ;  ;  ; Ag ; F-VF ; 87 ; elinsckij123 ; 7631 
 570 ; Монета средневековая серебряная. М-1,39г ;  ;  ; Ag ; F-VF ; 147 ; кве ; 3047 
 571 ; Монета средневековая серебряная. М-1,45г ;  ;  ; Ag ; VF- ; 132 ; кве ; 7722 
 572 ; Монета средневековая серебряная. М-1,4г ;  ;  ; Ag ; F-VF ; 136 ; himak ; 3774 
 573 ; Монета средневековая серебряная. М-1,35г ;  ;  ; Ag ; F-VF ; 134 ; himak ; 5610 
 574 ; Монета средневековая серебряная. М-1,21г ;  ;  ; Ag ; F-VF ; 147 ; himak ; 3621 
 575 ; 100 шу "цибай ушу", гладкий. Китай, Государство Хань. D-26мм ; 221-223 ;  ; Cu ; F+ ; 34 ; Slava O ; 928 
 576 ; 1 цянь "кайюань тунбао", полумесяц 12ч. Почерк лишу. Китай, Тан. D-25мм ; 618-907 ;  ; Br ; VF- ; 11 ; Slava O ; 101 
 577 ; 1 цянь "кайюань тунбао", иероглиф 12ч. Почерк лишу. Китай, Тан. D-23,5мм ; 618-907 ;  ; Br ; F-VF ; 29 ; Slava O ; 93 
 578 ; 1 цянь "цяньюань чжунбао", полумесяц 6ч. Почерк чжэньшу. Китай, Тан. D-25мм ;  ;  ; Br ; F-VF ; 13 ; Slava O ; 113 
 579 ; 1 цянь "чжоуюань тунбао", полумесяц 12ч. Почерк лишу. Китай, Поздняя Чжоу. D-25мм ; 951-960 ;  ; Br ; F+ ; 21 ; Slava O ; 328 
 580 ; 1 цянь "чжоуюань тунбао", полумесяц 3ч. Почерк лишу. Китай, Поздняя Чжоу. D-25мм ; 951-960 ;  ; Br ; F+ ; 11 ; Slava O ; 355 
 581 ; 1 цянь "чжоуюань тунбао", полумесяц 6ч. Почерк лишу. Китай, Поздняя Чжоу. D-25,5мм ; 951-960 ;  ; Br ; F-VF ; 43 ; Slava O ; 327 
 582 ; 1 цянь "цяньтун юаньбао", гладкий. Китай, Ляо. D-23мм ; 1101-1110 ;  ; Br ; F-VF ; 42 ; Slava O ; 821 
 583 ; 5 цяней "чуннин чжунбао", гладкий. Почерк лишу. Китай, Северная Сун. D-33мм ; 1102-1106 ;  ; Fe ; F ; 27 ; Slava O ; 340 
 584 ; 5 цяней "чуннин тунбао", гладкий. Почерк чжэньшу. Китай, Северная Сун. D-33мм ; 1102-1106 ;  ; Fe ; F ; 11 ; Slava O ; 218 
 585 ; 5 цяней "цинъюань тунбао" "сы" 6ч. Почерк чжэньшу. Китай, Южная Сун. D-34мм ; 1195-1200 ;  ; Br ; F+ ; 28 ; Slava O ; 410 
 586 ; 5 цяней "цинъюань тунбао" "у" 6ч. Почерк чжэньшу. Китай, Южная Сун. D-34мм ; 1195-1200 ;  ; Br ; F+ ; 31 ; Slava O ; 378 
 587 ; 1 цянь "шаоси юаньбао" "тун эр". Почерк чжэньшу. Китай, Южная Сун. D-24мм ; 1190-1194 ;  ; Fe ; F+ ; 47 ; Slava O ; 436 
 588 ; 2 цяня "цзятай тунбао" "чунь юань". Почерк чжэньшу. Китай, Южная Сун. D-29мм ; 1201-1205 ;  ; Fe ; F-VF ; 27 ; Slava O ; 457 
 589 ; 2 цяня "цзятай тунбао" "хань юань". Почерк чжэньшу. Китай, Южная Сун. D-28,5мм ; 1201-1205 ;  ; Fe ; F+ ; 21 ; Slava O ; 482 
 590 ; 5 цяней "дуаньпин тунбао" "хуэй у си чжун". Китай, Южная Сун. D-36мм ; 1234-1237 ;  ; Fe ; F ; 31 ; Slava O ; 651 
 591 ; 1 цянь "тяньци тунбао", звезда 6ч. Почерк чжэньшу. Китай, Мин. D-25мм ; 1621-1627 ;  ; Br ; F-VF ; 9 ; Slava O ; 136 
 592 ; 1 цянь "хунгуан тунбао" "фэн" 12ч. Китай, Южная Мин. D-23,5мм ; 1644-1945 ;  ; Br ; F-VF ; 32 ; Slava O ; 518 
 593 ; 1 цянь "шуньчжи тунбао" "и ли нин". Провинция Цзянсу (Цзяннин). Китай, Цин. D-26мм ; 1644-1661 ;  ; Br ; F+ ; 10 ; Slava O ; 253 
 594 ; 1 цянь "шуньчжи тунбао" "и ли юнь". Провинция Юньнань (Юньнаньфу). Китай, Цин. D-26мм ; 1644-1661 ;  ; Br ; F-VF ; 9 ; Slava O ; 240 
 595 ; 1 цянь "цяньлун тунбао" "боо циовань". Министерство работ. Китай, Цин. D-24мм ; 1736-1795 ;  ; Br ; VF- ; 18 ; Slava O ; 102 
 596 ; 1 цянь "цяньлун тунбао" "боо чжэ". Провинция Чжэцзян (Ханьчжоу). Китай, Цин. D-25,5мм ; 1736-1795 ;  ; Br ; F-VF ; 23 ; Slava O ; 213 
 597 ; 50 цяней "сяньфэн чжунбао" "боо ювань дан у ши". Министерство работ. Китай, Цин. D-56мм. М-59гр ; 1851-1861 ;  ; Br ; VF- ; 42 ; elinsckij123 ; 3573 
 598 ; 10 цяней "сяньфэн чжунбао" "боо и дан ши". Провинция Синьцзян (Или). Китай, Цин. D-36мм. М-16гр ; 1851-1861 ;  ; Br ; F+ ; 36 ; чусер ; 1009 
 599 ; 2 муна "чанпин тунбао" "сюань эр". Министерство промышленности. Корея. D-29мм ; 1742 ;  ; Br ; F-VF ; 15 ; kotyamoi ; 114 
 600 ; 1 мун "чанпин тунбао" "ху ши" и полумесяц 3ч. Министерство финансов. Корея. D-24,5мм ; 1757 ;  ; Br ; F+ ; 9 ; kotyamoi ; 93 
 601 ; 1 мун "чанпин тунбао" "кай тянь и" и полумесяц 9ч. Военное управление провинции Каесунг. Корея. D-25мм ; 1836 ;  ; Br ; F-VF ; 47 ; kotyamoi ; 97 
 602 ; 4 муна "бункю эйхо", 7 волн. Япония. D-27мм ; 1861-1863 ;  ; Br ; VF- ; 59 ; Буратино ; 563 
 631 ; Медаль. В память открытия памятника Императрице Екатерине II (1762-1796гг). D-35мм ; 1873 ;  ; Br,золочение ; VF+ ; 96 ; Danila-56 ; 3570 
 632 ; Медаль "В память Крымской войны 1853-1856гг". D-28мм. Окалина ; 1853-1856 ;  ; Br ; F-VF ; 43 ; vasiliym ; 1152 
 633 ; Медаль в память Русско-Японской войны (1904-1905). D-28мм ;  ;  ; Ж/м ; F-VF ; 8 ; NSN ; 1530 
 634 ; Жетон в память смерти Александра III 1894г. D-28мм ;  ;  ; Al ; F-VF ; 17 ; 555650 ; 232 
 507 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 44 ; zoom30 ; 153 
 508 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 21 ; страус ; 22 
 509 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 17 ; Sterh ; 57 
 510 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 35 ; ANK ; 200 
 511 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 27 ; Григорий ; 26 
 512 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 22 ; capable ; 22 
 513 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 6 ; Григорий ; 31 
 514 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 21 ; NSN ; 40 
 515 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 11 ; NSN ; 36 
 516 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; andysayan ; 24 
 517 ; Лот допетровских монет Ивана Грозного, Федора Ивановича, Бориса Федоровича (56шт): мечевая копейка, копейка ;  ;  ; Ag ; VF/F-VF ; 67 ; Mikola_1 ; 2856 
 518 ; Лот допетровских монет Ивана IV Васильевича (Грозного) (43шт): мечевая копейка, копейка. На 3-ех монетах отверстие ; 1533-1584 ;  ; Ag ; VF-/F-VF ; 46 ; NSN ; 2142 
 519 ; Лот допетровских монет Ивана IV Васильевича (Грозного) (21шт): денга ; 1533-1584 ;  ; Ag ; VF-/F-VF ; 55 ; Инвестор ; 1037 
 520 ; Лот допетровских монет Ивана Грозного, Федора Ивановича (46шт): мечевая копейка, копейка ;  ;  ; Ag ; VF-/F-VF ; 52 ; Инвестор ; 2285 
 521 ; Лот допетровских монет Ивана Грозного, Федора Ивановича, Бориса Федоровича, Василия Шуйского, Вдадислава Жигимонтовича (66шт): копейка, денга ;  ;  ; Ag ; VF/F-VF ; 45 ; Инвестор ; 4182 
 522 ; Дирхем. Золотая Орда, Гюлистан. Хан Хызр ; 762г.х. ;  ; Ag ; VF ; 93 ; pamel ; 355 
 523 ; Дирхем. Золотая Орда, Сарай. Хан Джанибек ; 1339-1357 ;  ; Ag ; VF ; 46 ; himak ; 306 
 524 ; Дирхем. Золотая Орда, Сарай. Хан Джанибек ; 1339-1357 ;  ; Ag ; VF- ; 78 ; саров ; 211 
 525 ; Дирхем. Золотая Орда, Сарай. Хан Джанибек. Деформация ; 1339-1357 ;  ; Ag ; F-VF ; 18 ; ur_adamov ; 206 
 526 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш. Отверстие ; 1376-1399 ;  ; Ag ; F-VF ; 30 ; himak ; 147 
 527 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш ; 1376-1399 ;  ; Ag ; VF ; 120 ; кве ; 467 
 528 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш ; 1376-1399 ;  ; Ag ; VF- ; 34 ; андрон ; 202 
 529 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш ; 1376-1399 ;  ; Ag ; VF ; 109 ; himak ; 728 
 530 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш ; 1376-1399 ;  ; Ag ; VF ; 70 ; кве ; 407 
 531 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш ; 1376-1399 ;  ; Ag ; VF ; 87 ; viridis ; 822 
 532 ; Дирхем. Золотая Орда, Сарай. Хан Тохтамыш ; 1376-1399 ;  ; Ag ; VF ; 22 ; zoom30 ; 234 
 533 ; Медный пул. Золотая Орда ; XIV-XV вв ;  ; Cu ; F ; 18 ; zoom30 ; 47 
 534 ; Медный пул. Золотая Орда ; XIV-XV вв ;  ; Cu ; F-VF ; 16 ; BVN-2 ; 36 
 535 ; Медный пул. Золотая Орда ; XIV-XV вв ;  ; Cu ; VF- ; 16 ; ANK ; 263 
 536 ; Пуло. Золотая Орда. Узбек. Лев и Солнце ; 737гх (1336-1337) ;  ; Cu ; F ; 10 ; eres ; 43 
 537 ; Пуло. Золотая Орда. Джанибек. Двуглавый орел ; 1340-е гг ;  ; Cu ; F ; 36 ; eres ; 50 
 538 ; Пуло. Золотая Орда. Хызр ; 762гх (1360-1361) ;  ; Cu ; F ; 27 ; страус ; 38 
 539 ; Антониниан. Рим. Гордиан III. М-4,34г ; 238-244 ;  ; Ag ; VF+ ; 33 ; N66 ; 1500 
 540 ; Монета античная серебряная. М-2,87г ;  ;  ; Ag ; F-VF ; 48 ; саров ; 1239 
 541 ; Монета античная серебряная. М-3,34г ;  ;  ; Ag ; VF- ; 36 ; Sterh ; 1298 
 542 ; Статер. Боспор. Рескупорид IV. М-7,42г ; 242-277 ;  ; Биллон ; F-VF ; 96 ; нумизмат ; 1683 
 543 ; Драхма. Греция. Филипп II. М-5,95г ; 359-336 гг до нэ ;  ; Br ; VF ; 52 ; ANK ; 1157 
 544 ; Монета. Индия. Династия Чела. М-4,27г ; 9 век ;  ; Cu ; VF- ; 38 ; LyLyK ; 138 
 545 ; Тетрадрахма. Кушанское Царство. Васу Дева I ; 195-230 ;  ; Cu ; F ; 46 ; LyLyK ; 261 
 546 ; Дихалк. Пантикапей. Триножник. М-2,14г ; 90-80 гг до нэ ;  ; Br ; F ; 23 ; страус ; 32 
 547 ; 1/25 обола (монета-дельфин). Ольвия. М-1,85г ; 5-4 века до нэ ;  ;  ; F ; 55 ; ur_adamov ; 357 
 548 ; 1/25 обола (монета-дельфин). Ольвия. М-0,9г ; 5-4 века до нэ ;  ; Cu ; F ; 93 ; Буратино ; 306 
 549 ; 1/25 обола (монета-дельфин). Ольвия. М-1,75г ; 5-4 века до нэ ;  ; Cu ; F+ ; 47 ; ANK ; 306 
 550 ; Гемихалк. Ольвия. М-0,7г ; 370-360 гг до нэ ;  ; Cu ; F-VF ; 38 ; Sterh ; 57 
 551 ; Дихалк. Пантикапей. Шапки Диоскуров. М-2,38г ; 130-125 гг до нэ ;  ; Cu ; VF- ; 76 ; LyLyK ; 209 
 552 ; Обол. Пантикапей. М-1,89г ; 150-125 гг до нэ ;  ; Cu ; F-VF ; 42 ; andysayan ; 42 
 553 ; Орт. Польша. Сигизмунд III. М-6,42г ; 1621 ;  ; Ag ; VF- ; 67 ; raise ; 918 
 554 ; 18 грошей. Бранденбург. М-6,6г ; 1699SD ;  ; Ag ; VF ; 33 ; Буратино ; 1224 
 555 ; Полугрош. Литва. Вильно. Александр Ягеллончик ; 1492-1506 ;  ; Ag ; F+ ; 37 ; матвед ; 255 
 556 ; Полторак. Польша. Сигизмунд III ; 1615 ;  ; Ag ; F-VF ; 25 ; kompman ; 161 
 457 ; Лот Русско-Польских монет (6шт): 3 гроша, 1 грош ; 1830-1844 ;  ; Cu ; F/VG ; 15 ; raise ; 740 
 458 ; Копейка. Слоение ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF- ; 91 ; Doctor57 ; 453 
 459 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 53 ; trifons ; 93 
 460 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 44 ; mgradov ; 92 
 461 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 43 ; Andrei2007 ; 153 
 462 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 35 ; ANK ; 127 
 463 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 35 ; trifons ; 110 
 464 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 49 ; trifons ; 184 
 465 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 40 ; trifons ; 90 
 466 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF+ ; 23 ; Antromis ; 534 
 467 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 55 ; lm ; 74 
 468 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 63 ; Marcus ; 261 
 469 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 37 ; Antromis ; 123 
 470 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 66 ; гриша ; 75 
 471 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 46 ; Mikola_1 ; 115 
 472 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 70 ; alex67 ; 260 
 473 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 38 ; ANK ; 76 
 474 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; F-VF ; 90 ; eres ; 1983 
 475 ; Денга. Утеряна часть монеты ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 174 ; Vaneev ; 2925 
 476 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 26 ; NSN ; 161 
 477 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+/F ; 41 ; wolikaz ; 158 
 478 ; Полушка. Федор Иванович? ; 1584-1598 ;  ; Ag ; F+ ; 37 ; кабан ; 318 
 479 ; Денга. Суздальско-Нижегородское Великое кн-во ; XV в ;  ; Ag ; VF ; 114 ; eres ; 1353 
 480 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 42 ; mib ; 230 
 481 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 28 ; lm ; 123 
 482 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 26 ; NSN ; 92 
 483 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 25 ; veller ; 255 
 484 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF ; 65 ; гриша ; 422 
 485 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; VF- ; 47 ; cochu ; 375 
 486 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 25 ; cammal ; 155 
 487 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 30 ; imi ; 46 
 488 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 20 ; zoom30 ; 72 
 489 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 18 ; zoom30 ; 43 
 490 ; Копейка. Деформация ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; VF ; 13 ; Sterh ; 32 
 491 ; Копейка. Михаил Федорович. Новгород ; 1617-1627 ;  ; Ag ; VF ; 18 ; ANK ; 44 
 492 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 24 ; гриша ; 79 
 493 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 9 ; andorf ; 68 
 494 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 40 ; andorf ; 132 
 495 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 67 ; eres ; 716 
 496 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 80 ; ААФ ; 1024 
 497 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 111 ; егор ; 2597 
 498 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF ; 23 ; Al777 ; 793 
 499 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 79 ; peck ; 1699 
 500 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 13 ; andysayan ; 23 
 501 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 57 ; танк ; 98 
 502 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 40 ; mgradov ; 63 
 503 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 33 ; Григорий ; 53 
 504 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 23 ; lm ; 120 
 505 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 93 ; егор ; 578 
 506 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 9 ; ANK ; 43 
 407 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 51 ; кве ; 1032 
 408 ; Денежка ; 1855 ; ВМ ; Cu ; F-VF ; 17 ; Andrei2007 ; 465 
 409 ; Денежка ; 1859 ; ЕМ ; Cu ; F-VF ; 46 ; taa ; 186 
 410 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF ; 23 ; якши37 ; 102 
 411 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU ; 39 ; ШИФ ; 321 
 412 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 59 ; apostol ; 135 
 413 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; VF+ ; 16 ; BVN-2 ; 185 
 414 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 27 ; sikachai ; 36 
 415 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 35 ; sikachai ; 319 
 416 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-/F-VF ; 60 ; stivenson ; 104 
 417 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 80 ; apostol ; 105 
 418 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 73 ; apostol ; 203 
 419 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF ; 39 ; bob_tauranga ; 102 
 420 ; 1/2 копейки ; 1915 ;  ; Cu ; VF- ; 24 ; USS ; 100 
 421 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 20 ; bob_tauranga ; 84 
 422 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 40 ; vvr ; 46 
 423 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 76 ; митька ; 107 
 424 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F/F+ ; 24 ; кошак ; 204 
 425 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 51 ; shknikolay ; 739 
 426 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; VF+ ; 34 ; murew ; 526 
 427 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; VF ; 31 ; Gresgrey ; 987 
 428 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; F-VF ; 7 ; dimon46 ; 532 
 429 ; 3 гроша ; 1831 ; KG польское восстание 1830-1831 гг. ; Cu ; F+ ; 37 ; sonegr ; 1509 
 430 ; 1 грош ; 1825 ; IB Польша ; Cu ; F ; 33 ; max2008 ; 911 
 431 ; 1 грош ; 1828 ; FH Польша ; Cu ; F ; 27 ; sonegr ; 204 
 432 ; 1 грош ; 1840 ; MW Рус.-Пол. ; Cu ; F/F+ ; 12 ; raise ; 228 
 433 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 40 ; Григорий ; 107 
 434 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 27 ; Григорий ; 91 
 435 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 26 ; lsp25 ; 118 
 436 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 31 ; lsp25 ; 83 
 437 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 43 ; lsp25 ; 81 
