 6035 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 11 ; prostor.71 ; 24 
 961 ; Медаль. Гагарин. D-40мм ;  ;  ; Al ; VF+ ; 31 ; Rober ; 204 
 962 ; Медаль В память посещения города архангельска. D-54мм ;  ;  ; Al ; XF ; 14 ; апосум ; 114 
 963 ; Медаль60 лет Великой Октябрьской Социалистической революции. D-60мм ;  ;  ; Ж/м ; XF- ; 19 ; stilspb ; 180 
 964 ; Медаль музей М.В.Фрунзе. D-56мм ;  ;  ; Al ; VF-XF ; 18 ; aziya11 ; 114 
 856 ; Лот чешуи: 9шт ;  ;  ; Ag,Cu ; F-VF ; 23 ; asnik ; 287 
 857 ; Лот монет Ивана Грозного, Федора Ивановича, Бориса Годунова, Дмитрия Ивановича и Василия Шуйского (278шт): копейка ;  ;  ; Ag ; VF-/F-VF ; 22 ; aziya11 ; 15002 
 858 ; Лот монет Ивана Грозного (9шт): денга ; 1533-1584 ;  ; Ag ; F+/F-VF ; 25 ; aziya11 ; 276 
 859 ; Лот монет Ивана Грозного (9шт): копейка ; 1533-1584 ;  ; Ag ; F+/F-VF ; 44 ; Vasilyi9 ; 370 
 860 ; 1 алтын. Османская Империя. Сулейман I. М-3,435г ; 1520 ;  ; Au ; F-VF ; 55 ; masterovoi ; 11100 
 861 ; Тетрадрахма. Индо-Скифия, Сасан. М-9,82гр ; 30-60 ;  ; Ag ; F-VF ; 97 ; RuNum1 ; 3715 
 862 ; Антониниан. Рим, имп. Галлиен. М-2,10гр ;  ;  ; Cu ; F+ ; 28 ; aziya11 ; 185 
 863 ; Фоллис. Рим, имп. Констанций II. М-2,22гр ;  ;  ; Cu ; F ; 27 ; rirosrob ; 206 
 864 ; Нумий. Рим, имп. Феодосий I. М-1,28гр ;  ;  ; Cu ; F+ ; 28 ; rirosrob ; 240 
 865 ; Фоллис. Рим, имп. Констант. М-1,24гр ;  ;  ; Cu ; F ; 22 ; aziya11 ; 207 
 866 ; Монета Рим ;  ;  ; Cu ; F+ ; 15 ; rirosrob ; 255 
 867 ; Семис. Испания. М-3,51гр ;  ;  ; Cu ; F ; 21 ; dimasmirnov ; 421 
 868 ; Монета. Иония. М-6,64гр ;  ;  ; Cu ; F ; 29 ; Emv ; 228 
 869 ; Монета. Сиракузы. М-4,35гр ;  ;  ; Cu ; F ; 66 ; ask ; 1166 
 870 ; 4 эре. Швеция. М-2,71гр ; 1670 ;  ; Ag ; VF-/F-VF ; 67 ; tss ; 1071 
 871 ; 5 эре. Швеция. М-3,48гр ; 1691 ;  ; Ag ; VF- ; 63 ; Александр007 ; 975 
 872 ; Денарий. Австрия. М-1,17гр ; 10в ;  ; Ag ; F-VF ; 51 ; агент Холдер ; 760 
 873 ; Полторак. Польша, Сигизмунд III ; 1621 ;  ; Ag ; F-VF ; 14 ; shaxter2015 ; 164 
 874 ; Монета средневековая серебр. М-0,7г. Отверстие ;  ;  ; Ag ; F ; 20 ; stok ; 283 
 875 ; Артиг. Ливонский Орден. Город Ревель. Гроссмейстерская чеканка. М-0,78гр ;  ;  ; Ag ; F+ ; 50 ; stok ; 568 
 876 ; Дорпат шиллинг. Ливонский Орден. Город Дорпат (Тарту). М-1гр ;  ;  ; Ag ; F ; 50 ; нумизмат ; 928 
 877 ; Солид. Рига. Кристина ; 1652 ;  ; Ag ; F ; 34 ; aziya11 ; 114 
 878 ; Солид. Рига, Кристина ; 1643 ;  ; Ag ; F ; 14 ; aziya11 ; 102 
 879 ; Солид. Рига ; 1576 ;  ; Ag ; F+ ; 27 ; Jauho ; 139 
 880 ; Солид. Рига ; 1575 ;  ; Ag ; F+ ; 51 ; Jauho ; 206 
 881 ; Солид. Рига ; 1577 ;  ; Ag ; F+ ; 36 ; Jauho ; 221 
 882 ; 2 мараведи. Испания. М-6,17гр ; 1686 ;  ; Cu ; F ; 18 ; aziya11 ; 182 
 883 ; Ардите. Испания, Барселона. М-1,32гр ; 1653 ;  ; Cu ; F ; 19 ; vb96 ; 502 
 884 ; 1 динейро. Испания, Барселона. М-0,78гр ; 1622-1635 ;  ; Cu ; F ; 17 ; lestes ; 357 
 885 ; Динейро. Испания, Арагон. М-0,60гр ; 1598-1621 ;  ; Cu ; F ; 41 ; стрелка ; 1200 
 886 ; 2 гани. Индия, Делийский султанат. М-3,46гр ; 1298-1312 ;  ; Ag ; F ; 34 ; aziya11 ; 459 
 887 ; Фулус. Индия. М-4,70гр ; 1402-1440 ;  ; Cu ; F ; 47 ; стрелка ; 1000 
 888 ; 2 гани. Индия, Делийский султанат. М-3,55гр ; 1298-1312 ;  ; Ag ; F ; 16 ; aziya11 ; 413 
 889 ; Фулус. Индия. М-4,82гр ; 1402-1440 ;  ; Cu ; F ; 38 ; Sterh ; 279 
 890 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 29 ; lestes ; 408 
 891 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 25 ; lestes ; 380 
 892 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 59 ; himak ; 932 
 893 ; Лот средневековых монет: 5шт ;  ;  ; Ag ; VG/F ; 50 ; Jauho ; 791 
 894 ; Лот монет средневековой Риги (4шт): солид. Отверстия ; 16в ;  ; Ag ; F/F+ ; 41 ; Jauho ; 360 
 895 ; Лот монет Золотой Орды (20шт): дирхем+2 пула ;  ;  ; Ag,Cu ; F/F-VF ; 81 ; viktorius ; 4001 
 905 ; Медаль "За усердие". D-30мм. Частная мастерская ;  ;  ; Ag ; XF ; 23 ; a_kog ; 4069 
 906 ; Медаль "За храбрость". D-28мм. Частная мастерская ;  ;  ; Ag ; VF ; 49 ; Майкл ; 6204 
 907 ; Медаль В память царя Николая I. D-27мм ;  ;  ; Ag ; F-VF ; 13 ; A-Stral ; 5100 
 908 ; Медаль "За усердие". D-28мм ;  ;  ; Br ; VF ; 39 ; utjhubq ; 2701 
 909 ; Медаль "За Русско-японскую войну 1904-1905гг". D-28мм ;  ;  ; Br ; VF ; 33 ; lsp25 ; 1755 
 910 ; Медаль "В память 300-летия Дома Романовых 1613-1913гг". D-28мм ;  ;  ; Br ; XF- ; 25 ; lsp25 ; 1479 
 911 ; Медаль. Полтава. Петр I. D-28мм ;  ;  ; Br ; VG ; 16 ; A-Stral ; 2301 
 912 ; Жетон На коронацию Александра III. D-26мм ;  ;  ; Ag ; XF- ; 46 ; vitapool ; 3184 
 913 ; Жетон "В память 200-летия Полтавской победы" ;  ;  ; Br ; VF ; 12 ; ты кто такой? ; 1428 
 914 ; Должностной знак. Сельский староста. D-44мм ;  ;  ; Br ; F-VF ; 28 ; Koroed ; 1122 
 806 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 9 ; rirosrob ; 105 
 807 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 22 ; aziya11 ; 77 
 808 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 19 ; maymuse ; 208 
 809 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 49 ; val211 ; 216 
 810 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 14 ; aziya11 ; 114 
 811 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; aziya11 ; 102 
 812 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 29 ; Vasilyi9 ; 105 
 813 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 23 ; aziya11 ; 74 
 814 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 41 
 815 ; Копейка. Михаил Федорович. Ярославль ; 1612-1613 ;  ; Ag ; F-VF ; 46 ; Bolt ; 579 
 816 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 17 ; Vasilyi9 ; 73 
 817 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 30 ; Vasilyi9 ; 87 
 818 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; aziya11 ; 67 
 819 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; Vasilyi9 ; 79 
 820 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 19 ; Vasilyi9 ; 95 
 821 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 6 ; aziya11 ; 45 
 822 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 7 ; aziya11 ; 62 
 823 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 12 ; aziya11 ; 41 
 824 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; ------ ; 80 
 825 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; Vasilyi9 ; 113 
 826 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; Vasilyi9 ; 123 
 827 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 18 ; wolikaz ; 81 
 828 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; STANDART ; 74 
 829 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; Vasilyi9 ; 58 
 830 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 26 ; wolikaz ; 58 
 831 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; george56 ; 204 
 832 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 28 ; Andrei2007 ; 143 
 833 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; Vasilyi9 ; 62 
 834 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 18 ; Vasilyi9 ; 86 
 835 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; cotaclysm ; 69 
 836 ; Копейка. Обломана ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 15 ; aziya11 ; 41 
 837 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; rirosrob ; 85 
 838 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; цеховик ; 102 
 839 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; maymuse ; 152 
 840 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; wolikaz ; 62 
 841 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 22 ; Jauho ; 105 
 842 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF/F+ ; 11 ; cotaclysm ; 48 
 843 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 35 ; cotaclysm ; 116 
 844 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; DnSr ; 171 
 845 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; цеховик ; 79 
 846 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 33 ; Vasilyi9 ; 309 
 847 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; DnSr ; 146 
 848 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; cotaclysm ; 93 
 849 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 28 ; ГдРъ ; 184 
 850 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 24 ; ГдРъ ; 124 
 851 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 15 ; СНБ ; 2607 
 852 ; Монета удельная. Подражание ;  ;  ; Ag ; F-VF ; 19 ; нумизмат ; 623 
 853 ; Лот монет Ивана Грозного (34шт): денга ; 1533-1584 ;  ; Ag ; F-VF/VF- ; 39 ; aziya11 ; 1622 
 854 ; Лот монет Ивана Грозного-Бориса Годунова (42шт): копейка ;  ;  ; Ag ; F-VF/VF- ; 33 ; dav_79_2010 ; 2397 
 855 ; Лот монет Ивана Грозного и Федора Ивановича (259шт): денга ;  ;  ; Ag ; VF-/F-VF ; 41 ; aziya11 ; 14002 
 756 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 27 ; НЗ ; 143 
 757 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 51 ; krocsi ; 360 
 758 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 12 ; krocsi ; 230 
 759 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 18 ; krocsi ; 168 
 760 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 9 ; krocsi ; 198 
 761 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; aziya11 ; 104 
 762 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; ГдРъ ; 349 
 763 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; zemlyk2014 ; 125 
 764 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 31 ; Ивпага ; 120 
 765 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 40 ; rirosrob ; 85 
 766 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 39 ; maymuse ; 126 
 767 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 38 ; Ивпага ; 318 
 768 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; stok ; 36 
 769 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 14 ; aziya11 ; 35 
 770 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; STANDART ; 53 
 771 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 42 ; цеховик ; 82 
 772 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 17 ; aziya11 ; 30 
 773 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 27 ; Heritage ; 62 
 774 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; aziya11 ; 37 
 775 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; stok ; 38 
 776 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; aziya11 ; 37 
 777 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; aziya11 ; 36 
 778 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; shaxter2015 ; 64 
 779 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; rirosrob ; 61 
 780 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; aziya11 ; 47 
 781 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 21 ; СНБ ; 793 
 782 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 23 ; СНБ ; 949 
 783 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 19 ; cochu ; 2042 
 784 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 32 ; oleg61 ; 1227 
 785 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 32 ; ГдРъ ; 1227 
 786 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 14 ; aziya11 ; 134 
 787 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 18 ; Vasilyi9 ; 181 
 788 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; STANDART ; 93 
 789 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; aziya11 ; 77 
 790 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 26 ; Vasilyi9 ; 140 
 791 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 44 ; цеховик ; 101 
 792 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; alien34 ; 105 
 793 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; DnSr ; 120 
 794 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 19 ; maymuse ; 105 
 795 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 38 ; maymuse ; 192 
 796 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 21 ; Vasilyi9 ; 111 
 797 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 37 ; DnSr ; 95 
 798 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 52 ; val211 ; 793 
 799 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 44 ; ГдРъ ; 521 
 800 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 29 ; viridis ; 128 
 801 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 34 ; val211 ; 465 
 802 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; maymuse ; 204 
 803 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; ZET ; 204 
 804 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 30 ; maymuse ; 138 
 805 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 24 ; Майкл ; 235 
 706 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 53 ; нумизмат ; 2278 
 707 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 30 ; нумизмат ; 506 
 708 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 24 ; Vaneev ; 1530 
 709 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 59 ; нумизмат ; 21225 
 710 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 29 ; Vaneev ; 816 
 711 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 42 ; cochu ; 4784 
 712 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 45 ; нумизмат ; 1467 
 713 ; Денга. Легкая деформация ; 14в ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 32 ; нумизмат ; 1473 
 714 ; Денга ; 14в ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 14 ; Vaneev ; 816 
 715 ; Денга ; 14в ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 19 ; cochu ; 2550 
 716 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; 15в ;  ; Ag ; F-VF ; 40 ; cochu ; 3132 
 717 ; Денга. Василий Дмитриевич. Чекан Суздаль ; 1389-1425 ;  ; Ag ; F-VF ; 18 ; Al777 ; 1020 
 718 ; Денга. Василий Дмитриевич. Чекан Суздаль ; 1389-1425 ;  ; Ag ; F-VF ; 30 ; СНБ ; 1538 
 719 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F+ ; 26 ; СНБ ; 949 
 720 ; Денга. Василий Дмитриевич. Чекан Переяславля ; 1389-1425 ;  ; Ag ; F-VF ; 49 ; cochu ; 6122 
 721 ; Денга. Дмитровское удельное кн-во. Князь Петр Дмитриевич ; 14в ;  ; Ag ; F-VF ; 40 ; himak ; 7140 
 722 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F-VF ; 38 ; oleg61 ; 11220 
 723 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F-VF ; 36 ; oleg61 ; 5916 
 724 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 26 ; sandal ; 6356 
 725 ; Денга. Князь Михаил Андреевич ; 1432-1485 ; Удельное Княжество Верейское ; Ag ; F-VF ; 76 ; ANK ; 10710 
 726 ; Денга. Серпуховское удельное кн-во. Князь Василий Ярославович ; 1426-1483 ;  ; Ag ; F-VF ; 38 ; Ритм ; 5253 
 727 ; Денга. Иван III Васильевич. Новгород ; 1462-1505 ;  ; Ag ; F+/F-VF ; 28 ; himak ; 455 
 728 ; Денга. Иван III Васильевич. Тверь ; 1462-1505 ;  ; Ag ; F-VF ; 19 ; Ивпага ; 203 
 729 ; Денга.  Великое кн-во Тверское. Деформация, обломана. Князь Михаил Борисович ; 1461-1485 ;  ; Ag ; F ; 29 ; Al777 ; 5423 
 730 ; Денга. Великое кн-во Тверское. Князь Борис Александрович ; 1425-1461 ;  ; Ag ; F-VF ; 37 ; ZOLTAN333 ; 4873 
 731 ; Денга. Василий Дмитриевич. Деформация ; 1389-1425 ;  ; Ag ; F-VF ; 47 ; viridis ; 1026 
 732 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 28 ; val211 ; 1022 
 733 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; VF- ; 43 ; ZOLTAN333 ; 3966 
 734 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; VF- ; 52 ; монетоед ; 3635 
 735 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; VF- ; 25 ; монетоед ; 3888 
 736 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 22 ; Jauho ; 308 
 737 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 19 ; Al777 ; 1534 
 738 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 27 ; Jauho ; 510 
 739 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 87 ; george56 ; 2552 
 740 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 45 ; viktorius ; 2001 
 741 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 18 ; george56 ; 567 
 742 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 21 ; ГдРъ ; 147 
 743 ; Копейка ;  ; временный московский денежный двор ; Ag ; F-VF ; 20 ; Jauho ; 286 
 744 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 32 ; DnSr ; 230 
 745 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 33 ; maymuse ; 209 
 746 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; rirosrob ; 171 
 747 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; maymuse ; 161 
 748 ; Денга ;  ; Удельное Княжество Верейское ; Ag ; F-VF ; 33 ; СНБ ; 6837 
 749 ; Денга ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 38 ; ZOLTAN333 ; 180 
 750 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; viv1957 ; 171 
 751 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 23 ; aziya11 ; 207 
 752 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 31 ; Vasilyi9 ; 74 
 753 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 24 ; Vasilyi9 ; 55 
 754 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 15 ; rirosrob ; 146 
 755 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 13 ; maymuse ; 148 
 656 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 17 ; Mike! ; 264 
 657 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 7 ; Mike! ; 261 
 658 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 21 ; Andrei2007 ; 235 
 659 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 19 ; себер ; 272 
 660 ; 1 пенни ; 1895 ; Финляндия ; Cu ; XF- ; 11 ; себер ; 384 
 661 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF- ; 9 ; Victory-2001 ; 155 
 662 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF- ; 32 ; ввп ; 126 
 663 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF ; 40 ; ввп ; 119 
 664 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 22 ; ввп ; 119 
 665 ; 1 пенни ; 1902 ; Финляндия ; Cu ; XF- ; 15 ; imi ; 140 
 666 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF- ; 19 ; boroda ; 112 
 667 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF+ ; 25 ; ввп ; 119 
 668 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 28 ; boroda ; 108 
 669 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 9 ; mishael07 ; 161 
 670 ; 1 пенни ; 1908 ; Финляндия ; Cu ; VF ; 17 ; Семен ; 120 
 671 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 23 ; boroda ; 90 
 672 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF ; 19 ; boroda ; 79 
 673 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 23 ; Sporti84 ; 388 
 674 ; 1 пенни ; 1912 ; Финляндия ; Cu ; VF ; 14 ; Andrei2007 ; 79 
 675 ; 1 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 20 ; Andrei2007 ; 78 
 676 ; 1 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 13 ; Orlov1504 ; 90 
 677 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 17 ; Andrei2007 ; 79 
